variant,task_id,task_seed,direction,difficulty,true_pair_count,success,strict_success,severe_failure,steps,crossings,total_volume_ml,final_abs_error,controller_ms_per_step,benchmark_seed
no_ph_rate_bonus,68,5000202,base,medium,1,1,1,0,2,0,1.75,0.025002214581942628,27.472300000226824,202
no_uncertainty_factor,68,5000202,base,medium,1,1,1,0,3,2,3.9899999999999993,0.04250278296452814,45.39646666914147,202
no_buffering_factor,68,5000202,base,medium,1,1,0,0,3,2,3.43,0.08233870089699158,48.6820333317155,202
no_required_volume_term,68,5000202,base,medium,1,1,1,0,2,2,2.35,0.014026968628864989,68.99374999920838,202
linear_clip_instead_of_tanh,68,5000202,base,medium,1,1,0,0,3,2,3.45,0.08231317634104274,52.328066665116545,202
full,69,5000202,base,near,2,1,0,0,3,0,2.38,0.0649255750402884,24.975566666398663,202
no_ph_rate_bonus,69,5000202,base,near,2,1,0,0,4,0,2.25,0.08962344280583823,24.147075002474594,202
no_uncertainty_factor,69,5000202,base,near,2,1,1,0,3,0,2.48,0.04602507430836367,25.415300001138046,202
no_buffering_factor,69,5000202,base,near,2,1,0,0,3,0,2.4,0.061138873792198734,22.7263666674844,202
no_required_volume_term,69,5000202,base,near,2,1,0,0,3,0,2.38,0.0649255750402884,30.670466667894896,202
linear_clip_instead_of_tanh,69,5000202,base,near,2,1,0,0,3,0,2.37,0.06682019281023655,29.113033337732002,202
full,70,5000202,base,far,2,1,0,0,5,0,12.97,0.07650708369057835,61.34500000189291,202
no_ph_rate_bonus,70,5000202,base,far,2,1,0,0,7,0,13.02,0.06110628535115925,51.74377142767688,202
no_uncertainty_factor,70,5000202,base,far,2,1,1,0,5,0,13.139999999999999,0.022718896203264727,51.96821999561507,202
no_buffering_factor,70,5000202,base,far,2,1,0,0,5,0,13.0,0.06730612571550676,50.79511999792885,202
no_required_volume_term,70,5000202,base,far,2,1,0,0,5,0,12.909999999999998,0.0945687299496294,51.865539999562316,202
linear_clip_instead_of_tanh,70,5000202,base,far,2,1,1,0,5,0,13.069999999999999,0.04536643142849339,51.02755999978399,202
full,71,5000202,base,near,2,1,1,0,1,0,0.81,0.035497420002906566,35.29710000293562,202
no_ph_rate_bonus,71,5000202,base,near,2,1,1,0,2,0,0.93,0.003100391773741329,63.40125000133412,202
no_uncertainty_factor,71,5000202,base,near,2,1,1,0,1,0,0.89,0.013724749027851146,38.88070000539301,202
no_buffering_factor,71,5000202,base,near,2,1,1,0,1,0,0.84,0.02724834611602578,33.69630000088364,202
no_required_volume_term,71,5000202,base,near,2,1,1,0,1,0,0.81,0.035497420002906566,35.988499999803025,202
linear_clip_instead_of_tanh,71,5000202,base,near,2,1,1,0,1,0,0.81,0.035497420002906566,32.37850000732578,202
full,72,5000202,base,near,1,1,1,0,4,4,3.5599999999999996,0.042157183460735936,67.63512499674107,202
no_ph_rate_bonus,72,5000202,base,near,1,1,1,0,1,1,1.28,0.005957457666609045,99.84709999844199,202
no_uncertainty_factor,72,5000202,base,near,1,1,1,0,4,3,3.94,0.03170703201324976,61.72005000189529,202
no_buffering_factor,72,5000202,base,near,1,1,1,0,4,4,3.63,0.03638311289978624,61.54567500016128,202
no_required_volume_term,72,5000202,base,near,1,1,1,0,1,1,1.33,0.038419384676315005,96.3250999993761,202
linear_clip_instead_of_tanh,72,5000202,base,near,1,1,1,0,4,4,3.6100000000000003,0.036382798138800965,68.05592499767954,202
full,73,5000202,acid,near,3,1,0,0,4,0,3.13,0.07213009025812944,23.89137500358629,202
no_ph_rate_bonus,73,5000202,acid,near,3,0,0,0,5,0,2.92,0.10018965014119807,22.86355999967782,202
no_uncertainty_factor,73,5000202,acid,near,3,1,0,0,3,0,3.0100000000000002,0.08805917467049085,22.7094000025924,202
no_buffering_factor,73,5000202,acid,near,3,0,0,0,3,0,2.91,0.10154758780848105,30.703399994915042,202
no_required_volume_term,73,5000202,acid,near,3,1,0,0,4,0,3.13,0.07213009025812944,27.277549999780604,202
linear_clip_instead_of_tanh,73,5000202,acid,near,3,1,0,0,4,0,3.15,0.06950135507330302,26.871275000303285,202
full,74,5000202,acid,medium,3,1,1,0,4,3,7.029999999999999,0.026569433252211283,48.086699993291404,202
no_ph_rate_bonus,74,5000202,acid,medium,3,1,1,0,1,1,2.83,0.026590447118755023,53.88449999736622,202
no_uncertainty_factor,74,5000202,acid,medium,3,1,1,0,4,4,8.32,0.012052737287067572,57.19107499680831,202
no_buffering_factor,74,5000202,acid,medium,3,1,1,0,4,4,7.26,0.012048044075521958,48.72952500045358,202
no_required_volume_term,74,5000202,acid,medium,3,1,0,0,3,3,6.27,0.07433795318167746,57.949666668719146,202
linear_clip_instead_of_tanh,74,5000202,acid,medium,3,1,1,0,4,3,7.52,0.01875566199985812,50.6873500016809,202
full,75,5000202,base,medium,1,1,1,0,4,1,11.2,0.0014878038741938937,70.20069999816769,202
no_ph_rate_bonus,75,5000202,base,medium,1,1,0,0,6,0,10.49,0.08588216503819535,56.114233332967466,202
no_uncertainty_factor,75,5000202,base,medium,1,1,0,0,4,1,11.82,0.08487332582878349,67.83322499904898,202
no_buffering_factor,75,5000202,base,medium,1,1,0,0,6,1,12.36,0.07924732242960619,54.72619999879195,202
no_required_volume_term,75,5000202,base,medium,1,1,0,0,8,0,10.45,0.0906025173000975,74.7776000007434,202
linear_clip_instead_of_tanh,75,5000202,base,medium,1,1,1,0,3,0,10.82,0.046172091337026266,86.52413332796034,202
full,76,5000202,acid,near,2,1,0,0,1,1,2.3,0.09211830274670829,87.71990000968799,202
no_ph_rate_bonus,76,5000202,acid,near,2,1,0,0,1,0,1.55,0.08129246953203806,93.9040999946883,202
no_uncertainty_factor,76,5000202,acid,near,2,1,0,0,2,1,2.91,0.0605385704422674,61.430850000760984,202
no_buffering_factor,76,5000202,acid,near,2,1,1,0,2,1,2.58,0.048838020567802065,57.72185000387253,202
no_required_volume_term,76,5000202,acid,near,2,1,0,0,2,0,1.54,0.08351513573703206,55.252899997867644,202
linear_clip_instead_of_tanh,76,5000202,acid,near,2,1,1,0,2,1,2.57,0.046478758368504014,53.08995000086725,202
full,77,5000202,acid,near,2,1,1,0,1,1,2.79,0.006116828681382636,106.88669999217382,202
no_ph_rate_bonus,77,5000202,acid,near,2,1,0,0,2,0,2.12,0.09335492667674483,65.03169999996317,202
no_uncertainty_factor,77,5000202,acid,near,2,1,1,0,1,1,3.08,0.04992976912242586,106.67509999620961,202
no_buffering_factor,77,5000202,acid,near,2,1,1,0,1,1,2.86,0.016642122841610707,91.9008000055328,202
no_required_volume_term,77,5000202,acid,near,2,1,0,0,3,0,2.09,0.09776782984916554,48.5783999999209,202
linear_clip_instead_of_tanh,77,5000202,acid,near,2,1,1,0,1,1,2.87,0.018148231993886377,88.8548999937484,202
full,78,5000202,base,medium,3,1,1,0,4,0,6.359999999999999,0.03660215637155684,30.60482500040962,202
no_ph_rate_bonus,78,5000202,base,medium,3,1,0,0,5,0,6.24,0.06992984835852933,26.872159996128175,202
no_uncertainty_factor,78,5000202,base,medium,3,1,0,0,3,0,6.229999999999999,0.07272942308220198,33.476933330045235,202
no_buffering_factor,78,5000202,base,medium,3,1,1,0,4,0,6.39,0.02834851318765086,34.30205000040587,202
no_required_volume_term,78,5000202,base,medium,3,1,1,0,4,0,6.359999999999999,0.03660215637155684,33.3170500016422,202
linear_clip_instead_of_tanh,78,5000202,base,medium,3,1,1,0,4,0,6.38,0.031096211670178953,27.314074999594595,202
full,79,5000202,acid,medium,2,1,1,0,3,1,7.45,0.032006589529254725,54.159299999203846,202
no_ph_rate_bonus,79,5000202,acid,medium,2,1,0,0,4,1,7.619999999999999,0.05566147493843765,58.38822499754315,202
no_uncertainty_factor,79,5000202,acid,medium,2,1,1,0,2,0,6.91,0.04305622945177667,64.26524999551475,202
no_buffering_factor,79,5000202,acid,medium,2,1,1,0,3,1,7.51,0.040350425840321336,51.6373333351415,202
no_required_volume_term,79,5000202,acid,medium,2,1,0,0,6,0,6.76,0.06396580410994268,58.1837333314373,202
linear_clip_instead_of_tanh,79,5000202,acid,medium,2,1,1,0,3,1,7.569999999999999,0.04869931866086041,44.875766664821036,202
full,80,5000202,base,medium,1,1,1,0,15,9,15.569999999999997,0.024133717453782566,83.13084666588111,202
no_ph_rate_bonus,80,5000202,base,medium,1,1,1,0,15,9,11.489999999999998,0.024956323946415893,86.49082666815957,202
no_uncertainty_factor,80,5000202,base,medium,1,1,1,0,11,9,16.59,0.023928796319101053,82.03341818245298,202
no_buffering_factor,80,5000202,base,medium,1,1,1,0,13,9,15.689999999999998,0.02410959398456569,82.20023846101518,202
no_required_volume_term,80,5000202,base,medium,1,1,1,0,14,9,11.149999999999999,0.025025086699400845,88.30678571445917,202
linear_clip_instead_of_tanh,80,5000202,base,medium,1,1,1,0,13,9,18.03,0.023639990012146228,84.86026922932629,202
full,81,5000202,acid,far,1,1,1,0,3,2,9.719999999999999,0.04478828769042087,102.96630000084406,202
no_ph_rate_bonus,81,5000202,acid,far,1,1,1,0,2,1,7.03,0.03823292759865149,102.94665000401437,202
no_uncertainty_factor,81,5000202,acid,far,1,1,0,0,3,2,10.440000000000001,0.05918246675035155,98.74353333483062,202
no_buffering_factor,81,5000202,acid,far,1,1,1,0,3,2,9.86,0.047626198242430196,91.63873333212298,202
no_required_volume_term,81,5000202,acid,far,1,1,0,0,2,1,8.18,0.09414977513315437,81.72374999776366,202
linear_clip_instead_of_tanh,81,5000202,acid,far,1,1,1,0,3,1,12.71,0.030802837331448618,91.09606666606851,202
full,82,5000202,acid,near,2,1,1,0,3,1,3.52,0.04994414807807068,48.68726666366759,202
no_ph_rate_bonus,82,5000202,acid,near,2,1,0,0,2,1,1.9,0.06275085325686369,51.55029999514227,202
no_uncertainty_factor,82,5000202,acid,near,2,1,1,0,3,1,4.08,0.03835064123381304,54.84740000247257,202
no_buffering_factor,82,5000202,acid,near,2,1,1,0,3,1,3.59,0.04712421771484809,46.22963333531516,202
no_required_volume_term,82,5000202,acid,near,2,1,0,0,1,0,0.92,0.07611576867180059,99.94849999930011,202
linear_clip_instead_of_tanh,82,5000202,acid,near,2,1,1,0,3,1,3.6399999999999997,0.044325093295340956,56.29240000174226,202
full,83,5000202,acid,medium,3,1,0,0,12,0,10.879999999999999,0.09797381792012283,24.09964166630137,202
no_ph_rate_bonus,83,5000202,acid,medium,3,1,0,0,18,0,10.889999999999999,0.09738445914989624,21.68819999981982,202
no_uncertainty_factor,83,5000202,acid,medium,3,1,0,0,11,0,10.98,0.09208091872028445,24.589090909681875,202
no_buffering_factor,83,5000202,acid,medium,3,1,0,0,12,0,10.949999999999998,0.09384862482009781,21.52009166699524,202
no_required_volume_term,83,5000202,acid,medium,3,1,0,0,12,0,10.879999999999999,0.09797381792012283,22.080733334708686,202
linear_clip_instead_of_tanh,83,5000202,acid,medium,3,1,0,0,12,0,10.92,0.09561647292264874,24.75386666568132,202
full,84,5000202,base,far,1,1,0,0,8,5,23.79,0.09278227104264047,65.57790000078967,202
no_ph_rate_bonus,84,5000202,base,far,1,1,0,0,9,4,22.4,0.07013093732047437,61.16380000053646,202
no_uncertainty_factor,84,5000202,base,far,1,1,1,0,11,6,23.6,0.01197759797711484,74.75124545255147,202
no_buffering_factor,84,5000202,base,far,1,1,1,0,7,4,23.639999999999997,0.011977642885870665,67.71438571429046,202
no_required_volume_term,84,5000202,base,far,1,1,0,0,8,4,18.82,0.0701300445247206,35.689074999936565,202
linear_clip_instead_of_tanh,84,5000202,base,far,1,1,0,0,10,4,23.549999999999997,0.09656856282329862,61.77360999936354,202
full,85,5000202,acid,medium,2,1,0,0,10,0,13.55,0.09060222763887138,26.063200002681697,202
no_ph_rate_bonus,85,5000202,acid,medium,2,1,0,0,15,0,13.599999999999998,0.08651839238811965,25.646413335440837,202
no_uncertainty_factor,85,5000202,acid,medium,2,1,0,0,9,0,13.58,0.08815095823060881,25.69812222322475,202
no_buffering_factor,85,5000202,acid,medium,2,1,0,0,10,0,13.600000000000003,0.08651839238811965,25.539159999607364,202
no_required_volume_term,85,5000202,acid,medium,2,1,0,0,10,0,13.55,0.09060222763887138,26.10148999883677,202
linear_clip_instead_of_tanh,85,5000202,acid,medium,2,1,0,0,10,0,13.57,0.08896772439922485,27.770919998874888,202
full,86,5000202,base,near,1,1,0,0,2,1,3.83,0.07503172011933756,63.38864999634097,202
no_ph_rate_bonus,86,5000202,base,near,1,1,0,0,4,1,4.76,0.07742677604467652,49.15252500359202,202
no_uncertainty_factor,86,5000202,base,near,1,1,1,0,3,1,4.72,0.03496090625417736,47.4954666691095,202
no_buffering_factor,86,5000202,base,near,1,1,0,0,2,1,3.89,0.07983063505411359,62.618449999717996,202
no_required_volume_term,86,5000202,base,near,1,1,0,0,3,0,2.6799999999999997,0.05517865827260238,45.25533333314039,202
linear_clip_instead_of_tanh,86,5000202,base,near,1,1,0,0,2,1,4.08,0.09191306016297318,75.56300000214833,202
full,87,5000202,acid,medium,1,1,0,0,3,2,3.52,0.08385047041235527,49.515333334663104,202
no_ph_rate_bonus,87,5000202,acid,medium,1,1,1,0,2,0,2.29,0.029173319445614077,34.078050004609395,202
no_uncertainty_factor,87,5000202,acid,medium,1,1,0,0,3,2,4.449999999999999,0.05402922622439643,67.08446666501307,202
no_buffering_factor,87,5000202,acid,medium,1,1,0,0,3,2,3.66,0.07207410677512183,50.903800004258905,202
no_required_volume_term,87,5000202,acid,medium,1,1,1,0,2,2,2.8,0.04789291333302881,61.949800001457334,202
linear_clip_instead_of_tanh,87,5000202,acid,medium,1,1,0,0,3,2,3.67,0.06610985253793533,73.95043333478195,202
full,88,5000202,base,near,1,1,1,0,1,0,1.08,0.036663773194471894,44.26360000070417,202
no_ph_rate_bonus,88,5000202,base,near,1,1,0,0,2,0,1.02,0.05731653620566224,31.79420000014943,202
no_uncertainty_factor,88,5000202,base,near,1,1,1,0,1,1,1.2,0.005147631368843442,37.62680000363616,202
no_buffering_factor,88,5000202,base,near,1,1,1,0,1,0,1.1,0.02974523992183631,42.319800006225705,202
no_required_volume_term,88,5000202,base,near,1,1,1,0,1,0,1.08,0.036663773194471894,32.81070000230102,202
linear_clip_instead_of_tanh,88,5000202,base,near,1,1,1,0,1,0,1.09,0.033206785776616066,44.42540000309236,202
full,89,5000202,acid,medium,2,1,1,0,1,0,4.91,0.021671872240309753,105.18539999611676,202
no_ph_rate_bonus,89,5000202,acid,medium,2,1,1,0,4,0,4.8500000000000005,0.041629812392267596,42.554275005386444,202
no_uncertainty_factor,89,5000202,acid,medium,2,1,1,0,2,2,5.85,0.04163719732422244,85.6141000003845,202
no_buffering_factor,89,5000202,acid,medium,2,1,1,0,1,1,5.04,0.022210964336412786,119.67310000181897,202
no_required_volume_term,89,5000202,acid,medium,2,1,1,0,3,0,4.89,0.028345961761298,73.82100000055895,202
linear_clip_instead_of_tanh,89,5000202,acid,medium,2,1,1,0,2,1,5.78,0.0018451784446611441,95.99434999836376,202
full,90,5000202,base,far,1,1,0,0,10,8,15.690000000000001,0.09029893388263233,85.85366000115755,202
no_ph_rate_bonus,90,5000202,base,far,1,1,0,0,11,8,17.330000000000002,0.09040248819646379,84.80135454341176,202
no_uncertainty_factor,90,5000202,base,far,1,1,0,0,8,5,16.88,0.06645238013873112,95.09101250023377,202
no_buffering_factor,90,5000202,base,far,1,1,0,0,10,8,15.950000000000001,0.0903153562264869,89.95153000141727,202
no_required_volume_term,90,5000202,base,far,1,1,0,0,7,4,15.29,0.09027366491180899,92.93757142898228,202
linear_clip_instead_of_tanh,90,5000202,base,far,1,1,0,0,10,6,16.15,0.09032798746572368,79.60427000143682,202
full,91,5000202,base,far,1,1,0,0,16,9,19.129999999999995,0.08153886785783904,85.43942500000412,202
no_ph_rate_bonus,91,5000202,base,far,1,1,0,0,12,8,13.34,0.07260565990432433,91.47750833411312,202
no_uncertainty_factor,91,5000202,base,far,1,1,0,0,14,9,20.43,0.06798665351793609,85.88587142782801,202
no_buffering_factor,91,5000202,base,far,1,1,0,0,14,9,19.309999999999995,0.07962833247717249,82.51279285676512,202
no_required_volume_term,91,5000202,base,far,1,1,0,0,15,9,17.45,0.09993204423375524,83.2641133335225,202
linear_clip_instead_of_tanh,91,5000202,base,far,1,1,0,0,14,9,20.15,0.0708581274360025,77.64424285518804,202
full,92,5000202,base,near,3,1,0,0,9,6,4.06,0.06529360860667932,75.4646333346803,202
no_ph_rate_bonus,92,5000202,base,near,3,1,0,0,6,5,2.54,0.060183492701562535,76.24744999823936,202
no_uncertainty_factor,92,5000202,base,near,3,1,0,0,9,6,4.540000000000001,0.06529243328277001,66.96675555334271,202
no_buffering_factor,92,5000202,base,near,3,1,0,0,8,5,4.119999999999999,0.06018195485556621,67.16624999808118,202
no_required_volume_term,92,5000202,base,near,3,1,0,0,9,6,4.06,0.06529360860667932,75.66899999963223,202
linear_clip_instead_of_tanh,92,5000202,base,near,3,1,1,0,10,6,4.109999999999999,0.006911821467446622,63.69276999976137,202
full,93,5000202,base,medium,1,1,0,0,1,0,1.9,0.05814321853735427,35.112600002321415,202
no_ph_rate_bonus,93,5000202,base,medium,1,1,0,0,2,0,1.8,0.09919937744153229,28.1832500040764,202
no_uncertainty_factor,93,5000202,base,medium,1,1,1,0,1,1,2.1,0.029402177832892118,34.91589999612188,202
no_buffering_factor,93,5000202,base,medium,1,1,1,0,1,0,1.97,0.028408178880285018,35.647500000777654,202
no_required_volume_term,93,5000202,base,medium,1,1,0,0,1,0,1.9,0.05814321853735427,42.69950000161771,202
linear_clip_instead_of_tanh,93,5000202,base,medium,1,1,1,0,1,0,1.92,0.049736956632871365,36.06949999812059,202
full,94,5000202,acid,medium,1,1,1,0,4,0,8.23,0.04916520013628989,65.40392499846348,202
no_ph_rate_bonus,94,5000202,acid,medium,1,1,0,0,5,0,8.069999999999999,0.06515520807163155,76.11483999935444,202
no_uncertainty_factor,94,5000202,acid,medium,1,1,0,0,3,0,8.0,0.0722184011480651,68.980333332244,202
no_buffering_factor,94,5000202,acid,medium,1,1,1,0,4,0,8.249999999999998,0.04718210889680097,73.97467500595667,202
no_required_volume_term,94,5000202,acid,medium,1,1,0,0,8,0,7.99,0.07323066406814749,75.46428750083578,202
linear_clip_instead_of_tanh,94,5000202,acid,medium,1,1,1,0,4,0,8.290000000000001,0.04322667703344574,72.26500000069791,202
full,95,5000202,base,medium,1,1,0,0,6,4,8.32,0.051705488752237905,41.16766666750967,202
no_ph_rate_bonus,95,5000202,base,medium,1,1,1,0,6,3,7.779999999999999,0.045423097211688024,53.23273333366766,202
no_uncertainty_factor,95,5000202,base,medium,1,1,1,0,4,2,7.77,0.01772740841200804,37.76744999959192,202
no_buffering_factor,95,5000202,base,medium,1,1,1,0,6,4,8.25,0.017658959290272058,40.96669999974741,202
no_required_volume_term,95,5000202,base,medium,1,1,0,0,5,3,8.25,0.05925243652154588,44.82772000192199,202
linear_clip_instead_of_tanh,95,5000202,base,medium,1,1,1,0,6,4,8.27,0.017656107487723283,39.089150002837414,202
full,96,5000202,acid,medium,3,1,1,0,3,2,4.65,0.021312948439165424,91.41776666365331,202
no_ph_rate_bonus,96,5000202,acid,medium,3,1,1,0,1,1,2.36,0.01052506582631274,105.89569999865489,202
no_uncertainty_factor,96,5000202,acid,medium,3,1,1,0,2,1,5.23,0.02107408636181063,90.6715000019176,202
no_buffering_factor,96,5000202,acid,medium,3,1,1,0,3,2,4.73,0.021315292273698105,87.51613333636972,202
no_required_volume_term,96,5000202,acid,medium,3,1,1,0,1,1,2.42,0.03183673373045792,99.14869999920484,202
linear_clip_instead_of_tanh,96,5000202,acid,medium,3,1,1,0,3,2,4.9399999999999995,0.017802897172213505,86.63570000256489,202
full,97,5000202,base,near,1,1,0,0,2,1,1.83,0.05143283051344838,30.86349999648519,202
no_ph_rate_bonus,97,5000202,base,near,1,1,1,0,2,2,1.1199999999999999,0.002024804095160704,32.57494999706978,202
no_uncertainty_factor,97,5000202,base,near,1,1,0,0,2,1,2.02,0.09053274201342987,35.54789999907371,202
no_buffering_factor,97,5000202,base,near,1,1,0,0,2,1,1.8399999999999999,0.05714121675110562,40.24829999616486,202
no_required_volume_term,97,5000202,base,near,1,1,0,0,2,1,1.83,0.05143283051344838,37.35820000292733,202
linear_clip_instead_of_tanh,97,5000202,base,near,1,1,0,0,2,1,1.83,0.05143283051344838,37.63559999424615,202
full,98,5000202,base,far,1,1,0,0,10,8,14.310000000000002,0.08806532542027057,74.26402000055532,202
no_ph_rate_bonus,98,5000202,base,far,1,1,0,0,8,4,14.130000000000003,0.0880478027782381,87.63525000085792,202
no_uncertainty_factor,98,5000202,base,far,1,1,0,0,7,6,14.850000000000001,0.08811788071886184,85.88694286091985,202
no_buffering_factor,98,5000202,base,far,1,1,0,0,10,6,14.830000000000002,0.08811593456401567,73.97894999885466,202
no_required_volume_term,98,5000202,base,far,1,1,0,0,10,8,14.310000000000002,0.08806532542027057,71.03508000000147,202
linear_clip_instead_of_tanh,98,5000202,base,far,1,1,0,0,14,8,18.069999999999997,0.08843087355273482,85.44180000223734,202
full,99,5000202,acid,near,3,1,0,0,4,0,2.6499999999999995,0.09326130297988744,22.968250001213164,202
no_ph_rate_bonus,99,5000202,acid,near,3,1,0,0,6,0,2.64,0.0943573135310869,21.395383333583595,202
no_uncertainty_factor,99,5000202,acid,near,3,1,0,0,4,0,2.81,0.07582034794192172,24.917225000535836,202
no_buffering_factor,99,5000202,acid,near,3,1,0,0,4,0,2.6799999999999997,0.08997757758894753,28.887525000754977,202
no_required_volume_term,99,5000202,acid,near,3,1,0,0,4,0,2.6499999999999995,0.09326130297988744,24.311475002832594,202
linear_clip_instead_of_tanh,99,5000202,acid,near,3,1,0,0,4,0,2.66,0.09216601288409709,26.967324998622644,202
full,100,5000202,acid,medium,1,1,0,0,1,0,4.79,0.06093453215711153,112.9203000018606,202
no_ph_rate_bonus,100,5000202,acid,medium,1,1,0,0,3,0,4.8100000000000005,0.05865760439499712,96.28246667368028,202
no_uncertainty_factor,100,5000202,acid,medium,1,1,1,0,1,0,5.22,0.01453200690094758,109.13289999734843,202
no_buffering_factor,100,5000202,acid,medium,1,1,0,0,1,0,4.87,0.051898964684266025,113.8303999978234,202
no_required_volume_term,100,5000202,acid,medium,1,1,0,0,4,0,4.640000000000001,0.07840444859948614,80.12015000167594,202
linear_clip_instead_of_tanh,100,5000202,acid,medium,1,1,1,0,1,0,5.21,0.015552970435233293,104.59489999630023,202
full,101,5000202,base,far,3,1,1,0,6,4,12.150000000000002,0.039184050435085105,57.63496667107878,202
no_ph_rate_bonus,101,5000202,base,far,3,1,1,0,3,1,10.6,0.04831215618457474,76.50186666675533,202
no_uncertainty_factor,101,5000202,base,far,3,1,0,0,4,1,11.45,0.06798192675672521,67.62002500181552,202
no_buffering_factor,101,5000202,base,far,3,1,1,0,6,3,12.15,0.02945099641680482,63.801283332092375,202
no_required_volume_term,101,5000202,base,far,3,1,0,0,7,4,12.63,0.07006430415390508,75.64787143201102,202
linear_clip_instead_of_tanh,101,5000202,base,far,3,1,1,0,2,0,10.559999999999999,0.02295219569482132,87.32169999711914,202
full,102,5000202,base,near,3,1,0,0,4,0,3.29,0.08319336662924215,25.351025000418304,202
no_ph_rate_bonus,102,5000202,base,near,3,1,0,0,6,0,3.2800000000000002,0.08456727072410786,25.536200002534315,202
no_uncertainty_factor,102,5000202,base,near,3,1,0,0,4,0,3.45,0.06138495689011059,25.33022499846993,202
no_buffering_factor,102,5000202,base,near,3,1,0,0,4,0,3.33,0.07771074284088009,26.32307500243769,202
no_required_volume_term,102,5000202,base,near,3,1,0,0,4,0,3.29,0.08319336662924215,24.26375000322878,202
linear_clip_instead_of_tanh,102,5000202,base,near,3,1,0,0,4,0,3.3100000000000005,0.0804494659778836,29.566250002972083,202
full,103,5000202,acid,near,2,1,0,0,5,1,5.1000000000000005,0.06244257681171428,36.692439996113535,202
no_ph_rate_bonus,103,5000202,acid,near,2,1,0,0,5,1,3.36,0.06700838670246556,38.21328000049107,202
no_uncertainty_factor,103,5000202,acid,near,2,1,0,0,1,0,0.75,0.08618553684542496,43.35960000025807,202
no_buffering_factor,103,5000202,acid,near,2,1,0,0,1,0,0.69,0.09873204546124681,43.34899999957997,202
no_required_volume_term,103,5000202,acid,near,2,1,1,0,2,0,0.9500000000000001,0.0450292228382998,62.31325000044308,202
linear_clip_instead_of_tanh,103,5000202,acid,near,2,1,0,0,5,1,5.2,0.06626490416221698,32.51096000021789,202
full,104,5000202,base,near,1,1,0,0,3,0,2.62,0.08445329416017078,42.25430000224151,202
no_ph_rate_bonus,104,5000202,base,near,1,1,0,0,5,0,2.6799999999999997,0.07264355254706079,33.22518000204582,202
no_uncertainty_factor,104,5000202,base,near,1,1,0,0,3,0,2.7199999999999998,0.06471058050875111,27.93503333668923,202
no_buffering_factor,104,5000202,base,near,1,1,0,0,3,0,2.64,0.08052843973078527,42.13413333733721,202
no_required_volume_term,104,5000202,base,near,1,1,0,0,3,0,2.5900000000000003,0.0903190733390078,42.51726666795245,202
linear_clip_instead_of_tanh,104,5000202,base,near,1,1,0,0,3,0,2.64,0.08052843973078527,49.89673333572379,202
full,105,5000202,acid,far,3,1,0,0,6,0,20.7,0.09445654944010795,73.88065000001613,202
no_ph_rate_bonus,105,5000202,acid,far,3,1,0,0,8,0,20.729999999999997,0.09148894120155249,62.89737499992043,202
no_uncertainty_factor,105,5000202,acid,far,3,1,0,0,6,0,20.900000000000002,0.07505250244263384,77.70779999797621,202
no_buffering_factor,105,5000202,acid,far,3,1,0,0,6,0,20.819999999999993,0.08270783860149789,85.64495000367363,202
no_required_volume_term,105,5000202,acid,far,3,1,0,0,9,0,20.790000000000003,0.08561477712018006,86.12262222272369,202
linear_clip_instead_of_tanh,105,5000202,acid,far,3,1,0,0,6,0,20.98,0.06753473676019772,80.01939999909762,202
full,106,5000202,acid,near,1,1,0,0,3,0,2.37,0.09332774251519105,54.425566665789425,202
no_ph_rate_bonus,106,5000202,acid,near,1,1,0,0,5,0,2.4000000000000004,0.08993316648137828,68.47023999725934,202
no_uncertainty_factor,106,5000202,acid,near,1,1,0,0,3,0,2.5,0.07853511589870621,53.46623333510555,202
no_buffering_factor,106,5000202,acid,near,1,1,0,0,3,0,2.3800000000000003,0.09219746701825926,55.106366666829366,202
no_required_volume_term,106,5000202,acid,near,1,1,0,0,4,0,2.3899999999999997,0.091065943641917,79.7355750000861,202
linear_clip_instead_of_tanh,106,5000202,acid,near,1,1,0,0,3,0,2.38,0.09219746701825926,54.2351333303183,202
full,107,5000202,acid,medium,1,1,1,0,1,0,3.73,0.04276444710744087,117.96669999603182,202
no_ph_rate_bonus,107,5000202,acid,medium,1,1,1,0,2,0,3.75,0.03839360909384748,87.71495000473806,202
no_uncertainty_factor,107,5000202,acid,medium,1,1,1,0,1,1,4.1,0.04042453169640847,113.60539999441244,202
no_buffering_factor,107,5000202,acid,medium,1,1,1,0,1,0,3.77,0.0340099282109545,110.09520000516204,202
no_required_volume_term,107,5000202,acid,medium,1,1,0,0,3,0,3.51,0.09006824307580352,60.315366669480376,202
linear_clip_instead_of_tanh,107,5000202,acid,medium,1,1,1,0,1,0,3.92,0.0006956182543937928,123.94319999293657,202
full,108,5000202,acid,medium,1,1,0,0,4,3,8.27,0.08364443756095419,88.22244999828399,202
no_ph_rate_bonus,108,5000202,acid,medium,1,1,0,0,5,3,5.290000000000001,0.056844138962662605,103.00352000194835,202
no_uncertainty_factor,108,5000202,acid,medium,1,1,0,0,4,3,9.100000000000001,0.07677211085526814,105.34402500161377,202
no_buffering_factor,108,5000202,acid,medium,1,1,0,0,4,3,8.370000000000001,0.08148413504975238,103.19805000108317,202
no_required_volume_term,108,5000202,acid,medium,1,1,0,0,4,3,7.209999999999999,0.0849430734310257,104.6882499995263,202
