variant,task_id,task_seed,direction,difficulty,true_pair_count,success,strict_success,severe_failure,steps,crossings,total_volume_ml,final_abs_error,controller_ms_per_step,benchmark_seed
linear_clip_instead_of_tanh,22,5000404,base,far,2,1,0,0,5,2,15.750000000000002,0.08565307529715938,32.31767999968724,404
full,23,5000404,base,near,1,1,0,0,3,0,3.57,0.09173880570899584,38.579733336518984,404
no_ph_rate_bonus,23,5000404,base,near,1,1,0,0,6,0,3.62,0.08574867237058115,23.876166670864524,404
no_uncertainty_factor,23,5000404,base,near,1,1,0,0,3,0,3.76,0.06904001498131684,26.42046666733222,404
no_buffering_factor,23,5000404,base,near,1,1,0,0,3,0,3.6,0.0881432112325875,32.08746666496154,404
no_required_volume_term,23,5000404,base,near,1,1,0,0,5,0,3.73,0.07261295878794805,25.410940003348514,404
linear_clip_instead_of_tanh,23,5000404,base,near,1,1,0,0,3,0,3.6,0.0881432112325875,25.657700003648642,404
full,24,5000404,base,near,1,1,0,0,6,4,8.95,0.09895064642319262,50.74483333495058,404
no_ph_rate_bonus,24,5000404,base,near,1,1,1,0,8,4,6.95,0.045248406574719624,41.41364999850339,404
no_uncertainty_factor,24,5000404,base,near,1,1,0,0,6,4,9.99,0.07478681666149534,46.79756666640363,404
no_buffering_factor,24,5000404,base,near,1,1,1,0,8,5,9.72,0.023748956940350396,44.549650001499685,404
no_required_volume_term,24,5000404,base,near,1,1,1,0,2,1,2.4899999999999998,0.018597872199238807,42.60905000046478,404
linear_clip_instead_of_tanh,24,5000404,base,near,1,1,0,0,8,5,9.920000000000002,0.05503391464659835,51.79342500105122,404
full,25,5000404,acid,medium,1,1,0,0,8,4,9.78,0.053390969804183896,51.13174999860348,404
no_ph_rate_bonus,25,5000404,acid,medium,1,1,0,0,4,2,8.0,0.09705021227766153,40.330874997380306,404
no_uncertainty_factor,25,5000404,acid,medium,1,1,1,0,7,5,9.21,0.02150624918358801,55.570057146334356,404
no_buffering_factor,25,5000404,acid,medium,1,1,0,0,8,5,9.809999999999999,0.07921234885765926,54.66776250068506,404
no_required_volume_term,25,5000404,acid,medium,1,1,1,0,6,3,9.52,0.049440713927358715,56.8293333320374,404
linear_clip_instead_of_tanh,25,5000404,acid,medium,1,1,1,0,6,4,8.809999999999999,0.029699003834934956,51.530766667080265,404
full,26,5000404,acid,near,2,1,1,0,1,1,0.59,0.003238572944844975,27.930400006880518,404
no_ph_rate_bonus,26,5000404,acid,near,2,1,0,0,1,0,0.4,0.060634586467331886,42.20869999699062,404
no_uncertainty_factor,26,5000404,acid,near,2,1,1,0,1,1,0.66,0.025275404926301093,24.83110000321176,404
no_buffering_factor,26,5000404,acid,near,2,1,1,0,1,1,0.61,0.009609615371235947,21.059700004116166,404
no_required_volume_term,26,5000404,acid,near,2,1,1,0,1,1,0.59,0.003238572944844975,21.883599998545833,404
linear_clip_instead_of_tanh,26,5000404,acid,near,2,1,1,0,1,1,0.59,0.003238572944844975,29.918000000179745,404
full,27,5000404,base,medium,2,1,0,0,13,8,8.02,0.08764415037452622,52.3663076909053,404
no_ph_rate_bonus,27,5000404,base,medium,2,1,0,0,13,8,5.42,0.08723821004164378,56.39806923080379,404
no_uncertainty_factor,27,5000404,base,medium,2,1,0,0,10,6,8.78,0.08776259180178592,51.35825999896042,404
no_buffering_factor,27,5000404,base,medium,2,1,0,0,12,8,8.14,0.08766285819624997,53.151325000120174,404
no_required_volume_term,27,5000404,base,medium,2,1,0,0,13,8,8.02,0.08764415037452622,53.39321538429851,404
linear_clip_instead_of_tanh,27,5000404,base,medium,2,1,0,0,14,8,8.259999999999998,0.08768156356310541,56.07992857091761,404
full,28,5000404,base,medium,2,1,0,0,6,5,4.97,0.06242275515665696,46.767433334025554,404
no_ph_rate_bonus,28,5000404,base,medium,2,1,0,0,5,4,2.54,0.05119106934851558,17.750579997664317,404
no_uncertainty_factor,28,5000404,base,medium,2,1,0,0,8,5,6.029999999999999,0.06244466769480894,41.30486250141985,404
no_buffering_factor,28,5000404,base,medium,2,1,1,0,4,3,4.95,0.013431843786285924,56.284050000613206,404
no_required_volume_term,28,5000404,base,medium,2,1,0,0,6,5,4.97,0.06242275515665696,47.407600001558116,404
linear_clip_instead_of_tanh,28,5000404,base,medium,2,1,1,0,4,4,4.8500000000000005,0.030651774284944366,52.02474999896367,404
full,29,5000404,acid,medium,1,1,1,0,2,1,5.32,0.015246813458469788,58.47590000121272,404
no_ph_rate_bonus,29,5000404,acid,medium,1,1,1,0,3,0,4.32,0.048380939240183274,61.4149999989119,404
no_uncertainty_factor,29,5000404,acid,medium,1,1,1,0,2,1,6.17,0.022472977249129222,61.516599995229626,404
no_buffering_factor,29,5000404,acid,medium,1,1,1,0,2,1,5.390000000000001,0.023463747386872846,57.56294999810052,404
no_required_volume_term,29,5000404,acid,medium,1,1,1,0,3,0,4.34,0.04311030122898707,53.27936666678094,404
linear_clip_instead_of_tanh,29,5000404,acid,medium,1,1,1,0,2,1,6.140000000000001,0.047679871096586446,59.976549997372786,404
full,30,5000404,acid,medium,2,1,0,0,3,0,3.46,0.08599166791865986,28.125466664884396,404
no_ph_rate_bonus,30,5000404,acid,medium,2,1,1,0,3,0,3.88,0.030644989162655456,57.876133328439515,404
no_uncertainty_factor,30,5000404,acid,medium,2,1,1,0,2,0,3.96,0.02054703117751533,50.326599997788435,404
no_buffering_factor,30,5000404,acid,medium,2,1,0,0,3,1,4.68,0.06508874560388112,29.779599998922397,404
no_required_volume_term,30,5000404,acid,medium,2,1,0,0,3,0,3.46,0.08599166791865986,20.818066664408736,404
linear_clip_instead_of_tanh,30,5000404,acid,medium,2,1,1,0,3,1,4.3,0.020991383671614905,32.87729999768393,404
full,31,5000404,base,far,3,1,0,0,6,0,15.21,0.07957928403664205,52.298916666283425,404
no_ph_rate_bonus,31,5000404,base,far,3,1,0,0,8,0,15.2,0.0818385874365628,49.06483749800827,404
no_uncertainty_factor,31,5000404,base,far,3,1,0,0,6,0,15.209999999999999,0.07957928403665271,36.69788333475784,404
no_buffering_factor,31,5000404,base,far,3,1,1,0,7,0,15.359999999999998,0.044925588143838624,28.078871428858424,404
no_required_volume_term,31,5000404,base,far,3,1,0,0,7,0,15.149999999999999,0.09304330788240733,46.322571428650654,404
linear_clip_instead_of_tanh,31,5000404,base,far,3,1,0,0,7,0,15.33,0.05197375678699778,36.556557139972156,404
full,32,5000404,acid,medium,2,1,1,0,3,2,5.41,0.021854050838221006,44.57406666430567,404
no_ph_rate_bonus,32,5000404,acid,medium,2,1,1,0,2,1,3.02,0.040039194273266965,45.65495000133524,404
no_uncertainty_factor,32,5000404,acid,medium,2,1,1,0,3,2,6.16,0.03874348205700606,36.816099995727804,404
no_buffering_factor,32,5000404,acid,medium,2,1,1,0,3,2,5.54,0.027128254795755424,33.22866667197862,404
no_required_volume_term,32,5000404,acid,medium,2,1,1,0,2,1,2.3899999999999997,0.007724348096046718,49.853450000227895,404
linear_clip_instead_of_tanh,32,5000404,acid,medium,2,1,1,0,3,2,5.73,0.013147884291427658,36.46706666525764,404
full,33,5000404,acid,near,2,1,0,0,4,2,3.15,0.0878819532793309,49.309075002383906,404
no_ph_rate_bonus,33,5000404,acid,near,2,1,0,0,4,2,1.77,0.06505293001537504,53.92134999965492,404
no_uncertainty_factor,33,5000404,acid,near,2,1,1,0,4,2,3.48,0.026596166178452396,55.7272500009276,404
no_buffering_factor,33,5000404,acid,near,2,1,0,0,4,2,3.2399999999999998,0.07589131862665122,49.61092500343511,404
no_required_volume_term,33,5000404,acid,near,2,1,0,0,6,3,3.3,0.08150417616267935,57.88416666594761,404
linear_clip_instead_of_tanh,33,5000404,acid,near,2,1,0,0,4,2,3.1599999999999997,0.07460074610978973,72.97365000158607,404
full,34,5000404,base,near,1,1,0,0,2,0,1.95,0.05208432928314277,24.08905000265804,404
no_ph_rate_bonus,34,5000404,base,near,1,1,0,0,3,0,1.89,0.07404061657029626,26.600933333005134,404
no_uncertainty_factor,34,5000404,base,near,1,1,1,0,2,0,2.05,0.01335611874285103,17.24570000078529,404
no_buffering_factor,34,5000404,base,near,1,1,1,0,2,0,1.96,0.04833602315040775,24.336199996469077,404
no_required_volume_term,34,5000404,base,near,1,1,0,0,2,0,1.95,0.05208432928314277,23.02630000122008,404
linear_clip_instead_of_tanh,34,5000404,base,near,1,1,1,0,2,0,1.96,0.04833602315040775,17.87614999921061,404
full,35,5000404,acid,near,2,1,1,0,2,1,2.19,0.00957749718358425,39.47545000482933,404
no_ph_rate_bonus,35,5000404,acid,near,2,1,1,0,1,1,1.11,0.011244438887020536,61.36289999994915,404
no_uncertainty_factor,35,5000404,acid,near,2,1,1,0,2,2,2.62,0.019279723278883942,47.127999994700076,404
no_buffering_factor,35,5000404,acid,near,2,1,1,0,2,1,2.28,0.005365078621308861,34.88350000043283,404
no_required_volume_term,35,5000404,acid,near,2,1,1,0,1,0,1.02,0.02501884672204646,48.63190000469331,404
linear_clip_instead_of_tanh,35,5000404,acid,near,2,1,1,0,2,1,2.23,0.009516047564658514,33.54319999925792,404
full,36,5000404,base,medium,3,1,1,0,8,4,8.91,0.004069230434399884,36.92559999763034,404
no_ph_rate_bonus,36,5000404,base,medium,3,1,0,0,7,4,9.019999999999998,0.0583613800123004,20.4706857153464,404
no_uncertainty_factor,36,5000404,base,medium,3,1,1,0,6,4,8.53,0.04096015760125482,31.78091666753365,404
no_buffering_factor,36,5000404,base,medium,3,1,0,0,9,4,13.01,0.07519981424290734,46.22456666402286,404
no_required_volume_term,36,5000404,base,medium,3,1,1,0,8,4,8.91,0.004069230434399884,39.721425001516764,404
linear_clip_instead_of_tanh,36,5000404,base,medium,3,1,1,0,9,4,11.67,0.04103909661257177,50.60328889036706,404
full,37,5000404,acid,near,1,1,0,0,2,0,4.32,0.05915027385640759,42.07719999976689,404
no_ph_rate_bonus,37,5000404,acid,near,1,1,1,0,3,0,4.710000000000001,0.02038640418501192,43.7910999947538,404
no_uncertainty_factor,37,5000404,acid,near,1,1,1,0,2,0,4.7,0.02139358286192561,42.71339999468182,404
no_buffering_factor,37,5000404,acid,near,1,1,1,0,2,0,4.49,0.04237986016102102,37.690649998694425,404
no_required_volume_term,37,5000404,acid,near,1,1,0,0,6,0,4.0,0.09023582678719588,51.61249999825183,404
linear_clip_instead_of_tanh,37,5000404,acid,near,1,1,1,0,2,0,4.43,0.04832035123458667,33.862950000184355,404
full,38,5000404,acid,far,3,1,0,0,3,0,11.27,0.07183562826430867,56.028533336454224,404
no_ph_rate_bonus,38,5000404,acid,far,3,1,1,0,4,0,11.39,0.048439399370226344,35.80012499878649,404
no_uncertainty_factor,38,5000404,acid,far,3,1,1,0,3,1,11.68,0.008722363976773284,58.843833328865,404
no_buffering_factor,38,5000404,acid,far,3,1,0,0,3,0,11.33,0.060153031071665364,50.68966666537259,404
no_required_volume_term,38,5000404,acid,far,3,1,0,0,6,0,11.350000000000001,0.05625209787118335,40.24658333340388,404
linear_clip_instead_of_tanh,38,5000404,acid,far,3,1,1,0,3,0,11.49,0.028838685528805197,58.51486666748921,404
full,39,5000404,acid,near,3,1,0,0,2,1,1.6,0.05973118683021905,73.18004999979166,404
no_ph_rate_bonus,39,5000404,acid,near,3,1,0,0,2,2,1.08,0.05695058775375461,70.22904999757884,404
no_uncertainty_factor,39,5000404,acid,near,3,1,0,0,2,1,1.7799999999999998,0.09612052070779331,68.62150000233669,404
no_buffering_factor,39,5000404,acid,near,3,1,0,0,2,1,1.6500000000000001,0.06586865270082232,54.823749993374804,404
no_required_volume_term,39,5000404,acid,near,3,1,1,0,2,1,1.3800000000000001,0.009443109594495347,55.15825000111363,404
linear_clip_instead_of_tanh,39,5000404,acid,near,3,1,0,0,2,1,1.62,0.05973110970610396,70.18365000112681,404
full,40,5000404,acid,medium,1,1,0,0,11,0,16.11,0.0852719883661468,26.396136363142762,404
no_ph_rate_bonus,40,5000404,acid,medium,1,1,0,0,16,0,16.04,0.09230432207420414,17.88627500036455,404
no_uncertainty_factor,40,5000404,acid,medium,1,1,0,0,10,0,16.169999999999995,0.07919842551845413,23.476120000123046,404
no_buffering_factor,40,5000404,acid,medium,1,1,0,0,11,0,16.21,0.07512532364359359,18.856209090947893,404
no_required_volume_term,40,5000404,acid,medium,1,1,0,0,12,0,16.259999999999998,0.0700063195193188,23.90180833269066,404
linear_clip_instead_of_tanh,40,5000404,acid,medium,1,1,0,0,11,0,16.21,0.07512532364359359,20.384881817418236,404
full,41,5000404,base,medium,1,1,1,0,4,2,10.040000000000001,0.016714812786911892,50.68730000130017,404
no_ph_rate_bonus,41,5000404,base,medium,1,1,0,0,5,1,9.14,0.053786240563230336,44.84311999985948,404
no_uncertainty_factor,41,5000404,base,medium,1,1,0,0,9,4,13.709999999999999,0.06305571742587723,51.14050000136356,404
no_buffering_factor,41,5000404,base,medium,1,1,1,0,4,2,9.85,9.955884768686474e-05,48.62692499773402,404
no_required_volume_term,41,5000404,base,medium,1,1,1,0,5,3,10.53,0.03513677567884521,54.980280000017956,404
linear_clip_instead_of_tanh,41,5000404,base,medium,1,1,0,0,6,2,9.77,0.09172318869733687,50.87164999834689,404
full,42,5000404,acid,far,2,1,1,0,2,1,7.2299999999999995,0.029146411027130448,63.80899999930989,404
no_ph_rate_bonus,42,5000404,acid,far,2,1,1,0,3,1,7.1,0.014650296000836782,58.649699996749405,404
no_uncertainty_factor,42,5000404,acid,far,2,1,0,0,2,1,8.02,0.05229730444901026,67.11030000224127,404
no_buffering_factor,42,5000404,acid,far,2,1,1,0,2,1,7.3500000000000005,0.03296697717690833,77.36885000122129,404
no_required_volume_term,42,5000404,acid,far,2,1,1,0,2,0,6.4,0.028781222202640677,61.33409999893047,404
linear_clip_instead_of_tanh,42,5000404,acid,far,2,1,1,0,3,1,10.25,0.00860744578067063,67.32669999958792,404
full,43,5000404,acid,far,1,1,0,0,5,3,13.530000000000001,0.058853532478535975,58.848819995182566,404
no_ph_rate_bonus,43,5000404,acid,far,1,1,0,0,6,3,12.959999999999999,0.0806093704609614,54.26309999772153,404
no_uncertainty_factor,43,5000404,acid,far,1,1,1,0,8,4,13.74,0.03476013995622562,45.382562500890344,404
no_buffering_factor,43,5000404,acid,far,1,1,1,0,7,5,13.969999999999999,0.01892734059479384,47.62385714275297,404
no_required_volume_term,43,5000404,acid,far,1,1,0,0,5,1,11.58,0.08300377534673498,53.80261999962386,404
linear_clip_instead_of_tanh,43,5000404,acid,far,1,1,1,0,6,3,13.459999999999999,0.0009590762075513126,50.387183334047826,404
full,44,5000404,acid,medium,3,1,0,0,7,0,8.92,0.07261736429708954,20.027785710616236,404
no_ph_rate_bonus,44,5000404,acid,medium,3,1,0,0,10,0,8.839999999999998,0.08387586037271255,17.2791299984965,404
no_uncertainty_factor,44,5000404,acid,medium,3,1,0,0,6,0,8.87,0.07965180841352293,19.543499999902753,404
no_buffering_factor,44,5000404,acid,medium,3,1,0,0,7,0,8.99,0.06278220051083672,16.69590000113073,404
no_required_volume_term,44,5000404,acid,medium,3,1,0,0,7,0,8.92,0.07261736429708954,16.111685713570164,404
linear_clip_instead_of_tanh,44,5000404,acid,medium,3,1,0,0,7,0,8.939999999999998,0.06980569617526022,14.925100001814176,404
full,45,5000404,acid,medium,2,0,0,0,16,0,18.39,0.10160907956703014,16.66149375250825,404
no_ph_rate_bonus,45,5000404,acid,medium,2,0,0,0,24,0,18.419999999999995,0.10007976056456336,15.41189999989001,404
no_uncertainty_factor,45,5000404,acid,medium,2,1,0,0,15,0,18.610000000000003,0.09038657732373068,16.454119998767663,404
no_buffering_factor,45,5000404,acid,medium,2,1,0,0,16,0,18.49,0.09651011757036265,16.511774999798945,404
no_required_volume_term,45,5000404,acid,medium,2,0,0,0,16,0,18.39,0.10160907956703014,15.290443750018312,404
linear_clip_instead_of_tanh,45,5000404,acid,medium,2,1,0,0,16,0,18.430000000000003,0.09956991782935276,14.842931252132985,404
full,46,5000404,base,medium,3,1,0,0,6,2,12.200000000000001,0.052002901501296606,43.03080000318005,404
no_ph_rate_bonus,46,5000404,base,medium,3,1,1,0,7,4,12.469999999999999,0.01664220369951508,51.404642856921,404
no_uncertainty_factor,46,5000404,base,medium,3,1,0,0,6,3,13.71,0.09331197631292376,53.51068333523775,404
no_buffering_factor,46,5000404,base,medium,3,1,0,0,6,4,13.810000000000002,0.08489251711933044,40.11241666376009,404
no_required_volume_term,46,5000404,base,medium,3,1,1,0,7,3,10.200000000000001,0.04897006756025135,34.20369999886524,404
linear_clip_instead_of_tanh,46,5000404,base,medium,3,1,1,0,6,3,13.739999999999998,0.021608576868542784,44.784783335974986,404
full,47,5000404,acid,medium,3,1,0,0,2,0,6.3100000000000005,0.09163867410367565,52.43364999478217,404
no_ph_rate_bonus,47,5000404,acid,medium,3,1,0,0,6,0,6.38,0.08095478286395696,46.504583332231654,404
no_uncertainty_factor,47,5000404,acid,medium,3,1,1,0,2,0,6.83,0.011223763632148831,55.68274999677669,404
no_buffering_factor,47,5000404,acid,medium,3,1,0,0,3,0,6.369999999999999,0.08248335894479375,32.97779999896496,404
no_required_volume_term,47,5000404,acid,medium,3,1,0,0,5,0,6.37,0.08248335894479375,46.19300000194926,404
linear_clip_instead_of_tanh,47,5000404,acid,medium,3,1,0,0,3,0,6.48,0.06562418560793759,38.932966665015556,404
full,48,5000404,base,far,2,1,0,0,11,8,18.019999999999996,0.09485513085915276,52.48048181767279,404
no_ph_rate_bonus,48,5000404,base,far,2,1,1,0,13,7,16.340000000000003,0.043105144146866614,55.179653844858805,404
no_uncertainty_factor,48,5000404,base,far,2,1,1,0,11,9,18.599999999999998,0.04306404783986029,57.67529999800238,404
no_buffering_factor,48,5000404,base,far,2,1,1,0,10,8,18.07,0.031183829397712692,51.02648000247427,404
no_required_volume_term,48,5000404,base,far,2,1,0,0,11,8,18.019999999999996,0.09485513085915276,59.99720000148624,404
linear_clip_instead_of_tanh,48,5000404,base,far,2,1,1,0,11,7,21.16,0.04301751340749416,60.104527273241814,404
full,49,5000404,base,near,2,1,0,0,1,0,0.55,0.07767114218445093,20.837799995206296,404
no_ph_rate_bonus,49,5000404,base,near,2,1,0,0,2,0,0.58,0.07125007356606039,18.074000003252877,404
no_uncertainty_factor,49,5000404,base,near,2,1,0,0,1,0,0.61,0.06488084921409198,21.01119999861112,404
no_buffering_factor,49,5000404,base,near,2,1,0,0,1,0,0.57,0.0733846436758614,29.6875999920303,404
no_required_volume_term,49,5000404,base,near,2,1,0,0,1,0,0.55,0.07767114218445093,27.360400003090035,404
linear_clip_instead_of_tanh,49,5000404,base,near,2,1,0,0,1,0,0.55,0.07767114218445093,37.508399997022934,404
full,50,5000404,acid,medium,3,1,1,0,2,1,2.84,0.024368538945727103,76.9110000001092,404
no_ph_rate_bonus,50,5000404,acid,medium,3,1,1,0,2,0,1.88,0.04719273919058953,43.343600005755434,404
no_uncertainty_factor,50,5000404,acid,medium,3,1,0,0,2,1,3.22,0.07376018703961318,65.11194999620784,404
no_buffering_factor,50,5000404,acid,medium,3,1,0,0,2,1,2.9699999999999998,0.05619174988620923,64.39384999248432,404
no_required_volume_term,50,5000404,acid,medium,3,1,0,0,1,0,1.87,0.05079978557526221,60.57289999444038,404
linear_clip_instead_of_tanh,50,5000404,acid,medium,3,1,0,0,2,1,2.84,0.059714197685097226,67.00175000150921,404
full,51,5000404,base,near,3,1,0,0,3,0,2.93,0.09103093924825512,41.536266663266964,404
no_ph_rate_bonus,51,5000404,base,near,3,1,0,0,5,0,3.0500000000000003,0.07116491531693558,41.02184000075795,404
no_uncertainty_factor,51,5000404,base,near,3,1,0,0,3,0,3.0500000000000003,0.07116491531693558,33.41153333409844,404
no_buffering_factor,51,5000404,base,near,3,1,0,0,3,0,2.9400000000000004,0.08937556236329147,29.912466670793947,404
no_required_volume_term,51,5000404,base,near,3,1,0,0,4,0,3.1100000000000003,0.06123111493612665,37.33922500759945,404
linear_clip_instead_of_tanh,51,5000404,base,near,3,1,0,0,3,0,2.94,0.08937556236329325,25.92459999868879,404
full,52,5000404,base,far,1,1,1,0,14,10,16.779999999999998,0.04640833887718898,55.714757143245414,404
no_ph_rate_bonus,52,5000404,base,far,1,1,1,0,14,9,12.3,0.020638157902521215,60.526235716159654,404
no_uncertainty_factor,52,5000404,base,far,1,1,0,0,12,8,18.04,0.06320033966032312,62.545133332605474,404
no_buffering_factor,52,5000404,base,far,1,1,1,0,10,8,16.84,0.047226244495664815,64.24363000114681,404
no_required_volume_term,52,5000404,base,far,1,1,1,0,9,6,13.700000000000001,0.0016868710109640972,57.88881110978158,404
linear_clip_instead_of_tanh,52,5000404,base,far,1,1,0,0,8,6,19.64,0.08343402273882461,59.69629999981407,404
full,53,5000404,base,medium,1,1,0,0,5,4,6.290000000000001,0.06966848485736143,44.03401999734342,404
no_ph_rate_bonus,53,5000404,base,medium,1,1,0,0,1,0,2.22,0.0872742559579347,33.90439999930095,404
no_uncertainty_factor,53,5000404,base,medium,1,1,1,0,4,4,6.709999999999999,0.030882268252097944,45.70554999918386,404
no_buffering_factor,53,5000404,base,medium,1,1,0,0,5,5,6.46,0.08291668514649864,51.12308000243502,404
no_required_volume_term,53,5000404,base,medium,1,1,0,0,5,4,6.290000000000001,0.06966848485736143,38.9915400010068,404
linear_clip_instead_of_tanh,53,5000404,base,medium,1,1,0,0,6,6,6.59,0.06972544460560748,53.596799999165036,404
full,54,5000404,base,near,1,1,1,0,4,3,2.47,0.02365080856704882,48.92837499937741,404
no_ph_rate_bonus,54,5000404,base,near,1,1,0,0,2,2,1.09,0.0847949910156709,27.239549996011192,404
no_uncertainty_factor,54,5000404,base,near,1,1,0,0,2,2,2.23,0.05087907757306365,48.41735000081826,404
no_buffering_factor,54,5000404,base,near,1,0,0,0,2,2,2.0500000000000003,0.10103159025767905,55.38929999966058,404
no_required_volume_term,54,5000404,base,near,1,1,1,0,4,4,2.37,0.014847704872429368,51.45229999834555,404
linear_clip_instead_of_tanh,54,5000404,base,near,1,1,1,0,4,4,2.35,0.014847874795125726,45.646475000467035,404
full,55,5000404,base,medium,3,1,0,0,16,0,19.9,0.09527813792767326,22.290012500434386,404
no_ph_rate_bonus,55,5000404,base,medium,3,1,0,0,23,0,19.82,0.09963924467381968,20.167382610215217,404
no_uncertainty_factor,55,5000404,base,medium,3,0,0,0,14,0,19.810000000000006,0.1001843509028193,22.33822142859156,404
no_buffering_factor,55,5000404,base,medium,3,0,0,0,15,0,19.810000000000002,0.10018435090281752,17.85890666845565,404
no_required_volume_term,55,5000404,base,medium,3,1,0,0,17,0,20.04,0.0876449918777702,20.143076469727983,404
linear_clip_instead_of_tanh,55,5000404,base,medium,3,1,0,0,16,0,19.960000000000004,0.09200698856712286,21.738618750532623,404
full,56,5000404,acid,far,1,1,1,0,13,7,15.129999999999999,0.004548279654543741,57.10497692276616,404
no_ph_rate_bonus,56,5000404,acid,far,1,1,1,0,4,3,11.41,0.006957984900361147,43.660274997819215,404
no_uncertainty_factor,56,5000404,acid,far,1,1,1,0,11,7,14.049999999999999,0.005243867507828348,56.359936363481786,404
no_buffering_factor,56,5000404,acid,far,1,1,1,0,15,9,15.190000000000001,0.004509730788538668,50.18887333474898,404
no_required_volume_term,56,5000404,acid,far,1,1,1,0,13,7,15.129999999999999,0.004548279654543741,56.91236923191285,404
linear_clip_instead_of_tanh,56,5000404,acid,far,1,1,1,0,10,7,18.83,0.002189507213818054,52.9707600006077,404
full,57,5000404,base,medium,3,1,1,0,10,0,17.67,0.04339930672239323,18.06537000084063,404
no_ph_rate_bonus,57,5000404,base,medium,3,1,0,0,14,0,17.520000000000003,0.07464970075108912,13.352214285467719,404
no_uncertainty_factor,57,5000404,base,medium,3,1,1,0,9,0,17.66,0.04554193416195407,17.835533332901022,404
no_buffering_factor,57,5000404,base,medium,3,1,0,0,9,0,17.4,0.0983774886894766,17.141322223728316,404
no_required_volume_term,57,5000404,base,medium,3,1,1,0,10,0,17.67,0.04339930672239323,17.5425900000846,404
linear_clip_instead_of_tanh,57,5000404,base,medium,3,1,0,0,9,0,17.440000000000005,0.09058584228279631,17.562722221353194,404
full,58,5000404,acid,near,2,1,1,0,3,3,2.6399999999999997,0.0487259596867089,66.88443333405303,404
no_ph_rate_bonus,58,5000404,acid,near,2,1,1,0,1,0,1.03,0.002760035352554091,52.99889999150764,404
no_uncertainty_factor,58,5000404,acid,near,2,1,0,0,3,3,2.85,0.06630071906939516,63.14310000501185,404
no_buffering_factor,58,5000404,acid,near,2,1,1,0,3,3,2.66,0.037118434117311416,51.13613333378453,404
no_required_volume_term,58,5000404,acid,near,2,1,1,0,2,2,1.7000000000000002,0.04162633268882221,63.72420000479906,404
linear_clip_instead_of_tanh,58,5000404,acid,near,2,1,1,0,3,3,2.6500000000000004,0.042910862976849096,51.84049999661511,404
full,59,5000404,acid,near,2,1,0,0,3,1,3.6599999999999997,0.07443925414789287,35.60863333647527,404
no_ph_rate_bonus,59,5000404,acid,near,2,1,0,0,1,1,1.9,0.07603601947046723,60.16589999489952,404
no_uncertainty_factor,59,5000404,acid,near,2,1,0,0,3,1,4.18,0.08211484462436491,38.98396666530365,404
no_buffering_factor,59,5000404,acid,near,2,1,0,0,3,1,3.74,0.07745878520523419,36.86676666742036,404
no_required_volume_term,59,5000404,acid,near,2,1,0,0,2,0,1.12,0.0644803483245644,51.64309999963734,404
linear_clip_instead_of_tanh,59,5000404,acid,near,2,1,0,0,3,1,3.78,0.08065715233672766,35.08303333122361,404
full,60,5000404,acid,near,1,1,0,0,3,1,6.66,0.06253308712189565,45.62663333005427,404
no_ph_rate_bonus,60,5000404,acid,near,1,1,0,0,3,0,5.42,0.07605255594984506,34.989100000530016,404
no_uncertainty_factor,60,5000404,acid,near,1,1,0,0,2,0,5.4,0.07820593332112402,53.45659999875352,404
no_buffering_factor,60,5000404,acid,near,1,1,0,0,3,1,6.75,0.07309940519850144,52.36363332854429,404
no_required_volume_term,60,5000404,acid,near,1,1,0,0,6,0,5.260000000000001,0.09322720158063902,45.43586666356229,404
linear_clip_instead_of_tanh,60,5000404,acid,near,1,1,0,0,3,1,6.720000000000001,0.06956772594926086,48.81596666382393,404
full,61,5000404,base,near,3,1,0,0,5,0,2.44,0.08235271387266874,18.336100001761224,404
no_ph_rate_bonus,61,5000404,base,near,3,1,0,0,7,0,2.3400000000000003,0.09029189029008311,15.411457142493289,404
no_uncertainty_factor,61,5000404,base,near,3,1,0,0,4,0,2.29,0.0942674260186287,16.23972500237869,404
no_buffering_factor,61,5000404,base,near,3,1,0,0,5,0,2.4899999999999998,0.07838874373911242,16.974660000414588,404
no_required_volume_term,61,5000404,base,near,3,1,0,0,5,0,2.44,0.08235271387266874,15.62271999719087,404
linear_clip_instead_of_tanh,61,5000404,base,near,3,1,0,0,5,0,2.44,0.08235271387266874,18.888900002639275,404
full,62,5000404,acid,far,1,1,1,0,5,0,8.340000000000002,0.03216680201077171,24.220680000144057,404
no_ph_rate_bonus,62,5000404,acid,far,1,1,0,0,7,0,8.26,0.05480023876195883,17.098485709409164,404
no_uncertainty_factor,62,5000404,acid,far,1,1,0,0,4,0,8.25,0.0575763369895812,19.13717500065104,404
no_buffering_factor,62,5000404,acid,far,1,1,1,0,5,0,8.34,0.03216680201077171,20.209420000901446,404
no_required_volume_term,62,5000404,acid,far,1,1,1,0,5,0,8.340000000000002,0.03216680201077171,18.475040000339504,404
linear_clip_instead_of_tanh,62,5000404,acid,far,1,1,0,0,4,0,8.11,0.0953033680524138,17.699275002087234,404
full,63,5000404,base,medium,2,1,1,0,3,0,4.3999999999999995,0.023137559330348445,50.808299999819916,404
no_ph_rate_bonus,63,5000404,base,medium,2,1,0,0,3,0,4.16,0.05571591669445386,54.97853333508829,404
no_uncertainty_factor,63,5000404,base,medium,2,1,0,0,2,0,3.91,0.09015884147908171,35.93974999967031,404
