method,regime,distribution,task_seed,task_id,direction,difficulty,pka_family,true_pair_count,true_success,strict_success,severe_failure,measured_success,false_stop,steps,crossings,total_volume_ml,final_true_ph,final_measured_ph,final_abs_error,decision_time_ms_total,update_time_ms_total,controller_time_ms_per_step,stop_reason,benchmark_seed
new_pf,wide_concentration,wide_concentration,3000101,1,acid,medium,single,1,1,1,0,1,0,4,4,7.4,2.8088258810867623,2.81,0.04782588108676222,238.11879999993835,113.72030001075473,87.95977500267327,measured_success,101
new_ppo,wide_concentration,wide_concentration,3000101,1,acid,medium,single,1,1,1,0,1,0,1,0,4.7,2.7726076371404274,2.77,0.01160763714042723,0.15749999874969944,0.02220000169472769,0.17970000044442713,measured_success,101
new_pf,wide_concentration,wide_concentration,3000101,2,acid,medium,single,1,1,1,0,1,0,10,0,21.41,3.4059397170286685,3.41,0.04193971702866861,195.84569999278756,207.1424999885494,40.298819998133695,measured_success,101
new_ppo,wide_concentration,wide_concentration,3000101,2,acid,medium,single,1,1,0,0,1,0,9,0,20.930000000000003,3.4568501684391695,3.46,0.0928501684391696,0.8088999893516302,0.1393999918946065,0.10536666458291519,measured_success,101
new_pf,wide_concentration,wide_concentration,3000101,3,acid,far,single,1,1,0,0,1,0,6,3,11.799999999999999,3.0263152413755625,3.03,0.07068475862443746,440.550200000871,194.1210000004503,105.77853333355354,measured_success,101
new_ppo,wide_concentration,wide_concentration,3000101,3,acid,far,single,1,1,0,0,1,0,7,4,21.81,3.164923844569496,3.16,0.06792384456949607,0.8846999917295761,0.1472000003559515,0.1474142845836468,measured_success,101
new_pf,wide_concentration,wide_concentration,3000101,4,base,far,separated,2,0,0,0,0,0,50,47,17.340000000000057,8.25876194762452,8.26,0.13776194762452043,1969.609700019646,1043.296800016833,60.25813000072958,max_steps,101
new_ppo,wide_concentration,wide_concentration,3000101,4,base,far,separated,2,0,0,0,0,0,50,45,17.80000000000006,8.258273464338458,8.26,0.13727346433845788,5.6607000005897135,0.9473000100115314,0.1321600002120249,max_steps,101
new_pf,wide_concentration,wide_concentration,3000101,5,base,near,separated,2,1,1,0,1,0,1,1,0.62,2.7547727932015755,2.75,0.019772793201575656,3.7042999974801205,35.28989999904297,38.99419999652309,measured_success,101
new_ppo,wide_concentration,wide_concentration,3000101,5,base,near,separated,2,1,1,0,1,0,2,1,2.7199999999999998,2.7675948079654926,2.77,0.032594807965492745,0.26819999766303226,0.03850000211969018,0.15334999989136122,measured_success,101
new_pf,wide_concentration,wide_concentration,3000101,6,base,medium,overlapping,3,1,0,0,1,0,4,1,8.6,4.520207825973026,4.52,0.05920782597302576,74.25559999683173,119.78289999387925,48.50962499767775,measured_success,101
new_ppo,wide_concentration,wide_concentration,3000101,6,base,medium,overlapping,3,1,1,0,1,0,3,1,8.55,4.484553917669409,4.48,0.02355391766940862,1.7337000026600435,0.05289999535307288,0.5955333326710388,measured_success,101
new_pf,wide_concentration,wide_concentration,3000101,7,base,far,separated,2,1,0,0,1,0,6,0,11.4,4.678747010216284,4.68,0.07125298978371575,101.6442999971332,192.07209998421604,48.95273333022487,measured_success,101
new_ppo,wide_concentration,wide_concentration,3000101,7,base,far,separated,2,1,0,0,1,0,4,0,11.340000000000002,4.668681430041021,4.67,0.08131856995897913,0.5898000017623417,0.0870000003487803,0.1692000005277805,measured_success,101
new_pf,wide_concentration,wide_concentration,3000101,8,acid,near,separated,2,1,0,0,1,0,6,3,4.66,3.2865521912252387,3.29,0.062447808774761526,440.6022999828565,170.03530001238687,101.77293333254056,measured_success,101
new_ppo,wide_concentration,wide_concentration,3000101,8,acid,near,separated,2,1,1,0,1,0,4,2,4.39,3.374126038485427,3.37,0.025126038485426605,0.5407999924500473,0.0714999987394549,0.15307499779737554,measured_success,101
new_pf,wide_concentration,wide_concentration,3000101,9,base,medium,single,1,1,0,0,1,0,6,0,5.86,5.4731852135906625,5.47,0.08781478640933749,102.86919999634847,164.1451999967103,44.502399998843124,measured_success,101
new_ppo,wide_concentration,wide_concentration,3000101,9,base,medium,single,1,1,0,0,1,0,9,0,5.949999999999999,5.481313433130898,5.48,0.07968656686910158,1.2447000117390417,0.19069999689236283,0.15948888984793383,measured_success,101
new_pf,wide_concentration,wide_concentration,3000101,10,acid,medium,overlapping,3,1,0,0,1,0,2,0,2.28,3.9291024132062757,3.93,0.06910241320627586,9.75530000141589,76.39129999733996,43.07329999937792,measured_success,101
new_ppo,wide_concentration,wide_concentration,3000101,10,acid,medium,overlapping,3,1,1,0,1,0,2,1,3.1100000000000003,3.81284121773614,3.81,0.047158782263859944,0.3632000007200986,0.044399996113497764,0.2037999984167982,measured_success,101
new_pf,wide_concentration,wide_concentration,3000101,11,acid,near,single,1,1,0,0,1,0,2,2,1.69,8.010203648837049,8.01,0.05820364883704876,75.11470000463305,83.385999998427,79.25035000153002,measured_success,101
new_ppo,wide_concentration,wide_concentration,3000101,11,acid,near,single,1,1,0,0,1,0,49,0,0.49000000000000027,8.050446938398917,8.05,0.09844693839891683,4.981999969459139,0.9064999976544641,0.12017346871660414,measured_success,101
new_pf,wide_concentration,wide_concentration,3000101,12,base,medium,single,1,1,0,0,1,0,4,0,6.51,3.7334354406110544,3.73,0.06656455938894545,90.64370000123745,111.33159999008058,50.493824997829506,measured_success,101
