mixture,system,checkpoint,naoh_volume_ml,measured_titration_linear_interpolation_ph,pf_posterior_mean_ph,pf_credible_lower_2p5_ph,pf_credible_upper_97p5_ph
2,pHBA + acetic acid,0,0.0,2.7,2.672810875979761,1.2974505465525774,4.771129638013994
2,pHBA + acetic acid,0,0.02,2.7188000000000003,2.819649685006956,1.2989329687783417,5.877164329211414
2,pHBA + acetic acid,0,0.04,2.7376,2.8920659807591855,1.3004143956778185,6.175975509751808
2,pHBA + acetic acid,0,0.06,2.7564,2.9444055735588837,1.3018948314931444,6.351482963947735
2,pHBA + acetic acid,0,0.08,2.7752000000000003,2.986481651745143,1.3033742804510884,6.476088743578277
2,pHBA + acetic acid,0,0.1,2.794,3.0221455806877886,1.3048527467631774,6.572744239744271
2,pHBA + acetic acid,0,0.12,2.8128,3.053358986001126,1.3063302346258214,6.651706658074021
2,pHBA + acetic acid,0,0.14,2.8316000000000003,3.081274097054842,1.3078067482204356,6.718455566762099
2,pHBA + acetic acid,0,0.16,2.8504,3.1066324012424094,1.3092822917135618,6.776264353328678
2,pHBA + acetic acid,0,0.18,2.8692,3.129942516704029,1.3107568692569886,6.827245405249492
2,pHBA + acetic acid,0,0.2,2.8880000000000003,3.151570219173859,1.312230484987872,6.872841470656706
2,pHBA + acetic acid,0,0.22,2.9068,3.171788332446084,1.3137031430288522,6.914081800697842
2,pHBA + acetic acid,0,0.24,2.9256,3.1908063437405216,1.3151265505497918,6.951726452186
2,pHBA + acetic acid,0,0.26,2.9444000000000004,3.2087889602681745,1.316535784501164,6.9863526673097205
2,pHBA + acetic acid,0,0.28,2.9632,3.22586825595159,1.3179437361969142,7.018409167107405
2,pHBA + acetic acid,0,0.3,2.982,3.2421519145552957,1.3193504094857773,7.048251676389741
2,pHBA + acetic acid,0,0.32,3.0008000000000004,3.257728995838668,1.3207558082064028,7.076166964404363
2,pHBA + acetic acid,0,0.34,3.0196,3.2726740744902405,1.322159936187448,7.10238958682851
2,pHBA + acetic acid,0,0.36,3.0384,3.287050277870132,1.323562797247686,7.12711383647142
2,pHBA + acetic acid,0,0.38,3.0572,3.300911559146409,1.3249643951960937,7.15050245934942
2,pHBA + acetic acid,0,0.4,3.076,3.3143044274804048,1.3263647338319542,7.172693132959969
2,pHBA + acetic acid,0,0.42,3.0948,3.3272692849588954,1.3277638169449504,7.193803362638278
2,pHBA + acetic acid,0,0.44,3.1136,3.3398414736536646,1.329161648315258,7.213934238019116
2,pHBA + acetic acid,0,0.46,3.1324,3.352052105633819,1.3305582317136397,7.235071087658639
2,pHBA + acetic acid,0,0.48,3.1512000000000002,3.363928728151838,1.3319535709015389,7.256253413689549
2,pHBA + acetic acid,0,0.5,3.17,3.375495862054339,1.3333476696311655,7.276698039434322
2,pHBA + acetic acid,0,0.52,3.1888,3.3867754415480507,1.334740531645592,7.296464379884867
2,pHBA + acetic acid,0,0.54,3.2076000000000002,3.397787176393961,1.336132160678837,7.315605149096093
2,pHBA + acetic acid,0,0.56,3.2264,3.4085488525070216,1.3375225604559575,7.334167336039023
2,pHBA + acetic acid,0,0.58,3.2452,3.419076583210141,1.338911734693132,7.352193009176858
2,pHBA + acetic acid,0,0.6,3.2640000000000002,3.4293850206290704,1.340299687097751,7.369719984622449
2,pHBA + acetic acid,0,0.62,3.2828,3.439487534644967,1.3416864213684874,7.38678238472998
2,pHBA + acetic acid,0,0.64,3.3016,3.4493963652541697,1.3430719411954084,7.404365394586945
2,pHBA + acetic acid,0,0.66,3.3204000000000002,3.4591227529866915,1.3444562502600301,7.422619071945556
2,pHBA + acetic acid,0,0.68,3.3392,3.4686770511098404,1.3458393522354144,7.440529461320596
2,pHBA + acetic acid,0,0.7000000000000001,3.358,3.4780688226242473,1.3472212507862449,7.458120977656366
2,pHBA + acetic acid,0,0.72,3.3768000000000002,3.48730692449544,1.3486019495689088,7.475416125414961
2,pHBA + acetic acid,0,0.74,3.3956,3.4963995811177218,1.3499814522315754,7.492435715025504
2,pHBA + acetic acid,0,0.76,3.4144,3.5053544486530765,1.3513597624142744,7.50582218000817
2,pHBA + acetic acid,0,0.78,3.4332000000000003,3.5141786716033128,1.3527368837489733,7.517828009455535
2,pHBA + acetic acid,0,0.8,3.452,3.5228789327452033,1.3541128198596524,7.529549431363744
2,pHBA + acetic acid,0,0.8200000000000001,3.4708,3.5314614973726672,1.355487574362383,7.541000556341277
2,pHBA + acetic acid,0,0.84,3.4896000000000003,3.539932252639327,1.3568611508653974,7.552194475090504
2,pHBA + acetic acid,0,0.86,3.5084,3.5482967426710363,1.358332268808288,7.564266562894645
2,pHBA + acetic acid,0,0.88,3.5272,3.556560200016275,1.3598072010434579,7.577333268102599
2,pHBA + acetic acid,0,0.9,3.5460000000000003,3.5647275739185478,1.361281572300383,7.590197627820613
2,pHBA + acetic acid,0,0.92,3.5648,3.5728035558252524,1.3627553873674438,7.602869823042909
2,pHBA + acetic acid,0,0.9400000000000001,3.5836,3.580792602489628,1.3642286510257686,7.615359405203796
2,pHBA + acetic acid,0,0.96,3.6024000000000003,3.5886989569742895,1.3657013680493386,7.627675349984184
2,pHBA + acetic acid,0,0.98,3.6212,3.596526667824454,1.3671735432050895,7.639826105598166
2,pHBA + acetic acid,0,1.0,3.64,3.6042796066454583,1.3686451812530125,7.649380846955044
2,pHBA + acetic acid,0,1.02,3.6476,3.6119614842908736,1.3701162869462542,7.658556671790967
2,pHBA + acetic acid,0,1.04,3.6552000000000002,3.61957586584405,1.371586865031218,7.668145752032856
2,pHBA + acetic acid,0,1.06,3.6628000000000003,3.6271261845567007,1.373056920247664,7.684358817644188
2,pHBA + acetic acid,0,1.08,3.6704,3.6346157548916738,1.3745264573288059,7.698365942606371
2,pHBA + acetic acid,0,1.1,3.678,3.6420477848044213,1.375995481001409,7.709678412013531
2,pHBA + acetic acid,0,1.12,3.6856,3.6494253873869438,1.377463995985892,7.7208732287859565
2,pHBA + acetic acid,0,1.1400000000000001,3.6932,3.6567515919904277,1.378932006996418,7.7319558815875205
2,pHBA + acetic acid,0,1.16,3.7008,3.664029354936851,1.3803995187409943,7.742931603432867
2,pHBA + acetic acid,0,1.18,3.7084,3.6712615699267004,1.3818665359215658,7.753805390129077
2,pHBA + acetic acid,0,1.2,3.716,3.6784510782484654,1.3833330632341139,7.7645820172051465
2,pHBA + acetic acid,0,1.22,3.7236,3.68560067889684,1.3847991053687458,7.775266055481104
2,pHBA + acetic acid,0,1.24,3.7312,3.6927131387101433,1.3862646670097925,7.7858618854113395
2,pHBA + acetic acid,0,1.26,3.7388,3.699791202643553,1.3877297528358983,7.796373710321799
2,pHBA + acetic acid,0,1.28,3.7464,3.7068376043044062,1.3891943675201173,7.806805568647581
2,pHBA + acetic acid,0,1.3,3.754,3.7138550768890033,1.3906585157300024,7.817161345266063
2,pHBA + acetic acid,0,1.32,3.7616,3.7208463646780943,1.3921222021276982,7.827444782010577
2,pHBA + acetic acid,0,1.34,3.7692,3.7278142352716857,1.3935854313700315,7.835104839507066
2,pHBA + acetic acid,0,1.36,3.7768,3.73476149277442,1.395048208108602,7.84226241099887
2,pHBA + acetic acid,0,1.3800000000000001,3.7843999999999998,3.741690992182971,1.3965105369898718,7.849327258112961
