mixture,system,checkpoint,naoh_volume_ml,measured_titration_linear_interpolation_ph,pf_posterior_mean_ph,pf_credible_lower_2p5_ph,pf_credible_upper_97p5_ph
1,pHBA + TPA,0,1.42,5.1850000000000005,3.7555084883946805,1.3994338697412014,7.863189493061162
1,pHBA + TPA,0,1.44,5.22,3.7624026025245807,1.4008948828792973,7.8699919567185646
1,pHBA + TPA,0,1.46,5.255,3.769291236343291,1.4023554666963403,7.876711860073318
1,pHBA + TPA,0,1.48,5.29,3.7761777828879977,1.4038156258144312,7.88335148715727
1,pHBA + TPA,0,1.5,5.325,3.7830658208532286,1.4052753648510605,7.889913030209382
1,pHBA + TPA,0,1.52,5.36,3.7899591517571576,1.4067346884191956,7.896398594540489
1,pHBA + TPA,0,1.54,5.3950000000000005,3.796861844655358,1.4081936011273655,7.902810203080088
1,pHBA + TPA,0,1.56,5.430000000000001,3.803778290674455,1.4096521075797437,7.909149800629777
1,pHBA + TPA,0,1.58,5.465,3.8107132705027116,1.411110212376236,7.915419257845759
1,pHBA + TPA,0,1.6,5.5,3.8176720392569052,1.4125679201125627,7.931018827766939
1,pHBA + TPA,0,1.62,5.535,3.8246604350896236,1.4140252353803433,7.960829553871394
1,pHBA + TPA,0,1.6400000000000001,5.57,3.8316850209353395,1.4154821627671779,7.984769889786701
1,pHBA + TPA,0,1.6600000000000001,5.605,3.8387532736762293,1.416938706856731,7.994296310338232
1,pHBA + TPA,0,1.68,5.640000000000001,3.84587384315979,1.4183948722288138,8.003801918114625
1,pHBA + TPA,0,1.7,5.675,3.8530569177020597,1.4198506634594659,8.013289050481589
1,pHBA + TPA,0,1.72,5.71,3.8603147587548707,1.4213060851210346,8.022760018059323
1,pHBA + TPA,0,1.74,5.745,3.8676625181955977,1.4227611417822588,8.032217108189577
1,pHBA + TPA,0,1.76,5.78,3.8751195583847444,1.4242158380083465,8.041662588318157
1,pHBA + TPA,0,1.78,5.815,3.8827117410486944,1.425670178361056,8.051098709305723
1,pHBA + TPA,0,1.8,5.8500000000000005,3.8904757900448304,1.4271241673987753,8.08955856478234
1,pHBA + TPA,0,1.82,5.885,3.8984687943244443,1.4285778096766006,8.094134838257773
1,pHBA + TPA,0,1.84,5.92,3.906793708196112,1.4300311097464151,8.098661896298786
1,pHBA + TPA,0,1.86,5.955,3.9157008912253253,1.4314840721569673,8.103140846513298
1,pHBA + TPA,0,1.8800000000000001,5.99,3.930013411820029,1.4329367014539476,8.224485195854413
1,pHBA + TPA,0,1.9000000000000001,6.025,3.949403385222656,1.4343811226719465,8.370734808907564
1,pHBA + TPA,0,1.92,6.0600000000000005,3.960202617578682,1.4357861421028661,8.37693965533849
1,pHBA + TPA,0,1.94,6.095000000000001,3.972025893944395,1.4371905147518889,8.407930629600703
1,pHBA + TPA,0,1.96,6.13,3.992611596308327,1.438594243828185,8.47036458102017
1,pHBA + TPA,0,1.98,6.165,4.005919590315085,1.4399973325334918,8.495518164399257
1,pHBA + TPA,0,2.0,6.2,4.020949128157712,1.441399784062165,8.521184602536788
1,pHBA + TPA,0,2.02,6.2582,4.04088587541592,1.442801601601229,8.565935320789812
1,pHBA + TPA,0,2.04,6.316400000000001,4.058914315155705,1.4442027883304296,8.615257623583577
1,pHBA + TPA,0,2.06,6.3746,4.075989127062197,1.4456033474222845,8.811518658593965
1,pHBA + TPA,0,2.08,6.4328,4.0934386613191815,1.447003282042135,9.076778811464276
1,pHBA + TPA,0,2.1,6.4910000000000005,4.104496021837248,1.4484025953481958,9.113046122833417
1,pHBA + TPA,0,2.12,6.549200000000001,4.119257175008468,1.4498012904916049,9.204839182485859
1,pHBA + TPA,0,2.14,6.6074,4.129399640942215,1.451199370616473,9.248113549633107
1,pHBA + TPA,0,2.16,6.6656,4.139322976353118,1.4525968388599342,9.263317121797908
