family,policy,training_seed,domain,benchmark_seed,checkpoint_sha256,tasks,success_rate_percent,strict_success_rate_percent,severe_failure_rate_percent,false_stop_rate_percent,successful_additions_mean,additions_per_task_mean,overshoots_per_task_mean,total_volume_mean_ml,final_abs_error_mean
F2,ppo_seed_202,202,fixed_two_independent,101,ca1157773e58fffee35ca5cece12d43de81993cbcbb89414fd20ccf546acef79,3000,88.43333333333334,41.46666666666667,5.733333333333333,1.4333333333333333,6.283452695062194,10.497333333333334,5.297666666666666,7.69606,0.15018940696940605
F2,ppo_seed_202,202,fixed_two_independent,202,ca1157773e58fffee35ca5cece12d43de81993cbcbb89414fd20ccf546acef79,3000,86.5,40.56666666666667,7.1,1.4333333333333333,6.3730250481695565,11.280666666666667,5.432,8.079343333333334,0.17628761150187014
F2,ppo_seed_202,202,fixed_two_independent,303,ca1157773e58fffee35ca5cece12d43de81993cbcbb89414fd20ccf546acef79,3000,87.9,40.13333333333333,6.3,1.7000000000000002,6.670458854759196,10.983666666666666,5.237333333333333,8.037166666666666,0.15896228850979946
F2,ppo_seed_202,202,fixed_two_independent,404,ca1157773e58fffee35ca5cece12d43de81993cbcbb89414fd20ccf546acef79,3000,87.13333333333333,41.733333333333334,6.0,1.7999999999999998,6.565799540933435,11.072,5.262,8.215253333333335,0.1628791799791505
F2,ppo_seed_202,202,fixed_two_independent,555,ca1157773e58fffee35ca5cece12d43de81993cbcbb89414fd20ccf546acef79,3000,87.63333333333333,40.93333333333333,6.366666666666666,1.2666666666666666,6.562571319893496,11.038333333333334,5.155333333333333,7.934193333333334,0.17805905373707795
F2,ppo_seed_303,303,fixed_two_independent,101,469b69cf65631b3063a96ebcd065c3273c7dce1b5664fec4f2becd91ffa94b10,3000,90.96666666666667,45.56666666666666,4.2,1.4000000000000001,5.539758153169659,8.595,3.7676666666666665,7.878333333333333,0.14584356477203014
F2,ppo_seed_303,303,fixed_two_independent,202,469b69cf65631b3063a96ebcd065c3273c7dce1b5664fec4f2becd91ffa94b10,3000,90.03333333333333,45.7,4.3999999999999995,1.633333333333333,5.593854128100704,9.123666666666667,4.074333333333334,7.9786833333333345,0.14102769971702733
F2,ppo_seed_303,303,fixed_two_independent,303,469b69cf65631b3063a96ebcd065c3273c7dce1b5664fec4f2becd91ffa94b10,3000,90.9,45.33333333333333,4.366666666666666,1.633333333333333,5.736707004033737,8.783,3.697,8.072956666666666,0.14648499212703375
F2,ppo_seed_303,303,fixed_two_independent,404,469b69cf65631b3063a96ebcd065c3273c7dce1b5664fec4f2becd91ffa94b10,3000,91.16666666666666,44.13333333333333,4.566666666666666,1.5666666666666667,5.908957952468008,8.758333333333333,3.7096666666666667,8.234253333333333,0.14430106775268148
F2,ppo_seed_303,303,fixed_two_independent,555,469b69cf65631b3063a96ebcd065c3273c7dce1b5664fec4f2becd91ffa94b10,3000,90.2,45.2,4.333333333333334,1.7666666666666668,5.8022912047302295,9.210666666666667,3.9116666666666666,7.871103333333334,0.14131760167876295
F2,ppo_seed_404,404,fixed_two_independent,101,7b36c7df6c40d4edbf3dca18f4cdc9f3654c1cd3da9069c3470e4fd71c75d836,3000,88.16666666666667,40.699999999999996,4.266666666666667,2.0666666666666664,6.340642722117202,10.369666666666667,3.974666666666667,8.062826666666668,0.1407122614679164
F2,ppo_seed_404,404,fixed_two_independent,202,7b36c7df6c40d4edbf3dca18f4cdc9f3654c1cd3da9069c3470e4fd71c75d836,3000,87.03333333333333,41.86666666666667,4.3999999999999995,2.1,6.370739180390655,10.855666666666666,4.2523333333333335,8.173063333333333,0.13477846637774019
F2,ppo_seed_404,404,fixed_two_independent,303,7b36c7df6c40d4edbf3dca18f4cdc9f3654c1cd3da9069c3470e4fd71c75d836,3000,88.16666666666667,41.6,4.433333333333334,1.7666666666666668,6.420793950850662,10.553666666666667,3.9886666666666666,8.24208,0.13531026458493997
F2,ppo_seed_404,404,fixed_two_independent,404,7b36c7df6c40d4edbf3dca18f4cdc9f3654c1cd3da9069c3470e4fd71c75d836,3000,87.33333333333333,40.0,4.133333333333333,2.6,6.442748091603053,10.714666666666666,4.118333333333333,8.308760000000001,0.1391352132419998
F2,ppo_seed_404,404,fixed_two_independent,555,7b36c7df6c40d4edbf3dca18f4cdc9f3654c1cd3da9069c3470e4fd71c75d836,3000,87.36666666666667,41.43333333333333,4.266666666666667,2.1999999999999997,6.552079359023273,10.853,4.1066666666666665,8.20577,0.13267265574644183
F2,ppo_seed_555,555,fixed_two_independent,101,7c3a24efb9ac7d3f694750aa32eed2d72d2d186eff5cca9e6b10f0fd0163f5eb,3000,84.8,37.733333333333334,6.7333333333333325,2.433333333333333,7.22248427672956,11.151,3.0656666666666665,9.35352,0.22041429288798955
F2,ppo_seed_555,555,fixed_two_independent,202,7c3a24efb9ac7d3f694750aa32eed2d72d2d186eff5cca9e6b10f0fd0163f5eb,3000,83.8,37.1,7.233333333333333,1.9,7.4840891010342085,11.881666666666666,3.18,9.63981,0.23914011036048086
F2,ppo_seed_555,555,fixed_two_independent,303,7c3a24efb9ac7d3f694750aa32eed2d72d2d186eff5cca9e6b10f0fd0163f5eb,3000,84.06666666666666,37.733333333333334,5.933333333333334,2.033333333333333,7.247422680412371,11.758,3.2776666666666667,9.540939999999999,0.2077480417687138
F2,ppo_seed_555,555,fixed_two_independent,404,7c3a24efb9ac7d3f694750aa32eed2d72d2d186eff5cca9e6b10f0fd0163f5eb,3000,83.8,36.0,6.9,2.6333333333333333,7.267700875099443,11.631666666666666,3.16,9.599526666666668,0.21799588027612196
