selection_type,prior_k,true_k,benchmark_seed,task_seed,task_id,target_category_median_final_rmse,final_rmse,final_estimated_k,stable_correction_step
category_final_rmse_median,1,1,555,2000555,39,0.6492994807535175,0.6492994807535175,1,1
category_final_rmse_median,1,2,303,2000303,257,0.8705094341468144,0.870249848887802,1,
category_final_rmse_median,1,3,101,2000101,256,1.3100957085651894,1.3100957085651894,1,
category_final_rmse_median,2,1,404,2000404,247,1.2853286293905357,1.2853286293905357,2,
category_final_rmse_median,2,2,202,2000202,89,0.8919968596476574,0.8928132267181763,2,4
category_final_rmse_median,2,3,555,2000555,147,0.8704269389357124,0.8704269389357124,2,
category_final_rmse_median,3,1,202,2000202,27,1.7551114782783774,1.7551114782783774,3,
category_final_rmse_median,3,2,303,2000303,136,1.3146275526704851,1.3151370278893943,3,
category_final_rmse_median,3,3,404,2000404,63,0.9776603686891198,0.9776603686891198,3,1
