task_seed,task_id,acid_type,difficulty,direction,pka_family,true_pair_count,initial_ph,target_ph,overshoot_cap_events,overshoot_cap_applied_steps,overshoot_cap_final_ml,true_success,strict_success,severe_failure,measured_success,false_stop,steps,overshoots,final_abs_error,total_volume_ml,acid_added_ml,base_added_ml,final_true_ph,final_measured_ph,stop_reason,label,training_seed,benchmark_seed,checkpoint_sha256,checkpoint_reward_variant,step_cost
1000202,1356,diprotic,near,base,separated,2,6.036,6.632,2,2,0.25,1,1,0,1,0,5,2,0.02565848324789144,4.56,1.74,2.82,6.606341516752108,6.61,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1357,monoprotic,medium,acid,single,1,8.821,7.277,0,0,,0,0,1,0,0,50,0,0.5370957301942552,1.500000000000001,1.500000000000001,0.0,7.814095730194255,7.8100000000000005,max_steps,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1358,monoprotic,medium,acid,single,1,5.726,4.225,4,1,0.23,1,1,0,1,0,8,4,0.03167119499886972,8.239999999999998,5.739999999999998,2.5,4.256671194998869,4.26,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1359,monoprotic,medium,base,single,1,6.449,8.211,46,25,0.01,0,0,0,0,0,50,46,0.15918356575250137,13.31999999999999,6.409999999999994,6.909999999999996,8.051816434247499,8.05,max_steps,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1360,triprotic,medium,acid,separated,3,4.329,3.458,0,0,,1,1,0,1,0,2,0,0.03949714678656857,4.88,4.88,0.0,3.4974971467865688,3.5,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1361,monoprotic,medium,acid,single,1,6.761,5.073,4,1,0.11,1,0,0,1,0,5,4,0.05554673678427946,8.81,7.69,1.12,5.12854673678428,5.13,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1362,triprotic,medium,acid,separated,3,3.33,1.574,0,0,,1,0,0,1,0,9,0,0.050943411009009454,18.96,18.96,0.0,1.6249434110090095,1.62,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1363,diprotic,far,base,separated,2,4.394,7.086,5,1,0.04,1,0,0,1,0,9,5,0.05724158324683337,13.18,2.2,10.979999999999999,7.143241583246834,7.140000000000001,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1364,monoprotic,near,base,single,1,7.021,7.232,0,0,,1,0,0,1,0,27,0,0.09376769829327092,0.2700000000000001,0.0,0.2700000000000001,7.138232301706729,7.140000000000001,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1365,triprotic,medium,base,overlapping,3,1.967,3.243,0,0,,1,0,0,1,0,18,0,0.09488895011537002,14.490000000000007,0.0,14.490000000000007,3.14811104988463,3.15,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1366,diprotic,medium,acid,overlapping,2,4.132,2.556,1,0,0.36,1,1,0,1,0,4,1,0.026212977584875397,9.31,9.31,0.0,2.5297870224151247,2.5300000000000002,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
