BASE,,SSA1,,SSA2,,SSA3,,SSA4R,,SSA5R,,SSA6,,SSA7,,SSA8,,SSA9,,SSA10,,SSA11,,SSAP,,CUP,
波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs
647.9922485,0.001435806,647.9922485,0.024443056,647.9922485,0.042408094,647.9922485,0.053296968,648.0020752,0.049728155,648.0020752,0.053603753,647.9922485,0.047636855,647.9922485,0.047587983,647.9922485,0.035221692,647.9922485,0.027388548,647.9922485,0.018282523,647.9922485,0.011286376,647.9922485,0.002299002,647.9922485,0.045108594
646.0172119,0.0005530173657,646.0172119,0.02037932,646.0172119,0.039907929,646.0172119,0.050566636,645.9906616,0.051588807,645.9906616,0.054253642,646.0172119,0.045331914,646.0172119,0.045380738,646.0172119,0.033379231,646.0172119,0.026185913,646.0172119,0.016363284,646.0172119,0.009385572,646.0172119,0.00196408,646.0172119,0.040309742
644.0043335,-0.000286411,644.0043335,0.020263737,644.0043335,0.037709262,644.0043335,0.047434811,644.0145874,0.047047734,644.0145874,0.051121067,644.0043335,0.042077169,644.0043335,0.043617267,644.0043335,0.031389698,644.0043335,0.02503505,644.0043335,0.014840468,644.0043335,0.008245741,644.0043335,0.001560878,644.0043335,0.037027184
641.9902954,-0.001138215,641.9902954,0.018843303,641.9902954,0.037227008,641.9902954,0.047618024,642.0008545,0.045463596,642.0008545,0.049310405,641.9902954,0.040523417,641.9902954,0.042202901,641.9902954,0.032616839,641.9902954,0.025029318,641.9902954,0.016057687,641.9902954,0.008191529,641.9902954,0.001644981,641.9902954,0.036723461
640.0118408,-4.85E-05,640.0118408,0.021315459,640.0118408,0.035690341,640.0118408,0.045938339,639.9859619,0.04310846,639.9859619,0.049041614,640.0118408,0.040604074,640.0118408,0.042387944,640.0118408,0.032310802,640.0118408,0.025510589,640.0118408,0.015092677,640.0118408,0.010768592,640.0118408,0.002991046,640.0118408,0.03623715
637.9954224,0.0008174970862,637.9954224,0.017830228,637.9954224,0.033234563,637.9954224,0.044898219,638.0065308,0.043531444,638.0065308,0.048323493,637.9954224,0.038713891,637.9954224,0.04146919,637.9954224,0.028305398,637.9954224,0.021369867,637.9954224,0.014222209,637.9954224,0.00802337,637.9954224,0.002055127,637.9954224,0.034465257
636.0146484,0.001362001,636.0146484,0.018385833,636.0146484,0.034265101,636.0146484,0.043249417,635.9892578,0.042852364,635.9892578,0.045768056,636.0146484,0.039572582,636.0146484,0.040217835,636.0146484,0.028383236,636.0146484,0.023632078,636.0146484,0.015426455,636.0146484,0.007943427,636.0146484,0.001486714,636.0146484,0.032410279
633.9960327,-0.001068087,633.9960327,0.018109333,633.9960327,0.03234173,633.9960327,0.043547813,634.0075684,0.038822632,634.0075684,0.043076817,633.9960327,0.038987521,633.9960327,0.040987726,633.9960327,0.029480763,633.9960327,0.022633582,633.9960327,0.01476684,633.9960327,0.007756101,633.9960327,0.003201075,633.9960327,0.031219434
632.0130005,-5.13E-05,632.0130005,0.016815316,632.0130005,0.03146372,632.0130005,0.041272696,631.9880371,0.039568529,631.9880371,0.041861616,632.0130005,0.035006147,632.0130005,0.038453784,632.0130005,0.027134722,632.0130005,0.021812037,632.0130005,0.013855493,632.0130005,0.00726051,632.0130005,0.002416825,632.0130005,0.030388189
629.9920654,-0.001454218,629.9920654,0.014842531,629.9920654,0.030021524,629.9920654,0.038097486,630.0040894,0.038005143,630.0040894,0.04147651,629.9920654,0.032934122,629.9920654,0.03520732,629.9920654,0.025235854,629.9920654,0.019377712,629.9920654,0.012114824,629.9920654,0.005185219,629.9920654,0.001288104,629.9920654,0.027182285
628.0067139,-0.00077511,628.0067139,0.015738104,628.0067139,0.027552545,628.0067139,0.038188491,627.9822388,0.037706241,627.9822388,0.039294135,628.0067139,0.033271536,628.0067139,0.035341863,628.0067139,0.025809646,628.0067139,0.019502509,628.0067139,0.011811561,628.0067139,0.006248043,628.0067139,0.001178347,628.0067139,0.02702727
625.9836426,-0.001366955,625.9836426,0.014057823,625.9836426,0.026719999,625.9836426,0.037360966,625.9961548,0.037264746,625.9961548,0.038494993,625.9836426,0.03054763,625.9836426,0.034334935,625.9836426,0.022860289,625.9836426,0.017778151,625.9836426,0.01156593,625.9836426,0.005564454,625.9836426,-0.000304312,625.9836426,0.024783827
623.9960938,0.0009033496026,623.9960938,0.014755432,623.9960938,0.026610365,623.9960938,0.037057601,624.0088501,0.03616681,624.0088501,0.038606394,623.9960938,0.030763863,623.9960938,0.033638526,623.9960938,0.024605149,623.9960938,0.018203612,623.9960938,0.012158613,623.9960938,0.005745146,623.9960938,0.001867047,623.9960938,0.024504375
622.0075073,-0.000657265,622.0075073,0.012786281,622.0075073,0.023940483,622.0075073,0.035971209,621.9837036,0.034011364,621.9837036,0.035068501,622.0075073,0.029044641,622.0075073,0.032445759,622.0075073,0.022396173,622.0075073,0.01796926,622.0075073,0.011445731,622.0075073,0.00596239,622.0075073,0.001106143,622.0075073,0.023640141
620.0177612,-0.001121432,620.0177612,0.014009831,620.0177612,0.02464438,620.0177612,0.034166399,619.9942017,0.032483529,619.9942017,0.034094658,620.0177612,0.029925726,620.0177612,0.032362588,620.0177612,0.021433011,620.0177612,0.018520962,620.0177612,0.012488731,620.0177612,0.005477963,620.0177612,0.001840686,620.0177612,0.02145474
617.9901123,1.23477821E-005,617.9901123,0.012634669,617.9901123,0.021992782,617.9901123,0.034265548,618.0036011,0.031011509,618.0036011,0.034307428,617.9901123,0.027118217,617.9901123,0.029933019,617.9901123,0.021083308,617.9901123,0.017267093,617.9901123,0.011227321,617.9901123,0.006462912,617.9901123,0.001559865,617.9901123,0.02164516
615.9981689,-0.000234308,615.9981689,0.011953095,615.9981689,0.022359461,615.9981689,0.032905307,616.0120239,0.031845033,616.0120239,0.033822302,615.9981689,0.026222099,615.9981689,0.029363895,615.9981689,0.019293919,615.9981689,0.016339684,615.9981689,0.009076544,615.9981689,0.004967604,615.9981689,0.00234772,615.9981689,0.021189189
614.005249,0.0002468928869,614.005249,0.011547879,614.005249,0.021752158,614.005249,0.031507667,613.9823608,0.028803037,613.9823608,0.029483948,614.005249,0.02711447,614.005249,0.030288786,614.005249,0.019292107,614.005249,0.015956888,614.005249,0.010323072,614.005249,0.006097541,614.005249,0.00315977,614.005249,0.020641308
612.0111694,-0.000118904,612.0111694,0.012047538,612.0111694,0.021600649,612.0111694,0.030607928,611.9885254,0.028340075,611.9885254,0.030132215,612.0111694,0.025775995,612.0111694,0.028912755,612.0111694,0.019504188,612.0111694,0.015443916,612.0111694,0.01069008,612.0111694,0.005578246,612.0111694,0.001430274,612.0111694,0.019830374
610.0160522,0.0008283639327,610.0160522,0.011012764,610.0160522,0.021250295,610.0160522,0.030844674,609.9936523,0.027298842,609.9936523,0.027054131,610.0160522,0.025433099,610.0160522,0.028197216,610.0160522,0.018524798,610.0160522,0.014966782,610.0160522,0.010673312,610.0160522,0.006005327,610.0160522,0.003131167,610.0160522,0.018776102
607.9828491,0.001438429,607.9828491,0.010792528,607.9828491,0.021035077,607.9828491,0.029729368,607.9976196,0.025247129,607.9976196,0.027033221,607.9828491,0.023143163,607.9828491,0.027114222,607.9828491,0.017925501,607.9828491,0.014789471,607.9828491,0.010786133,607.9828491,0.005902821,607.9828491,0.003401579,607.9828491,0.017562464
605.9855347,0.0001817057346,605.9855347,0.009122407,605.9855347,0.017909639,605.9855347,0.027902031,606.0005493,0.023748836,606.0005493,0.025557645,605.9855347,0.021363394,605.9855347,0.026119106,605.9855347,0.01764684,605.9855347,0.01385413,605.9855347,0.008215903,605.9855347,0.005216421,605.9855347,0.002440279,605.9855347,0.016741568
603.9872437,0.0004494835157,603.9872437,0.00899913,603.9872437,0.018180884,603.9872437,0.026487717,604.0025024,0.023683796,604.0025024,0.024389386,603.9872437,0.021639528,603.9872437,0.024341827,603.9872437,0.016457884,603.9872437,0.012415954,603.9872437,0.009423532,603.9872437,0.004017075,603.9872437,0.002425077,603.9872437,0.016437935
601.987793,-0.00018163,601.987793,0.00863463,601.987793,0.015518357,601.987793,0.025515668,602.0033569,0.022765648,602.0033569,0.023914142,601.987793,0.019737665,601.987793,0.024707289,601.987793,0.014496969,601.987793,0.012260184,601.987793,0.008057598,601.987793,0.00392141,601.987793,0.002089382,601.987793,0.014852415
599.9873047,0.001447727,599.9873047,0.008204323,599.9873047,0.015116959,599.9873047,0.025044402,600.0031128,0.022923132,600.0031128,0.023608735,599.9873047,0.018324994,599.9873047,0.023702385,599.9873047,0.015354042,599.9873047,0.011990987,599.9873047,0.008176731,599.9873047,0.004000981,599.9873047,0.003142379,599.9873047,0.015057622
597.9858398,8.773640729E-005,597.9858398,0.007976357,597.9858398,0.015994057,597.9858398,0.025032528,598.0018311,0.020811277,598.0018311,0.021152388,597.9858398,0.018738803,597.9858398,0.0224867,597.9858398,0.014413846,597.9858398,0.011149017,597.9858398,0.008372842,597.9858398,0.003488648,597.9858398,0.002097602,597.9858398,0.013562978
595.9832153,0.0006778350798,595.9832153,0.008280593,595.9832153,0.01504055,595.9832153,0.024986049,595.9995117,0.021045728,595.9995117,0.020830829,595.9832153,0.01755392,595.9832153,0.022494769,595.9832153,0.013215924,595.9832153,0.011987021,595.9832153,0.008213371,595.9832153,0.005018901,595.9832153,0.002555433,595.9832153,0.012910559
594.0167236,-0.000827407,594.0167236,0.006716425,594.0167236,0.014052155,594.0167236,0.022521405,593.9960938,0.019356059,593.9960938,0.018647566,594.0167236,0.015605395,594.0167236,0.020253023,594.0167236,0.012484175,594.0167236,0.010426627,594.0167236,0.00603643,594.0167236,0.004037036,594.0167236,0.002908402,594.0167236,0.011401908
592.0120239,0.0009458411951,592.0120239,0.007190761,592.0120239,0.014702945,592.0120239,0.023496907,591.9916992,0.019985225,591.9916992,0.018957779,592.0120239,0.015542905,592.0120239,0.021212321,592.0120239,0.01327106,592.0120239,0.011304522,592.0120239,0.007513173,592.0120239,0.005028878,592.0120239,0.002796254,592.0120239,0.012219712
590.0063477,0.0007206675946,590.0063477,0.007406597,590.0063477,0.012534476,590.0063477,0.021391023,589.9862061,0.018481039,589.9862061,0.017867181,590.0063477,0.014790998,590.0063477,0.020710373,590.0063477,0.011762435,590.0063477,0.010663417,590.0063477,0.008001616,590.0063477,0.004736699,590.0063477,0.002303998,590.0063477,0.011461439
587.9996338,-0.001238016,587.9996338,0.006063624,587.9996338,0.011387584,587.9996338,0.020911658,588.0169067,0.017690919,588.0169067,0.015624983,587.9996338,0.014134459,587.9996338,0.018826433,587.9996338,0.011563723,587.9996338,0.009522322,587.9996338,0.007343749,587.9996338,0.003377864,587.9996338,0.00131425,587.9996338,0.010621874
585.9918213,0.001041605,585.9918213,0.005974699,585.9918213,0.012219659,585.9918213,0.019702123,586.0093384,0.018154027,586.0093384,0.016917875,585.9918213,0.014896507,585.9918213,0.019348696,585.9918213,0.010727384,585.9918213,0.008491269,585.9918213,0.005286037,585.9918213,0.003440924,585.9918213,0.002297518,585.9918213,0.010196988
583.9830933,-0.00080653,583.9830933,0.005505018,583.9830933,0.01095279,583.9830933,0.019968068,584.0008545,0.014939561,584.0008545,0.014425058,583.9830933,0.012269503,583.9830933,0.018476607,583.9830933,0.010247952,583.9830933,0.007850163,583.9830933,0.00668459,583.9830933,0.004524801,583.9830933,0.003818193,583.9830933,0.010224444
582.010437,-6.46E-05,582.010437,0.005979738,582.010437,0.010890037,582.010437,0.019450773,581.9912109,0.014964397,581.9912109,0.014263751,582.010437,0.011769722,582.010437,0.018065641,582.010437,0.010408438,582.010437,0.008543539,582.010437,0.005561439,582.010437,0.00363804,582.010437,0.002180742,582.010437,0.009459643
579.9996338,0.0006316366489,579.9996338,0.004863536,579.9996338,0.011222406,579.9996338,0.01909974,580.0178833,0.014386793,580.0178833,0.012342149,579.9996338,0.01155745,579.9996338,0.01714614,579.9996338,0.010069696,579.9996338,0.008550772,579.9996338,0.005997059,579.9996338,0.005717919,579.9996338,0.003222563,579.9996338,0.009695112
577.987854,-0.000302605,577.987854,0.005484622,577.987854,0.009816734,577.987854,0.017916329,578.0062866,0.012858694,578.0062866,0.012276267,577.987854,0.010341178,577.987854,0.016953968,577.987854,0.008581636,577.987854,0.007888014,577.987854,0.005631687,577.987854,0.003063642,577.987854,0.002269206,577.987854,0.008884077
576.0122681,-0.000415064,576.0122681,0.0037138,576.0122681,0.008596634,576.0122681,0.016142333,575.9937134,0.013768431,575.9937134,0.011909513,576.0122681,0.010367741,576.0122681,0.016130781,576.0122681,0.00809378,576.0122681,0.005898832,576.0122681,0.005884453,576.0122681,0.003417937,576.0122681,0.001616061,576.0122681,0.007132628
573.9984131,-0.001121277,573.9984131,0.00419749,573.9984131,0.009050006,573.9984131,0.017158177,574.017334,0.013835904,574.017334,0.011163067,573.9984131,0.009131052,573.9984131,0.015743177,573.9984131,0.008056806,573.9984131,0.006054725,573.9984131,0.005604336,573.9984131,0.003512943,573.9984131,0.002348423,573.9984131,0.007494816
571.9835815,-0.000649718,571.9835815,0.004475419,571.9835815,0.007458762,571.9835815,0.016365273,572.0027466,0.011001401,572.0027466,0.009444616,571.9835815,0.008739632,571.9835815,0.015260834,571.9835815,0.007573911,571.9835815,0.005464568,571.9835815,0.004096899,571.9835815,0.003332238,571.9835815,0.002625145,571.9835815,0.00715318
570.0050049,0.0001893453591,570.0050049,0.004161213,570.0050049,0.007888831,570.0050049,0.015579662,569.9871216,0.011236326,569.9871216,0.010377523,570.0050049,0.008445553,570.0050049,0.014994032,570.0050049,0.008081094,570.0050049,0.006358301,570.0050049,0.005720254,570.0050049,0.002862539,570.0050049,0.002288566,570.0050049,0.007193288
567.9882202,0.0006317144143,567.9882202,0.00334249,567.9882202,0.008148402,567.9882202,0.01589161,568.0078735,0.012140458,568.0078735,0.009481179,567.9882202,0.007228345,567.9882202,0.014758726,567.9882202,0.006723681,567.9882202,0.006333925,567.9882202,0.004609427,567.9882202,0.00326244,567.9882202,0.003109448,567.9882202,0.006962117
566.0077515,-0.000152597,566.0077515,0.003278193,566.0077515,0.006990921,566.0077515,0.015141323,565.9903564,0.011369992,565.9903564,0.009432049,566.0077515,0.006160471,566.0077515,0.013791491,566.0077515,0.006952752,566.0077515,0.005444882,566.0077515,0.004219002,566.0077515,0.002684344,566.0077515,0.002357558,566.0077515,0.006322421
563.9888916,0.0002740376513,563.9888916,0.003361037,563.9888916,0.006009684,563.9888916,0.014965763,564.0090942,0.010951356,564.0090942,0.009043345,563.9888916,0.006402879,563.9888916,0.013160021,563.9888916,0.006209283,563.9888916,0.005006803,563.9888916,0.005029507,563.9888916,0.002267801,563.9888916,0.003178284,563.9888916,0.00588587
562.0065308,-0.000275495,562.0065308,0.004057416,562.0065308,0.007367681,562.0065308,0.015954068,561.989563,0.011109101,561.989563,0.009422156,562.0065308,0.00691677,562.0065308,0.01393017,562.0065308,0.007907073,562.0065308,0.005738457,562.0065308,0.005168035,562.0065308,0.003687771,562.0065308,0.004266236,562.0065308,0.006774818
559.9857178,0.0004586567229,559.9857178,0.002902799,559.9857178,0.004877253,559.9857178,0.014287988,560.0064087,0.01142718,560.0064087,0.008307532,559.9857178,0.005302073,559.9857178,0.012047963,559.9857178,0.005323142,559.9857178,0.004613561,559.9857178,0.003964067,559.9857178,0.002528458,559.9857178,0.001699395,559.9857178,0.004869008
558.0014038,0.0005090869963,558.0014038,0.002560277,558.0014038,0.006209126,558.0014038,0.013227933,557.9848633,0.009575244,557.9848633,0.007054507,558.0014038,0.00610833,558.0014038,0.012276373,558.0014038,0.006212618,558.0014038,0.005184591,558.0014038,0.004743895,558.0014038,0.003047036,558.0014038,0.002735607,558.0014038,0.005662606
556.0161133,-0.000663416,556.0161133,0.00284469,556.0161133,0.004847778,556.0161133,0.013986974,555.9998169,0.008856204,555.9998169,0.007374974,556.0161133,0.004837124,556.0161133,0.012231614,556.0161133,0.005011909,556.0161133,0.004589989,556.0161133,0.004343858,556.0161133,0.002408131,556.0161133,0.002788491,556.0161133,0.004904113
553.9924927,-5.28E-05,553.9924927,0.002754649,553.9924927,0.005356031,553.9924927,0.013370142,554.013855,0.009332937,554.013855,0.006645239,553.9924927,0.00491003,553.9924927,0.012369928,553.9924927,0.004954565,553.9924927,0.004946762,553.9924927,0.004658458,553.9924927,0.003720353,553.9924927,0.003545147,553.9924927,0.004999811
552.0053101,-0.000192187,552.0053101,0.002072943,552.0053101,0.005412013,552.0053101,0.01341817,551.989502,0.009357323,551.989502,0.005804195,552.0053101,0.004548421,552.0053101,0.011719962,552.0053101,0.00488262,552.0053101,0.005291671,552.0053101,0.005008479,552.0053101,0.002231528,552.0053101,0.002924324,552.0053101,0.0047317
550.0172119,-0.000270631,550.0172119,0.00179951,550.0172119,0.003626398,550.0172119,0.012303641,550.0016479,0.008468965,550.0016479,0.006197257,550.0172119,0.004200025,550.0172119,0.010935959,550.0172119,0.003898921,550.0172119,0.00426587,550.0172119,0.004171536,550.0172119,0.002056948,550.0172119,0.002513878,550.0172119,0.003658636
547.9906616,-0.000405858,547.9906616,0.002502578,547.9906616,0.004234162,547.9906616,0.012362124,548.0128784,0.00795748,548.0128784,0.005085578,547.9906616,0.003988363,547.9906616,0.011450861,547.9906616,0.00483982,547.9906616,0.004668584,547.9906616,0.003942333,547.9906616,0.002852924,547.9906616,0.002605196,547.9906616,0.004415321
546.0007324,-0.000317763,546.0007324,0.002565172,546.0007324,0.004616988,546.0007324,0.012621105,545.9855957,0.008095574,545.9855957,0.004850945,546.0007324,0.00492778,546.0007324,0.011236007,546.0007324,0.004430306,546.0007324,0.00338089,546.0007324,0.004383654,546.0007324,0.00304529,546.0007324,0.003144542,546.0007324,0.004400625
544.0098267,-0.000256299,544.0098267,0.001650334,544.0098267,0.002997848,544.0098267,0.012090788,543.9949341,0.00770079,543.9949341,0.005875479,544.0098267,0.003429547,544.0098267,0.010130396,544.0098267,0.004316693,544.0098267,0.004678998,544.0098267,0.003932773,544.0098267,0.002902903,544.0098267,0.002931127,544.0098267,0.003557387
542.0180054,-0.000613168,542.0180054,0.001365169,542.0180054,0.003632558,542.0180054,0.01199394,542.0032959,0.008192716,542.0032959,0.004906941,542.0180054,0.002714716,542.0180054,0.009719518,542.0180054,0.003285678,542.0180054,0.003878104,542.0180054,0.003998055,542.0180054,0.002405476,542.0180054,0.002760876,542.0180054,0.002907881
539.9876709,0.0008760876372,539.9876709,0.002355762,539.9876709,0.004378843,539.9876709,0.011986889,540.0108643,0.007724031,540.0108643,0.004926105,539.9876709,0.003006111,539.9876709,0.010963515,539.9876709,0.004182095,539.9876709,0.0049005,539.9876709,0.004429442,539.9876709,0.002678328,539.9876709,0.003351385,539.9876709,0.00316243
537.9940186,-8.39E-05,537.9940186,0.00145713,537.9940186,0.003471321,537.9940186,0.012582624,538.017334,0.007991386,538.017334,0.005057005,537.9940186,0.002854826,537.9940186,0.010197518,537.9940186,0.004032307,537.9940186,0.004483291,537.9940186,0.004661781,537.9940186,0.002498074,537.9940186,0.003074435,537.9940186,0.003502974
535.9994507,-0.000139141,535.9994507,0.001695835,535.9994507,0.004003045,535.9994507,0.011230456,535.9854126,0.00723174,535.9854126,0.004398585,535.9994507,0.002928703,535.9994507,0.010351516,535.9994507,0.003709283,535.9994507,0.003412667,535.9994507,0.003832191,535.9994507,0.002127151,535.9994507,0.002812512,535.9994507,0.002824836
534.0039063,-0.000317453,534.0039063,0.001984337,534.0039063,0.003637884,534.0039063,0.012499761,533.9901733,0.007582183,533.9901733,0.003894089,534.0039063,0.003538466,534.0039063,0.009893155,534.0039063,0.004180658,534.0039063,0.004007852,534.0039063,0.004345452,534.0039063,0.003268986,534.0039063,0.003383525,534.0039063,0.003224389
532.0075684,-0.000206883,532.0075684,0.00179951,532.0075684,0.003042162,532.0075684,0.011614396,531.9940186,0.007450599,531.9940186,0.004002078,532.0075684,0.003238393,532.0075684,0.010409975,532.0075684,0.003598599,532.0075684,0.004644773,532.0075684,0.004933593,532.0075684,0.002876949,532.0075684,0.003255945,532.0075684,0.003288313
530.0103149,6.637669139E-005,530.0103149,0.001463831,530.0103149,0.00289816,530.0103149,0.011341773,529.9970093,0.00760244,529.9970093,0.004455882,530.0103149,0.002914995,530.0103149,0.009474987,530.0103149,0.003894689,530.0103149,0.004202116,530.0103149,0.004669761,530.0103149,0.003428347,530.0103149,0.003160683,530.0103149,0.002917783
528.012146,0.0001421631168,528.012146,0.001446403,528.012146,0.003241106,528.012146,0.010491858,527.9990845,0.007186813,527.9990845,0.004576856,528.012146,0.003110648,528.012146,0.010442377,528.012146,0.003234638,528.012146,0.004413438,528.012146,0.004676067,528.012146,0.002812329,528.012146,0.002964721,528.012146,0.002439394
526.0130615,-0.000721205,526.0130615,0.001975548,526.0130615,0.00314582,526.0130615,0.011709484,526.0001831,0.007574649,526.0001831,0.0039689,526.0130615,0.003349742,526.0130615,0.009968954,526.0130615,0.003283879,526.0130615,0.004472254,526.0130615,0.004141011,526.0130615,0.002688876,526.0130615,0.003124153,526.0130615,0.002541503
524.0131226,0.0001720981236,524.0131226,0.002497788,524.0131226,0.00346318,524.0131226,0.012561867,524.0004883,0.007519046,524.0004883,0.004576385,524.0131226,0.003956988,524.0131226,0.010606303,524.0131226,0.004352852,524.0131226,0.004527155,524.0131226,0.005754117,524.0131226,0.003075478,524.0131226,0.003454935,524.0131226,0.003333856
522.012207,-0.00075082,522.012207,0.001299996,522.012207,0.004143937,522.012207,0.012465394,521.9998169,0.007315922,521.9998169,0.004504608,522.012207,0.003738734,522.012207,0.010897337,522.012207,0.004138136,522.012207,0.004952627,522.012207,0.00499735,522.012207,0.003009265,522.012207,0.003104599,522.012207,0.002323386
520.010437,0.0001448820403,520.010437,0.001004994,520.010437,0.003544468,520.010437,0.011867664,519.998291,0.008804452,519.998291,0.005653768,520.010437,0.002833069,520.010437,0.009249448,520.010437,0.003538779,520.010437,0.0043551,520.010437,0.004639253,520.010437,0.002306028,520.010437,0.002832887,520.010437,0.00172016
518.0078735,0.0005344079691,518.0078735,0.0008756207535,518.0078735,0.003459867,518.0078735,0.012493873,517.9959717,0.008008129,517.9959717,0.004790141,518.0078735,0.004116916,518.0078735,0.010341125,518.0078735,0.004776243,518.0078735,0.004894715,518.0078735,0.005454974,518.0078735,0.003258293,518.0078735,0.00331544,518.0078735,0.002303686
516.0043945,-0.000876701,516.0043945,0.001830054,516.0043945,0.002912571,516.0043945,0.012142587,515.9926758,0.0088631,515.9926758,0.005255354,516.0043945,0.003740039,516.0043945,0.010707538,516.0043945,0.004775431,516.0043945,0.005054281,516.0043945,0.005656207,516.0043945,0.003927052,516.0043945,0.00334729,516.0043945,0.002008236
514.000061,0.0002585742332,514.000061,0.001154105,514.000061,0.003770589,514.000061,0.012701833,513.9885864,0.008359832,513.9885864,0.005728568,514.000061,0.00412405,514.000061,0.010693926,514.000061,0.003961194,514.000061,0.006153435,514.000061,0.005399012,514.000061,0.003082803,514.000061,0.003378777,514.000061,0.002882577
511.994812,-0.000347251,511.994812,0.001826908,511.994812,0.003405205,511.994812,0.012361751,511.9835205,0.008810712,511.9835205,0.005337162,511.994812,0.003189731,511.994812,0.011179668,511.994812,0.004098859,511.994812,0.005113891,511.994812,0.005163948,511.994812,0.002768509,511.994812,0.001937583,511.994812,0.001094802
509.9887085,0.0003493939876,509.9887085,0.001783135,509.9887085,0.004532962,509.9887085,0.01293864,510.0155334,0.0092229,510.0155334,0.007037853,509.9887085,0.004329033,509.9887085,0.010626224,509.9887085,0.005715217,509.9887085,0.006471109,509.9887085,0.006088641,509.9887085,0.004088981,509.9887085,0.003564721,509.9887085,0.002541295
507.9817505,0.001828052,507.9817505,0.002432366,507.9817505,0.005298143,507.9817505,0.013843868,508.0088196,0.008647727,508.0088196,0.006797115,507.9817505,0.005944702,507.9817505,0.01236026,507.9817505,0.006787886,507.9817505,0.00738706,507.9817505,0.007590507,507.9817505,0.004382033,507.9817505,0.003941341,507.9817505,0.002318103
506.0118408,-4.82E-05,506.0118408,0.002294916,506.0118408,0.005078559,506.0118408,0.014032235,506.0012512,0.010371903,506.0012512,0.008044123,506.0118408,0.006149339,506.0118408,0.012887466,506.0118408,0.006480095,506.0118408,0.0067836,506.0118408,0.006781286,506.0118408,0.004562233,506.0118408,0.004694384,506.0118408,0.002557386
504.0031433,0.0007226641173,504.0031433,0.002996676,504.0031433,0.005024898,504.0031433,0.013365684,503.9927979,0.010018461,503.9927979,0.007288149,504.0031433,0.006087985,504.0031433,0.012617587,504.0031433,0.00596092,504.0031433,0.007409441,504.0031433,0.007681819,504.0031433,0.004202456,504.0031433,0.002957084,504.0031433,0.001984831
501.9936218,0.0008171599475,501.9936218,0.001956617,501.9936218,0.005884663,501.9936218,0.014853192,501.98349,0.010442562,501.98349,0.008259934,501.9936218,0.007213237,501.9936218,0.013087771,501.9936218,0.007068741,501.9936218,0.007307577,501.9936218,0.007228398,501.9936218,0.003611572,501.9936218,0.003856609,501.9936218,0.001325986
499.9832764,0.0002358075144,499.9832764,0.003575135,499.9832764,0.006444678,499.9832764,0.016287757,500.0113525,0.011634603,500.0113525,0.010072399,499.9832764,0.008904343,499.9832764,0.013495441,499.9832764,0.008491455,499.9832764,0.008508244,499.9832764,0.008398309,499.9832764,0.005264158,499.9832764,0.003980917,499.9832764,0.00302295
498.0100708,-0.000326558,498.0100708,0.001295426,498.0100708,0.006180715,498.0100708,0.016150232,498.0003967,0.012763089,498.0003967,0.011166706,498.0100708,0.00798287,498.0100708,0.013659215,498.0100708,0.008292756,498.0100708,0.007944772,498.0100708,0.007681398,498.0100708,0.004576307,498.0100708,0.002322111,498.0100708,0.001979474
495.9979858,-9.83E-05,495.9979858,0.001888937,495.9979858,0.007181892,495.9979858,0.016729945,495.9885559,0.014066406,495.9885559,0.011119458,495.9979858,0.00915376,495.9979858,0.01536088,495.9979858,0.008402188,495.9979858,0.009192731,495.9979858,0.008144155,495.9979858,0.003934523,495.9979858,0.002522157,495.9979858,0.001344292
493.9851074,-0.00018401,493.9851074,0.002499506,493.9851074,0.007110209,493.9851074,0.017423699,494.013855,0.015080616,494.013855,0.014011515,493.9851074,0.01056015,493.9851074,0.015845025,493.9851074,0.009657208,493.9851074,0.0100591,493.9851074,0.009388138,493.9851074,0.00546331,493.9851074,0.003362968,493.9851074,0.00166317
492.0093689,0.0004666899331,492.0093689,0.003348046,492.0093689,0.008207594,492.0093689,0.01912763,492.0003967,0.016067356,492.0003967,0.014625645,492.0093689,0.011031961,492.0093689,0.016602499,492.0093689,0.010725209,492.0093689,0.010287074,492.0093689,0.009108238,492.0093689,0.005426088,492.0093689,0.003709544,492.0093689,0.001817238
489.994873,0.0002076810051,489.994873,0.003336647,489.994873,0.009491074,489.994873,0.019739479,489.986145,0.016308049,489.986145,0.01550438,489.994873,0.012914399,489.994873,0.018515101,489.994873,0.011334758,489.994873,0.011369754,489.994873,0.010540789,489.994873,0.005905707,489.994873,0.004361036,489.994873,0.002246646
488.0175171,-0.000211747,488.0175171,0.003498381,488.0175171,0.0097084,488.0175171,0.020663733,488.0090027,0.018103531,488.0090027,0.016854739,488.0175171,0.013642439,488.0175171,0.018949179,488.0175171,0.012556405,488.0175171,0.011919037,488.0175171,0.010254128,488.0175171,0.005813351,488.0175171,0.003655608,488.0175171,0.001604967
486.0013428,0.0002724057995,486.0013428,0.004381326,486.0013428,0.010766071,486.0013428,0.022166412,485.9930725,0.019549729,485.9930725,0.01947779,486.0013428,0.015544622,486.0013428,0.020709695,486.0013428,0.013738372,486.0013428,0.013360158,486.0013428,0.010976896,486.0013428,0.006087092,486.0013428,0.004025096,486.0013428,0.001577687
