method,particle_count,tasks,successful_tasks,success_rate_percent,strict_success_rate_percent,measured_success_rate_percent,false_stop_rate_percent,severe_failure_rate_percent,steps_mean,total_volume_mean_ml,overshoots_mean,final_abs_error_ph_mean,final_abs_error_ph_median,final_abs_error_ph_sd,final_abs_error_ph_iqr,final_abs_error_ph_p95,final_abs_error_ph_p99,final_signed_error_ph_mean,final_signed_error_ph_median,final_signed_error_ph_sd,final_signed_error_ph_iqr,final_signed_error_ph_p95,final_signed_error_ph_p99
pf_1000,1000,100,97,97.0,39.0,98.0,1.0,1.0,5.92,8.4129,2.94,0.06000232336082756,0.056950615661344184,0.06017111906529259,0.04912246728435643,0.09884401394586215,0.14680195033146573,0.002630954032917887,-0.009769072628217579,0.08514820604911019,0.11373355403602403,0.09781868187858146,0.14680195033146573
