method,particle_count,n_first_steps,step_scope,n_tasks_with_ge_n_steps,n_step_measurements,observe_mean_ms,observe_median_ms,observe_sd_ms,observe_iqr_ms,observe_p95_ms,observe_p99_ms,recommend_mean_ms,recommend_median_ms,recommend_sd_ms,recommend_iqr_ms,recommend_p95_ms,recommend_p99_ms,total_decision_mean_ms,total_decision_median_ms,total_decision_sd_ms,total_decision_iqr_ms,total_decision_p95_ms,total_decision_p99_ms
pf_1000,1000,1,first_n_steps,100,100,27.199367000000006,29.05055,6.419248153418173,11.824124999999999,37.154215,41.37476200000002,16.709943,4.12635,15.349451540895984,28.890150000000002,35.59512,41.32126700000001,43.90931,41.61735,18.72606614780099,36.289224999999995,69.25921,73.001653
pf_1000,1000,2,first_n_steps,87,174,20.601987356321843,19.2203,8.953535587053047,17.592299999999998,35.005714999999995,37.917654000000006,18.194747701149424,29.56945,15.519765533922948,29.119225,38.47891999999998,42.174354,38.79673505747126,40.46395,20.05541478817812,37.181875,67.90062499999999,72.24267800000001
pf_1000,1000,3,first_n_steps,68,204,18.295725980392156,16.60715,8.546659022256634,14.007200000000001,32.907695,37.691052,18.611017156862747,29.65805,15.557914462814924,29.12255,40.128775,42.05712,36.9067431372549,40.0984,19.59889098630597,36.86942500000001,66.41993,71.921915
pf_1000,1000,4,first_n_steps,47,188,17.796732446808512,16.4131,8.093626454328344,11.904100000000001,32.26373,37.244508,19.871893085106386,29.9771,15.52592292503486,29.454299999999996,40.56333,42.535667999999994,37.66862553191489,41.354749999999996,19.44612800157595,36.7124,66.630615,72.57053400000001
pf_1000,1000,5,first_n_steps,39,195,17.073969743589746,15.5875,7.765078019340884,10.4713,32.13275999999999,37.20729600000001,20.855450769230767,30.2581,15.36954650721552,29.902050000000006,40.67505,42.510216,37.929420512820506,41.9582,19.042943775996466,36.372699999999995,66.52732999999999,72.537508
pf_1000,1000,6,first_n_steps,34,204,16.678049509803923,15.192450000000001,7.537841339936712,10.373899999999999,31.388465,37.173066000000006,21.741822058823534,30.34375,15.135139858791394,29.702424999999998,41.16722,42.843230999999996,38.41987156862745,41.966049999999996,18.347797942515736,32.015525,66.29846500000001,72.49301200000001
pf_1000,1000,all,all_recorded_steps,100,592,15.203071452702703,12.25005,7.23553895264253,8.947500000000002,30.873194999999978,37.102595,20.202210979729728,29.94445,15.475789521259518,29.299699999999998,39.057209999999955,42.877452000000005,35.40528243243243,40.1311,17.65996134610294,32.561875,62.38552999999999,69.74352300000001
