scenario,candidate,baseline,baseline_method,matched_tasks,success_difference_pp,success_difference_cluster_ci95_low,success_difference_cluster_ci95_high,success_p_value_exact,strict_success_005_difference_pp,strict_success_005_p_value_exact,steps_mean_difference,steps_relative_change_percent,steps_p_value,overshoots_mean_difference,overshoots_relative_change_percent,overshoots_p_value,total_added_ml_mean_difference,total_added_ml_relative_change_percent,total_added_ml_p_value,final_abs_error_mean_difference,final_abs_error_relative_change_percent,final_abs_error_p_value,success_p_value_holm,strict_success_005_p_value_holm,steps_p_value_holm,overshoots_p_value_holm,total_added_ml_p_value_holm,final_abs_error_p_value_holm,clear_success_gain
actuator_over,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-0.5,-1.7,0.7,0.30175781249999994,0.0,1.0,-0.436,-4.672096013716244,2.1615057216789734e-06,-0.681,-14.291710388247642,1.3534778752942323e-37,-5.037944873176344,-18.139356401428365,1.2828089497657313e-67,0.0017885352896762194,3.2451617541129028,0.38666368977441345,1.0,1.0,0.00014049787190913328,9.474345127059626e-36,7.568572803617815e-66,1.0,False
actuator_random,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-0.5,-1.2,0.2,0.125,-3.3000000000000003,0.1511016207879773,-0.007,-0.07661996497372672,0.33157938529014874,-0.492,-12.835898773806418,3.768725621549963e-23,-3.0396452617841265,-12.62108004685071,9.125330846514231e-41,0.00421212555295948,8.194601129615709,0.05788779730814485,1.0,1.0,1.0,1.8843628107749816e-21,4.471412114791973e-39,1.0,False
actuator_under,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,0.1,-0.8,1.1,1.0,0.4,0.8878047283992617,-0.153,-1.5521964086435904,0.13929034670832155,-0.495,-14.891696750902517,5.6725835150689575e-34,-1.8164189124818053,-8.732969240347932,8.196894908139086e-36,-0.00033534664100122935,-0.5944049982947646,0.9071515064955805,1.0,1.0,1.0,3.573727614493443e-32,3.442695861418416e-34,1.0,False
analyte_high,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,0.0,-1.0,0.9,1.0,-4.1000000000000005,0.07439813778883098,0.145,1.2817113055776501,0.0023051410865789477,-0.406,-14.371681415929208,5.794586377509687e-18,-2.5286403171184344,-4.735156044877947,2.625011066150836e-36,0.0021800679394204836,4.311842469458204,0.025230835653855577,1.0,1.0,0.12217247758868423,2.1439969596785842e-16,1.1550048691063679e-34,1.0,False
analyte_low,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-1.5,-2.9025,-0.1,0.008130058646202087,0.8,0.7447143167863719,0.309,3.420790435071417,0.545966153293233,-0.112,-2.3759015697921106,6.6378125884064525e-18,-1.830212135370532,-14.49365563960737,4.407891234109928e-19,0.005405792406477846,8.324213397181744,0.6897387655909708,0.5691041052341461,1.0,1.0,2.3896125318263227e-16,7.052625974575885e-18,1.0,False
bias_010,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,3.5000000000000004,-1.5,8.3,0.06385172657857457,4.1000000000000005,0.04082311221286863,-0.164,-1.684470008216942,0.5979081338313408,-0.661,-16.141636141636134,1.0191250647577742e-27,-2.6847598726337853,-10.749470120680769,3.912122507678737e-37,-0.0040861026647131095,-3.998929915529314,0.0468478118211983,1.0,1.0,1.0,6.012837882070867e-26,1.7995763535322189e-35,1.0,False
close_pka,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-0.6,-1.6,0.3,0.210113525390625,-3.6999999999999997,0.10413920996009964,0.268,2.8130576256953996,0.09238290863448195,-0.267,-7.198705850633591,6.86209830509744e-17,-1.8874994924940827,-7.486951936096772,1.2419392751545685e-20,0.001452290907160859,2.7915008269553008,0.470891518331094,1.0,1.0,1.0,2.195871457631181e-15,2.1112967677627664e-19,1.0,False
close_random_actuator,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-0.1,-0.5,0.3,1.0,1.0,0.6800065630378809,0.324,3.2497492477432277,0.050125364480642046,-0.372,-9.657320872274141,3.1331065968009616e-19,-1.3562243268777097,-5.115054112492279,4.1065617012779755e-13,-0.0010451044523661465,-2.0586447251481013,0.47298155215616056,1.0,1.0,1.0,1.221911572752375e-17,4.1065617012779755e-12,1.0,False
drift_001,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,2.3,-2.1025,6.602499999999986,0.12235234244799681,1.3,0.5866437401645231,0.072,0.7793051196016795,0.5393042590648778,-0.602,-14.632960622265433,2.3729556276870215e-23,-2.0154239613342426,-8.31775814367077,1.0344899161007283e-22,-0.0008492650741725943,-1.3253219757842307,0.9637234086376439,1.0,1.0,1.0,1.2576664826741214e-21,1.9655308405913838e-21,1.0,False
high_conc_under,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,0.0,-0.7,0.8,1.0,-1.7000000000000002,0.4816684458770926,0.66,4.823503617627714,2.5158088059203386e-11,-0.348,-13.690007867820608,9.736705325953496e-20,-1.6385484190710635,-3.1768343272800377,1.7345446277396155e-33,0.0006481376202159241,1.177482182333368,0.3060580474372533,1.0,1.0,1.886856604440254e-09,4.1867832901600035e-18,6.244360659862615e-32,1.0,False
large_volume_drift,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-3.1,-6.2,0.1,0.04239478963978864,-3.5999999999999996,0.11522929331644557,0.044,0.41179223210106414,0.20902952111707374,-0.436,-12.615740740740739,2.8419922823597076e-20,-1.9869271231685863,-4.98318095840702,1.5271639266699626e-24,0.004376300804086056,7.753316292594283,0.021126464285040395,1.0,1.0,1.0,1.2788965270618683e-18,3.66519342400791e-23,1.0,False
low_conc_noise,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,2.0,-1.9,5.7,0.2404096577323519,2.7,0.2207996519822219,-0.163,-1.658189216683624,0.20101541348545915,-0.495,-9.532062391681094,1.6556627738212194e-19,-2.013742928765237,-15.984927000662482,3.268779550655425e-24,0.0011344728917212414,1.4251719903034648,0.34126606187795205,1.0,1.0,1.0,6.853336477736309e-18,7.518192966507477e-23,1.0,False
noise_005,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-0.2,-5.102499999999999,4.0,0.9526959210558456,0.1,1.0,0.037,0.41493775933610866,0.9238270596931992,-0.436,-11.522198731501057,3.2592859103648505e-23,-2.594869561310412,-10.995026515771684,3.094774746630847e-34,0.001461808961470216,2.2179345115573117,0.5723409750040396,1.0,1.0,1.0,1.6948286733897224e-21,1.2379098986523388e-32,1.0,False
noise_010,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-3.4000000000000004,-9.0025,2.2,0.10807268072045946,-2.4,0.280375726220182,0.006,0.06408886989959653,0.7786588755620546,-0.48,-12.263668880940214,2.6928976984420016e-19,-2.35637522495934,-9.831640868755908,3.636058038943932e-28,0.008627711223131648,10.185395081480833,0.04592869492496819,1.0,1.0,1.0,1.0771590793768006e-17,1.0908174116831796e-26,1.0,False
nominal,sac_precision_efficient,sac_history_robust,sac_history_robust,5000,-0.27999999999999997,-0.66,0.1,0.12491820036864004,-1.7399999999999998,0.07834501948992133,-0.0784,-0.8345397257940739,0.00011286028782351182,-0.5578,-13.529640050451148,1.1840311511276972e-154,-2.554846761889872,-10.561629992732238,7.224098825293464e-162,0.0033369947738455174,5.893637478148237,0.06324101103867598,1.0,1.0,0.006658756981587198,1.0893086590374815e-152,6.140484001499445e-160,1.0,False
out_of_range,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,0.0,-1.2,1.2,1.0,-2.1999999999999997,0.3368015118530796,-0.019,-0.17710663683818165,0.9013363294317989,-0.649,-12.668358383759516,7.05178358182957e-24,-2.2421057287688715,-9.510434971654695,3.1595475450978263e-25,0.0014496658194043492,1.777915807229223,0.6157867877585319,1.0,1.0,1.0,3.807963134187968e-22,8.214823617254348e-24,1.0,False
partial_bias,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-0.2,-4.3,3.9,0.9552920171590328,0.1,1.0,1.701,10.949468941100744,0.049049835847942175,-0.607,-21.061762664816104,7.003372072888911e-35,-2.7968103947123537,-10.648554980055858,6.849073364227119e-34,0.06980720033695274,18.075277096126747,0.020334856374984948,1.0,1.0,1.0,4.552191847377792e-33,2.6026478784063054e-32,1.0,False
partial_response,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-4.1000000000000005,-11.5,3.6024999999999863,0.05725055720694579,-4.8,0.0065601632847219465,2.567,17.34576660585175,0.0004627914812231872,-0.499,-17.732764747690126,1.7850493015282537e-35,-2.8188903967130163,-10.969465621659388,3.2328307294833713e-34,0.04730230929796073,13.75436747254688,0.015490337105471791,1.0,0.4264106135069265,0.025916322948498483,1.2138335250392124e-33,1.2608039844985147e-32,0.9449105634337792,False
tetra_noise,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-0.8,-4.2,2.4,0.5999362771492702,4.3999999999999995,0.05630801018773634,-0.186,-2.383698577470203,0.018015898875021953,-0.509,-23.47785977859779,3.48445619102612e-30,-3.72222069761856,-10.21338055213364,4.176229943207959e-60,-0.0017256897042646777,-3.3977867984690833,0.20091153185116217,1.0,1.0,0.7386518538759,2.125518276525933e-28,2.422213367060616e-58,1.0,False
tetraprotic,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,0.0,0.0,0.0,1.0,-0.7000000000000001,0.7865960188701194,-0.202,-2.570955835560646,0.03728094976469113,-0.591,-27.64265668849392,1.0006618942391981e-41,-3.945958326227068,-10.73701928828686,6.098898388864443e-69,-0.00025053590165029596,-0.520467325813607,0.9746761248810047,1.0,1.0,1.0,7.104699449098306e-40,3.659339033318666e-67,1.0,False
titrant_low,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,0.0,-0.7,0.6,1.0,4.0,0.06647503336312031,0.182,1.8664752333094081,0.02955096627681303,-0.391,-13.138440860215054,2.3693293336889296e-20,-2.128778727798935,-5.416138945150522,9.403927319398677e-28,-0.001452952717844174,-2.792105389485292,0.1865584817930701,1.0,1.0,1.0,1.0898914934969076e-18,2.638210346054604e-26,1.0,False
volume_large,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,-0.6,-1.4,0.2,0.14599609375,-3.0,0.17720807265227587,0.273,2.734922861150085,0.061371732365311696,-0.227,-7.181271749446374,1.6317467804134068e-19,-2.1431652904184255,-5.570951651447957,3.161076370054509e-32,0.003083057225004909,6.109178287784591,0.12200055112702779,1.0,1.0,1.0,6.853336477736309e-18,1.074765965818533e-30,1.0,False
volume_small,sac_precision_efficient,sac_history_robust,sac_history_robust,1000,0.5,-0.2,1.2,0.266845703125,1.0999999999999999,0.6450058115239401,-0.265,-2.776322682032484,0.14779553262199815,-0.802,-15.790509942902139,2.429252741042735e-35,-2.3411748121311455,-14.746494600516582,4.189633862050511e-24,-0.0022313708749088796,-3.0427760008030043,0.8296515873107009,1.0,1.0,1.0,1.6275993364986324e-33,9.217194496511125e-23,1.0,False
stress_all,sac_precision_efficient,sac_history_robust,sac_history_robust,22000,-0.32727272727272727,-0.8681818181818182,0.21818181818181817,0.18136483011552804,-0.4318181818181818,0.3458881850808186,0.22695454545454546,2.2130130307596776,0.09709452457978965,-0.4799090909090909,-13.121885136898625,0.0,-2.4966516720424576,-8.668695402853201,0.0,0.006406959465669164,7.1346936137287935,0.039456910492392104,1.0,1.0,1.0,0.0,0.0,1.0,False
actuator_over,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-0.2,-1.3,0.7,0.75390625,1.0,0.6381023357918039,-0.571,-5.557718512750631,9.624387824804115e-05,-0.583,-9.943714821763605,1.373278667368618e-11,-3.0992369046460366,-8.967094358429632,8.680699473738394e-21,0.0008114143050511622,1.4529339196862185,0.33860500922114345,1.0,1.0,0.005774632694882469,3.0212130682109593e-10,1.562525905272911e-19,1.0,False
actuator_random,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-0.2,-0.9,0.4,0.75390625,-1.0999999999999999,0.6017336584279648,-0.365,-3.760947964966514,0.10236478995180476,-0.488,-10.75600617147894,2.2238809593500854e-14,-3.102417920406724,-10.2594811048529,2.2472220342955313e-33,0.0005779313863915752,1.0766157352578483,0.38066156125279715,1.0,1.0,1.0,6.226866686180239e-13,7.86527712003436e-32,1.0,False
actuator_under,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-0.6,-1.4,0.0,0.109375,2.0,0.3232717869683495,0.115,1.1581067472306166,0.37263844695819826,-0.266,-7.061322006902045,2.324771211288985e-11,-1.678392839779312,-7.09103049501286,8.423525102978842e-29,0.0013779753906947737,2.4299099068779224,0.5595277159769538,1.0,1.0,1.0,4.882019543706868e-10,2.611292781923441e-27,1.0,False
analyte_high,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-1.5,-3.7,-0.2,0.000728607177734375,-1.0999999999999999,0.5903775436602207,0.896,8.090293453724613,0.0003022710180474357,-0.289,-8.342956120092383,1.804282288384013e-07,-1.644723928122713,-2.83981835714843,7.321793656574349e-08,0.005614527636797523,10.691110726385295,0.3992964495866468,0.0553741455078125,1.0,0.017229448028703832,2.525995203737618e-06,2.9287174626297396e-07,1.0,False
analyte_low,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,0.6,-0.4,1.6,0.1795654296875,1.7999999999999998,0.36895272385004246,-0.568,-5.3343350864011985,0.007874961761272491,-0.532,-8.90376569037657,6.034542625655944e-08,-2.1572433999806577,-11.191587266697802,1.2890562709304146e-30,-0.002626191735710897,-4.163374919357099,0.03224750244368038,1.0,1.0,0.3701232027798071,9.65526820104951e-07,4.124980066977327e-29,1.0,False
bias_010,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,2.1,-3.3024999999999998,7.3,0.22088847342335474,2.1999999999999997,0.19097469581451976,-0.419,-3.9878176453792755,0.018215853384324365,-0.471,-10.023409236007664,3.039100318785081e-15,-3.34165679527211,-10.536677307289795,1.0474148346862922e-36,0.0006179697494306308,0.6241144294387246,0.7242756870250829,1.0,1.0,0.7386518538759,8.813390924476734e-14,4.713366756088315e-35,1.0,False
close_pka,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-0.4,-1.9,0.8,0.4239501953125,0.1,1.0,-0.485,-4.461411093735638,0.0016614074870471471,-0.374,-8.13397129186602,1.2818905801102048e-11,-2.3921169883775053,-7.2537706361179985,2.1714875875971625e-18,-0.00034450836041389186,-0.6527672097412162,0.28295724619320994,1.0,1.0,0.0913774117875931,2.9483483342534707e-10,3.2572313813957435e-17,1.0,False
close_random_actuator,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-0.3,-1.1,0.0,0.25,1.0,0.640824670325296,-0.186,-1.6964611455673106,0.4957103636492822,-0.454,-9.773950484391815,2.1842195918278782e-10,-1.9275892907885777,-5.7184242489626325,1.7191462845572623e-13,-0.0005073106275193257,-0.9846730185521742,0.5643292414717086,1.0,1.0,1.0,4.3684391836557565e-09,1.8910609130129884e-12,1.0,False
drift_001,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-0.1,-3.1,2.902499999999986,1.0,-0.4,0.8747397248974307,-0.662,-6.540855646675237,5.340155710187362e-05,-0.595,-12.507883119613197,2.7684676111222807e-21,-3.406486421588452,-10.792092017919353,3.9421167568658066e-38,-0.0005772074544144514,-0.9691885024320896,0.9297471020078828,1.0,1.0,0.003364298097418038,1.3288644533386946e-19,1.8527948757269292e-36,1.0,False
high_conc_under,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-2.3,-5.802499999999999,0.0,5.647540092468262e-06,-2.7,0.16147833349678706,1.724,13.495107632093935,2.704402892333215e-09,-0.288,-9.80592441266598,3.0942408646582467e-12,-0.8622824962813401,-1.5967667761196618,3.4148045473412502e-12,0.010094434800480953,18.182359489642398,0.06914471918833817,0.0004405081272125244,1.0,1.9471700824799146e-07,7.426178075179792e-11,3.073324092607125e-11,1.0,False
large_volume_drift,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,1.0999999999999999,-2.2,4.4,0.43912892878033866,-0.1,1.0,-0.207,-1.9113573407202284,0.2007485345964447,-0.606,-13.870450904097044,2.513395006416958e-22,-2.936490476315018,-6.339520186563977,8.839495403104926e-45,-0.0002516761269494596,-0.42292182956129437,0.3558594761952909,1.0,1.0,1.0,1.2315635531443093e-20,4.684932563645611e-43,1.0,False
low_conc_noise,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,0.1,-3.3,3.7,1.0,0.6,0.7916252353525289,-0.39,-3.541590991645483,0.002830134621635979,-0.182,-3.0292942743009386,0.0004989966601363497,-1.918072801170332,-10.012290980211866,1.622842620792564e-26,0.0032054137587471648,4.399572689302258,0.43059249073421535,1.0,1.0,0.1471670003250709,0.0034929766209544477,4.381675076139923e-25,1.0,False
noise_005,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,2.5,-0.7,5.9,0.10781097222614858,6.1,0.0016993099206282951,-0.598,-6.0361360654083045,0.0037369515701980932,-0.443,-9.638816362053971,8.320248790039582e-13,-3.1837234008724606,-10.40053016482187,1.2363243490491446e-38,-0.004841775668461039,-6.876748972765283,0.0028436389240987167,1.0,0.11725238452335236,0.19058453008010276,2.0800621975098955e-11,5.934356875435894e-37,0.18199289114231787,False
noise_010,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-3.3000000000000003,-7.5,0.5,0.06226325884492283,-5.4,0.003983206041822603,-0.443,-4.446451871926123,0.00425529007690164,-0.471,-10.331212985303797,4.62044068447773e-16,-3.6009647271522565,-11.558970330017798,9.56352870125297e-42,0.0045374254663147415,5.2457060275251335,0.21711053126372115,1.0,0.2668748048021144,0.212764503845082,1.4323366121880962e-14,4.877399637639014e-40,1.0,False
nominal,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,5000,-0.2,-0.7404999999999999,0.22,0.21160856876151612,0.16,0.8704455763865547,-0.543,-5.284980144825968,2.0482915711089858e-11,-0.4584,-9.559958289885301,2.3409270941361046e-87,-3.392484610427168,-10.981191603642607,1.2613171949355746e-188,0.0009861629099024666,1.7359100112762955,0.3460752911433297,1.0,1.0,1.5567015940428292e-09,1.8727416753088835e-85,1.1477986473913728e-186,1.0,False
out_of_range,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,0.1,-0.9,1.1,1.0,1.6,0.43429711558077383,0.06,0.5318205991845462,0.30320594791972766,-0.431,-7.370041039671684,3.020422778401047e-10,-2.547306354214973,-8.136923404424294,1.6359887144427175e-23,0.0009957460756543197,1.3040186907902043,0.6083073517042679,1.0,1.0,1.0,5.738803278961989e-09,3.435576300329707e-22,1.0,False
partial_bias,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,1.7999999999999998,-3.5,6.3,0.27444973459597805,2.7,0.035211020179809045,0.318,2.0571872169750267,0.3838780533823898,-0.374,-11.32646880678377,3.6967738384032006e-17,-3.891490562075391,-11.264221700128013,4.076260487934139e-54,-0.017632126596232853,-4.14285164133099,0.07953755785349002,1.0,1.0,1.0,1.2199353666730561e-15,2.2827058732431176e-52,1.0,False
partial_response,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-2.8000000000000003,-9.5,3.3,0.13945865704744892,-2.0,0.23679357177051705,0.624,4.143151185180271,0.41325114997374324,-0.283,-8.818946712371451,3.8863629282321164e-14,-4.129190744748281,-12.064827372106437,6.575602298188008e-55,0.011332278281100778,2.999370440568042,0.6496232987063206,1.0,1.0,1.0,1.0493179906226715e-12,3.748093309967165e-53,1.0,False
tetra_noise,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,2.0,-0.3,4.7,0.11051344647284385,0.7000000000000001,0.761604790571937,0.033,0.44235924932976356,0.03930380156304772,-0.423,-15.771812080536915,1.4724204476494955e-17,-3.52425474339921,-8.470428959915333,1.17915668402705e-46,-0.0019772105496957434,-3.71711017461885,0.2444023945413747,1.0,1.0,1.0,5.006229522008284e-16,6.36744609374607e-45,1.0,False
tetraprotic,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,0.0,0.0,0.0,1.0,0.8,0.7223617193179424,0.023,0.308352326049076,0.2920888269343126,-0.514,-19.0299888930026,2.455867755490754e-25,-3.879683805760539,-9.290546347209304,4.4870269476141175e-51,-0.001006855492349416,-2.0354401149268977,0.4608402889683362,1.0,1.0,1.0,1.3507272655199147e-23,2.4678648211877647e-49,1.0,False
titrant_low,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-0.6,-1.6,0.0,0.03125,-2.0,0.3070384061395512,0.011,0.11150532184489845,0.15132232454318478,-0.367,-9.892183288409704,8.831750629750821e-18,-2.805257107449853,-6.154783389273718,3.5834753026405573e-35,0.0012955988093462602,2.506370524110752,0.7599512597230609,1.0,1.0,1.0,3.0911127204127874e-16,1.4692248740826285e-33,1.0,False
volume_large,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,-0.2,-0.8,0.4,0.7265625,-5.2,0.008624787036286583,-0.066,-0.630854521124058,0.4200966772735567,-0.451,-11.17997025285076,4.043061667551443e-18,-2.8535780028975903,-6.37261959852314,4.3936593145703955e-36,0.0033302785278329808,6.413453873802574,0.21549948782713868,1.0,0.5433615832860548,1.0,1.5363634336695484e-16,1.8892735052652702e-34,1.0,False
volume_small,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,1000,0.2,-0.5,0.9,0.75390625,-2.9000000000000004,0.1437508201700341,-0.446,-4.42504216688165,0.012783829497374673,-0.582,-10.158840984465,3.601818258658888e-13,-2.372049819899779,-11.046339969730358,2.6008482562916446e-31,-0.000279278431493446,-0.3996395809472467,0.4307292031275417,1.0,1.0,0.5369208388897363,9.364727472513109e-12,8.582799245762427e-30,1.0,False
stress_all,td3_precision_efficient,td3_filtered_robust,td3_filtered_robust,22000,-0.09090909090909091,-0.6772727272727272,0.5227272727272727,0.6859670703401906,-0.10454545454545454,0.8000314629639143,-0.07281818181818182,-0.6796544877560358,0.010753004371236519,-0.4303181818181818,-9.862588421589969,1.4924922599095137e-261,-2.784282251418141,-7.932976353035494,0.0,0.0006248569611182882,0.6720752955094784,0.46949221433811317,1.0,1.0,0.47313219233440684,1.402942724314943e-259,0.0,1.0,False
actuator_over,sac_precision_efficient,bayesian,bayesian_common,1000,6.0,4.0,8.102499999999987,2.1198660113131956e-13,10.4,2.8774932496346195e-06,-2.809,-23.99829132849209,0.16694465818497806,0.719,21.367013372956894,2.8814039744541396e-27,3.026714241520996,15.357093706503152,9.706208600414982e-34,-0.02103981211836493,-26.994104103184146,3.151838147939803e-15,1.7594887893899522e-11,0.00022732196672113495,1.0,1.6424002654388596e-25,3.5912971821535434e-32,2.5845072813106384e-13,True
actuator_random,sac_precision_efficient,bayesian,bayesian_common,1000,2.9000000000000004,1.7,4.2,2.4299079086631536e-06,7.9,0.00040897543871845106,-1.306,-12.51557259223767,0.1109492499746584,0.526,18.685612788632334,5.2858512286858173e-20,2.1670248107862746,11.479584558667584,9.097277055360703e-28,-0.010680287330441506,-16.110576068684377,2.0954533936232743e-06,0.0001943926326930523,0.029855207026446926,1.0,2.3257745406217596e-18,2.638210346054604e-26,0.00014877719094725248,True
