scenario,method,seeds,success_rate_percent_mean,success_rate_percent_seed_sd,strict_success_005_percent_mean,strict_success_005_percent_seed_sd,wide_success_020_percent_mean,wide_success_020_percent_seed_sd,severe_failure_050_percent_mean,severe_failure_050_percent_seed_sd,successful_steps_mean_mean,successful_steps_mean_seed_sd,all_steps_mean_mean,all_steps_mean_seed_sd,steps_p95_mean,steps_p95_seed_sd,steps_cvar95_mean,steps_cvar95_seed_sd,overshoot_rate_percent_mean,overshoot_rate_percent_seed_sd,overshoots_per_task_mean_mean,overshoots_per_task_mean_seed_sd,total_added_ml_mean_mean,total_added_ml_mean_seed_sd,total_added_ml_p95_mean,total_added_ml_p95_seed_sd,final_abs_error_mean_mean,final_abs_error_mean_seed_sd,total_added_ml_cvar95_mean,total_added_ml_cvar95_seed_sd,final_abs_error_p95_mean,final_abs_error_p95_seed_sd,final_abs_error_cvar95_mean,final_abs_error_cvar95_seed_sd,final_signed_error_mean_mean,final_signed_error_mean_seed_sd,false_stop_rate_percent_mean,false_stop_rate_percent_seed_sd,decision_time_ms_mean_mean,decision_time_ms_mean_seed_sd,decision_time_ms_p95_mean,decision_time_ms_p95_seed_sd
low_conc_noise,td3_precision_efficient,5,76.7,2.9706901555025897,46.2,5.333854141237834,97.4,1.2449899597988732,1.2,0.6708203932499369,9.088836790189367,0.8730396295498069,10.622,0.25066411789484383,27.849999999999984,7.622581583689361,38.67272727272727,6.697291916010865,54.80663531862887,7.202664124826763,5.826,0.8271592954201749,17.239109156097804,5.3911783977286305,25.075908929671247,4.534897154097239,0.07606280208060082,0.010966624529745327,25.752110772654184,4.2475048306487615,0.1625860306687946,0.014298640910738456,0.3742254195440751,0.13880763679656571,0.002906166956529779,0.003607296539926551,20.9,2.043281674170255,5.291836700052954,0.19862621989106877,13.396330000032313,2.5400579857013623
noise_005,sac_precision_efficient,5,80.9,2.924038303442689,47.6,2.6786190471957747,98.0,0.7071067811865476,0.9,0.4183300132670378,8.096845096516088,0.2690192438015022,8.954,0.38838447445797836,20.209999999999997,1.6417977951014557,31.036363636363635,3.548716448203783,37.41762102106947,1.9180390211079068,3.348,0.17426990560621758,21.005524285746088,1.1245205243474614,41.954922629176245,4.669848804512566,0.06737038082655401,0.004857901476912016,44.06073838779816,4.755294777103744,0.14761182894759117,0.008153853584909694,0.2741187482352517,0.04662536047053086,-0.003040666279130662,0.006178034836318707,17.4,2.7703790354390136,3.8751694000311545,0.30377050913188114,8.475248000104328,0.9781002630566541
noise_005,td3_precision_efficient,5,80.1,2.8809720581775866,49.0,2.3979157616563596,98.4,0.8944271909999159,0.7,0.27386127875258304,8.406291864833817,0.3302093163393981,9.309,0.3846491908219749,20.839999999999986,2.2905785295422603,32.163636363636364,5.260723012245583,44.414081700871876,10.775478855766332,4.1530000000000005,1.1246366079761052,27.4274411303444,5.596491480210554,47.856820772017,8.650233547823301,0.06556614074140685,0.0015610953866254946,50.62610855852232,7.048014082666121,0.15030061725073587,0.011916335969080342,0.2537784361566936,0.03507366297990258,0.0013649169653812826,0.006482204662535021,18.5,3.1024184114977142,4.861399600056757,0.3019244041249907,10.668777000028054,1.2350389183656558
noise_010,sac_precision_efficient,5,64.6,2.5099800796022267,35.4,2.6786190471957747,92.1,0.8944271909999159,0.7,0.4472135954999579,8.782651407013724,0.814913376101036,9.368,0.6445696238576559,20.039999999999985,1.9875864761061384,29.745454545454546,4.546999737362017,36.56797192295441,2.955272532097156,3.434,0.4544832230126874,21.610887782456782,0.9281561632679795,40.8835267774644,1.3770434369538855,0.09333440305110637,0.004759533790038824,44.10648753476649,3.8578093824097905,0.23195173097330238,0.01831953338866452,0.35530747649335004,0.07319559123716277,0.00571560169592515,0.0056322454531894375,34.2,2.9916550603303182,4.011140000118758,0.34944455841649075,8.913393999246182,0.7513398444118505
noise_010,td3_precision_efficient,5,61.7,2.280350850198276,34.2,2.797320146139873,92.9,1.816590212458495,0.5,0.5,9.082580736134313,0.715295148479668,9.52,0.8790122297215213,22.239999999999988,1.5187988675265607,29.327272727272728,3.053652466871395,42.198823076911935,10.394848400040527,4.088,1.3804283755414477,27.552024028263222,5.7623286529766,48.463217828603305,8.62092702022156,0.0910353237950828,0.0023437588444843193,50.15535358448691,8.12478306949752,0.20789070752838157,0.009312749644177144,0.2934322335571606,0.04582761247097334,-0.0005004962802905279,0.01244031259289125,37.4,2.583602136552763,4.939960099902237,0.5535589308774489,10.717115998413641,1.2738967210255505
nominal,sac_precision_efficient,5,97.52,0.3271085446759235,49.04,1.078424777163433,98.17999999999999,0.43243496620879607,0.98,0.21679483388678802,8.281150752526226,0.3243756447627994,9.316,0.3101427090872844,21.21999999999998,0.436749356038458,36.64313725490196,1.5427647356625718,38.26791229551992,2.172061242104315,3.565,0.23291736732154608,21.635044037616805,1.864873962394838,40.62619546095977,1.6800392067000274,0.05995728718609591,0.0030123087668091106,43.66118752407458,3.6268295561589827,0.09709402203261851,0.0007702423505965684,0.2788254942773966,0.05066373468136611,0.0017105929258418061,0.0025074857850603525,0.0,0.0,3.8568380399607123,0.21121684657430012,9.00674200092908,0.5013795825339892
nominal,td3_precision_efficient,5,97.78,0.5403702434442482,49.980000000000004,3.4076384784774354,98.34,0.27018512172212267,0.74,0.05477225575051666,8.815690434080006,0.8618065050186436,9.731399999999999,0.7862622336091183,22.0,1.8708286933869707,36.035294117647055,2.309167993953308,43.931446628182535,10.540527229370515,4.3366,1.3838855805304138,27.50110811499101,6.5418724291542585,48.870742490511255,7.873550762262852,0.05779572697119886,0.0025131033108687028,51.110648909808084,6.471244662135316,0.09742634305085546,0.0006865014050813549,0.2418824683798839,0.024936401562392314,0.0024790441312834764,0.00355517383836994,0.0,0.0,4.876136379985837,0.2420960529949426,11.005460999658679,0.5998337810328326
out_of_range,sac_precision_efficient,5,95.1,1.5968719422671311,49.7,4.410215414239989,96.0,1.4577379737113252,2.5,0.3535533905932738,8.688126963665672,0.4881486910530945,10.709,0.9950402001929368,33.42999999999999,15.163179086194303,45.127272727272725,5.232053150082599,41.63611368710436,3.453339079505902,4.474,0.6912615279328077,21.333111760771207,1.620995034010422,36.179022322348466,3.4860374493954027,0.08298703747164009,0.009686860263051147,38.66223765496672,3.186251061700737,0.15406552675986918,0.08867710423999359,0.6801819897621068,0.15040302553340618,0.0007956536950067689,0.013720392794630894,0.0,0.0,4.422934599831933,0.3792833381755603,12.218803001742339,3.5573335056345883
out_of_range,td3_precision_efficient,5,95.3,1.3509256086106296,51.4,4.29243520626695,96.6,0.8944271909999159,2.3,0.758287544405155,9.438979487042477,0.3338656853231644,11.342,0.8532042545604189,39.45999999999998,14.464024336262742,46.29090909090909,5.089041865365034,47.48050639237616,9.774905364403292,5.417,1.3744526183175614,28.758215740658457,5.517759945460077,45.40735442340847,5.548864526046321,0.07735554695020386,0.009130460097992553,48.71892568293398,5.352119456101354,0.11521703722882046,0.022687854458329954,0.5834718243188689,0.16102111184828694,-0.0005251800693232491,0.014904032671188814,0.0,0.0,5.6996942000769195,0.4971765666633693,16.035788996960026,3.8873252589517593
partial_bias,sac_precision_efficient,5,24.7,5.995831885568507,11.1,3.59513560244951,44.3,4.685082710048992,26.4,4.839938016132025,18.25996893886053,3.0631040187035907,17.236,0.9078298298690126,50.0,0.0,50.0,0.0,13.240262771270414,1.0920612408240862,2.275,0.09532837982468817,23.467883734684737,2.3615365029345172,42.21533098969107,2.075418114794867,0.45600985695852875,0.04749343410521333,44.1377604436162,1.7913593280397757,1.7666162958970184,0.19369188428751824,2.375934980353724,0.26484323819331873,0.0781058935036748,0.039746587483195164,66.6,5.067050424063293,7.166684399839141,0.526951406405822,19.942601997463495,2.0147075141086326
partial_bias,td3_precision_efficient,5,26.9,6.248999919987197,13.7,2.9068883707497264,48.1,8.756426211645936,22.9,3.9115214431215892,16.128454135954136,2.143702272716468,15.776,3.1493419947665267,43.209999999999994,11.276989846585835,44.58181818181818,10.983947716464082,20.027730490391207,10.185323562466854,2.928,0.8163378589775191,30.655863579855,6.04418026617626,52.185684608854935,6.237819816520444,0.4079714943571866,0.040143528669562216,54.471854926182075,5.2577358917923815,1.5664719214628784,0.15180557615007562,2.2602280282119938,0.12044372024067869,0.03248878441980049,0.07699684734498849,66.0,9.400797838481584,7.970769299958192,1.5074976098610366,21.81516099844884,6.753595453971537
partial_response,sac_precision_efficient,5,36.8,8.265893781074132,17.4,5.661271941887264,53.1,5.236888389110465,22.0,3.2015621187164243,17.318189603710337,2.124685963816177,17.366,1.7098077377295966,50.0,0.0,50.0,0.0,13.380232062741515,1.2426098310380689,2.315,0.2275137358490692,22.87871871149247,2.3127415720326407,41.10420538232448,1.2628486682065054,0.3912098673327022,0.05003429218909962,43.46234668748074,0.5208996643715039,1.5681744161297642,0.2016333533916759,2.147808570975618,0.2399547993029286,0.06386226234669783,0.06044814960909849,52.7,8.235593481953805,6.942763299935905,0.8223871843081504,19.50708699834649,1.9109714718954398
partial_response,td3_precision_efficient,5,37.9,11.176985282266413,22.4,8.226481629469552,55.2,11.026105386762817,22.1,4.709033871188441,16.758948032959925,2.091882258902404,15.684999999999999,3.1942624344283295,40.269999999999975,11.250866633286517,43.8,10.240173681378328,20.012743146134362,9.345882502564322,2.926,0.7861726909528212,30.095838900473737,6.769036844466059,50.89731498231281,7.144726717671721,0.3891541747639706,0.0624115562158874,53.62423250870212,5.553715666054198,1.5888868069873152,0.35457004971456785,2.3218639115445403,0.2017138706306788,0.05623623145256503,0.09119395201518628,54.4,12.646145657867459,7.675503099955677,1.593783144681262,19.71937000176694,6.032787158244196
tetra_noise,sac_precision_efficient,5,90.6,2.1908902300206643,56.8,3.3279122584587473,100.0,0.0,0.0,0.0,7.645873839056668,0.39349975368089096,7.617,0.4403492931753153,14.209999999999997,1.093389226213612,15.290909090909091,0.9478117468347897,21.81707184839425,4.3869145610958675,1.659,0.3206711711395336,32.72233043428815,2.0179333335612246,51.23961771972939,2.3711120915333606,0.049062950272858126,0.0015252115710890004,53.13000188679919,2.131611984393385,0.1104356428352533,0.00724399328088582,0.1251535211393546,0.005683562650633466,-0.001863949291623728,0.0071860274139619405,9.4,2.1908902300206643,3.449875600039377,0.1323186197289969,6.451104999505331,0.41556723230896375
