suite,evaluation_seed,method,training_seed,tasks,success_rate_percent,strict_success_rate_percent,severe_failure_rate_percent,false_stop_rate_percent,successful_steps_mean,steps_mean,overshoots_mean,overshoot_task_rate_percent,overshoot_recovery_rate_percent,recovery_steps_mean,total_volume_mean_ml,final_abs_error_mean
nominal,705,ppo,404,500,88.8,39.0,3.8,2.0,6.695945945945946,10.774,4.752,57.8,87.19723183391004,3.869047619047619,8.40956,0.1273973316688669
nominal,705,ppo,555,500,89.4,34.0,3.0,2.4,8.572706935123042,12.06,3.738,51.8,89.57528957528957,4.551724137931035,8.118619999999998,0.11484133403278378
actuator_log_sd_0p10,705,imitation,0,500,92.2,35.199999999999996,2.0,3.2,8.58351409978308,10.66,2.328,52.6,96.57794676806084,4.881889763779528,7.9312052420660875,0.09407385961364984
actuator_log_sd_0p10,705,ppo,101,500,94.0,42.4,1.6,2.6,7.653191489361702,9.192,2.404,56.2,97.15302491103203,4.908424908424909,8.415766472059968,0.07795295162495815
actuator_log_sd_0p10,705,ppo,202,500,92.80000000000001,41.8,2.4,1.4000000000000001,6.577586206896552,9.232,2.52,60.2,97.3421926910299,4.829351535836177,8.218242648646298,0.10398173492897352
actuator_log_sd_0p10,705,ppo,303,500,95.6,43.8,1.7999999999999998,2.0,6.341004184100418,7.24,2.804,69.0,97.10144927536231,4.7343283582089555,8.794341411102284,0.08545563578595153
actuator_log_sd_0p10,705,ppo,404,500,93.60000000000001,41.0,2.6,2.8000000000000003,7.617521367521367,9.086,2.946,57.2,96.15384615384616,5.72,8.663287403866745,0.10362772945234125
actuator_log_sd_0p10,705,ppo,555,500,92.80000000000001,34.0,2.0,2.0,8.849137931034482,10.928,2.588,51.6,95.34883720930233,4.882113821138211,8.265594358211867,0.09063314417031586
titrant_scale_0p90,705,imitation,0,500,88.6,34.0,3.2,2.8000000000000003,8.516930022573364,12.408,3.212,51.2,91.015625,4.141630901287554,8.31316,0.1164459453186562
titrant_scale_0p90,705,ppo,101,500,89.4,33.2,2.6,2.6,7.469798657718121,11.252,3.772,52.4,88.54961832061069,4.267241379310345,8.85128,0.10470562495624587
titrant_scale_0p90,705,ppo,202,500,88.2,36.8,3.8,2.4,6.2811791383219955,10.528,3.152,58.0,91.03448275862068,3.5795454545454546,8.66142,0.1412507236932395
titrant_scale_0p90,705,ppo,303,500,93.2,43.6,3.0,1.6,5.802575107296137,8.046,3.212,62.6,92.01277955271566,3.888888888888889,8.90234,0.10174021224956543
titrant_scale_0p90,705,ppo,404,500,88.8,37.2,3.4000000000000004,3.0,6.797297297297297,10.618,4.196,54.6,88.27838827838828,3.7385892116182573,8.647939999999998,0.12228841174705785
titrant_scale_0p90,705,ppo,555,500,86.8,33.2,2.8000000000000003,4.6,8.30184331797235,12.226,3.292,49.4,90.2834008097166,3.9730941704035874,8.338359999999998,0.10879670952708685
titrant_scale_1p10,705,imitation,0,500,89.4,35.199999999999996,4.2,2.1999999999999997,7.968680089485459,11.892,4.052,56.4,90.0709219858156,3.8622047244094486,7.71728,0.11866780465555046
titrant_scale_1p10,705,ppo,101,500,90.8,41.0,3.4000000000000004,2.0,7.116740088105727,10.294,3.788,58.2,90.03436426116839,4.156488549618321,8.576060000000002,0.10518884576262985
titrant_scale_1p10,705,ppo,202,500,88.6,40.6,4.3999999999999995,1.7999999999999998,6.112866817155756,10.298,3.734,62.8,89.49044585987261,3.8754448398576513,8.320580000000001,0.15620644270492817
titrant_scale_1p10,705,ppo,303,500,93.8,47.199999999999996,2.4,1.4000000000000001,5.833688699360341,7.768,3.312,69.2,92.77456647398844,4.292834890965732,8.55636,0.09715704717054834
titrant_scale_1p10,705,ppo,404,500,88.0,39.2,4.3999999999999995,2.4,5.984090909090909,10.26,4.71,61.6,87.33766233766234,3.423791821561338,8.22316,0.13187113207671547
titrant_scale_1p10,705,ppo,555,500,89.8,36.8,2.6,2.4,8.135857461024498,11.552,3.72,52.2,89.65517241379311,4.431623931623932,7.9637199999999995,0.10365026794042598
sensor_noise_sd_0p05,705,imitation,0,500,64.60000000000001,34.4,2.8000000000000003,30.0,6.3312693498452015,10.96,3.026,54.4,80.1470588235294,4.192660550458716,8.003020000000001,0.13017668723596512
sensor_noise_sd_0p05,705,ppo,101,500,70.8,36.6,2.1999999999999997,25.4,6.138418079096045,9.154,2.784,58.6,81.56996587030717,4.2677824267782425,8.15776,0.10622513446539765
sensor_noise_sd_0p05,705,ppo,202,500,71.2,41.8,2.4,23.599999999999998,5.772471910112359,9.028,2.808,62.6,81.15015974440895,3.763779527559055,8.08774,0.12701634049694963
sensor_noise_sd_0p05,705,ppo,303,500,74.0,40.6,1.7999999999999998,23.400000000000002,5.6891891891891895,7.118,2.804,68.0,79.41176470588235,4.0851851851851855,8.63322,0.08946900448161725
sensor_noise_sd_0p05,705,ppo,404,500,70.39999999999999,42.6,3.2,23.799999999999997,5.690340909090909,9.09,3.504,61.4,79.47882736156352,3.8278688524590163,8.331380000000001,0.12513189248548517
sensor_noise_sd_0p05,705,ppo,555,500,65.8,34.8,3.0,28.599999999999998,6.908814589665654,11.082,3.084,52.2,78.544061302682,4.258536585365854,7.967099999999999,0.1272817337489906
response_fraction_0p70,705,imitation,0,500,61.8,25.4,10.0,33.4,12.06148867313916,11.97,2.05,68.4,49.707602339181285,6.329411764705882,8.98018,0.2142962160769056
response_fraction_0p70,705,ppo,101,500,57.4,24.8,12.0,38.0,10.822299651567944,10.838,2.316,72.4,44.47513812154696,6.813664596273292,9.60388,0.22737257816170375
response_fraction_0p70,705,ppo,202,500,49.8,25.6,13.0,42.6,7.919678714859438,10.638,2.188,76.4,41.09947643979058,4.254777070063694,9.683740000000002,0.27433058118458625
response_fraction_0p70,705,ppo,303,500,48.6,26.6,18.0,46.2,7.05761316872428,8.854,2.734,82.2,38.442822384428226,4.715189873417722,11.06122,0.35786256726071347
response_fraction_0p70,705,ppo,404,500,57.99999999999999,30.4,13.8,36.4,10.024137931034483,10.364,2.44,75.0,47.2,6.271186440677966,10.319360000000001,0.25542853220551714
response_fraction_0p70,705,ppo,555,500,63.2,26.0,10.2,32.2,11.626582278481013,11.862,2.16,67.0,49.850746268656714,5.904191616766467,9.00736,0.18617057221095196
combined_unseen,705,imitation,0,500,46.800000000000004,24.0,10.2,49.2,9.034188034188034,11.792,1.902,65.6,48.47560975609756,5.943396226415095,9.305163639252878,0.21138364523074665
combined_unseen,705,ppo,101,500,46.400000000000006,28.999999999999996,10.2,49.2,7.732758620689655,10.782,2.168,71.8,44.01114206128134,4.7594936708860756,10.370680972254842,0.2547057647284139
combined_unseen,705,ppo,202,500,50.4,26.200000000000003,10.8,44.0,7.698412698412699,10.116,2.064,76.6,45.95300261096606,4.5,10.187865494780995,0.26541987692926927
combined_unseen,705,ppo,303,500,48.0,27.0,13.200000000000001,49.0,7.658333333333333,8.818,2.47,81.4,41.76904176904177,5.08235294117647,11.0621947626998,0.26023395560672846
combined_unseen,705,ppo,404,500,48.199999999999996,24.0,11.4,46.800000000000004,7.825726141078838,9.794,2.252,75.2,45.212765957446805,4.982352941176471,10.541941802900679,0.25974549964150045
combined_unseen,705,ppo,555,500,45.0,22.0,10.4,50.8,9.244444444444444,11.89,2.016,65.8,42.5531914893617,4.935714285714286,9.444420772513054,0.21173740479570216
