method,particle_count,tasks,successful_tasks,success_rate_percent,strict_success_rate_percent,measured_success_rate_percent,false_stop_rate_percent,severe_failure_rate_percent,steps_mean,total_volume_mean_ml,overshoots_mean,final_abs_error_ph_mean,final_abs_error_ph_median,final_abs_error_ph_sd,final_abs_error_ph_iqr,final_abs_error_ph_p95,final_abs_error_ph_p99,final_signed_error_ph_mean,final_signed_error_ph_median,final_signed_error_ph_sd,final_signed_error_ph_iqr,final_signed_error_ph_p95,final_signed_error_ph_p99
pf_10000,10000,100,97,97.0,35.0,98.0,1.0,1.0,5.89,8.3954,2.9,0.0640039490755104,0.05692126309586776,0.06320419315633523,0.038557283879908644,0.09858537681040928,0.31278223738301103,-0.0037720969760885615,-0.023240527421204193,0.09010150905070095,0.11207068137788834,0.09066947001695091,0.10831856562045228
