method,particle_count,n_first_steps,step_scope,n_tasks_with_ge_n_steps,n_step_measurements,observe_mean_ms,observe_median_ms,observe_sd_ms,observe_iqr_ms,observe_p95_ms,observe_p99_ms,recommend_mean_ms,recommend_median_ms,recommend_sd_ms,recommend_iqr_ms,recommend_p95_ms,recommend_p99_ms,total_decision_mean_ms,total_decision_median_ms,total_decision_sd_ms,total_decision_iqr_ms,total_decision_p95_ms,total_decision_p99_ms
pf_100000,100000,1,first_n_steps,100,100,1346.0550910000002,1455.3235,282.82195872948523,555.3232249999999,1719.673665,1735.06446,20.594139,8.65995,17.608110100366975,31.066775,49.13551,57.142432000000014,1366.64923,1469.9398,290.49184102035963,570.0993000000001,1754.530585,1778.493709
pf_100000,100000,2,first_n_steps,87,174,1020.1257816091954,989.96095,431.32940214491435,932.3155,1679.9910599999998,1734.665888,21.368119540229884,29.96775,17.1136856004402,29.808650000000007,48.493089999999995,53.617642000000046,1041.4939011494253,1015.42515,437.0826685141562,943.5232999999998,1704.159825,1771.734218
pf_100000,100000,3,first_n_steps,69,207,920.0054541062802,906.9551,409.61803547086583,637.09935,1667.7081899999996,1734.474632,21.712682125603866,30.1334,16.60245832517124,29.802,44.72664999999999,52.18245399999999,941.7181362318842,940.0214,413.1564102051693,631.1727000000001,1681.98937,1769.070698
pf_100000,100000,4,first_n_steps,51,204,885.9491294117647,866.22685,392.07503722940584,587.4965,1636.413885,1734.5237659999998,21.9543,30.27615,16.518903515669557,29.7225,44.796775,52.153053,907.9034294117646,896.64305,396.2373591373199,580.3320249999999,1672.35315,1768.984676
pf_100000,100000,5,first_n_steps,36,180,856.0491788888891,831.2527,365.93484344919557,527.0951,1588.3547799999994,1729.012908,23.039844444444448,30.44775,16.096164770355646,30.167925000000004,43.925979999999996,48.674895000000035,879.0890233333334,849.5260000000001,370.08254804098874,524.051825,1607.4950499999998,1755.332777
pf_100000,100000,6,first_n_steps,32,192,838.1851656250001,787.1914,352.6491478762024,497.17590000000007,1571.57171,1728.417132,24.427025,30.747700000000002,16.41443992873763,30.60005,45.43196999999999,52.49370600000001,862.612190625,806.4232999999999,355.1605798442133,501.8127749999999,1597.31775,1754.731133
pf_100000,100000,all,all_recorded_steps,100,577,761.4436471403814,566.0012,347.968693180862,478.16970000000003,1559.29428,1717.244356,23.259707105719237,30.5732,16.951385650268637,32.260099999999994,46.772559999999984,54.37153200000001,784.7033542461005,594.127,350.04345710685146,483.7976,1591.3399599999998,1743.017612
