method,particle_count,tasks,successful_tasks,success_rate_percent,strict_success_rate_percent,measured_success_rate_percent,false_stop_rate_percent,severe_failure_rate_percent,steps_mean,total_volume_mean_ml,overshoots_mean,final_abs_error_ph_mean,final_abs_error_ph_median,final_abs_error_ph_sd,final_abs_error_ph_iqr,final_abs_error_ph_p95,final_abs_error_ph_p99,final_signed_error_ph_mean,final_signed_error_ph_median,final_signed_error_ph_sd,final_signed_error_ph_iqr,final_signed_error_ph_p95,final_signed_error_ph_p99
pf_100000,100000,100,97,97.0,34.0,98.0,1.0,0.0,5.77,8.311399999999999,2.78,0.05953077002847626,0.05814377542772364,0.036760623301885176,0.03715915816494042,0.09492142772397714,0.13504044159810943,-0.009514815695320969,-0.02290762926336032,0.06956728342392653,0.11414947193195057,0.08926451651409924,0.09285849002062431
