label,training_seed,benchmark_seed,success_rate_percent_difference,strict_success_rate_percent_difference,severe_failure_rate_percent_difference,false_stop_rate_percent_difference,successful_steps_mean_difference,steps_mean_difference,overshoots_mean_difference,total_volume_mean_ml_difference,final_abs_error_mean_difference,cap_activation_rate_percent_difference
step_cost_0,303,pooled,-4.7733333333333405,-9.666666666666657,0.41333333333333333,1.3733333333333333,2.6315038046290473,4.204466666666667,-0.11620000000000008,-0.05553199999999858,0.01677809801521822,-13.026666666666664
step_cost_0p0025,303,pooled,-5.286666666666662,-4.953333333333333,1.28,0.3999999999999999,1.2551438265341375,3.4429333333333343,-0.2314666666666665,-0.5132386666666662,0.02450459980716363,-8.953333333333333
step_cost_0p005,303,pooled,-2.086666666666673,-6.373333333333328,1.0000000000000002,0.46666666666666656,1.2908510076659825,2.008000000000001,-0.3450666666666664,-0.4064973333333324,0.01757643366980749,-13.966666666666676
step_cost_0p01,303,pooled,-4.7733333333333405,-9.666666666666657,0.41333333333333333,1.3733333333333333,2.6315038046290473,4.204466666666667,-0.11620000000000008,-0.05553199999999858,0.01677809801521822,-13.026666666666664
