scenario,task_seed,task_id,direction,difficulty,true_pair_count,success,strict_success,severe_failure,steps,total_volume_ml,final_abs_error,estimated_pair_count,estimated_concentration_m,benchmark_seed
nominal,7000202,7,base,medium,1,1,0,0,1,4.4,0.05868358644130822,3,0.05776653821597211,202
pka_prior_narrow,7000202,7,base,medium,1,1,1,0,1,4.46,0.015360631528700708,3,0.04485289335242916,202
pka_prior_wide,7000202,7,base,medium,1,1,1,0,2,4.53,0.04066369667977021,3,0.06196158758139189,202
concentration_prior_narrow,7000202,7,base,medium,1,1,1,0,1,4.53,0.04066369667977021,1,0.08583799118598871,202
concentration_prior_wide,7000202,7,base,medium,1,1,1,0,6,7.74,0.015352465230249024,3,0.025917633606284286,202
likelihood_scale_0p05,7000202,7,base,medium,1,1,0,0,1,4.4,0.05868358644130822,3,0.040535375012479544,202
likelihood_scale_0p10,7000202,7,base,medium,1,1,0,0,1,4.4,0.05868358644130822,3,0.04548004761881004,202
likelihood_scale_0p40,7000202,7,base,medium,1,1,0,0,1,4.4,0.05868358644130822,3,0.08209673472244555,202
pair_count_prior_favors_k1,7000202,7,base,medium,1,1,0,0,1,4.4,0.05868358644130822,1,0.06803948835490134,202
pair_count_prior_favors_k3,7000202,7,base,medium,1,1,0,0,3,4.58,0.08514364321637835,3,0.06949842694014632,202
nominal,7000202,8,base,far,1,0,0,1,50,23.73999999999999,1.0656702365695967,1,0.03992374250682807,202
pka_prior_narrow,7000202,8,base,far,1,0,0,1,50,23.82999999999999,0.6884138381648395,1,0.03992465617333284,202
pka_prior_wide,7000202,8,base,far,1,0,0,1,50,23.539999999999992,1.066409710519176,1,0.0399238844761472,202
concentration_prior_narrow,7000202,8,base,far,1,0,0,1,50,23.789999999999992,0.6884511015463683,1,0.0500584439704435,202
concentration_prior_wide,7000202,8,base,far,1,0,0,1,50,23.73999999999999,1.0656702365695967,1,0.03992315676479617,202
likelihood_scale_0p05,7000202,8,base,far,1,0,0,1,50,23.73999999999999,1.0656702365695967,1,0.03992413848534376,202
likelihood_scale_0p10,7000202,8,base,far,1,0,0,1,50,23.73999999999999,1.0656702365695967,1,0.03992420090495902,202
likelihood_scale_0p40,7000202,8,base,far,1,0,0,1,50,23.73999999999999,1.0656702365695967,1,0.03992186125371165,202
pair_count_prior_favors_k1,7000202,8,base,far,1,0,0,1,50,23.73999999999999,1.0656702365695967,1,0.03992374250682807,202
pair_count_prior_favors_k3,7000202,8,base,far,1,0,0,1,50,21.70999999999999,0.6903932773412276,1,0.039923749425237465,202
nominal,7000202,9,base,far,2,1,1,0,2,8.21,0.046359399570731874,3,0.05667406457810479,202
pka_prior_narrow,7000202,9,base,far,2,1,0,0,4,10.63,0.09803182213227668,1,0.0856184998241412,202
pka_prior_wide,7000202,9,base,far,2,1,1,0,6,9.69,0.03146340545344106,1,0.08496193013807357,202
concentration_prior_narrow,7000202,9,base,far,2,1,0,0,4,9.0,0.06602001562945237,1,0.08517946842705941,202
concentration_prior_wide,7000202,9,base,far,2,1,0,0,4,8.969999999999999,0.05480185266824389,2,0.04197901519597101,202
likelihood_scale_0p05,7000202,9,base,far,2,1,1,0,4,8.56,0.032440025299195874,1,0.08532628346185542,202
likelihood_scale_0p10,7000202,9,base,far,2,1,1,0,4,8.47,0.018905035581847862,1,0.0857278878509502,202
likelihood_scale_0p40,7000202,9,base,far,2,1,0,0,6,11.29,0.07578760997613099,1,0.08550913257793943,202
pair_count_prior_favors_k1,7000202,9,base,far,2,1,0,0,4,9.0,0.06602001562945237,1,0.08395506289316058,202
pair_count_prior_favors_k3,7000202,9,base,far,2,1,0,0,8,15.020000000000001,0.0913765368550381,1,0.0850998455937049,202
nominal,7000202,10,base,medium,1,1,1,0,3,6.3,0.006022455578206021,2,0.055928062745398216,202
pka_prior_narrow,7000202,10,base,medium,1,1,0,0,4,7.76,0.05626738121046948,2,0.034436696424919366,202
pka_prior_wide,7000202,10,base,medium,1,1,0,0,2,5.609999999999999,0.0877893021968763,3,0.04870258471092234,202
concentration_prior_narrow,7000202,10,base,medium,1,1,1,0,6,8.48,0.006022583186792829,1,0.07032836067536546,202
concentration_prior_wide,7000202,10,base,medium,1,1,0,0,4,7.82,0.05626737284439187,1,0.06771473468293929,202
likelihood_scale_0p05,7000202,10,base,medium,1,1,1,0,5,8.0,0.006022555089657544,1,0.06994282090058285,202
likelihood_scale_0p10,7000202,10,base,medium,1,1,1,0,3,6.3,0.006022455578206021,2,0.058778835395277326,202
likelihood_scale_0p40,7000202,10,base,medium,1,1,1,0,3,6.3,0.006022455578206021,3,0.056114462808294074,202
pair_count_prior_favors_k1,7000202,10,base,medium,1,1,1,0,5,7.769999999999999,0.030491297824992714,2,0.05642419650320197,202
pair_count_prior_favors_k3,7000202,10,base,medium,1,1,0,0,4,5.54,0.0676701577885197,3,0.05850557083139944,202
nominal,7000202,11,acid,near,2,1,0,0,7,3.97,0.09492113190945961,1,0.10796876430522649,202
pka_prior_narrow,7000202,11,acid,near,2,1,0,0,7,3.97,0.09492113190945961,1,0.10798123000219581,202
pka_prior_wide,7000202,11,acid,near,2,1,0,0,7,3.97,0.09492113190945961,1,0.10786398436697078,202
concentration_prior_narrow,7000202,11,acid,near,2,1,0,0,7,3.97,0.09492113190945961,3,0.10932128781840673,202
concentration_prior_wide,7000202,11,acid,near,2,1,0,0,7,3.97,0.09492113190945961,1,0.1135849159145618,202
likelihood_scale_0p05,7000202,11,acid,near,2,1,0,0,7,3.97,0.09492113190945961,1,0.11230111137242199,202
likelihood_scale_0p10,7000202,11,acid,near,2,1,0,0,7,3.97,0.09492113190945961,1,0.1094359733730203,202
likelihood_scale_0p40,7000202,11,acid,near,2,1,0,0,7,3.97,0.09492113190945961,1,0.10745538576581981,202
pair_count_prior_favors_k1,7000202,11,acid,near,2,1,0,0,7,3.97,0.09492113190945961,1,0.10796876430522649,202
pair_count_prior_favors_k3,7000202,11,acid,near,2,1,0,0,7,3.97,0.09492113190945961,3,0.13243519905261528,202
nominal,7000202,12,base,near,2,1,0,0,1,0.76,0.058078893541360976,2,0.10227848876400128,202
pka_prior_narrow,7000202,12,base,near,2,1,0,0,1,0.76,0.058078893541360976,2,0.1016866583062288,202
pka_prior_wide,7000202,12,base,near,2,1,0,0,1,0.76,0.058078893541360976,2,0.1013188678345166,202
concentration_prior_narrow,7000202,12,base,near,2,1,0,0,1,0.76,0.058078893541360976,2,0.09965005251891343,202
concentration_prior_wide,7000202,12,base,near,2,1,0,0,1,0.76,0.058078893541360976,2,0.10862178567944258,202
likelihood_scale_0p05,7000202,12,base,near,2,1,0,0,1,0.76,0.058078893541360976,2,0.06138366160759258,202
likelihood_scale_0p10,7000202,12,base,near,2,1,0,0,1,0.76,0.058078893541360976,2,0.08547766722839954,202
likelihood_scale_0p40,7000202,12,base,near,2,1,0,0,1,0.76,0.058078893541360976,2,0.10697658177255209,202
pair_count_prior_favors_k1,7000202,12,base,near,2,1,0,0,1,0.76,0.058078893541360976,1,0.10312035520431134,202
pair_count_prior_favors_k3,7000202,12,base,near,2,1,0,0,2,3.66,0.08439371644606286,3,0.0544844565042363,202
nominal,7000202,13,acid,near,3,1,1,0,3,5.91,0.00883917004528545,1,0.11643667798111071,202
pka_prior_narrow,7000202,13,acid,near,3,1,1,0,3,5.89,0.006738896809111772,1,0.11785435685737711,202
pka_prior_wide,7000202,13,acid,near,3,1,1,0,3,5.93,0.010940945398267843,1,0.11470796004041506,202
concentration_prior_narrow,7000202,13,acid,near,3,1,0,0,3,4.869999999999999,0.09886811258216444,3,0.1076813142957612,202
concentration_prior_wide,7000202,13,acid,near,3,1,1,0,3,5.9,0.007788846972179186,1,0.09687172599173503,202
likelihood_scale_0p05,7000202,13,acid,near,3,1,1,0,3,5.92,0.009889868647174893,1,0.10864420963071886,202
likelihood_scale_0p10,7000202,13,acid,near,3,1,1,0,3,5.91,0.00883917004528545,1,0.109885962615001,202
likelihood_scale_0p40,7000202,13,acid,near,3,1,1,0,3,5.91,0.00883917004528545,1,0.11750224975423976,202
pair_count_prior_favors_k1,7000202,13,acid,near,3,1,1,0,3,5.91,0.00883917004528545,1,0.11643667798111071,202
pair_count_prior_favors_k3,7000202,13,acid,near,3,1,0,0,3,5.08,0.07730668570704236,3,0.12412900941221622,202
nominal,7000202,14,base,medium,1,1,1,0,3,7.029999999999999,0.006913518293861998,1,0.04963548890673357,202
pka_prior_narrow,7000202,14,base,medium,1,1,1,0,3,7.140000000000001,0.007418750175622435,2,0.02420124127326151,202
pka_prior_wide,7000202,14,base,medium,1,1,1,0,3,6.5,0.011747392804419832,2,0.0381901002825096,202
concentration_prior_narrow,7000202,14,base,medium,1,1,0,0,3,7.15,0.08828053182794449,1,0.05238472388837073,202
concentration_prior_wide,7000202,14,base,medium,1,1,1,0,3,7.02,0.03534253522853881,2,0.022791378388766482,202
likelihood_scale_0p05,7000202,14,base,medium,1,1,1,0,3,6.95,0.030754324723396564,2,0.025726264136464755,202
likelihood_scale_0p10,7000202,14,base,medium,1,1,1,0,3,6.93,0.039906427535466804,2,0.02748271494006105,202
likelihood_scale_0p40,7000202,14,base,medium,1,1,1,0,3,7.0,0.00741935513264913,1,0.04904176330104677,202
pair_count_prior_favors_k1,7000202,14,base,medium,1,1,1,0,3,7.029999999999999,0.006913518293861998,1,0.04963548890673357,202
pair_count_prior_favors_k3,7000202,14,base,medium,1,1,0,0,1,2.55,0.05793905989665937,3,0.06517351216726174,202
nominal,7000202,15,acid,near,3,1,1,0,1,3.91,0.00843219077329449,1,0.09795303291912999,202
pka_prior_narrow,7000202,15,acid,near,3,1,1,0,1,3.91,0.00843219077329449,1,0.10036221446130555,202
pka_prior_wide,7000202,15,acid,near,3,1,1,0,1,3.92,0.0072233284634077854,1,0.09592858460905909,202
concentration_prior_narrow,7000202,15,acid,near,3,1,1,0,1,3.91,0.00843219077329449,1,0.10172187097402609,202
concentration_prior_wide,7000202,15,acid,near,3,1,1,0,1,3.91,0.00843219077329449,1,0.06733912658932183,202
likelihood_scale_0p05,7000202,15,acid,near,3,1,1,0,1,3.91,0.00843219077329449,1,0.07577202590666905,202
likelihood_scale_0p10,7000202,15,acid,near,3,1,1,0,1,3.91,0.00843219077329449,1,0.08500626042530712,202
likelihood_scale_0p40,7000202,15,acid,near,3,1,1,0,1,3.91,0.00843219077329449,1,0.10663345457874937,202
pair_count_prior_favors_k1,7000202,15,acid,near,3,1,1,0,1,3.91,0.00843219077329449,1,0.09795303291912999,202
pair_count_prior_favors_k3,7000202,15,acid,near,3,1,1,0,1,3.64,0.0415774623304217,3,0.10223636423202088,202
nominal,7000202,16,base,medium,1,1,0,0,3,3.69,0.09126328528308703,1,0.13025443215233418,202
pka_prior_narrow,7000202,16,base,medium,1,1,0,0,3,3.69,0.09126328528308703,2,0.11177967684298729,202
pka_prior_wide,7000202,16,base,medium,1,1,0,0,3,3.69,0.09126328528308703,1,0.1304257433941514,202
concentration_prior_narrow,7000202,16,base,medium,1,1,0,0,3,3.69,0.09126328528308703,1,0.10294014703423851,202
concentration_prior_wide,7000202,16,base,medium,1,1,0,0,3,3.69,0.09126328528308703,1,0.15496409218026588,202
likelihood_scale_0p05,7000202,16,base,medium,1,1,0,0,3,3.69,0.09126328528308703,1,0.11669591189517046,202
likelihood_scale_0p10,7000202,16,base,medium,1,1,0,0,3,3.69,0.09126328528308703,1,0.13082697839120178,202
likelihood_scale_0p40,7000202,16,base,medium,1,1,0,0,3,3.69,0.09126328528308703,2,0.11535676048848205,202
pair_count_prior_favors_k1,7000202,16,base,medium,1,1,0,0,3,3.69,0.09126328528308703,1,0.13025443215233418,202
pair_count_prior_favors_k3,7000202,16,base,medium,1,1,0,0,1,3.86,0.05443441247531444,3,0.09043803479649247,202
nominal,7000202,17,base,near,1,1,1,0,3,2.54,0.03696392175507546,2,0.03275443616520768,202
pka_prior_narrow,7000202,17,base,near,1,1,1,0,3,2.54,0.03696392175507546,2,0.03386779990254511,202
pka_prior_wide,7000202,17,base,near,1,1,1,0,3,2.54,0.03696392175507546,2,0.03132847246704388,202
concentration_prior_narrow,7000202,17,base,near,1,1,1,0,3,2.54,0.03696392175507546,1,0.06962522940405806,202
concentration_prior_wide,7000202,17,base,near,1,1,1,0,3,2.54,0.03696392175507546,2,0.029664430781810223,202
likelihood_scale_0p05,7000202,17,base,near,1,1,1,0,3,2.54,0.03696392175507546,2,0.02962800408173118,202
likelihood_scale_0p10,7000202,17,base,near,1,1,1,0,3,2.54,0.03696392175507546,2,0.029681862289823734,202
likelihood_scale_0p40,7000202,17,base,near,1,1,1,0,3,2.54,0.03696392175507546,2,0.06102403312844752,202
pair_count_prior_favors_k1,7000202,17,base,near,1,1,1,0,3,2.54,0.03696392175507546,1,0.04154504809373482,202
pair_count_prior_favors_k3,7000202,17,base,near,1,1,1,0,4,4.720000000000001,0.002922845603322788,1,0.042680908006277746,202
nominal,7000202,18,acid,near,3,1,0,0,6,6.46,0.052904465349015606,1,0.08347377074288626,202
pka_prior_narrow,7000202,18,acid,near,3,1,0,0,6,6.42,0.05297113561756239,1,0.08638175025842396,202
pka_prior_wide,7000202,18,acid,near,3,1,0,0,6,6.47,0.054569829447078444,1,0.08138784454300801,202
concentration_prior_narrow,7000202,18,acid,near,3,1,0,0,4,5.029999999999999,0.06037161275310465,2,0.09342881010166496,202
concentration_prior_wide,7000202,18,acid,near,3,1,0,0,4,5.029999999999999,0.06037161275310465,1,0.08246836643644417,202
likelihood_scale_0p05,7000202,18,acid,near,3,1,0,0,4,5.25,0.06674777880480898,3,0.045351190391739675,202
likelihood_scale_0p10,7000202,18,acid,near,3,1,0,0,6,6.46,0.052904465349015606,3,0.05555573185477404,202
likelihood_scale_0p40,7000202,18,acid,near,3,0,0,0,5,6.16,0.10038383856411714,1,0.10555253678464999,202
pair_count_prior_favors_k1,7000202,18,acid,near,3,1,0,0,6,6.46,0.052904465349015606,1,0.08347377074288626,202
pair_count_prior_favors_k3,7000202,18,acid,near,3,1,1,0,1,3.2,0.003090703693484631,3,0.08320082023078143,202
nominal,7000202,19,acid,near,1,1,1,0,1,0.75,0.005977698733736325,1,0.10496536547155194,202
pka_prior_narrow,7000202,19,acid,near,1,1,1,0,1,0.75,0.005977698733736325,1,0.10532239820468119,202
pka_prior_wide,7000202,19,acid,near,1,1,1,0,1,0.75,0.005977698733736325,1,0.10502648087518313,202
concentration_prior_narrow,7000202,19,acid,near,1,1,1,0,1,0.75,0.005977698733736325,1,0.10354887699034673,202
concentration_prior_wide,7000202,19,acid,near,1,1,1,0,1,0.75,0.005977698733736325,1,0.1279923316647966,202
likelihood_scale_0p05,7000202,19,acid,near,1,1,1,0,1,0.75,0.005977698733736325,1,0.06886436699215541,202
likelihood_scale_0p10,7000202,19,acid,near,1,1,1,0,1,0.75,0.005977698733736325,1,0.09355664633905361,202
likelihood_scale_0p40,7000202,19,acid,near,1,1,1,0,1,0.75,0.005977698733736325,1,0.10934330044297386,202
pair_count_prior_favors_k1,7000202,19,acid,near,1,1,1,0,1,0.75,0.005977698733736325,1,0.10496536547155194,202
pair_count_prior_favors_k3,7000202,19,acid,near,1,1,1,0,1,0.75,0.005977698733736325,3,0.09823131689535691,202
nominal,7000202,20,acid,medium,1,1,1,0,7,10.04,0.006831394249527278,1,0.14077581077064744,202
pka_prior_narrow,7000202,20,acid,medium,1,1,1,0,7,10.04,0.006831394249527278,1,0.08303652397806449,202
pka_prior_wide,7000202,20,acid,medium,1,1,1,0,7,10.04,0.006831394249527278,1,0.1307579271242175,202
concentration_prior_narrow,7000202,20,acid,medium,1,1,1,0,7,10.04,0.006831394249527278,1,0.09835254590901923,202
concentration_prior_wide,7000202,20,acid,medium,1,1,1,0,7,10.04,0.006831394249527278,1,0.1736210854850973,202
likelihood_scale_0p05,7000202,20,acid,medium,1,1,1,0,7,10.04,0.006831394249527278,1,0.11410639553765678,202
likelihood_scale_0p10,7000202,20,acid,medium,1,1,1,0,7,10.04,0.006831394249527278,1,0.1215039121094777,202
likelihood_scale_0p40,7000202,20,acid,medium,1,1,1,0,7,10.04,0.006831394249527278,1,0.15414255559947462,202
pair_count_prior_favors_k1,7000202,20,acid,medium,1,1,1,0,7,10.04,0.006831394249527278,1,0.14077581077064744,202
pair_count_prior_favors_k3,7000202,20,acid,medium,1,1,1,0,7,10.04,0.006831394249527278,1,0.14077581077064744,202
nominal,7000202,21,acid,far,1,1,0,0,3,10.59,0.07721433248839382,1,0.07644332035647741,202
pka_prior_narrow,7000202,21,acid,far,1,1,0,0,3,10.559999999999999,0.090591346978254,1,0.09243788815062298,202
pka_prior_wide,7000202,21,acid,far,1,1,0,0,3,10.59,0.08581904987662892,1,0.08059408367304044,202
concentration_prior_narrow,7000202,21,acid,far,1,1,0,0,3,10.61,0.06808125320263514,1,0.08576224433063048,202
concentration_prior_wide,7000202,21,acid,far,1,1,0,0,3,10.559999999999999,0.090591346978254,1,0.09101170470516246,202
likelihood_scale_0p05,7000202,21,acid,far,1,1,0,0,3,10.62,0.06344756228780657,1,0.06890341823991653,202
likelihood_scale_0p10,7000202,21,acid,far,1,1,0,0,3,10.62,0.06344756228780657,1,0.0683574051773036,202
likelihood_scale_0p40,7000202,21,acid,far,1,1,0,0,3,10.549999999999999,0.09496765376872585,1,0.08483527009660254,202
pair_count_prior_favors_k1,7000202,21,acid,far,1,1,0,0,3,10.59,0.07721433248839382,1,0.07644332035647741,202
pair_count_prior_favors_k3,7000202,21,acid,far,1,1,0,0,3,10.280000000000001,0.07838522791484426,3,0.05748951022287318,202
nominal,7000202,22,acid,medium,1,1,0,0,4,4.22,0.07529806258198857,3,0.09205555722865588,202
pka_prior_narrow,7000202,22,acid,medium,1,1,0,0,4,4.23,0.07342788072088435,3,0.08870997500047231,202
pka_prior_wide,7000202,22,acid,medium,1,1,0,0,4,4.25,0.0696803737123437,1,0.12137505658777473,202
concentration_prior_narrow,7000202,22,acid,medium,1,1,0,0,4,4.22,0.07529806258198857,1,0.10081070551619464,202
concentration_prior_wide,7000202,22,acid,medium,1,1,0,0,4,4.22,0.07529806258198857,1,0.10210542603152192,202
likelihood_scale_0p05,7000202,22,acid,medium,1,1,0,0,4,4.26,0.06780300451800247,3,0.0493156641568006,202
likelihood_scale_0p10,7000202,22,acid,medium,1,1,0,0,4,4.22,0.07529806258198857,3,0.06555682131861601,202
likelihood_scale_0p40,7000202,22,acid,medium,1,1,0,0,4,4.22,0.07529806258198857,3,0.10678019918939718,202
pair_count_prior_favors_k1,7000202,22,acid,medium,1,1,0,0,4,4.22,0.07529806258198857,1,0.12375442885214445,202
pair_count_prior_favors_k3,7000202,22,acid,medium,1,1,0,0,4,4.22,0.07529806258198857,3,0.09205555722865588,202
nominal,7000202,23,acid,medium,2,1,0,0,2,4.67,0.07990967138573857,3,0.11560576971673761,202
pka_prior_narrow,7000202,23,acid,medium,2,1,0,0,2,4.7299999999999995,0.06953720407628494,3,0.12772791024351415,202
pka_prior_wide,7000202,23,acid,medium,2,1,0,0,2,4.65,0.08339329373449078,3,0.11267421312048934,202
concentration_prior_narrow,7000202,23,acid,medium,2,1,0,0,2,4.66,0.08164986774707983,3,0.09527203338051049,202
concentration_prior_wide,7000202,23,acid,medium,2,1,0,0,2,4.67,0.07990967138573857,3,0.15551382666443986,202
likelihood_scale_0p05,7000202,23,acid,medium,2,1,0,0,2,4.6,0.09215828136396786,3,0.12592617925890268,202
likelihood_scale_0p10,7000202,23,acid,medium,2,1,0,0,2,4.6,0.09215828136396786,3,0.12177393251130122,202
likelihood_scale_0p40,7000202,23,acid,medium,2,1,0,0,2,4.6899999999999995,0.07643903212269065,3,0.11690927051367714,202
pair_count_prior_favors_k1,7000202,23,acid,medium,2,1,0,0,2,4.76,0.0643958216978644,1,0.13629623223280274,202
pair_count_prior_favors_k3,7000202,23,acid,medium,2,1,0,0,2,4.66,0.08164986774707983,3,0.11604228177886873,202
nominal,7000202,24,base,medium,3,1,0,0,23,26.85,0.08348600056617883,1,0.079906882133668,202
pka_prior_narrow,7000202,24,base,medium,3,1,0,0,23,26.85,0.08348600056617883,1,0.07972735324966107,202
pka_prior_wide,7000202,24,base,medium,3,1,0,0,23,26.85,0.08348600056617883,1,0.08155622345589522,202
concentration_prior_narrow,7000202,24,base,medium,3,1,0,0,23,26.85,0.08348600056617883,3,0.13693397569951588,202
concentration_prior_wide,7000202,24,base,medium,3,1,0,0,23,26.85,0.08348600056617883,1,0.11655156469354885,202
likelihood_scale_0p05,7000202,24,base,medium,3,1,0,0,22,26.720000000000002,0.09112124432435031,3,0.21288267194277843,202
likelihood_scale_0p10,7000202,24,base,medium,3,1,0,0,23,26.85,0.08348600056617883,1,0.09641140093911196,202
