method,method_label,independent_model_or_pf_seeds,success_rate_percent_mean,success_rate_percent_sd,strict_success_rate_percent_mean,strict_success_rate_percent_sd,severe_failure_rate_percent_mean,severe_failure_rate_percent_sd,false_stop_rate_percent_mean,false_stop_rate_percent_sd,successful_steps_mean_mean,successful_steps_mean_sd,steps_mean_mean,steps_mean_sd,overshoots_mean_mean,overshoots_mean_sd,total_volume_mean_ml_mean,total_volume_mean_ml_sd,final_abs_error_mean_mean,final_abs_error_mean_sd
pf_imitation,PF-distilled imitation,1,87.82000000000001,nan,34.58666666666667,nan,3.3666666666666663,nan,2.986666666666667,nan,7.966302230672495,nan,12.141333333333332,nan,3.493933333333333,nan,7.9729339999999995,nan,0.12076595713300978,nan
pf_posterior_direct,PF posterior-direct,5,65.2,0.6704061787039625,30.919999999999998,0.5890670590009272,23.57333333333333,0.5847126549758331,1.06,0.24877477542727047,4.513535109235048,0.08048386768569606,6.606133333333334,0.06571301241002407,4.509133333333333,0.06644237269159557,30.68626333333333,0.14633165380585145,0.6730365675653935,0.023308100724660847
ppo_from_pf_imitation,PPO from PF imitation,5,89.53600000000002,1.7853390589900686,38.215999999999994,3.4598702608945118,3.78,0.6430482960953329,2.3000000000000003,0.6384181840907869,6.674616628986707,0.9456807707422946,10.302133333333334,1.3802010183705526,3.76608,0.4900853834905823,8.304335066666667,0.23284637860405286,0.1258663509531855,0.014531832993950744
ppo_from_random,PPO from random actor,5,78.34533333333334,5.457462576855455,36.442666666666675,4.708596393831183,13.769333333333332,3.1724354472024587,1.2866666666666666,0.2411546299691457,10.177177465809015,2.082533902221741,16.92068,2.5030583401555426,9.74588,1.709702400614408,17.5252264,1.8723373095237947,0.3408915365082782,0.05187478767098762
random_actor_untrained,Untrained random actor,5,44.08933333333333,9.663272507569866,21.824,4.327592607648945,40.13333333333334,6.810966647008829,0.6066666666666667,0.1367885635245546,6.279794008428594,1.675052138330054,10.401733333333334,3.1630475761342716,5.667026666666667,1.4283633910489615,36.85317093333334,4.481345922896243,1.0756223905621396,0.2684771078440118
