particle_count,cases,update_posteriors_ms_mean,update_posteriors_ms_median,update_posteriors_ms_sd,update_posteriors_ms_p95,select_best_action_ms_mean,select_best_action_ms_median,select_best_action_ms_sd,select_best_action_ms_p95,decision_cycle_ms_mean,decision_cycle_ms_median,decision_cycle_ms_sd,decision_cycle_ms_p95
1000,15,25.014600000000005,24.900566666666666,4.600945612261041,31.760936666666666,5.77874,1.98522,14.773079184181368,19.757802499999944,31.074955555555555,27.995033333333335,15.822539813991428,48.219063333333274
10000,15,173.61897777777776,172.5752,10.719925302464716,189.83249333333333,5.434484333333333,1.83963,13.871732640138937,18.335000499999943,184.88600666666667,181.46873333333335,21.199091789658848,215.81197666666662
100000,15,2066.695671111111,2059.2273666666665,83.60411116987169,2195.6187933333335,5.429702000000001,2.00494,13.646018971858974,18.247381499999943,2029.2423644444448,2045.8205333333333,76.59558907809924,2120.423906666667
