particle_count,cases,update_posteriors_ms_mean,update_posteriors_ms_median,update_posteriors_ms_sd,update_posteriors_ms_p95,select_best_action_ms_mean,select_best_action_ms_median,select_best_action_ms_sd,select_best_action_ms_p95,decision_cycle_ms_mean,decision_cycle_ms_median,decision_cycle_ms_sd,decision_cycle_ms_p95
1000,5,22.204990000000002,19.47255,5.18071203243338,29.31581,11.563231,2.0563700000000003,21.566485823693956,40.57846399999999,35.42227,26.18775,24.94301943552043,69.48075
10000,5,172.67861,167.23485,14.790802387100232,192.89141,11.689198000000001,1.65059,22.469871820600304,41.851563999999996,189.91816,194.20645,13.73388757842257,204.72835999999998
100000,5,1935.7986400000002,1935.4852,131.9320365422733,2072.6399899999997,12.622823,1.9857749999999998,24.155289272045728,45.06815799999998,2027.7911500000002,2016.14985,121.19729433869395,2182.63906
