algorithm,initialization,training_seeds,success_rate_percent_mean,success_rate_percent_sd,strict_success_rate_percent_mean,strict_success_rate_percent_sd,severe_failure_rate_percent_mean,severe_failure_rate_percent_sd,false_stop_rate_percent_mean,false_stop_rate_percent_sd,successful_steps_mean_mean,successful_steps_mean_sd,steps_mean_mean,steps_mean_sd,overshoots_mean_mean,overshoots_mean_sd,total_volume_mean_ml_mean,total_volume_mean_ml_sd,final_abs_error_mean_mean,final_abs_error_mean_sd
a2c,imitation,1,90.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,11.11111111111111,0.0,15.0,0.0,8.1,0.0,29.959000000000003,0.0,0.18973615192627785,0.0
a2c,random,1,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2.0,0.0,45.2,0.0,0.0,0.0,7.683999999999999,0.0,4.737823837566422,0.0
ppo,imitation,1,90.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,10.222222222222221,0.0,14.2,0.0,7.6,0.0,29.758,0.0,0.17789611660782273,0.0
ppo,random,1,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2.0,0.0,45.2,0.0,0.0,0.0,7.683999999999999,0.0,4.737823837566422,0.0
reinforce,imitation,1,90.0,0.0,70.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,14.0,0.0,7.5,0.0,29.808000000000003,0.0,0.16207765157747805,0.0
reinforce,random,1,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2.0,0.0,45.2,0.0,0.0,0.0,7.683999999999999,0.0,4.737823837566422,0.0
