seed,algorithm,reward_variant,environment_steps,success_rate_percent,successful_steps_mean,overshoot_rate_percent,final_abs_error_mean
101,reinforce,simple_progress,5002,93.7,8.674493062966915,35.78801111552203,0.07367518983391229
101,reinforce,simple_progress,10003,93.4,8.722698072805139,36.768263183357526,0.08789888369448833
101,reinforce,simple_progress,15047,92.2,8.788503253796096,37.45471877979028,0.08947036279097241
101,reinforce,simple_progress,20000,91.8,8.83115468409586,37.05522609340252,0.10958236822193124
101,reinforce,simple_progress,25035,89.9,9.218020022246941,30.855855855855857,0.14425594125588817
202,reinforce,full,0,94.7,8.635691657866948,41.57188236499641,0.06766303201225395
202,reinforce,full,5000,94.5,8.55978835978836,40.77832409247829,0.060492948647204434
202,reinforce,full,10003,94.9,8.61749209694415,40.249869859448204,0.061340856847725646
202,reinforce,full,15044,95.3,8.613850996852046,42.63525487334515,0.059851973974232676
202,reinforce,full,20011,95.1,8.65825446898002,39.44260256941566,0.060436171685639695
202,reinforce,full,25008,95.2,8.495798319327731,38.81196490857203,0.06109734656766813
202,reinforce,step_penalty_minus_0p005,0,94.7,8.635691657866948,41.57188236499641,0.06766303201225395
202,reinforce,step_penalty_minus_0p005,5006,95.1,8.724500525762355,42.7103870499118,0.06084290385067184
202,reinforce,step_penalty_minus_0p005,10005,94.6,8.686046511627907,43.067357512953365,0.06197973488011324
202,reinforce,step_penalty_minus_0p005,15004,94.3,9.504772004241781,38.680859152252424,0.060343816137597456
202,reinforce,step_penalty_minus_0p005,20007,94.3,8.865323435843054,40.35620319773325,0.060662153315497985
202,reinforce,step_penalty_minus_0p005,25002,94.8,8.755274261603375,40.26984950700571,0.0597531710683064
202,reinforce,no_dense,0,94.7,8.635691657866948,41.57188236499641,0.06766303201225395
202,reinforce,no_dense,5004,94.4,8.56885593220339,41.97959398338067,0.06305129618616134
202,reinforce,no_dense,10049,89.8,10.446547884187082,26.324045715993126,0.15096810534307775
202,reinforce,no_dense,15009,92.4,12.015151515151516,25.324953578060278,0.13478783870011102
202,reinforce,no_dense,20003,90.2,13.23059866962306,21.624035210818395,0.15194768700127592
202,reinforce,no_dense,25011,86.9,13.001150747986191,18.871978513876456,0.22378532633714113
202,reinforce,no_overshoot,0,94.7,8.635691657866948,41.57188236499641,0.06766303201225395
202,reinforce,no_overshoot,5003,93.8,8.650319829424307,42.07915676345975,0.06126320056146462
202,reinforce,no_overshoot,10009,94.0,8.773404255319148,39.93450005117184,0.06112871267501816
202,reinforce,no_overshoot,15002,94.7,8.70960929250264,36.994219653179194,0.06141567490747372
202,reinforce,no_overshoot,20004,95.0,8.62,35.365726771407765,0.06908884494690513
202,reinforce,no_overshoot,25005,95.3,8.681007345225604,33.46803440058025,0.06252519299861727
202,reinforce,no_volume_shaping,0,94.7,8.635691657866948,41.57188236499641,0.06766303201225395
202,reinforce,no_volume_shaping,5005,93.7,8.659551760939168,38.18018736296592,0.1130153057518175
202,reinforce,no_volume_shaping,10006,90.9,8.88888888888889,31.110154905335627,0.26060971340034494
202,reinforce,no_volume_shaping,15033,83.3,9.180072028811525,21.94328219432822,0.45840634787076373
202,reinforce,no_volume_shaping,20031,81.4,8.937346437346438,19.283816272301657,0.6114257053956458
