algorithm,initialization,seed,environment_steps,tasks,success_rate_percent,strict_success_rate_percent,severe_failure_rate_percent,false_stop_rate_percent,successful_steps_mean,successful_steps_sd_task,steps_mean,overshoots_mean,total_volume_mean_ml,final_abs_error_mean
ppo,random,202,15026,1000,57.99999999999999,24.099999999999998,33.1,0.0,13.155172413793103,11.534736490769966,28.63,20.122,66.87703000000002,0.8872375241596778
ppo,random,202,20016,1000,40.5,15.0,40.300000000000004,0.0,11.22469135802469,10.693126445722378,34.296,25.452,68.89698000000001,0.7912118741056999
ppo,random,202,25007,1000,52.7,22.0,24.8,0.0,11.290322580645162,10.348727502565707,29.6,19.908,43.23906999999999,0.5248056063810563
ppo,imitation,303,0,1000,88.3,36.5,5.7,0.0,7.696489241223103,4.131162903466144,12.646,7.241,19.867300000000004,0.11972690215378415
ppo,imitation,303,5035,1000,88.5,37.7,5.2,0.0,7.670056497175141,4.1498591396765985,12.538,7.22,19.81108,0.11700280478755404
ppo,imitation,303,10046,1000,88.6,38.9,5.5,0.0,7.633182844243792,4.0932332784261085,12.463,7.221,19.786350000000006,0.1195848254770998
ppo,imitation,303,15003,1000,88.6,37.5,6.0,0.0,7.665914221218961,4.254224966690168,12.492,7.164,19.75243,0.118918971387091
ppo,imitation,303,20010,1000,88.5,36.4,6.0,0.0,7.682485875706215,4.129380785134149,12.549,7.192,19.79409,0.12328731409839293
ppo,imitation,303,25010,1000,88.7,38.7,6.5,0.0,7.633596392333709,4.11103217989051,12.421,7.117,19.80371,0.12733279564264813
ppo,random,303,0,1000,53.6,20.5,39.1,0.0,18.184701492537314,15.236375225235978,32.947,21.224,181.51708000000002,1.0320976167454803
ppo,random,303,5012,1000,50.2,26.900000000000002,36.0,0.0,11.51593625498008,8.928790423292181,30.681,14.01,62.81869000000001,0.7881558366065748
ppo,random,303,10024,1000,35.9,18.8,45.7,0.0,10.977715877437326,8.605867448708887,35.991,20.321,96.35994000000004,1.0811115688085833
ppo,random,303,15019,1000,33.6,14.2,47.8,0.0,7.398809523809524,8.063286897628116,35.686,27.19,100.31279,0.9740075293172659
ppo,random,303,20007,1000,34.5,12.3,41.699999999999996,0.0,8.730434782608695,11.210451212158322,35.762,25.244,102.39043000000001,0.8325354315752509
ppo,random,303,25005,1000,37.5,14.6,44.0,0.0,8.221333333333334,9.879572904954633,34.333,25.341,91.34090000000002,1.0007239810475363
ppo,imitation,404,0,1000,88.4,37.3,6.0,0.0,7.611990950226244,4.0132725574684756,12.529,7.005,19.598100000000002,0.12346207341773899
ppo,imitation,404,5021,1000,88.3,35.4,6.0,0.0,7.567383918459796,3.985623350053781,12.532,6.948,19.601680000000005,0.13010776859556977
ppo,imitation,404,10004,1000,88.3,37.2,6.5,0.0,7.546998867497169,3.9257276210753593,12.514,6.897,19.68431,0.1345189036321912
ppo,imitation,404,15005,1000,88.1,38.3,6.1,0.0,7.606129398410896,4.002602406453346,12.651,6.9,19.70656,0.12399696047948411
ppo,imitation,404,20001,1000,88.3,37.1,6.1,0.0,7.542468856172141,3.971433912565431,12.51,6.942,19.5955,0.12596098384212906
ppo,imitation,404,25000,1000,88.4,37.6,6.1,0.0,7.48868778280543,3.8866858832375635,12.42,6.921,19.702480000000005,0.12240288057376063
ppo,random,404,0,1000,24.099999999999998,6.5,63.2,0.0,14.024896265560166,15.44612284447765,41.33,37.838,382.83707000000004,1.5704022256510597
ppo,random,404,5006,1000,33.800000000000004,14.099999999999998,52.900000000000006,0.0,13.618343195266272,14.091873857636996,37.703,30.504,240.93373,1.1004198560754261
ppo,random,404,10003,1000,59.9,32.2,34.599999999999994,0.0,17.636060100166944,12.172578777043855,30.614,11.643,38.11839000000001,0.9555074636702732
ppo,random,404,15010,1000,42.199999999999996,16.400000000000002,38.7,0.0,13.516587677725118,12.395442412593965,34.604,24.068,67.60435999999999,1.0403244167569943
ppo,random,404,20000,1000,51.2,23.599999999999998,30.9,0.0,13.77734375,11.835352626580208,31.454,20.846,53.58785999999999,0.7342179970702707
ppo,random,404,25015,1000,56.00000000000001,27.400000000000002,33.0,0.0,20.442857142857143,13.297623190623419,33.448,8.806,24.594109999999993,0.8504007623635776
ppo,imitation,555,0,1000,88.1,34.699999999999996,7.000000000000001,0.0,7.584562996594778,4.0561331306533495,12.632,7.037,19.53046,0.1384107304229618
ppo,imitation,555,5034,1000,87.8,34.9,7.3,0.0,7.5842824601366745,4.161952755477339,12.759,7.15,19.456000000000003,0.1356243643741591
ppo,imitation,555,10044,1000,87.9,32.6,6.3,0.0,7.57679180887372,4.20442420101422,12.71,7.187,19.436790000000002,0.1318059099656492
ppo,imitation,555,15016,1000,87.9,34.699999999999996,7.3,0.0,7.522184300341297,4.154931944123747,12.662,7.012,19.44109,0.13984402841964605
ppo,imitation,555,20001,1000,87.4,31.7,6.9,0.0,7.481693363844394,3.8722745052502274,12.839,7.117,19.49408,0.13967174673272267
ppo,imitation,555,25006,1000,87.6,34.0,7.3,0.0,7.488584474885845,3.8988475725525227,12.76,7.067,19.439300000000003,0.14003260257238564
ppo,random,555,0,1000,27.400000000000002,8.4,63.5,0.0,19.78102189781022,15.498890579919257,41.72,25.586,245.52317,1.5756917635146848
ppo,random,555,5021,1000,52.5,23.1,34.699999999999996,0.0,13.845714285714285,10.343573331753229,31.019,14.489,55.522660000000016,0.8644018366158671
ppo,random,555,10013,1000,66.2,21.8,27.400000000000002,0.0,18.15558912386707,10.782611535632428,28.919,9.532,34.152560000000015,0.7516867730596319
