"spectrum_number","wavelength_nm","absorbance"
"3","653.0158081","0.036242977"
"4","653.0158081","0.042148847"
"5","653.0158081","0.04261912"
"6","653.0158081","0.041527234"
"7","653.0158081","0.038531512"
"8","653.0158081","0.032591138"
"9","653.0158081","0.02170447819"
"10","653.0158081","0.019465581"
"11","653.0158081","0.011111252"
"1","651.9931641","0.03164516"
"2","651.9931641","0.036456969"
"3","651.9931641","0.035874203"
"4","651.9931641","0.042688172"
"5","651.9931641","0.042192403"
"6","651.9931641","0.041520912"
"7","651.9931641","0.037028253"
"8","651.9931641","0.032699585"
"9","651.9931641","0.02316099219"
"10","651.9931641","0.017213412"
"11","651.9931641","0.010819889"
"1","651.0068359","0.030827304"
"2","651.0068359","0.034421571"
"3","651.0068359","0.034377944"
"4","651.0068359","0.040979505"
"5","651.0068359","0.040936153"
"6","651.0068359","0.039111201"
"7","651.0068359","0.034757338"
"8","651.0068359","0.030798292"
"9","651.0068359","0.02107863314"
"10","651.0068359","0.016887436"
"11","651.0068359","0.009977801"
"1","649.9835815","0.029663842"
"2","649.9835815","0.03450511"
"3","649.9835815","0.033039749"
"4","649.9835815","0.039560419"
"5","649.9835815","0.040081691"
"6","649.9835815","0.039673992"
"7","649.9835815","0.035140544"
"8","649.9835815","0.030343246"
"9","649.9835815","0.02170937695"
"10","649.9835815","0.01637003"
"11","649.9835815","0.008257375"
"1","648.996582","0.0297195"
"2","648.996582","0.033154119"
"3","648.996582","0.033608988"
"4","648.996582","0.038851649"
"5","648.996582","0.038655996"
"6","648.996582","0.040096339"
"7","648.996582","0.035431784"
"8","648.996582","0.030769726"
"9","648.996582","0.02211084403"
"10","648.996582","0.016146578"
"11","648.996582","0.010274166"
"1","648.0093994","0.02744328"
"2","648.0093994","0.031238042"
"3","648.0093994","0.03328811"
"4","648.0093994","0.038913675"
"5","648.0093994","0.03763764"
"6","648.0093994","0.036822885"
"7","648.0093994","0.034140021"
"8","648.0093994","0.029635878"
"9","648.0093994","0.02268040925"
"10","648.0093994","0.016153563"
"11","648.0093994","0.008496232"
"1","646.9851685","0.027429743"
"2","646.9851685","0.031703662"
"3","646.9851685","0.032325163"
"4","646.9851685","0.035678174"
"5","646.9851685","0.038865179"
"6","646.9851685","0.037947033"
"7","646.9851685","0.034926131"
"8","646.9851685","0.027995564"
"9","646.9851685","0.02325708605"
"10","646.9851685","0.016951276"
"11","646.9851685","0.008370098"
"1","645.9973145","0.029499436"
"2","645.9973145","0.032299649"
"3","645.9973145","0.032321956"
"4","645.9973145","0.038244713"
"5","645.9973145","0.038826849"
"6","645.9973145","0.038467359"
"7","645.9973145","0.034930509"
"8","645.9973145","0.028635997"
"9","645.9973145","0.02027610503"
"10","645.9973145","0.016701134"
"11","645.9973145","0.009556218"
"1","645.0092163","0.024872797"
"2","645.0092163","0.031887237"
"3","645.0092163","0.031156575"
"4","645.0092163","0.034592506"
"5","645.0092163","0.037070427"
"6","645.0092163","0.035971574"
"7","645.0092163","0.033179656"
"8","645.0092163","0.02809751"
"9","645.0092163","0.02146208286"
"10","645.0092163","0.013296202"
"11","645.0092163","0.008937054"
"1","643.9841919","0.026610145"
"2","643.9841919","0.029611047"
"3","643.9841919","0.030135434"
"4","643.9841919","0.035975598"
"5","643.9841919","0.037322655"
"6","643.9841919","0.035594802"
"7","643.9841919","0.034596149"
"8","643.9841919","0.027883511"
"9","643.9841919","0.02182638086"
"10","643.9841919","0.014632714"
"11","643.9841919","0.009440807"
"1","642.9955444","0.028142693"
"2","642.9955444","0.030970391"
"3","642.9955444","0.031934682"
"4","642.9955444","0.037955873"
"5","642.9955444","0.039304364"
"6","642.9955444","0.038526647"
"7","642.9955444","0.034341242"
"8","642.9955444","0.030423477"
"9","642.9955444","0.02309710719"
"10","642.9955444","0.018731803"
"11","642.9955444","0.01205302"
"1","642.0064697","0.027906476"
"2","642.0064697","0.03068004"
"3","642.0064697","0.031219129"
"4","642.0064697","0.035833746"
"5","642.0064697","0.03770915"
"6","642.0064697","0.036297429"
"7","642.0064697","0.034132347"
"8","642.0064697","0.029405581"
"9","642.0064697","0.02154357359"
"10","642.0064697","0.017488103"
"11","642.0064697","0.009692173"
"1","641.0172119","0.026568066"
"2","641.0172119","0.030203279"
"3","641.0172119","0.031850938"
"4","641.0172119","0.035771765"
"5","641.0172119","0.03594565"
"6","641.0172119","0.034017384"
"7","641.0172119","0.034448836"
"8","641.0172119","0.028212491"
"9","641.0172119","0.01961821504"
"10","641.0172119","0.015434448"
"11","641.0172119","0.009500837"
"1","639.9910278","0.024275249"
"2","639.9910278","0.027510513"
"3","639.9910278","0.028384646"
"4","639.9910278","0.031763703"
"5","639.9910278","0.035959739"
"6","639.9910278","0.032251578"
"7","639.9910278","0.03130848"
"8","639.9910278","0.025943862"
"9","639.9910278","0.01823668182"
"10","639.9910278","0.014045684"
"11","639.9910278","0.00773747"
"1","639.0012207","0.024917344"
"2","639.0012207","0.028210226"
"3","639.0012207","0.028619049"
"4","639.0012207","0.033809766"
"5","639.0012207","0.035039257"
"6","639.0012207","0.035522204"
"7","639.0012207","0.031774092"
"8","639.0012207","0.026055938"
"9","639.0012207","0.01936431415"
"10","639.0012207","0.01467898"
"11","639.0012207","0.008647199"
"1","638.0110474","0.023645964"
"2","638.0110474","0.02768744"
"3","638.0110474","0.026718263"
"4","638.0110474","0.033389349"
"5","638.0110474","0.034810033"
"6","638.0110474","0.033866517"
"7","638.0110474","0.031685617"
"8","638.0110474","0.025419349"
"9","638.0110474","0.01822569408"
"10","638.0110474","0.013947731"
"11","638.0110474","0.008436974"
"1","636.9839478","0.024336379"
"2","636.9839478","0.027667768"
"3","636.9839478","0.027907718"
"4","636.9839478","0.032351069"
"5","636.9839478","0.033750895"
"6","636.9839478","0.032501273"
"7","636.9839478","0.030335473"
"8","636.9839478","0.025168315"
"9","636.9839478","0.0189036727"
"10","636.9839478","0.014630224"
"11","636.9839478","0.009076835"
"1","635.9932861","0.02427147"
"2","635.9932861","0.025915861"
"3","635.9932861","0.027740277"
"4","635.9932861","0.032461967"
"5","635.9932861","0.033272486"
"6","635.9932861","0.031035168"
"7","635.9932861","0.029419789"
"8","635.9932861","0.024234517"
"9","635.9932861","0.01973105408"
"10","635.9932861","0.013837427"
"11","635.9932861","0.007705902"
"1","635.0023193","0.022039076"
"2","635.0023193","0.02439604"
"3","635.0023193","0.028016491"
"4","635.0023193","0.031477526"
"5","635.0023193","0.03263177"
"6","635.0023193","0.031008812"
"7","635.0023193","0.030821551"
"8","635.0023193","0.024650764"
"9","635.0023193","0.01962154545"
"10","635.0023193","0.012858481"
"11","635.0023193","0.008103644"
"1","634.0110474","0.022701383"
"2","634.0110474","0.024720633"
"3","634.0110474","0.026349016"
"4","634.0110474","0.029977061"
"5","634.0110474","0.030497309"
"6","634.0110474","0.030179109"
"7","634.0110474","0.029233048"
"8","634.0110474","0.024200195"
"9","634.0110474","0.01685602963"
"10","634.0110474","0.012371313"
"11","634.0110474","0.007695415"
"1","632.9827881","0.021947037"
"2","632.9827881","0.02619496"
"3","632.9827881","0.027075125"
"4","632.9827881","0.031841382"
"5","632.9827881","0.031555545"
"6","632.9827881","0.03099516"
"7","632.9827881","0.028341511"
"8","632.9827881","0.024653532"
"9","632.9827881","0.01709481701"
"10","632.9827881","0.01372977"
"11","632.9827881","0.008487997"
"1","631.9910278","0.022034366"
"2","631.9910278","0.024031824"
"3","631.9910278","0.024418794"
"4","631.9910278","0.029254727"
"5","631.9910278","0.03041723"
"6","631.9910278","0.030742718"
"7","631.9910278","0.029184623"
"8","631.9910278","0.02296868"
"9","631.9910278","0.01657770388"
"10","631.9910278","0.012464276"
"11","631.9910278","0.008595762"
"1","630.9988403","0.021255296"
"2","630.9988403","0.023002086"
"3","630.9988403","0.025187653"
"4","630.9988403","0.028140731"
"5","630.9988403","0.030694682"
"6","630.9988403","0.030139513"
"7","630.9988403","0.02841825"
"8","630.9988403","0.022077668"
"9","630.9988403","0.01793375611"
"10","630.9988403","0.013063922"
"11","630.9988403","0.008520598"
"1","630.0064697","0.020908318"
"2","630.0064697","0.023823317"
"3","630.0064697","0.024020744"
"4","630.0064697","0.028092898"
"5","630.0064697","0.030181106"
"6","630.0064697","0.029231302"
"7","630.0064697","0.027582085"
"8","630.0064697","0.022972554"
"9","630.0064697","0.01513481047"
"10","630.0064697","0.012543961"
"11","630.0064697","0.008561518"
"1","629.013855","0.021082249"
"2","629.013855","0.023702851"
"3","629.013855","0.02405891"
"4","629.013855","0.029443918"
"5","629.013855","0.030288314"
"6","629.013855","0.029303243"
"7","629.013855","0.027486658"
"8","629.013855","0.024292056"
"9","629.013855","0.01792690344"
"10","629.013855","0.013648637"
"11","629.013855","0.008368752"
"1","627.9841309","0.019847877"
"2","627.9841309","0.021278866"
"3","627.9841309","0.023566181"
"4","627.9841309","0.02682831"
"5","627.9841309","0.028414575"
"6","627.9841309","0.026700947"
"7","627.9841309","0.02582838"
"8","627.9841309","0.021445248"
"9","627.9841309","0.01648006588"
"10","627.9841309","0.011408232"
"11","627.9841309","0.006393344"
"1","626.9909668","0.018670725"
"2","626.9909668","0.023290215"
"3","626.9909668","0.021867812"
"4","626.9909668","0.027129183"
"5","626.9909668","0.028284594"
"6","626.9909668","0.02793905"
"7","626.9909668","0.025397116"
"8","626.9909668","0.021124342"
"9","626.9909668","0.01757542975"
"10","626.9909668","0.011961476"
"11","626.9909668","0.00687135"
"1","625.9974976","0.01898171"
"2","625.9974976","0.022917401"
"3","625.9974976","0.022191992"
"4","625.9974976","0.028328663"
"5","625.9974976","0.027925357"
"6","625.9974976","0.026475668"
"7","625.9974976","0.026314305"
"8","625.9974976","0.021370547"
"9","625.9974976","0.01424705889"
"10","625.9974976","0.012624169"
"11","625.9974976","0.006096228"
"1","625.0036621","0.017907616"
"2","625.0036621","0.020954361"
"3","625.0036621","0.021919729"
"4","625.0036621","0.024878472"
"5","625.0036621","0.027584098"
"6","625.0036621","0.025853628"
"7","625.0036621","0.026994683"
"8","625.0036621","0.021808634"
"9","625.0036621","0.01623589173"
"10","625.0036621","0.011485067"
"11","625.0036621","0.007459236"
"1","624.0096436","0.021199437"
"2","624.0096436","0.021668995"
"3","624.0096436","0.022137156"
"4","624.0096436","0.027759813"
"5","624.0096436","0.028428035"
"6","624.0096436","0.027259177"
"7","624.0096436","0.026864629"
"8","624.0096436","0.021589657"
"9","624.0096436","0.01668940485"
"10","624.0096436","0.013794404"
"11","624.0096436","0.007827864"
"1","623.0153809","0.017787375"
"2","623.0153809","0.019179652"
"3","623.0153809","0.019178895"
"4","623.0153809","0.025191357"
"5","623.0153809","0.026483482"
"6","623.0153809","0.026360705"
"7","623.0153809","0.024791118"
"8","623.0153809","0.018372871"
"9","623.0153809","0.01898422465"
"10","623.0153809","0.010012501"
"11","623.0153809","0.005861678"
"1","621.9838867","0.017018061"
"2","621.9838867","0.018217731"
"3","621.9838867","0.021066379"
"4","621.9838867","0.025569286"
"5","621.9838867","0.025630215"
"6","621.9838867","0.02444092"
"7","621.9838867","0.023748508"
"8","621.9838867","0.020415215"
"9","621.9838867","0.01626198553"
"10","621.9838867","0.008647701"
"11","621.9838867","0.007028751"
"1","620.9890747","0.018202992"
"2","620.9890747","0.019584201"
"3","620.9890747","0.020256983"
"4","620.9890747","0.023599744"
"5","620.9890747","0.025195142"
"6","620.9890747","0.02333897"
"7","620.9890747","0.023275958"
"8","620.9890747","0.018267458"
"9","620.9890747","0.01582934707"
"10","620.9890747","0.011243126"
"11","620.9890747","0.006657567"
"1","619.9938965","0.016959889"
"2","619.9938965","0.017779445"
"3","619.9938965","0.018419862"
"4","619.9938965","0.023254219"
"5","619.9938965","0.02507432"
"6","619.9938965","0.023313621"
"7","619.9938965","0.023368634"
"8","619.9938965","0.017662179"
"9","619.9938965","0.01684445888"
"10","619.9938965","0.010962454"
"11","619.9938965","0.004131394"
"1","618.9985352","0.016949311"
"2","618.9985352","0.019134717"
"3","618.9985352","0.021645786"
"4","618.9985352","0.025056221"
"5","618.9985352","0.02616532"
"6","618.9985352","0.023767209"
"7","618.9985352","0.024474386"
"8","618.9985352","0.018994881"
"9","618.9985352","0.01521989424"
"10","618.9985352","0.010686896"
"11","618.9985352","0.007049429"
"1","618.0028076","0.01457106"
"2","618.0028076","0.016487433"
"3","618.0028076","0.017122068"
"4","618.0028076","0.021867976"
"5","618.0028076","0.023460019"
"6","618.0028076","0.021827715"
"7","618.0028076","0.020622469"
"8","618.0028076","0.017657002"
"9","618.0028076","0.01435155421"
"10","618.0028076","0.00906005"
"11","618.0028076","0.00512057"
"1","617.006897","0.016653899"
"2","617.006897","0.020024691"
"3","617.006897","0.020276647"
"4","617.006897","0.023180189"
"5","617.006897","0.023719061"
"6","617.006897","0.024041399"
"7","617.006897","0.024271032"
"8","617.006897","0.017330369"
"9","617.006897","0.01407049689"
"10","617.006897","0.011066851"
"11","617.006897","0.006687008"
"1","616.0106812","0.015037416"
"2","616.0106812","0.017291093"
"3","616.0106812","0.01550835"
"4","616.0106812","0.020700654"
"5","616.0106812","0.021581741"
"6","616.0106812","0.021473506"
"7","616.0106812","0.021349121"
"8","616.0106812","0.017922938"
"9","616.0106812","0.01457531564"
"10","616.0106812","0.009678833"
"11","616.0106812","0.00417875"
"1","615.0140991","0.014359554"
"2","615.0140991","0.016930955"
"3","615.0140991","0.016882429"
"4","615.0140991","0.018276447"
"5","615.0140991","0.021405434"
"6","615.0140991","0.022483973"
"7","615.0140991","0.021092383"
"8","615.0140991","0.017097861"
"9","615.0140991","0.01353485603"
"10","615.0140991","0.008126194"
"11","615.0140991","0.00590059"
"1","614.017334","0.014202096"
"2","614.017334","0.015972277"
"3","614.017334","0.014770724"
"4","614.017334","0.020999702"
"5","614.017334","0.02096903"
"6","614.017334","0.019390216"
"7","614.017334","0.020392397"
"8","614.017334","0.015421948"
"9","614.017334","0.0112199625"
"10","614.017334","0.007446622"
"11","614.017334","0.005049515"
"1","612.9834595","0.014983314"
"2","612.9834595","0.016051266"
"3","612.9834595","0.017997481"
"4","612.9834595","0.021973014"
"5","612.9834595","0.021799624"
"6","612.9834595","0.021677757"
"7","612.9834595","0.021317445"
"8","612.9834595","0.018480957"
"9","612.9834595","0.01549737807"
"10","612.9834595","0.010604552"
"11","612.9834595","0.005257791"
"1","611.986084","0.014538323"
"2","611.986084","0.01586304"
"3","611.986084","0.016875647"
"4","611.986084","0.019768113"
"5","611.986084","0.021067195"
"6","611.986084","0.020386348"
"7","611.986084","0.020795336"
"8","611.986084","0.016130915"
"9","611.986084","0.01380351558"
"10","611.986084","0.008517826"
"11","611.986084","0.00529885"
"1","610.9884644","0.014505935"
"2","610.9884644","0.014984171"
"3","610.9884644","0.016071923"
"4","610.9884644","0.019073015"
"5","610.9884644","0.019249486"
"6","610.9884644","0.019734278"
"7","610.9884644","0.020329351"
"8","610.9884644","0.015050038"
"9","610.9884644","0.01390996203"
"10","610.9884644","0.008579497"
"11","610.9884644","0.006382993"
"1","609.9906616","0.01418899"
"2","609.9906616","0.015514574"
"3","609.9906616","0.016334953"
"4","609.9906616","0.019944623"
"5","609.9906616","0.020833056"
"6","609.9906616","0.019565191"
"7","609.9906616","0.019758198"
"8","609.9906616","0.016335813"
"9","609.9906616","0.01397876721"
"10","609.9906616","0.009843371"
"11","609.9906616","0.00622987"
"1","608.9924927","0.014534361"
"2","608.9924927","0.015054433"
"3","608.9924927","0.015763737"
"4","608.9924927","0.017890971"
"5","608.9924927","0.018311331"
"6","608.9924927","0.018925818"
"7","608.9924927","0.019458948"
"8","608.9924927","0.015016326"
"9","608.9924927","0.01247389242"
"10","608.9924927","0.008308297"
"11","608.9924927","0.005667746"
"1","607.9941406","0.011936199"
"2","607.9941406","0.012564852"
"3","607.9941406","0.014678418"
"4","607.9941406","0.018701695"
"5","607.9941406","0.017451534"
"6","607.9941406","0.017581332"
"7","607.9941406","0.017179668"
"8","607.9941406","0.013689935"
"9","607.9941406","0.01334307343"
"10","607.9941406","0.007110472"
"11","607.9941406","0.004138711"
"1","606.9955444","0.012876613"
"2","606.9955444","0.014816683"
"3","606.9955444","0.015627157"
"4","606.9955444","0.017936103"
"5","606.9955444","0.019514097"
"6","606.9955444","0.018901862"
"7","606.9955444","0.01740209"
"8","606.9955444","0.014797131"
"9","606.9955444","0.01377778314"
"10","606.9955444","0.00826529"
"11","606.9955444","0.005537868"
"1","605.996582","0.014777071"
"2","605.996582","0.014087047"
"3","605.996582","0.01561272"
"4","605.996582","0.019413793"
"5","605.996582","0.019282391"
"6","605.996582","0.018045861"
"7","605.996582","0.018727938"
"8","605.996582","0.014989397"
"9","605.996582","0.01198795252"
"10","605.996582","0.009149715"
"11","605.996582","0.006643136"
"1","604.9973755","0.012491449"
"2","604.9973755","0.012712467"
"3","604.9973755","0.014336732"
"4","604.9973755","0.016681174"
"5","604.9973755","0.017087171"
"6","604.9973755","0.016696373"
"7","604.9973755","0.016938033"
"8","604.9973755","0.013666854"
"9","604.9973755","0.0126049025"
"10","604.9973755","0.00789761"
"11","604.9973755","0.004712728"
"1","603.9979248","0.012866161"
"2","603.9979248","0.01390932"
"3","603.9979248","0.013277893"
"4","603.9979248","0.01734462"
"5","603.9979248","0.018148683"
"6","603.9979248","0.01749433"
"7","603.9979248","0.017327217"
"8","603.9979248","0.01445578"
"9","603.9979248","0.01141123474"
"10","603.9979248","0.007846762"
"11","603.9979248","0.005321648"
"1","602.99823","0.012829445"
"2","602.99823","0.0139515"
"3","602.99823","0.013815968"
"4","602.99823","0.017645869"
"5","602.99823","0.017351599"
"6","602.99823","0.017026864"
"7","602.99823","0.017712571"
"8","602.99823","0.013532639"
"9","602.99823","0.01138298679"
"10","602.99823","0.008200604"
"11","602.99823","0.005411829"
"1","601.9981689","0.011897886"
"2","601.9981689","0.012799052"
"3","601.9981689","0.013461583"
"4","601.9981689","0.015098546"
"5","601.9981689","0.015490269"
"6","601.9981689","0.014830852"
"7","601.9981689","0.016021103"
"8","601.9981689","0.012815234"
"9","601.9981689","0.009695164859"
"10","601.9981689","0.007109946"
"11","601.9981689","0.003805397"
"1","600.9979248","0.012850322"
"2","600.9979248","0.013264895"
"3","600.9979248","0.01462677"
"4","600.9979248","0.015910808"
"5","600.9979248","0.016434118"
"6","600.9979248","0.017495757"
"7","600.9979248","0.016990118"
"8","600.9979248","0.013560868"
"9","600.9979248","0.01123196911"
"10","600.9979248","0.007614769"
"11","600.9979248","0.005372541"
"1","599.9974976","0.01149538"
"2","599.9974976","0.012838457"
"3","599.9974976","0.01248263"
"4","599.9974976","0.016816957"
"5","599.9974976","0.014931228"
"6","599.9974976","0.016263437"
"7","599.9974976","0.016012643"
"8","599.9974976","0.013330982"
"9","599.9974976","0.01024029311"
"10","599.9974976","0.007348646"
"11","599.9974976","0.005884322"
"1","598.9967041","0.011130639"
"2","598.9967041","0.011685018"
"3","598.9967041","0.011394546"
"4","598.9967041","0.014810202"
"5","598.9967041","0.014435521"
"6","598.9967041","0.014711781"
"7","598.9967041","0.015533032"
"8","598.9967041","0.012750053"
"9","598.9967041","0.01160990261"
"10","598.9967041","0.00631202"
"11","598.9967041","0.004315386"
"1","597.9956665","0.01079351"
"2","597.9956665","0.010887329"
"3","597.9956665","0.012017678"
"4","597.9956665","0.014532541"
"5","597.9956665","0.013624302"
"6","597.9956665","0.014098653"
"7","597.9956665","0.014343447"
"8","597.9956665","0.011988033"
"9","597.9956665","0.01052410621"
"10","597.9956665","0.006475996"
"11","597.9956665","0.003040207"
"1","596.9943848","0.011594775"
"2","596.9943848","0.011549475"
"3","596.9943848","0.011529271"
"4","596.9943848","0.015184185"
"5","596.9943848","0.015120685"
"6","596.9943848","0.01473066"
"7","596.9943848","0.01570705"
"8","596.9943848","0.012416699"
"9","596.9943848","0.009748240933"
"10","596.9943848","0.007151365"
"11","596.9943848","0.004355728"
"1","595.9927979","0.012075803"
"2","595.9927979","0.011612349"
"3","595.9927979","0.012318048"
"4","595.9927979","0.015514547"
"5","595.9927979","0.013950859"
"6","595.9927979","0.015292044"
"7","595.9927979","0.016246183"
"8","595.9927979","0.012122942"
"9","595.9927979","0.01098812558"
"10","595.9927979","0.00701244"
"11","595.9927979","0.004586431"
"1","594.9909668","0.010159014"
"2","594.9909668","0.010741394"
"3","594.9909668","0.010808477"
"4","594.9909668","0.013635894"
"5","594.9909668","0.015150491"
"6","594.9909668","0.014203781"
"7","594.9909668","0.015270298"
"8","594.9909668","0.011548464"
"9","594.9909668","0.01119672041"
"10","594.9909668","0.007749934"
"11","594.9909668","0.004318941"
"1","593.9888306","0.009066156"
"2","593.9888306","0.010092057"
"3","593.9888306","0.010047152"
"4","593.9888306","0.013493171"
"5","593.9888306","0.013641585"
"6","593.9888306","0.012886586"
"7","593.9888306","0.013155832"
"8","593.9888306","0.011195685"
"9","593.9888306","0.01102521643"
"10","593.9888306","0.005384597"
"11","593.9888306","0.00328174"
"1","592.9865112","0.008862782"
"2","592.9865112","0.008629771"
"3","592.9865112","0.009534732"
"4","592.9865112","0.011679062"
"5","592.9865112","0.013603414"
"6","592.9865112","0.012647115"
"7","592.9865112","0.012788201"
"8","592.9865112","0.010645563"
"9","592.9865112","0.009365972131"
"10","592.9865112","0.005864826"
"11","592.9865112","0.003154712"
"1","591.9838867","0.008474218"
"2","591.9838867","0.008526405"
"3","591.9838867","0.009478083"
"4","591.9838867","0.012622011"
"5","591.9838867","0.012814461"
"6","591.9838867","0.012310698"
"7","591.9838867","0.012218701"
"8","591.9838867","0.010490268"
"9","591.9838867","0.009929675609"
"10","591.9838867","0.005369501"
"11","591.9838867","0.003297468"
"1","591.0181885","0.008142229"
"2","591.0181885","0.010068743"
"3","591.0181885","0.010964816"
"4","591.0181885","0.013490981"
"5","591.0181885","0.012724356"
"6","591.0181885","0.013431813"
"7","591.0181885","0.013615727"
"8","591.0181885","0.011294745"
"9","591.0181885","0.008663729765"
"10","591.0181885","0.006042415"
"11","591.0181885","0.005610577"
"1","590.0150757","0.009485597"
"2","590.0150757","0.008652057"
"3","590.0150757","0.009716792"
"4","590.0150757","0.012270115"
"5","590.0150757","0.011927418"
"6","590.0150757","0.01258473"
"7","590.0150757","0.013449381"
"8","590.0150757","0.010886799"
"9","590.0150757","0.007828707807"
"10","590.0150757","0.006849786"
"11","590.0150757","0.004054124"
"1","589.0116577","0.009759837"
"2","589.0116577","0.008807146"
"3","589.0116577","0.010013535"
"4","589.0116577","0.012087115"
"5","589.0116577","0.011589325"
"6","589.0116577","0.012132525"
"7","589.0116577","0.011771478"
"8","589.0116577","0.010119665"
"9","589.0116577","0.008096734062"
"10","589.0116577","0.004459674"
"11","589.0116577","0.003014791"
"1","588.0080566","0.008973178"
"2","588.0080566","0.008386565"
"3","588.0080566","0.008925771"
"4","588.0080566","0.012089111"
"5","588.0080566","0.011324821"
"6","588.0080566","0.011868089"
"7","588.0080566","0.011698474"
"8","588.0080566","0.008365902"
"9","588.0080566","0.00672707241"
"10","588.0080566","0.005549194"
"11","588.0080566","0.003212549"
"1","587.0042114","0.009045064"
"2","587.0042114","0.009639025"
"3","587.0042114","0.010471466"
"4","587.0042114","0.010798924"
"5","587.0042114","0.011874022"
"6","587.0042114","0.011606048"
"7","587.0042114","0.012662119"
"8","587.0042114","0.009930789"
"9","587.0042114","0.009567702189"
"10","587.0042114","0.006602765"
"11","587.0042114","0.004392231"
"1","586","0.007094027"
"2","586","0.007857068"
"3","586","0.007200552"
"4","586","0.010525432"
"5","586","0.010447415"
"6","586","0.010003124"
"7","586","0.012064145"
"8","586","0.008609888"
"9","586","0.007986613549"
"10","586","0.004208598"
"11","586","0.001921151"
"1","584.9956055","0.008440828"
"2","584.9956055","0.008045626"
"3","584.9956055","0.008916549"
"4","584.9956055","0.010549381"
"5","584.9956055","0.01019198"
"6","584.9956055","0.010930199"
"7","584.9956055","0.011606845"
"8","584.9956055","0.008990963"
"9","584.9956055","0.00978893321"
"10","584.9956055","0.006245968"
"11","584.9956055","0.001983713"
"1","583.9909668","0.007562058"
"2","583.9909668","0.007499346"
"3","583.9909668","0.007438038"
"4","583.9909668","0.00966896"
"5","583.9909668","0.009678224"
"6","583.9909668","0.01024501"
"7","583.9909668","0.01014603"
"8","583.9909668","0.009739637"
"9","583.9909668","0.006944572087"
"10","583.9909668","0.005915469"
"11","583.9909668","0.002762908"
"1","582.9859619","0.00818839"
"2","582.9859619","0.007733886"
"3","582.9859619","0.009324077"
"4","582.9859619","0.011139828"
"5","582.9859619","0.009542828"
"6","582.9859619","0.011232208"
"7","582.9859619","0.011003551"
"8","582.9859619","0.00908902"
"9","582.9859619","0.007890887558"
"10","582.9859619","0.005598724"
"11","582.9859619","0.003159953"
"1","582.0180054","0.0090762"
"2","582.0180054","0.007616666"
"3","582.0180054","0.009611236"
"4","582.0180054","0.010410426"
"5","582.0180054","0.010788707"
"6","582.0180054","0.011665049"
"7","582.0180054","0.01213106"
"8","582.0180054","0.010159438"
"9","582.0180054","0.007974221371"
"10","582.0180054","0.006583973"
"11","582.0180054","0.003984601"
"1","581.0126343","0.008321306"
"2","581.0126343","0.006731384"
"3","581.0126343","0.008339038"
"4","581.0126343","0.010029031"
"5","581.0126343","0.009484274"
"6","581.0126343","0.009288665"
"7","581.0126343","0.010636968"
"8","581.0126343","0.008372868"
"9","581.0126343","0.007435720414"
"10","581.0126343","0.006090558"
"11","581.0126343","0.003879462"
"1","580.006958","0.008083336"
"2","580.006958","0.007472615"
"3","580.006958","0.007324188"
"4","580.006958","0.010082413"
"5","580.006958","0.01032233"
"6","580.006958","0.010290123"
"7","580.006958","0.010991232"
"8","580.006958","0.007966022"
"9","580.006958","0.007628389169"
"10","580.006958","0.00635021"
"11","580.006958","0.003116201"
"1","579.0010986","0.008251466"
"2","579.0010986","0.006792803"
"3","579.0010986","0.008366166"
"4","579.0010986","0.010389083"
"5","579.0010986","0.010103529"
"6","579.0010986","0.009130443"
"7","579.0010986","0.009718459"
"8","579.0010986","0.007933963"
"9","579.0010986","0.008919033222"
"10","579.0010986","0.006214955"
"11","579.0010986","0.004173993"
"1","577.994812","0.008703819"
"2","577.994812","0.005730614"
"3","577.994812","0.007115077"
"4","577.994812","0.008988241"
"5","577.994812","0.00995783"
"6","577.994812","0.009111542"
"7","577.994812","0.009891142"
"8","577.994812","0.007157075"
"9","577.994812","0.006409079302"
"10","577.994812","0.005091104"
"11","577.994812","0.003178206"
"1","576.9884033","0.006254293"
"2","576.9884033","0.006097777"
"3","576.9884033","0.006458156"
"4","576.9884033","0.009174303"
"5","576.9884033","0.008255819"
"6","576.9884033","0.008368092"
"7","576.9884033","0.009281498"
"8","576.9884033","0.00765318"
"9","576.9884033","0.007354754023"
"10","576.9884033","0.005047079"
"11","576.9884033","0.00292925"
"1","575.9816895","0.006923635"
"2","575.9816895","0.005307078"
"3","575.9816895","0.006474604"
"4","575.9816895","0.008223475"
"5","575.9816895","0.008797531"
"6","575.9816895","0.008838424"
"7","575.9816895","0.009200662"
"8","575.9816895","0.006114552"
"9","575.9816895","0.007465293631"
"10","575.9816895","0.005000178"
"11","575.9816895","0.002242795"
"1","575.012085","0.006034855"
"2","575.012085","0.005063761"
"3","575.012085","0.006244287"
"4","575.012085","0.007435089"
"5","575.012085","0.007498187"
"6","575.012085","0.007858228"
"7","575.012085","0.007839778"
"8","575.012085","0.006764012"
"9","575.012085","0.005392329302"
"10","575.012085","0.005459797"
"11","575.012085","0.001565321"
"1","574.0048218","0.00598273"
"2","574.0048218","0.00581217"
"3","574.0048218","0.006770032"
"4","574.0048218","0.008725712"
"5","574.0048218","0.008633125"
"6","574.0048218","0.008658765"
"7","574.0048218","0.009152148"
"8","574.0048218","0.007128497"
"9","574.0048218","0.006716135889"
"10","574.0048218","0.006591385"
"11","574.0048218","0.002835179"
