experiment,acid_type,true_buffer_count,source_step,predicted_next_pH,observed_next_pH,prediction_abs_error,posterior_mean_std_before,matched_pka_mae_before
7,triprotic,3,6,10.26859325170517,10.28,0.011406748294829683,0.20831880994770588,1.0488126666944901
7,triprotic,3,7,4.9082564655691385,7.35,2.441743534430861,0.21237234017122808,1.052735465630321
7,triprotic,3,8,5.0784111730754375,7.7,2.6215888269245626,0.21706427373838233,1.0498614331507785
7,triprotic,3,9,10.189603209495544,10.2,0.010396790504454856,0.21886373233112036,1.0568235137275874
7,triprotic,3,10,5.273610770702362,8.08,2.806389229297638,0.21716660637190352,1.052065305201074
7,triprotic,3,11,5.505651295185089,8.49,2.984348704814911,0.22305304603498602,1.0489285644116384
7,triprotic,3,12,10.125192523002625,10.14,0.014807476997376057,0.2228532797051168,1.0438783335726323
7,triprotic,3,13,5.999985456466675,9.14,3.1400145435333258,0.21892029025420076,1.043721825452248
7,triprotic,3,14,9.580109119415283,9.72,0.13989088058471744,0.2233745417348815,1.0430335671071174
7,triprotic,3,15,7.6738739013671875,9.43,1.7561260986328122,0.22676400156148582,1.0440462194720503
10,triprotic,3,1,4.343425422674045,3.19,1.153425422674045,0.20000000000000004,0.9122647685519326
10,triprotic,3,2,4.652998032281175,4.99,0.33700196771882496,0.20266722603410628,0.9114529054055523
10,triprotic,3,3,5.147897799499333,7.45,2.3021022005006673,0.20270512644995095,0.9090195980665046
10,triprotic,3,4,10.943798020482063,10.95,0.006201979517935996,0.20605071739186043,0.9079855737465836
10,triprotic,3,5,7.206145405769348,9.54,2.333854594230651,0.21575612626123977,0.8923980218353652
10,triprotic,3,6,10.521944761276245,10.55,0.028055238723755593,0.21106163940994985,0.8968697952665247
10,triprotic,3,7,10.934506043791771,10.94,0.0054939562082285676,0.2116829492103667,0.8936637209876873
10,triprotic,3,8,10.773677930235863,10.78,0.006322069764136629,0.20791743459380999,0.8922336802442908
11,diprotic,2,1,2.2513867516536266,3.63,1.3786132483463733,0.20000000000000004,1.3025199180322102
11,diprotic,2,2,2.487729486078024,4.31,1.8222705139219757,0.2021696605616554,1.2975747584995636
11,diprotic,2,3,2.596898444928229,4.93,2.333101555071771,0.19994808954471402,1.298608046794353
11,diprotic,2,4,2.6329321882221848,5.18,2.547067811777815,0.19967378619696463,1.2955852796812286
12,triprotic,3,1,3.6144356604199857,2.57,1.0444356604199858,0.20000000000000004,1.1060097397961994
12,triprotic,3,2,3.7113287773681805,3.01,0.7013287773681807,0.19387101642183865,1.1073770133673209
12,triprotic,3,3,3.7724354753736407,3.55,0.22243547537364083,0.1919615949301321,1.1068999005467661
12,triprotic,3,4,3.8402279324363917,4.27,0.42977206756360786,0.18965185289185174,1.1100225080514052
12,triprotic,3,5,3.8255097857909277,4.14,0.31449021420907197,0.18982940696261288,1.1105450862026178
12,triprotic,3,6,3.814160095760599,4.04,0.22583990423940126,0.19102836780599755,1.1109554843800538
13,diprotic,2,1,3.722148153465241,4.14,0.4178518465347585,0.20000000000000004,1.2102012378717202
13,diprotic,2,2,3.9599186200648546,6.46,2.5000813799351453,0.205528471031745,1.2248310142587213
13,diprotic,2,3,4.015778263099492,6.67,2.6542217369005083,0.20571345795244841,1.2217009035020168
13,diprotic,2,4,4.067053475882858,6.84,2.772946524117142,0.20211951330070096,1.2208744324560363
13,diprotic,2,5,4.098833206109703,6.95,2.8511667938902976,0.20348348635953262,1.222734410407798
13,diprotic,2,6,4.1184856137260795,7.02,2.90151438627392,0.2108049181330647,1.2212272685637136
15,diprotic,2,1,3.601306679076515,4.5,0.8986933209234849,0.20000000000000004,0.9199261096424451
15,diprotic,2,2,3.7684431730303913,6.89,3.1215568269696083,0.20143991480010293,0.9180475093014531
15,diprotic,2,3,3.911358828190714,11.9,7.988641171809286,0.20231915228369746,0.9206843718940079
15,diprotic,2,4,3.869239852996543,11.48,7.610760147003457,0.20911630631959946,0.9201790262916103
15,diprotic,2,5,3.8412657217122614,8.67,4.8287342782877385,0.2132523341101525,0.9258161532683906
15,diprotic,2,6,3.8543076375499368,11.12,7.2656923624500624,0.2112562570793947,0.924297644956183
15,diprotic,2,7,3.8496880799066275,10.82,6.970311920093373,0.21063780051969838,0.9117129582289043
15,diprotic,2,8,3.853877941844985,10.99,7.136122058155015,0.21620420394441545,0.9025529465286404
16,monoprotic,1,1,2.851939237676561,3.3,0.44806076232343894,0.20000000000000004,0.586286706883802
14,triprotic,3,1,1.5638792025856674,1.5,0.06387920258566737,0.20000000000000004,2.831491761565516
14,triprotic,3,2,1.6713773082010448,1.64,0.031377308201044896,0.1787990854623475,3.0530391009745728
14,triprotic,3,3,1.7738941530697048,1.78,0.006105846930295256,0.1646707808086585,3.1516059414506614
14,triprotic,3,4,1.871712832711637,1.92,0.04828716728836291,0.15512803250986965,3.1352405344103498
17,triprotic,3,1,2.9283600663766265,3.75,0.8216399336233735,0.20000000000000004,0.9415286940390084
17,triprotic,3,2,4.0974593963474035,4.01,0.08745939634740374,0.19829879529525665,0.9428674299379568
17,triprotic,3,3,4.756918787956238,4.32,0.4369187879562375,0.06157808159192579,1.1310777332208943
17,triprotic,3,4,4.994668060448021,4.69,0.3046680604480203,0.062253059963863065,1.1296951877758505
17,triprotic,3,5,5.1404740596190095,5.17,0.029525940380990434,0.06237231121119131,1.1308232161082992
17,triprotic,3,6,5.338702605571598,5.85,0.5112973944284018,0.06263768626282189,1.123601366023273
18,diprotic,2,1,3.565091741969809,3.7,0.13490825803019124,0.20000000000000004,1.0127115860427387
18,diprotic,2,2,3.788967924192548,5.42,1.6310320758074521,0.20431497871240575,1.0074107471368943
18,diprotic,2,3,3.8750116128940135,5.85,1.9749883871059861,0.20786205783973255,1.0144703031737898
18,diprotic,2,4,3.9450474558398128,6.18,2.234952544160187,0.2067244526907567,1.026350755613377
18,diprotic,2,5,3.991238921880722,6.45,2.458761078119278,0.20528685235819036,1.0221960001282695
18,diprotic,2,6,4.014285393757746,6.62,2.6057146062422545,0.21185560478339527,1.0173903612442725
19,triprotic,3,1,4.073287395760417,2.6,1.473287395760417,0.20000000000000004,1.4045535720919282
19,triprotic,3,2,4.185642183991149,2.88,1.3056421839911492,0.20001924271194352,1.4072342731454512
19,triprotic,3,3,4.235988337313756,3.05,1.1859883373137565,0.19552628104180356,1.4066062014813763
19,triprotic,3,4,4.264196697389707,3.17,1.094196697389707,0.19951066452150623,1.413597237637821
19,triprotic,3,5,4.277666799724102,3.23,1.047666799724102,0.19782761125144233,1.4095543414851146
20,diprotic,2,1,3.579884490929544,3.58,0.00011550907045609904,0.20000000000000004,0.1849167399876146
20,diprotic,2,2,4.170613307505846,5.21,1.039386692494154,0.17183557704581665,0.1934429024288289
20,diprotic,2,3,4.410066453274339,7.93,3.5199335467256603,0.17195545674628873,0.18724119025469332
20,diprotic,2,4,4.453767171595246,11.46,7.006232828404755,0.16976285689367568,0.18325817406081368
20,diprotic,2,5,4.433515800628811,11.14,6.7064841993711894,0.17582604016150907,0.1762974616183397
20,diprotic,2,6,4.411325147608295,7.93,3.5186748523917046,0.1784215668169347,0.17846714366038774
20,diprotic,2,7,4.421730931382626,10.81,6.388269068617374,0.178119635761824,0.17715259312460163
20,diprotic,2,8,4.415049255825579,10.49,6.074950744174421,0.17872813742380086,0.1743515376536673
20,diprotic,2,9,4.4090839750133455,8.22,3.810916024986655,0.17412869922756177,0.1788573956944497
20,diprotic,2,10,4.412952649407089,10.15,5.737047350592912,0.17342005735018726,0.17123860089630072
20,diprotic,2,11,4.414138042833656,9.76,5.345861957166344,0.17189028948928273,0.16527617831427466
20,diprotic,2,12,4.413697676733136,8.22,3.8063023232668645,0.16703467967989294,0.16488237529585104
20,diprotic,2,13,4.414684226270765,8.84,4.425315773729235,0.1684032874706705,0.16129281788238137
20,diprotic,2,14,4.413619279395789,8.22,3.8063807206042117,0.17093877006527933,0.16668011842854646
20,diprotic,2,15,4.415046191774309,8.84,4.424953808225691,0.17337991098195227,0.16513268166053252
20,diprotic,2,16,4.415495546301827,8.76,4.344504453698173,0.17540559225649457,0.16509689266070682
20,diprotic,2,17,4.41490101441741,8.67,4.25509898558259,0.17961902635176494,0.16878137584951847
20,diprotic,2,18,4.415621297899634,8.6,4.184378702100366,0.17958271936966444,0.16589678250539652
20,diprotic,2,19,4.413794389925897,8.53,4.116205610074102,0.18282097646643747,0.16855829386482934
