experiment,acid_type,true_buffer_count,step,current_pH,target_pH,abs_pH_error,posterior_mean_std,posterior_max_std,matched_pka_mae,matched_pka_rmse,matched_pka_max_abs_error,matched_within_0p5_frac,matched_within_1p0_frac,all_true_pkas_within_0p5,all_true_pkas_within_1p0,effective_pka_mae,unused_slot_mole_fraction,success_if_stop_now,previous_prediction_abs_error,posterior_pkas,posterior_stds,posterior_moles,effective_pkas,true_pkas,matched_slot_indices,unused_slot_indices
45,monoprotic,1,20,7.33,7.87,0.54,0.2032165387382101,0.22421495733530009,0.9745569048373124,0.9745569048373124,0.9745569048373124,0.0,1.0,0.0,1.0,1.0043255592298106,0.43823992469134054,0.0,3.488092617057264,"[5.1746, 2.4724, 5.5031]","[0.2042, 0.1812, 0.2242]","[0.4033, 0.2215, 0.0931]","[5.2043, 2.4955, 5.5113]",[4.2000],[0],"[1, 2]"
45,monoprotic,1,21,7.39,7.87,0.4800000000000004,0.20318310551831775,0.22237353493339498,0.9814511799565127,0.9814511799565127,0.9814511799565127,0.0,1.0,0.0,1.0,1.0054269856431475,0.43854574571441035,0.0,3.5475041806790975,"[5.1815, 2.4767, 5.4900]","[0.2043, 0.1829, 0.2224]","[0.4031, 0.2213, 0.0936]","[5.2054, 2.4962, 5.5093]",[4.2000],[0],"[1, 2]"
45,monoprotic,1,22,7.46,7.87,0.41000000000000014,0.20037369007642647,0.21237834561737778,0.9778530597581563,0.9778530597581563,0.9778530597581563,0.0,1.0,0.0,1.0,1.0048544324213253,0.4361556571011493,0.0,3.616619499437511,"[5.1779, 2.4862, 5.4802]","[0.2046, 0.1841, 0.2124]","[0.4047, 0.2186, 0.0944]","[5.2049, 2.4978, 5.5077]",[4.2000],[0],"[1, 2]"
45,monoprotic,1,23,7.53,7.87,0.33999999999999986,0.2023574944552966,0.21255646014976898,0.9634359668618595,0.9634359668618595,0.9634359668618595,0.0,1.0,0.0,1.0,1.002560963497424,0.4376625465835604,0.0,3.6861306496150794,"[5.1634, 2.4857, 5.4779]","[0.2055, 0.1890, 0.2126]","[0.4025, 0.2193, 0.0940]","[5.2026, 2.4977, 5.5073]",[4.2000],[0],"[1, 2]"
45,monoprotic,1,24,7.62,7.87,0.25,0.20432134952733494,0.21589083402739911,0.9640953427061945,0.9640953427061945,0.9640953427061945,0.0,1.0,0.0,1.0,1.0027570469489548,0.4370474879794341,0.0,3.7772500322945417,"[5.1641, 2.4817, 5.4760]","[0.2159, 0.1866, 0.2104]","[0.4025, 0.2178, 0.0947]","[5.2028, 2.4971, 5.5070]",[4.2000],[0],"[1, 2]"
45,monoprotic,1,25,7.74,7.87,0.1299999999999999,0.1985888298045568,0.2068228303689562,0.9719127204970182,0.9719127204970182,0.9719127204970182,0.0,1.0,0.0,1.0,1.0038486134306561,0.4348771223867077,0.0,3.8974469758197667,"[5.1719, 2.4930, 5.4770]","[0.1968, 0.1922, 0.2068]","[0.4028, 0.2163, 0.0937]","[5.2038, 2.4989, 5.5071]",[4.2000],[0],"[1, 2]"
45,monoprotic,1,26,7.89,7.87,0.019999999999999574,0.1962337028075676,0.20753035257184568,0.9576236056724827,0.9576236056724827,0.9576236056724827,0.0,1.0,0.0,1.0,1.0015614105789403,0.4314101325815447,1.0,4.045966074205935,"[5.1576, 2.4906, 5.4749]","[0.1983, 0.1829, 0.2075]","[0.4034, 0.2142, 0.0919]","[5.2016, 2.4985, 5.5068]",[4.2000],[0],"[1, 2]"
50,triprotic,3,0,1.85,7.08,5.23,0.20000000000000004,0.2,1.337709458363295,1.365298267257087,1.5575741031080543,0.0,0.3333333333333333,0.0,0.0,1.337709458363295,0.0,0.0,,"[4.4451, 3.5971, 4.7382]","[0.2000, 0.2000, 0.2000]","[0.4799, 0.4986, 0.1072]","[4.4451, 3.5971, 4.7382]","[2.0944, 5.3979, 6.2958]","[0, 1, 2]",[]
50,triprotic,3,1,2.84,7.08,4.24,0.20337014754324811,0.21003143825030435,1.3385025399271437,1.365538164343484,1.5549520904420815,0.0,0.3333333333333333,0.0,0.0,1.3378339663749348,0.0,0.0,1.042481528678909,"[4.4406, 3.5976, 4.7408]","[0.2100, 0.1997, 0.2004]","[0.4799, 0.4983, 0.1075]","[4.4444, 3.5972, 4.7386]","[2.0944, 5.3979, 6.2958]","[0, 1, 2]",[]
50,triprotic,3,2,5.21,7.08,1.87,0.20516184958075678,0.21363917058597798,1.3427551344953172,1.3696648598310643,1.5637497590674645,0.0,0.3333333333333333,0.0,0.0,1.3385133961408908,0.0,0.0,1.0683372603170573,"[4.4356, 3.5965, 4.7320]","[0.2136, 0.2070, 0.1949]","[0.4795, 0.4982, 0.1076]","[4.4436, 3.5970, 4.7372]","[2.0944, 5.3979, 6.2958]","[0, 1, 2]",[]
50,triprotic,3,3,5.59,7.08,1.4900000000000002,0.1946728996521977,0.20058039230376296,1.3428444759618052,1.3696171787463025,1.5519025799871198,0.0,0.3333333333333333,0.0,0.0,1.3385313933003067,0.0,0.0,1.3069856207910924,"[4.4355, 3.6086, 4.7439]","[0.1958, 0.2006, 0.1876]","[0.4794, 0.4982, 0.1078]","[4.4436, 3.5990, 4.7391]","[2.0944, 5.3979, 6.2958]","[0, 1, 2]",[]
50,triprotic,3,4,5.93,7.08,1.1500000000000004,0.20191909897084526,0.20694062196475538,1.3425378063175362,1.3699730044012912,1.553449058415775,0.0,0.3333333333333333,0.0,0.0,1.3384790001693847,0.0,0.0,1.4592365066707131,"[4.4406, 3.6112, 4.7423]","[0.2069, 0.2028, 0.1961]","[0.4795, 0.4985, 0.1075]","[4.4444, 3.5994, 4.7388]","[2.0944, 5.3979, 6.2958]","[0, 1, 2]",[]
50,triprotic,3,5,6.22,7.08,0.8600000000000003,0.20617601399813548,0.2087754115666626,1.3417787073029732,1.370632116043374,1.5586673503680455,0.0,0.3333333333333333,0.0,0.0,1.3383639482505378,0.0,0.0,1.5398879938572643,"[4.4511, 3.6143, 4.7371]","[0.2085, 0.2013, 0.2088]","[0.4791, 0.4983, 0.1075]","[4.4461, 3.5999, 4.7380]","[2.0944, 5.3979, 6.2958]","[0, 1, 2]",[]
50,triprotic,3,6,6.71,7.08,0.3700000000000001,0.20420122012349243,0.21619010353368864,1.3470176792267792,1.3750894859277485,1.5536330503957938,0.0,0.3333333333333333,0.0,0.0,1.3392148610478138,0.0,0.0,1.5638376204669475,"[4.4416, 3.6255, 4.7421]","[0.2004, 0.1960, 0.2162]","[0.4783, 0.4988, 0.1064]","[4.4445, 3.6017, 4.7388]","[2.0944, 5.3979, 6.2958]","[0, 1, 2]",[]
50,triprotic,3,7,7.08,7.08,0.0,0.20731303589676306,0.2238673580730136,1.3355839934225588,1.3623961905071975,1.5375384729954593,0.0,0.3333333333333333,0.0,0.0,1.3374014054369372,0.0,1.0,1.5652581471204758,"[4.4424, 3.6081, 4.7582]","[0.2024, 0.1957, 0.2239]","[0.4773, 0.4989, 0.1067]","[4.4447, 3.5989, 4.7413]","[2.0944, 5.3979, 6.2958]","[0, 1, 2]",[]
51,monoprotic,1,0,1.83,6.55,4.72,0.20000000000000004,0.2,0.7476846916420192,0.7476846916420192,0.7476846916420192,0.0,1.0,0.0,1.0,0.7476846916420192,0.5757886681346898,0.0,,"[2.2222, 3.1123, 5.7226]","[0.2000, 0.2000, 0.2000]","[0.3887, 0.3728, 0.1172]","[2.2222, 3.1123, 5.7226]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,1,4.45,6.55,2.0999999999999996,0.2012717588973728,0.2045643827321378,0.7590720126956607,0.7590720126956607,0.7590720126956607,0.0,1.0,0.0,1.0,0.7495123570685198,0.5757723978047186,0.0,1.9388848303817214,"[2.2352, 3.1009, 5.7206]","[0.1991, 0.2001, 0.2046]","[0.3888, 0.3728, 0.1173]","[2.2243, 3.1105, 5.7223]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,2,11.83,6.55,5.28,0.20262007529827117,0.20978507456854759,0.7491033494891077,0.7491033494891077,0.7491033494891077,0.0,1.0,0.0,1.0,0.7479132034530065,0.5757097453364048,0.0,8.981641813572496,"[2.2383, 3.1109, 5.6982]","[0.2009, 0.1971, 0.2098]","[0.3887, 0.3729, 0.1173]","[2.2248, 3.1121, 5.7187]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,3,5.37,6.55,1.1799999999999997,0.2007287324433368,0.20965421451573563,0.7502485333674778,0.7502485333674778,0.7502485333674778,0.0,1.0,0.0,1.0,0.7481003545087712,0.5757193144173487,0.0,2.6836212737299503,"[2.2419, 3.1098, 5.7005]","[0.2008, 0.1917, 0.2097]","[0.3892, 0.3735, 0.1176]","[2.2253, 3.1119, 5.7191]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,4,11.37,6.55,4.819999999999999,0.2084805323476027,0.2130693731314305,0.7497937395856158,0.7497937395856158,0.7497937395856158,0.0,1.0,0.0,1.0,0.7480204814273819,0.5762185422545976,0.0,8.600878039263188,"[2.2444, 3.1102, 5.7108]","[0.2055, 0.2068, 0.2131]","[0.3894, 0.3732, 0.1180]","[2.2257, 3.1120, 5.7207]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,5,10.75,6.55,4.2,0.21170775726129362,0.2134212370052583,0.7660020487186636,0.7660020487186636,0.7660020487186636,0.0,1.0,0.0,1.0,0.7505844229030485,0.575996295325658,0.0,8.020210020244122,"[2.2444, 3.0940, 5.7128]","[0.2134, 0.2116, 0.2101]","[0.3894, 0.3738, 0.1184]","[2.2257, 3.1094, 5.7210]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,6,5.39,6.55,1.1600000000000001,0.2116881147020406,0.21352101982402652,0.7636372298040528,0.7636372298040528,0.7636372298040528,0.0,1.0,0.0,1.0,0.7502041263142782,0.5761847493768278,0.0,2.700341575182974,"[2.2622, 3.0964, 5.7016]","[0.2086, 0.2135, 0.2129]","[0.3897, 0.3736, 0.1183]","[2.2285, 3.1098, 5.7193]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,7,5.95,6.55,0.5999999999999996,0.20826197749531236,0.21224394984735354,0.7784822344429929,0.7784822344429929,0.7784822344429929,0.0,1.0,0.0,1.0,0.752576431920533,0.5764770262279424,0.0,3.2392507128417494,"[2.2591, 3.0815, 5.6898]","[0.2122, 0.2088, 0.2037]","[0.3903, 0.3735, 0.1181]","[2.2280, 3.1074, 5.7173]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,8,10.7,6.55,4.1499999999999995,0.211761117076708,0.2144479280086827,0.7807822021772757,0.7807822021772757,0.7807822021772757,0.0,1.0,0.0,1.0,0.7529311131395988,0.5772206750362425,0.0,7.970859416574239,"[2.2631, 3.0792, 5.6832]","[0.2144, 0.2105, 0.2104]","[0.3911, 0.3733, 0.1185]","[2.2286, 3.1071, 5.7163]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,9,10.03,6.55,3.4799999999999995,0.21210736186669163,0.21816214995609343,0.7668906290543744,0.7668906290543744,0.7668906290543744,0.0,1.0,0.0,1.0,0.7507346657105334,0.5781050222066897,0.0,7.309867306817322,"[2.2620, 3.0931, 5.6857]","[0.2182, 0.2090, 0.2092]","[0.3913, 0.3725, 0.1190]","[2.2284, 3.1093, 5.7167]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,10,6.0,6.55,0.5499999999999998,0.21120087601495205,0.21623432745871016,0.7522429171375267,0.7522429171375267,0.7522429171375267,0.0,1.0,0.0,1.0,0.7484110752273301,0.5787591481746022,0.0,3.287975291721523,"[2.2644, 3.1078, 5.7016]","[0.2162, 0.2061, 0.2113]","[0.3916, 0.3717, 0.1191]","[2.2288, 3.1116, 5.7192]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,11,6.42,6.55,0.1299999999999999,0.21322903969074666,0.2169940758135829,0.7489433253227489,0.7489433253227489,0.7489433253227489,0.0,1.0,0.0,1.0,0.7478840515378544,0.5790049485168038,0.0,3.702419677823782,"[2.2692, 3.1111, 5.6949]","[0.2116, 0.2111, 0.2170]","[0.3903, 0.3714, 0.1204]","[2.2296, 3.1121, 5.7182]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,12,9.85,6.55,3.3,0.21268666906326036,0.2225685536629953,0.7429133239116714,0.7429133239116714,0.7429133239116714,0.0,1.0,0.0,1.0,0.7469319261938834,0.5795297670197864,0.0,7.127545424178242,"[2.2840, 3.1171, 5.7083]","[0.2011, 0.2144, 0.2226]","[0.3914, 0.3718, 0.1210]","[2.2321, 3.1131, 5.7203]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,13,8.23,6.55,1.6800000000000006,0.2171972588746216,0.23503699053722288,0.7517091290054556,0.7517091290054556,0.7517091290054556,0.0,1.0,0.0,1.0,0.7483181613743568,0.5805332384580083,0.0,5.507706638909877,"[2.3024, 3.1083, 5.7225]","[0.2003, 0.2163, 0.2350]","[0.3933, 0.3720, 0.1215]","[2.2351, 3.1117, 5.7226]",[3.8600],[1],"[0, 2]"
51,monoprotic,1,14,6.6,6.55,0.04999999999999982,0.217936482494542,0.23121418084617337,0.754117593846575,0.754117593846575,0.754117593846575,0.0,1.0,0.0,1.0,0.7486892268129108,0.5807512841185041,1.0,3.8787754810415205,"[2.3121, 3.1059, 5.7068]","[0.1998, 0.2228, 0.2312]","[0.3937, 0.3714, 0.1208]","[2.2366, 3.1113, 5.7201]",[3.8600],[1],"[0, 2]"
52,diprotic,2,0,1.72,8.88,7.160000000000001,0.20000000000000004,0.2,1.6571953085869084,2.256780501717637,3.18910977817405,0.5,0.5,0.0,0.0,1.6571953085869084,0.37909045360720134,0.0,,"[3.1762, 2.1992, 2.9643]","[0.2000, 0.2000, 0.2000]","[0.2224, 0.1154, 0.2062]","[3.1762, 2.1992, 2.9643]","[2.3245, 6.3653]","[0, 1]",[2]
52,diprotic,2,1,3.23,8.88,5.65,0.20317259512956054,0.2116501050238333,1.6486962446496645,2.2512806258832954,3.181688465554773,0.5,0.5,0.0,0.0,1.6558428163751193,0.37975328397902397,0.0,0.6933680453989655,"[3.1836, 2.2087, 2.9625]","[0.2016, 0.2117, 0.1963]","[0.2223, 0.1154, 0.2068]","[3.1774, 2.2007, 2.9640]","[2.3245, 6.3653]","[0, 1]",[2]
52,diprotic,2,2,6.53,8.88,2.3500000000000005,0.20607597147781642,0.21460870103492377,1.6492032083160768,2.255918570801109,3.1884554214914473,0.5,0.5,0.0,0.0,1.6559336717282336,0.37956742952890093,0.0,3.7505510993953797,"[3.1769, 2.2145, 2.9564]","[0.1974, 0.2146, 0.2062]","[0.2225, 0.1157, 0.2069]","[3.1763, 2.2016, 2.9631]","[2.3245, 6.3653]","[0, 1]",[2]
52,diprotic,2,3,7.98,8.88,0.9000000000000004,0.20010657930360906,0.20680133844303736,1.653821815583253,2.2506108930723085,3.18029578991647,0.5,0.5,0.0,0.0,1.6566470189009392,0.3796579508631114,0.0,5.059069534316659,"[3.1850, 2.1971, 2.9431]","[0.1923, 0.2012, 0.2068]","[0.2224, 0.1153, 0.2067]","[3.1776, 2.1988, 2.9610]","[2.3245, 6.3653]","[0, 1]",[2]
52,diprotic,2,4,11.62,8.88,2.7399999999999984,0.20304605088241953,0.20908115901982371,1.6471714812923461,2.243744303969605,3.1707247664823406,0.5,0.5,0.0,0.0,1.6555872300962475,0.3795002904052059,0.0,8.630957027319818,"[3.1946, 2.2008, 2.9403]","[0.2006, 0.1994, 0.2091]","[0.2221, 0.1150, 0.2062]","[3.1792, 2.1994, 2.9605]","[2.3245, 6.3653]","[0, 1]",[2]
52,diprotic,2,5,11.22,8.88,2.34,0.2054952725663047,0.20828246367142084,1.6582612500691278,2.258642764547592,3.1917659824916798,0.5,0.5,0.0,0.0,1.657364333674286,0.3791516220238074,0.0,8.265761601999403,"[3.1736, 2.1997, 2.9452]","[0.2083, 0.2005, 0.2077]","[0.2220, 0.1154, 0.2060]","[3.1758, 2.1993, 2.9613]","[2.3245, 6.3653]","[0, 1]",[2]
52,diprotic,2,6,7.98,8.88,0.9000000000000004,0.19741551670298066,0.20230503455015827,1.65104188446915,2.247367731255525,3.1757459263137187,0.5,0.5,0.0,0.0,1.656200565197664,0.3797565984083985,0.0,5.0591011331602935,"[3.1896, 2.1981, 2.9494]","[0.1942, 0.1957, 0.2023]","[0.2220, 0.1155, 0.2066]","[3.1784, 2.1990, 2.9620]","[2.3245, 6.3653]","[0, 1]",[2]
52,diprotic,2,7,10.64,8.88,1.7599999999999998,0.1936860648382732,0.19914937562307802,1.6485643227476672,2.240738901730766,3.166176427171299,0.5,0.5,0.0,0.0,1.6557879597928407,0.3800781073500201,0.0,7.702022222205997,"[3.1992, 2.1935, 2.9377]","[0.1899, 0.1991, 0.1920]","[0.2226, 0.1153, 0.2071]","[3.1799, 2.1983, 2.9600]","[2.3245, 6.3653]","[0, 1]",[2]
52,diprotic,2,8,8.78,8.88,0.10000000000000142,0.19239065217289322,0.19431916616694822,1.6540385409669578,2.2507459369281753,3.1804768062088202,0.5,0.5,0.0,0.0,1.6566859805625835,0.38061192393721865,0.0,5.850169570390134,"[3.1848, 2.1968, 2.9431]","[0.1943, 0.1905, 0.1924]","[0.2235, 0.1155, 0.2083]","[3.1776, 2.1988, 2.9609]","[2.3245, 6.3653]","[0, 1]",[2]
52,diprotic,2,9,10.15,8.88,1.2699999999999996,0.19383153581167978,0.19591432635206832,1.650658158390482,2.24886034803939,3.177976235649698,0.5,0.5,0.0,0.0,1.656139871069133,0.38210041684836094,0.0,7.2168001472949985,"[3.1874, 2.2011, 2.9338]","[0.1959, 0.1910, 0.1946]","[0.2226, 0.1145, 0.2084]","[3.1780, 2.1995, 2.9594]","[2.3245, 6.3653]","[0, 1]",[2]
52,diprotic,2,10,9.63,8.88,0.75,0.19235274865469346,0.2069341900570745,1.6608192751651893,2.257656360880823,3.19009739868145,0.5,0.5,0.0,0.0,1.6577862998796005,0.3815100810323362,0.0,6.698510784301908,"[3.1752, 2.1929, 2.9346]","[0.1827, 0.1874, 0.2069]","[0.2224, 0.1154, 0.2084]","[3.1761, 2.1981, 2.9596]","[2.3245, 6.3653]","[0, 1]",[2]
52,diprotic,2,11,8.89,8.88,0.009999999999999787,0.18823308596984809,0.20942801395412997,1.6658929566803795,2.2686140625888322,3.205831404105636,0.5,0.5,0.0,0.0,1.6586288094695119,0.38217620160147836,1.0,5.96092683762312,"[3.1595, 2.1985, 2.9371]","[0.1778, 0.1775, 0.2094]","[0.2216, 0.1162, 0.2090]","[3.1735, 2.1991, 2.9600]","[2.3245, 6.3653]","[0, 1]",[2]
53,diprotic,2,0,1.57,2.03,0.45999999999999974,0.20000000000000004,0.2,0.6836153869716093,0.859108020039928,1.2039389332316093,0.5,0.5,0.0,0.0,0.6836153869716093,0.3365881645102745,0.0,,"[5.4635, 3.1081, 2.5044]","[0.2000, 0.2000, 0.2000]","[0.2525, 0.2541, 0.2570]","[5.4635, 3.1081, 2.5044]","[3.2714, 6.6675]","[0, 1]",[2]
53,diprotic,2,1,2.53,2.03,0.5,0.2060341812360196,0.21323166428663543,0.676609078852296,0.8618059671736581,1.210378391824456,0.5,0.5,0.0,0.0,0.6824902085868974,0.3365803586125485,0.0,0.6872722867690029,"[5.4571, 3.1286, 2.5109]","[0.2039, 0.2010, 0.2132]","[0.2523, 0.2545, 0.2571]","[5.4625, 3.1114, 2.5054]","[3.2714, 6.6675]","[0, 1]",[2]
53,diprotic,2,2,2.37,2.03,0.3400000000000003,0.20375358805557683,0.21078674323689112,0.6841870817734284,0.8700778693513572,1.2217031614113845,0.5,0.5,0.0,0.0,0.6836989859766214,0.33631615412871596,0.0,0.7496339428424834,"[5.4458, 3.1248, 2.5153]","[0.2027, 0.1978, 0.2108]","[0.2521, 0.2546, 0.2568]","[5.4607, 3.1108, 2.5061]","[3.2714, 6.6675]","[0, 1]",[2]
53,diprotic,2,3,2.2,2.03,0.17000000000000037,0.2082123607905281,0.21430711991627643,0.6972044065034291,0.8734517271755868,1.2233450105801502,0.5,0.5,0.0,0.0,0.6857764090024123,0.3369728232722281,0.0,0.6785601258277891,"[5.4441, 3.1004, 2.5154]","[0.2113, 0.1990, 0.2143]","[0.2519, 0.2543, 0.2573]","[5.4605, 3.1069, 2.5061]","[3.2714, 6.6675]","[0, 1]",[2]
53,diprotic,2,4,2.05,2.03,0.020000000000000018,0.21616586306320648,0.2281927760470361,0.7018778625172641,0.8807488432792205,1.233936121588469,0.5,0.5,0.0,0.0,0.6865153754953095,0.336716614544647,1.0,0.27704218849539775,"[5.4335, 3.1016, 2.5203]","[0.2084, 0.2119, 0.2282]","[0.2521, 0.2544, 0.2571]","[5.4588, 3.1071, 2.5069]","[3.2714, 6.6675]","[0, 1]",[2]
54,triprotic,3,0,2.01,4.1,2.09,0.20000000000000004,0.2,2.3242005814302495,2.4204379680566848,2.9203964305765227,0.0,0.0,0.0,0.0,2.3242005814302495,0.0,0.0,,"[2.2715, 2.7136, 3.2469]","[0.2000, 0.2000, 0.2000]","[0.1025, 0.1260, 0.4867]","[2.2715, 2.7136, 3.2469]","[3.6508, 5.3865, 6.1673]","[0, 1, 2]",[]
54,triprotic,3,1,3.61,4.1,0.48999999999999977,0.20224745674356,0.21205146795796515,2.326068556879728,2.422311654074945,2.930714865711549,0.0,0.0,0.0,0.0,2.3245045531179738,0.0,0.0,1.476840646136552,"[2.2684, 2.7215, 3.2366]","[0.1883, 0.2121, 0.2064]","[0.1027, 0.1256, 0.4865]","[2.2710, 2.7149, 3.2453]","[3.6508, 5.3865, 6.1673]","[0, 1, 2]",[]
54,triprotic,3,2,3.75,4.1,0.34999999999999964,0.2073540564284572,0.221419522908416,2.3276598332664302,2.4239274470956933,2.940275031528111,0.0,0.0,0.0,0.0,2.3247677285397725,0.0,0.0,1.551841042470187,"[2.2656, 2.7290, 3.2270]","[0.1906, 0.2214, 0.2100]","[0.1023, 0.1253, 0.4856]","[2.2705, 2.7160, 3.2438]","[3.6508, 5.3865, 6.1673]","[0, 1, 2]",[]
54,triprotic,3,3,3.89,4.1,0.20999999999999952,0.2066797656732411,0.22003714832932303,2.327802677178528,2.4226676664597835,2.930716666147986,0.0,0.0,0.0,0.0,2.32479412098342,0.0,0.0,1.6293843943718822,"[2.2596, 2.7251, 3.2366]","[0.1935, 0.2200, 0.2065]","[0.1026, 0.1250, 0.4852]","[2.2696, 2.7154, 3.2453]","[3.6508, 5.3865, 6.1673]","[0, 1, 2]",[]
54,triprotic,3,4,3.98,4.1,0.11999999999999966,0.21312432356520716,0.22841591778496687,2.322372782268396,2.4152608639552495,2.921080707334964,0.0,0.0,0.0,0.0,2.3239475577642517,0.0,0.0,1.6839215457625687,"[2.2533, 2.7380, 3.2462]","[0.2029, 0.2284, 0.2081]","[0.1024, 0.1254, 0.4851]","[2.2686, 2.7174, 3.2468]","[3.6508, 5.3865, 6.1673]","[0, 1, 2]",[]
54,triprotic,3,5,4.03,4.1,0.0699999999999994,0.2159283412883278,0.23877116694032433,2.3183407870434207,2.41109244667038,2.9230698125028516,0.0,0.0,0.0,0.0,2.3233517549657052,0.0,1.0,1.7129447948839518,"[2.2543, 2.7511, 3.2442]","[0.1989, 0.2388, 0.2102]","[0.1027, 0.1258, 0.4844]","[2.2687, 2.7194, 3.2465]","[3.6508, 5.3865, 6.1673]","[0, 1, 2]",[]
55,monoprotic,1,0,1.57,6.3,4.7299999999999995,0.20000000000000004,0.2,0.4428824919443137,0.4428824919443137,0.4428824919443137,1.0,1.0,1.0,1.0,0.4428824919443137,0.6931526275926417,0.0,,"[5.3958, 5.1425, 4.9229]","[0.2000, 0.2000, 0.2000]","[0.4347, 0.2768, 0.3150]","[5.3958, 5.1425, 4.9229]",[4.4800],[2],"[0, 1]"
55,monoprotic,1,1,5.08,6.3,1.2199999999999998,0.19933380983911142,0.20197380619863325,0.4406805384716357,0.4406805384716357,0.4406805384716357,1.0,1.0,1.0,1.0,0.44252985856038585,0.6928844713400839,0.0,0.14824195641092963,"[5.3915, 5.1413, 4.9207]","[0.1954, 0.2006, 0.2020]","[0.4349, 0.2773, 0.3157]","[5.3951, 5.1423, 4.9225]",[4.4800],[2],"[0, 1]"
55,monoprotic,1,2,10.66,6.3,4.36,0.20530740859941418,0.21256301287403012,0.4467113070026594,0.4467113070026594,0.4467113070026594,1.0,1.0,1.0,1.0,0.4434878900762911,0.692962964062068,0.0,5.654294431526214,"[5.3834, 5.1549, 4.9267]","[0.2091, 0.1943, 0.2126]","[0.4347, 0.2771, 0.3154]","[5.3939, 5.1445, 4.9235]",[4.4800],[2],"[0, 1]"
55,monoprotic,1,3,5.45,6.3,0.8499999999999996,0.20525834727928757,0.21405133673253812,0.456546039704679,0.456546039704679,0.456546039704679,1.0,1.0,1.0,1.0,0.44503903420803326,0.6930935991553753,0.0,0.4794391810894014,"[5.3825, 5.1546, 4.9365]","[0.2051, 0.1966, 0.2141]","[0.4352, 0.2770, 0.3154]","[5.3937, 5.1445, 4.9250]",[4.4800],[2],"[0, 1]"
55,monoprotic,1,4,5.82,6.3,0.47999999999999954,0.20105815895437232,0.20579307304964678,0.469415451599728,0.469415451599728,0.469415451599728,1.0,1.0,1.0,1.0,0.4471121837870582,0.6932300038547721,0.0,0.8309329551924023,"[5.3825, 5.1560, 4.9494]","[0.2043, 0.1931, 0.2058]","[0.4353, 0.2771, 0.3153]","[5.3937, 5.1447, 4.9271]",[4.4800],[2],"[0, 1]"
55,monoprotic,1,5,10.61,6.3,4.31,0.1995368020640608,0.20815859027460487,0.4506985300970747,0.4506985300970747,0.4506985300970747,1.0,1.0,1.0,1.0,0.44413964554435115,0.6933083212868799,0.0,5.602734076455235,"[5.3833, 5.1506, 4.9307]","[0.2082, 0.1921, 0.1983]","[0.4349, 0.2765, 0.3147]","[5.3939, 5.1438, 4.9241]",[4.4800],[2],"[0, 1]"
55,monoprotic,1,6,6.24,6.3,0.05999999999999961,0.20101038425297205,0.2038541872505853,0.4518021137361119,0.4518021137361119,0.4518021137361119,1.0,1.0,1.0,1.0,0.4443088286046466,0.6930680567126783,1.0,1.2424913407396527,"[5.3993, 5.1479, 4.9318]","[0.2039, 0.1960, 0.2032]","[0.4348, 0.2759, 0.3147]","[5.3964, 5.1434, 4.9243]",[4.4800],[2],"[0, 1]"
49,triprotic,3,0,2.22,10.13,7.91,0.20000000000000004,0.2,1.1217414428992314,1.3524542910348185,2.183336563706715,0.3333333333333333,0.6666666666666666,0.0,0.0,1.1217414428992314,0.0,0.0,,"[5.9604, 3.3368, 3.1964]","[0.2000, 0.2000, 0.2000]","[0.2438, 0.4815, 0.3475]","[5.9604, 3.3368, 3.1964]","[3.6824, 5.5201, 6.6563]","[0, 1, 2]",[]
49,triprotic,3,1,4.36,10.13,5.7700000000000005,0.2070237625050307,0.21398318404834726,1.1130529505897202,1.3444417181936743,2.1721440292763554,0.3333333333333333,0.6666666666666666,0.0,0.0,1.1203597393004958,0.0,0.0,0.33101155819837036,"[5.9646, 3.3480, 3.2071]","[0.2036, 0.2035, 0.2140]","[0.2439, 0.4815, 0.3476]","[5.9611, 3.3386, 3.1981]","[3.6824, 5.5201, 6.6563]","[0, 1, 2]",[]
49,triprotic,3,2,5.62,10.13,4.510000000000001,0.2115036297207384,0.21995383151050066,1.1007407279935217,1.3328494230073151,2.155455296194908,0.3333333333333333,0.6666666666666666,0.0,0.0,1.1184175273974994,0.0,0.0,1.4332712944643573,"[5.9690, 3.3647, 3.2229]","[0.2102, 0.2044, 0.2200]","[0.2442, 0.4815, 0.3474]","[5.9618, 3.3412, 3.2005]","[3.6824, 5.5201, 6.6563]","[0, 1, 2]",[]
