experiment,acid_type,true_buffer_count,step,current_pH,target_pH_x,abs_pH_error,posterior_mean_std,posterior_max_std,matched_pka_mae,matched_pka_rmse,matched_pka_max_abs_error,matched_within_0p5_frac,matched_within_1p0_frac,all_true_pkas_within_0p5,all_true_pkas_within_1p0,effective_pka_mae,unused_slot_mole_fraction,success_if_stop_now,previous_prediction_abs_error,posterior_pkas,posterior_stds,posterior_moles,effective_pkas,true_pkas,matched_slot_indices,unused_slot_indices,stage,steps_taken,success,final_pH,target_pH_y,final_abs_pH_error,final_matched_pka_mae,final_posterior_mean_std,final_unused_slot_mole_fraction
588,monoprotic,1,0,2.03,8.97,6.940000000000001,0.20000000000000004,0.2,0.14716410919038925,0.14716410919038925,0.14716410919038925,1.0,1.0,1.0,1.0,0.14716410919038925,0.8656836753173753,0.0,,"[5.4729, 4.8808, 3.2272]","[0.2000, 0.2000, 0.2000]","[0.2874, 0.4150, 0.1090]","[5.4729, 4.8808, 3.2272]",[3.0800],[2],"[0, 1]",initial,19,True,8.88,8.97,0.08999999999999986,0.4769985407249657,0.17049974687123085,0.8636957514435751
588,monoprotic,1,8,4.83,8.97,4.140000000000001,0.16602988757173046,0.17196464944025688,0.508651546625861,0.508651546625861,0.508651546625861,0.0,1.0,0.0,1.0,0.20715010384135102,0.8697701379270457,0.0,0.3575148651562632,"[5.7516, 5.2328, 3.5887]","[0.1618, 0.1644, 0.1720]","[0.2888, 0.4125, 0.1050]","[5.5197, 4.9397, 3.2872]",[3.0800],[2],"[0, 1]",up_to_8_steps,19,True,8.88,8.97,0.08999999999999986,0.4769985407249657,0.17049974687123085,0.8636957514435751
589,triprotic,3,13,2.7,2.78,0.07999999999999963,0.23360985566767345,0.24249107339807124,1.5179351080474521,1.8899831518271348,2.816294172995598,0.3333333333333333,0.3333333333333333,0.0,0.0,1.4925787372113561,0.0,1.0,0.5327963351272045,"[2.7311, 5.9430, 2.1277]","[0.2314, 0.2425, 0.2270]","[0.3987, 0.4002, 0.1364]","[2.7730, 5.9481, 2.0987]","[2.0574, 5.5474, 7.6102]","[0, 1, 2]",[],final,13,True,2.7,2.78,0.07999999999999963,1.5179351080474521,0.23360985566767345,0.0
589,triprotic,3,0,2.35,2.78,0.4299999999999997,0.20000000000000004,0.2,1.487937844243208,1.8632936603335857,2.7667565609808733,0.3333333333333333,0.3333333333333333,0.0,0.0,1.487937844243208,0.0,0.0,,"[2.7807, 5.9491, 2.0933]","[0.2000, 0.2000, 0.2000]","[0.3966, 0.3986, 0.1351]","[2.7807, 5.9491, 2.0933]","[2.0574, 5.5474, 7.6102]","[0, 1, 2]",[],initial,13,True,2.7,2.78,0.07999999999999963,1.5179351080474521,0.23360985566767345,0.0
589,triprotic,3,8,2.22,2.78,0.5599999999999996,0.23747256002488484,0.24933666673348664,1.500696553801789,1.867030981015156,2.771028539642703,0.3333333333333333,0.3333333333333333,0.0,0.0,1.4899062806193353,0.0,0.0,0.5778296568617223,"[2.7764, 5.9445, 2.1228]","[0.2493, 0.2328, 0.2303]","[0.3979, 0.3992, 0.1355]","[2.7800, 5.9484, 2.0979]","[2.0574, 5.5474, 7.6102]","[0, 1, 2]",[],up_to_8_steps,13,True,2.7,2.78,0.07999999999999963,1.5179351080474521,0.23360985566767345,0.0
590,triprotic,3,13,10.3,10.39,0.08999999999999986,0.2136059782940892,0.22589755585247645,1.3597137803952741,1.4667112495738734,2.0469070676216843,0.0,0.3333333333333333,0.0,0.0,1.3636801826351295,0.0,1.0,0.16383092403411936,"[3.1707, 5.7185, 5.7154]","[0.1937, 0.2259, 0.2212]","[0.2391, 0.2228, 0.1554]","[3.1959, 5.7653, 5.7488]","[2.4699, 4.3839, 7.7654]","[0, 1, 2]",[],final,13,True,10.3,10.39,0.08999999999999986,1.3597137803952741,0.2136059782940892,0.0
590,triprotic,3,0,2.01,10.39,8.38,0.20000000000000004,0.2,1.3644981422213236,1.458337725901904,1.9915047670632147,0.0,0.3333333333333333,0.0,0.0,1.3644981422213236,0.0,0.0,,"[3.2008, 5.7739, 5.7550]","[0.2000, 0.2000, 0.2000]","[0.2398, 0.2259, 0.1535]","[3.2008, 5.7739, 5.7550]","[2.4699, 4.3839, 7.7654]","[0, 1, 2]",[],initial,13,True,10.3,10.39,0.08999999999999986,1.3597137803952741,0.2136059782940892,0.0
590,triprotic,3,8,9.98,10.39,0.41000000000000014,0.2060750165186225,0.2198554235253035,1.3568686455123986,1.4645640699727127,2.047956672052613,0.0,0.3333333333333333,0.0,0.0,1.3633181434470105,0.0,0.0,1.5203788089752202,"[3.1689, 5.7175, 5.7076]","[0.1962, 0.2021, 0.2199]","[0.2400, 0.2244, 0.1566]","[3.1956, 5.7649, 5.7476]","[2.4699, 4.3839, 7.7654]","[0, 1, 2]",[],up_to_8_steps,13,True,10.3,10.39,0.08999999999999986,1.3597137803952741,0.2136059782940892,0.0
591,diprotic,2,18,8.54,8.5,0.03999999999999915,0.10582450714179244,0.1546882892115083,0.13487156067523043,0.1456412694054974,0.1898355623042267,1.0,1.0,1.0,1.0,0.3962293315800798,0.42435030950233427,1.0,3.9799253870360545,"[4.6405, 4.3565, 3.4726]","[0.1547, 0.0502, 0.1126]","[0.1777, 0.0884, 0.1526]","[4.9473, 4.6765, 3.6753]","[3.3927, 4.1667]","[1, 2]",[0],final,18,True,8.54,8.5,0.03999999999999915,0.13487156067523043,0.10582450714179244,0.42435030950233427
591,diprotic,2,0,3.35,8.5,5.15,0.20000000000000004,0.2,0.45563709829671306,0.4736083082383872,0.5848642792153518,0.5,1.0,0.0,1.0,0.45563709829671306,0.42774554911001184,0.0,,"[5.0098, 4.7515, 3.7191]","[0.2000, 0.2000, 0.2000]","[0.1820, 0.0909, 0.1527]","[5.0098, 4.7515, 3.7191]","[3.3927, 4.1667]","[1, 2]",[0],initial,18,True,8.54,8.5,0.03999999999999915,0.13487156067523043,0.10582450714179244,0.42435030950233427
591,diprotic,2,8,9.85,8.5,1.3499999999999996,0.0973628101986423,0.14591924346965032,0.13553083869943938,0.1449295820735954,0.18687259092366304,1.0,1.0,1.0,1.0,0.3958612637035219,0.4230363064312186,0.0,5.289642047043889,"[4.6462, 4.3535, 3.4769]","[0.1459, 0.0459, 0.1003]","[0.1790, 0.0897, 0.1544]","[4.9476, 4.6756, 3.6755]","[3.3927, 4.1667]","[1, 2]",[0],up_to_8_steps,18,True,8.54,8.5,0.03999999999999915,0.13487156067523043,0.10582450714179244,0.42435030950233427
592,diprotic,2,15,6.12,6.17,0.04999999999999982,0.15959771302290868,0.17717231927212196,0.8736586972130225,0.8841423894917745,1.0094093719084691,0.0,0.5,0.0,0.0,0.8357963208835801,0.34409852046561085,1.0,1.801393521372229,"[2.9424, 5.8022, 2.9123]","[0.1772, 0.1557, 0.1459]","[0.4302, 0.3996, 0.4204]","[2.9538, 5.7298, 2.9090]","[2.1744, 4.7927]","[1, 2]",[0],final,15,True,6.12,6.17,0.04999999999999982,0.8736586972130225,0.15959771302290868,0.34409852046561085
592,diprotic,2,0,3.34,6.17,2.83,0.20000000000000004,0.2,0.8280855672332286,0.8334281733876336,0.9223024103997757,0.0,1.0,0.0,1.0,0.8280855672332286,0.3435680108077554,0.0,,"[2.9560, 5.7151, 2.9083]","[0.2000, 0.2000, 0.2000]","[0.4319, 0.4043, 0.4210]","[2.9560, 5.7151, 2.9083]","[2.1744, 4.7927]","[1, 2]",[0],initial,15,True,6.12,6.17,0.04999999999999982,0.8736586972130225,0.15959771302290868,0.34409852046561085
592,diprotic,2,8,4.29,6.17,1.88,0.15729013718273163,0.16718496281344297,0.8714520168403774,0.8810786682767057,1.0013404383300992,0.0,0.5,0.0,0.0,0.8354869903409365,0.34387316721646244,0.0,0.32821577364578847,"[2.9259, 5.7941, 2.9160]","[0.1672, 0.1467, 0.1580]","[0.4319, 0.4027, 0.4214]","[2.9510, 5.7286, 2.9096]","[2.1744, 4.7927]","[1, 2]",[0],up_to_8_steps,15,True,6.12,6.17,0.04999999999999982,0.8736586972130225,0.15959771302290868,0.34409852046561085
593,diprotic,2,5,4.93,4.95,0.020000000000000462,0.19334738599678328,0.2030678972133767,0.811764430813505,1.0881212472953594,1.536365257256337,0.5,0.5,0.0,0.0,0.8135161080478652,0.8097375776252883,1.0,1.343409396074712,"[3.5018, 3.6999, 5.4287]","[0.1884, 0.2031, 0.1886]","[0.0017, 0.2996, 0.0687]","[3.5132, 3.6952, 5.4366]","[3.4146, 6.9650]","[0, 2]",[1],final,5,True,4.93,4.95,0.020000000000000462,0.811764430813505,0.19334738599678328,0.8097375776252883
593,diprotic,2,0,2.46,4.95,2.49,0.20000000000000004,0.2,0.8138569391065107,1.0820281130552856,1.5268939087722941,0.5,0.5,0.0,0.0,0.8138569391065107,0.806863808110176,0.0,,"[3.5155, 3.6943, 5.4382]","[0.2000, 0.2000, 0.2000]","[0.0029, 0.2986, 0.0685]","[3.5155, 3.6943, 5.4382]","[3.4146, 6.9650]","[0, 2]",[1],initial,5,True,4.93,4.95,0.020000000000000462,0.811764430813505,0.19334738599678328,0.8097375776252883
593,diprotic,2,5,4.93,4.95,0.020000000000000462,0.19334738599678328,0.2030678972133767,0.811764430813505,1.0881212472953594,1.536365257256337,0.5,0.5,0.0,0.0,0.8135161080478652,0.8097375776252883,1.0,1.343409396074712,"[3.5018, 3.6999, 5.4287]","[0.1884, 0.2031, 0.1886]","[0.0017, 0.2996, 0.0687]","[3.5132, 3.6952, 5.4366]","[3.4146, 6.9650]","[0, 2]",[1],up_to_8_steps,5,True,4.93,4.95,0.020000000000000462,0.811764430813505,0.19334738599678328,0.8097375776252883
594,diprotic,2,6,5.16,5.22,0.05999999999999961,0.20968294564956014,0.22132026428574847,0.5207629125345916,0.5284202835993178,0.6103954124867448,0.5,1.0,0.0,1.0,0.5174090410976877,0.4553649783331482,1.0,1.6023333229497077,"[4.7939, 2.4811, 3.6264]","[0.2095, 0.2213, 0.1982]","[0.1337, 0.4915, 0.4542]","[4.8019, 2.4808, 3.6277]","[3.1953, 5.4043]","[0, 2]",[1],final,6,True,5.16,5.22,0.05999999999999961,0.5207629125345916,0.20968294564956014,0.4553649783331482
594,diprotic,2,0,1.63,5.22,3.59,0.20000000000000004,0.2,0.5167782775453031,0.5235841247773073,0.600924267206894,0.5,1.0,0.0,1.0,0.5167782775453031,0.45440932780178467,0.0,,"[4.8034, 2.4808, 3.6279]","[0.2000, 0.2000, 0.2000]","[0.1336, 0.4914, 0.4564]","[4.8034, 2.4808, 3.6279]","[3.1953, 5.4043]","[0, 2]",[1],initial,6,True,5.16,5.22,0.05999999999999961,0.5207629125345916,0.20968294564956014,0.4553649783331482
594,diprotic,2,6,5.16,5.22,0.05999999999999961,0.20968294564956014,0.22132026428574847,0.5207629125345916,0.5284202835993178,0.6103954124867448,0.5,1.0,0.0,1.0,0.5174090410976877,0.4553649783331482,1.0,1.6023333229497077,"[4.7939, 2.4811, 3.6264]","[0.2095, 0.2213, 0.1982]","[0.1337, 0.4915, 0.4542]","[4.8019, 2.4808, 3.6277]","[3.1953, 5.4043]","[0, 2]",[1],up_to_8_steps,6,True,5.16,5.22,0.05999999999999961,0.5207629125345916,0.20968294564956014,0.4553649783331482
595,diprotic,2,7,5.94,5.95,0.009999999999999787,0.19965063649705492,0.21648885047441221,1.6234970615105988,1.696702985513489,2.116506505960538,0.0,0.0,0.0,0.0,1.6161627682900213,0.25095429047576895,1.0,3.178400024361909,"[2.5001, 2.9388, 2.2940]","[0.1945, 0.1879, 0.2165]","[0.1274, 0.4504, 0.1936]","[2.5215, 2.9321, 2.3163]","[3.6306, 5.0553]","[0, 1]",[2],final,7,True,5.94,5.95,0.009999999999999787,1.6234970615105988,0.19965063649705492,0.25095429047576895
595,diprotic,2,0,1.79,5.95,4.16,0.20000000000000004,0.2,1.6147554874833305,1.6933265794540462,2.1245786139968423,0.0,0.0,0.0,0.0,1.6147554874833305,0.25071986540389185,0.0,,"[2.5257, 2.9307, 2.3205]","[0.2000, 0.2000, 0.2000]","[0.1271, 0.4504, 0.1932]","[2.5257, 2.9307, 2.3205]","[3.6306, 5.0553]","[0, 1]",[2],initial,7,True,5.94,5.95,0.009999999999999787,1.6234970615105988,0.19965063649705492,0.25095429047576895
595,diprotic,2,7,5.94,5.95,0.009999999999999787,0.19965063649705492,0.21648885047441221,1.6234970615105988,1.696702985513489,2.116506505960538,0.0,0.0,0.0,0.0,1.6161627682900213,0.25095429047576895,1.0,3.178400024361909,"[2.5001, 2.9388, 2.2940]","[0.1945, 0.1879, 0.2165]","[0.1274, 0.4504, 0.1936]","[2.5215, 2.9321, 2.3163]","[3.6306, 5.0553]","[0, 1]",[2],up_to_8_steps,7,True,5.94,5.95,0.009999999999999787,1.6234970615105988,0.19965063649705492,0.25095429047576895
596,triprotic,3,6,7.42,7.36,0.05999999999999961,0.18526680971977985,0.22241536269258663,1.082174544103499,1.2660397889104142,1.5816248614923167,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0637650265811376,0.0,1.0,1.4904725328832864,"[4.7442, 5.2768, 5.6744]","[0.1725, 0.1609, 0.2224]","[0.0445, 0.2354, 0.3879]","[4.6357, 5.0082, 5.5820]","[3.1625, 5.1229, 7.1855]","[0, 1, 2]",[],final,6,True,7.42,7.36,0.05999999999999961,1.082174544103499,0.18526680971977985,0.0
596,triprotic,3,0,3.44,7.36,3.9200000000000004,0.20000000000000004,0.2,1.080362179883212,1.2598732075179233,1.6205772975121793,0.3333333333333333,0.3333333333333333,0.0,0.0,1.080362179883212,0.0,0.0,,"[4.6141, 4.9540, 5.5649]","[0.2000, 0.2000, 0.2000]","[0.0439, 0.2356, 0.3903]","[4.6141, 4.9540, 5.5649]","[3.1625, 5.1229, 7.1855]","[0, 1, 2]",[],initial,6,True,7.42,7.36,0.05999999999999961,1.082174544103499,0.18526680971977985,0.0
596,triprotic,3,6,7.42,7.36,0.05999999999999961,0.18526680971977985,0.22241536269258663,1.082174544103499,1.2660397889104142,1.5816248614923167,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0637650265811376,0.0,1.0,1.4904725328832864,"[4.7442, 5.2768, 5.6744]","[0.1725, 0.1609, 0.2224]","[0.0445, 0.2354, 0.3879]","[4.6357, 5.0082, 5.5820]","[3.1625, 5.1229, 7.1855]","[0, 1, 2]",[],up_to_8_steps,6,True,7.42,7.36,0.05999999999999961,1.082174544103499,0.18526680971977985,0.0
597,monoprotic,1,5,5.29,5.23,0.05999999999999961,0.20624873070289043,0.21718037632528028,0.14691222540399007,0.14691222540399007,0.14691222540399007,1.0,1.0,1.0,1.0,0.12444136328988709,0.8273792187156408,1.0,2.866421932782978,"[3.0491, 2.6883, 5.7769]","[0.2172, 0.1996, 0.2020]","[0.3130, 0.4759, 0.1646]","[3.0103, 2.6947, 5.7544]",[5.6300],[2],"[0, 1]",final,5,True,5.29,5.23,0.05999999999999961,0.14691222540399007,0.20624873070289043,0.8273792187156408
597,monoprotic,1,0,2.49,5.23,2.74,0.20000000000000004,0.2,0.12015649702093789,0.12015649702093789,0.12015649702093789,1.0,1.0,1.0,1.0,0.12015649702093789,0.8257879921610667,0.0,,"[3.0031, 2.6959, 5.7502]","[0.2000, 0.2000, 0.2000]","[0.3125, 0.4749, 0.1661]","[3.0031, 2.6959, 5.7502]",[5.6300],[2],"[0, 1]",initial,5,True,5.29,5.23,0.05999999999999961,0.14691222540399007,0.20624873070289043,0.8273792187156408
597,monoprotic,1,5,5.29,5.23,0.05999999999999961,0.20624873070289043,0.21718037632528028,0.14691222540399007,0.14691222540399007,0.14691222540399007,1.0,1.0,1.0,1.0,0.12444136328988709,0.8273792187156408,1.0,2.866421932782978,"[3.0491, 2.6883, 5.7769]","[0.2172, 0.1996, 0.2020]","[0.3130, 0.4759, 0.1646]","[3.0103, 2.6947, 5.7544]",[5.6300],[2],"[0, 1]",up_to_8_steps,5,True,5.29,5.23,0.05999999999999961,0.14691222540399007,0.20624873070289043,0.8273792187156408
598,monoprotic,1,1,2.44,2.53,0.08999999999999986,0.1963983572600397,0.20163114641835156,1.136455896144438,1.136455896144438,1.136455896144438,0.0,0.0,0.0,0.0,1.139221286588059,0.8398957617739043,1.0,0.7462189877964556,"[2.3730, 2.9735, 5.7424]","[0.1901, 0.1974, 0.2016]","[0.4758, 0.1328, 0.2209]","[2.3737, 2.9708, 5.7477]",[4.1100],[1],"[0, 2]",final,1,True,2.44,2.53,0.08999999999999986,1.136455896144438,0.1963983572600397,0.8398957617739043
598,monoprotic,1,0,2.59,2.53,0.06000000000000005,0.20000000000000004,0.2,1.1397520387669853,1.1397520387669853,1.1397520387669853,0.0,0.0,0.0,0.0,1.1397520387669853,0.8402857468395089,1.0,,"[2.3739, 2.9702, 5.7487]","[0.2000, 0.2000, 0.2000]","[0.4756, 0.1325, 0.2215]","[2.3739, 2.9702, 5.7487]",[4.1100],[1],"[0, 2]",initial,1,True,2.44,2.53,0.08999999999999986,1.136455896144438,0.1963983572600397,0.8398957617739043
598,monoprotic,1,1,2.44,2.53,0.08999999999999986,0.1963983572600397,0.20163114641835156,1.136455896144438,1.136455896144438,1.136455896144438,0.0,0.0,0.0,0.0,1.139221286588059,0.8398957617739043,1.0,0.7462189877964556,"[2.3730, 2.9735, 5.7424]","[0.1901, 0.1974, 0.2016]","[0.4758, 0.1328, 0.2209]","[2.3737, 2.9708, 5.7477]",[4.1100],[1],"[0, 2]",up_to_8_steps,1,True,2.44,2.53,0.08999999999999986,1.136455896144438,0.1963983572600397,0.8398957617739043
599,monoprotic,1,5,6.63,6.6,0.03000000000000025,0.19269193259437478,0.21075260866289833,0.340609800171511,0.340609800171511,0.340609800171511,1.0,1.0,1.0,1.0,0.3325362985570486,0.7519529051399578,1.0,3.003843517154455,"[4.3994, 2.8811, 5.2717]","[0.2108, 0.1941, 0.1732]","[0.2434, 0.4926, 0.2452]","[4.4075, 2.8722, 5.2530]",[4.7400],[0],"[1, 2]",final,5,True,6.63,6.6,0.03000000000000025,0.340609800171511,0.19269193259437478,0.7519529051399578
599,monoprotic,1,0,2.48,6.6,4.119999999999999,0.20000000000000004,0.2,0.3310160470253649,0.3310160470253649,0.3310160470253649,1.0,1.0,1.0,1.0,0.3310160470253649,0.7522846969170448,0.0,,"[4.4090, 2.8705, 5.2493]","[0.2000, 0.2000, 0.2000]","[0.2429, 0.4923, 0.2454]","[4.4090, 2.8705, 5.2493]",[4.7400],[0],"[1, 2]",initial,5,True,6.63,6.6,0.03000000000000025,0.340609800171511,0.19269193259437478,0.7519529051399578
599,monoprotic,1,5,6.63,6.6,0.03000000000000025,0.19269193259437478,0.21075260866289833,0.340609800171511,0.340609800171511,0.340609800171511,1.0,1.0,1.0,1.0,0.3325362985570486,0.7519529051399578,1.0,3.003843517154455,"[4.3994, 2.8811, 5.2717]","[0.2108, 0.1941, 0.1732]","[0.2434, 0.4926, 0.2452]","[4.4075, 2.8722, 5.2530]",[4.7400],[0],"[1, 2]",up_to_8_steps,5,True,6.63,6.6,0.03000000000000025,0.340609800171511,0.19269193259437478,0.7519529051399578
600,triprotic,3,3,2.53,2.62,0.0900000000000003,0.20014931053348803,0.2123798472574851,0.9519603383481489,1.2602127824499576,2.118476382518738,0.6666666666666666,0.6666666666666666,0.0,0.0,0.9581595042574031,0.0,1.0,0.7182415884733202,"[5.4249, 4.2085, 5.5408]","[0.1873, 0.2008, 0.2124]","[0.1002, 0.0463, 0.3044]","[5.4292, 4.2150, 5.5244]","[3.8877, 5.8415, 7.6593]","[0, 1, 2]",[],final,3,True,2.53,2.62,0.0900000000000003,0.9519603383481489,0.20014931053348803,0.0
600,triprotic,3,0,1.81,2.62,0.81,0.20000000000000004,0.2,0.959321082712474,1.27124248779079,2.1379773052279223,0.6666666666666666,0.6666666666666666,0.0,0.0,0.959321082712474,0.0,0.0,,"[5.4300, 4.2162, 5.5213]","[0.2000, 0.2000, 0.2000]","[0.1005, 0.0465, 0.3042]","[5.4300, 4.2162, 5.5213]","[3.8877, 5.8415, 7.6593]","[0, 1, 2]",[],initial,3,True,2.53,2.62,0.0900000000000003,0.9519603383481489,0.20014931053348803,0.0
600,triprotic,3,3,2.53,2.62,0.0900000000000003,0.20014931053348803,0.2123798472574851,0.9519603383481489,1.2602127824499576,2.118476382518738,0.6666666666666666,0.6666666666666666,0.0,0.0,0.9581595042574031,0.0,1.0,0.7182415884733202,"[5.4249, 4.2085, 5.5408]","[0.1873, 0.2008, 0.2124]","[0.1002, 0.0463, 0.3044]","[5.4292, 4.2150, 5.5244]","[3.8877, 5.8415, 7.6593]","[0, 1, 2]",[],up_to_8_steps,3,True,2.53,2.62,0.0900000000000003,0.9519603383481489,0.20014931053348803,0.0
601,triprotic,3,12,8.37,8.46,0.09000000000000163,0.19175512438150688,0.2038432155058029,1.3536608866839934,1.5302484447538536,2.3355968619367546,0.0,0.3333333333333333,0.0,0.0,1.343622486098731,0.0,1.0,2.8220254731178276,"[5.2726, 2.9257, 3.4928]","[0.1707, 0.2038, 0.2007]","[0.4247, 0.4845, 0.2684]","[5.2695, 2.9039, 3.5043]","[2.2649, 5.8284, 6.3372]","[0, 1, 2]",[],final,12,True,8.37,8.46,0.09000000000000163,1.3536608866839934,0.19175512438150688,0.0
601,triprotic,3,0,2.07,8.46,6.390000000000001,0.20000000000000004,0.2,1.3417197692063194,1.5205190434238722,2.3219725325567264,0.0,0.3333333333333333,0.0,0.0,1.3417197692063194,0.0,0.0,,"[5.2688, 2.8997, 3.5065]","[0.2000, 0.2000, 0.2000]","[0.4252, 0.4849, 0.2663]","[5.2688, 2.8997, 3.5065]","[2.2649, 5.8284, 6.3372]","[0, 1, 2]",[],initial,12,True,8.37,8.46,0.09000000000000163,1.3536608866839934,0.19175512438150688,0.0
601,triprotic,3,8,8.86,8.46,0.3999999999999986,0.1923399274299331,0.2009729773889588,1.3476000188214659,1.530935302612947,2.3409494744138484,0.0,0.3333333333333333,0.0,0.0,1.342685312612474,0.0,0.0,2.7871290302276606,"[5.2592, 2.8887, 3.4875]","[0.1862, 0.2010, 0.1898]","[0.4245, 0.4856, 0.2669]","[5.2673, 2.8980, 3.5034]","[2.2649, 5.8284, 6.3372]","[0, 1, 2]",[],up_to_8_steps,12,True,8.37,8.46,0.09000000000000163,1.3536608866839934,0.19175512438150688,0.0
602,diprotic,2,5,6.77,6.83,0.0600000000000005,0.19413061215144434,0.20824253836992687,1.9306380535631948,2.269337317989823,3.123336074419674,0.0,0.5,0.0,0.0,1.941538754666619,0.4227503457169913,1.0,1.0393578060716386,"[5.8559, 5.5533, 5.7769]","[0.2082, 0.1904, 0.1837]","[0.3517, 0.2253, 0.4226]","[5.8313, 5.5506, 5.7538]","[2.4300, 6.5938]","[0, 1]",[2],final,5,True,6.77,6.83,0.0600000000000005,1.9306380535631948,0.19413061215144434,0.4227503457169913
602,diprotic,2,0,2.8,6.83,4.03,0.20000000000000004,0.2,1.9435921222261903,2.2719247391386013,3.1200663814984857,0.0,0.5,0.0,0.0,1.9435921222261903,0.4219244657538314,0.0,,"[5.8267, 5.5500, 5.7493]","[0.2000, 0.2000, 0.2000]","[0.3514, 0.2274, 0.4224]","[5.8267, 5.5500, 5.7493]","[2.4300, 6.5938]","[0, 1]",[2],initial,5,True,6.77,6.83,0.0600000000000005,1.9306380535631948,0.19413061215144434,0.4227503457169913
602,diprotic,2,5,6.77,6.83,0.0600000000000005,0.19413061215144434,0.20824253836992687,1.9306380535631948,2.269337317989823,3.123336074419674,0.0,0.5,0.0,0.0,1.941538754666619,0.4227503457169913,1.0,1.0393578060716386,"[5.8559, 5.5533, 5.7769]","[0.2082, 0.1904, 0.1837]","[0.3517, 0.2253, 0.4226]","[5.8313, 5.5506, 5.7538]","[2.4300, 6.5938]","[0, 1]",[2],up_to_8_steps,5,True,6.77,6.83,0.0600000000000005,1.9306380535631948,0.19413061215144434,0.4227503457169913
603,diprotic,2,5,3.79,3.86,0.06999999999999984,0.1855542845268915,0.19865133006556135,0.7035671529587768,0.7544297695755535,0.9758859707061074,0.5,1.0,0.0,1.0,0.6886440797268236,0.14532515800470108,1.0,1.5353770854044706,"[2.3239, 2.4436, 5.8803]","[0.1747, 0.1987, 0.1833]","[0.0964, 0.1663, 0.4004]","[2.3098, 2.4948, 5.8590]","[3.4195, 6.3116]","[1, 2]",[0],final,5,True,3.79,3.86,0.06999999999999984,0.7035671529587768,0.1855542845268915,0.14532515800470108
603,diprotic,2,0,2.37,3.86,1.4899999999999998,0.20000000000000004,0.2,0.6858300604369638,0.7230761781495224,0.9149070946598434,0.5,1.0,0.0,1.0,0.6858300604369638,0.14535456088367796,0.0,,"[2.3070, 2.5046, 5.8548]","[0.2000, 0.2000, 0.2000]","[0.0964, 0.1663, 0.4004]","[2.3070, 2.5046, 5.8548]","[3.4195, 6.3116]","[1, 2]",[0],initial,5,True,3.79,3.86,0.06999999999999984,0.7035671529587768,0.1855542845268915,0.14532515800470108
603,diprotic,2,5,3.79,3.86,0.06999999999999984,0.1855542845268915,0.19865133006556135,0.7035671529587768,0.7544297695755535,0.9758859707061074,0.5,1.0,0.0,1.0,0.6886440797268236,0.14532515800470108,1.0,1.5353770854044706,"[2.3239, 2.4436, 5.8803]","[0.1747, 0.1987, 0.1833]","[0.0964, 0.1663, 0.4004]","[2.3098, 2.4948, 5.8590]","[3.4195, 6.3116]","[1, 2]",[0],up_to_8_steps,5,True,3.79,3.86,0.06999999999999984,0.7035671529587768,0.1855542845268915,0.14532515800470108
604,diprotic,2,12,9.61,9.65,0.040000000000000924,0.2151819832408617,0.22136765645991877,0.8535167368619068,0.880759474281893,1.0708791794179273,0.0,0.5,0.0,0.0,0.8737667672139657,0.02739653800033638,1.0,5.540288136936724,"[5.6914, 3.2790, 2.9234]","[0.2054, 0.2188, 0.2214]","[0.4024, 0.2441, 0.0182]","[5.6476, 3.2822, 2.9685]","[3.9151, 6.7622]","[0, 1]",[2],final,12,True,9.61,9.65,0.040000000000000924,0.8535167368619068,0.2151819832408617,0.02739653800033638
604,diprotic,2,0,3.08,9.65,6.57,0.20000000000000004,0.2,0.8776150257913629,0.9112610889696683,1.122948755179336,0.0,0.5,0.0,0.0,0.8776150257913629,0.025436840452866715,0.0,,"[5.6393, 3.2828, 2.9769]","[0.2000, 0.2000, 0.2000]","[0.4023, 0.2432, 0.0168]","[5.6393, 3.2828, 2.9769]","[3.9151, 6.7622]","[0, 1]",[2],initial,12,True,9.61,9.65,0.040000000000000924,0.8535167368619068,0.2151819832408617,0.02739653800033638
604,diprotic,2,8,10.29,9.65,0.6399999999999988,0.207936151340654,0.2132538848571162,0.8664004502529914,0.8954560954032459,1.0926566735845071,0.0,0.5,0.0,0.0,0.8758375545369423,0.027051926333378985,0.0,6.220380946723743,"[5.6696, 3.2750, 2.9406]","[0.2113, 0.2133, 0.1993]","[0.4027, 0.2433, 0.0180]","[5.6441, 3.2816, 2.9710]","[3.9151, 6.7622]","[0, 1]",[2],up_to_8_steps,12,True,9.61,9.65,0.040000000000000924,0.8535167368619068,0.2151819832408617,0.02739653800033638
605,monoprotic,1,50,7.96,7.63,0.33000000000000007,0.2098845058087553,0.22824880703954822,0.9265723871832772,0.9265723871832772,0.9265723871832772,0.0,1.0,0.0,1.0,0.8405579836627117,0.9938759296024451,0.0,4.654377362728119,"[2.1570, 5.3979, 2.5434]","[0.2245, 0.2282, 0.1769]","[0.0239, 0.4287, 0.0028]","[2.1808, 5.3458, 2.6294]",[3.4700],[2],"[0, 1]",final,50,False,7.96,7.63,0.33000000000000007,0.9265723871832772,0.2098845058087553,0.9938759296024451
