experiment,acid_type,true_buffer_count,step,current_pH,target_pH_x,abs_pH_error,posterior_mean_std,posterior_max_std,matched_pka_mae,matched_pka_rmse,matched_pka_max_abs_error,matched_within_0p5_frac,matched_within_1p0_frac,all_true_pkas_within_0p5,all_true_pkas_within_1p0,effective_pka_mae,unused_slot_mole_fraction,success_if_stop_now,previous_prediction_abs_error,posterior_pkas,posterior_stds,posterior_moles,effective_pkas,true_pkas,matched_slot_indices,unused_slot_indices,stage,steps_taken,success,final_pH,target_pH_y,final_abs_pH_error,final_matched_pka_mae,final_posterior_mean_std,final_unused_slot_mole_fraction
112,triprotic,3,0,2.05,10.15,8.100000000000001,0.20000000000000004,0.2,1.6393186889896623,2.006175840314972,3.1140879323287454,0.3333333333333333,0.3333333333333333,0.0,0.0,1.6393186889896623,0.0,0.0,,"[3.6634, 4.7581, 4.6816]","[0.2000, 0.2000, 0.2000]","[0.2577, 0.3262, 0.2114]","[3.6634, 4.7581, 4.6816]","[2.1493, 4.3919, 7.8722]","[0, 1, 2]",[],initial,12,True,10.07,10.15,0.08000000000000007,1.6315289030654299,0.21918159752097668,0.0
112,triprotic,3,8,9.38,10.15,0.7699999999999996,0.2047520372997721,0.21305888955246596,1.6430286296121022,2.01176648880469,3.1450082004451243,0.3333333333333333,0.3333333333333333,0.0,0.0,1.639952575957352,0.0,0.0,3.1429728615283974,"[3.6153, 4.7272, 4.7099]","[0.2131, 0.1977, 0.2035]","[0.2567, 0.3280, 0.2113]","[3.6558, 4.7532, 4.6861]","[2.1493, 4.3919, 7.8722]","[0, 1, 2]",[],up_to_8_steps,12,True,10.07,10.15,0.08000000000000007,1.6315289030654299,0.21918159752097668,0.0
113,diprotic,2,14,7.14,7.07,0.0699999999999994,0.04966100827490851,0.06764035006279395,0.3783725884186029,0.46542922737606984,0.6494049666122272,0.5,1.0,0.0,1.0,0.515926055539101,0.22252076145353047,1.0,2.540921849533915,"[3.4165, 3.1620, 5.6506]","[0.0676, 0.0323, 0.0490]","[0.1159, 0.0038, 0.4010]","[3.8678, 3.5902, 5.4975]","[3.0547, 5.0012]","[1, 2]",[0],final,14,True,7.14,7.07,0.0699999999999994,0.3783725884186029,0.04966100827490851,0.22252076145353047
113,diprotic,2,0,1.88,7.07,5.19,0.20000000000000004,0.2,0.5493283467952894,0.5564899327538655,0.6383194287280087,0.5,1.0,0.0,1.0,0.5493283467952894,0.221706468200675,0.0,,"[3.9712, 3.6930, 5.4615]","[0.2000, 0.2000, 0.2000]","[0.1179, 0.0130, 0.4008]","[3.9712, 3.6930, 5.4615]","[3.0547, 5.0012]","[1, 2]",[0],initial,14,True,7.14,7.07,0.0699999999999994,0.3783725884186029,0.04966100827490851,0.22252076145353047
113,diprotic,2,8,10.38,7.07,3.3100000000000005,0.046577988105405775,0.06732130245120464,0.37567368375639165,0.463055832937258,0.6463949199941874,0.5,1.0,0.0,1.0,0.5150946387207922,0.2204429570635871,0.0,5.753341346159578,"[3.4264, 3.1596, 5.6476]","[0.0673, 0.0256, 0.0468]","[0.1166, 0.0079, 0.4045]","[3.8696, 3.5890, 5.4970]","[3.0547, 5.0012]","[1, 2]",[0],up_to_8_steps,14,True,7.14,7.07,0.0699999999999994,0.3783725884186029,0.04966100827490851,0.22252076145353047
114,triprotic,3,10,8.57,8.52,0.05000000000000071,0.20132077052463623,0.21994160119954073,1.3082735411471134,1.4916060480711142,2.0579685345244076,0.3333333333333333,0.3333333333333333,0.0,0.0,1.2989956590379346,0.0,1.0,3.9257724282145503,"[3.3346, 4.9113, 2.3022]","[0.1743, 0.2199, 0.2098]","[0.2912, 0.0807, 0.2028]","[3.3383, 4.9261, 2.3116]","[2.6453, 4.8583, 6.9693]","[0, 1, 2]",[],final,10,True,8.57,8.52,0.05000000000000071,1.3082735411471134,0.20132077052463623,0.0
114,triprotic,3,0,2.2,8.52,6.319999999999999,0.20000000000000004,0.2,1.2972476048604153,1.4812125853657048,2.0404786094070637,0.3333333333333333,0.3333333333333333,0.0,0.0,1.2972476048604153,0.0,0.0,,"[3.3390, 4.9288, 2.3134]","[0.2000, 0.2000, 0.2000]","[0.2929, 0.0801, 0.2029]","[3.3390, 4.9288, 2.3134]","[2.6453, 4.8583, 6.9693]","[0, 1, 2]",[],initial,10,True,8.57,8.52,0.05000000000000071,1.3082735411471134,0.20132077052463623,0.0
114,triprotic,3,8,8.82,8.52,0.3000000000000007,0.20057947671696832,0.2214035839987593,1.2995334412542767,1.4852513651633925,2.04148578534452,0.3333333333333333,0.3333333333333333,0.0,0.0,1.2976415056257358,0.0,0.0,4.032112963199616,"[3.3273, 4.9278, 2.3192]","[0.1743, 0.2061, 0.2214]","[0.2912, 0.0815, 0.2018]","[3.3371, 4.9287, 2.3143]","[2.6453, 4.8583, 6.9693]","[0, 1, 2]",[],up_to_8_steps,10,True,8.57,8.52,0.05000000000000071,1.3082735411471134,0.20132077052463623,0.0
115,diprotic,2,3,3.55,3.61,0.06000000000000005,0.2098841572253249,0.21433567933264014,0.4371756404390863,0.5124891785309458,0.7046127685982078,0.5,1.0,0.0,1.0,0.4292028775600716,0.4090794126396028,1.0,0.7926839092280717,"[5.6973, 5.1036, 3.1791]","[0.2143, 0.2133, 0.2020]","[0.3728, 0.3494, 0.1891]","[5.7021, 5.0944, 3.1858]","[3.8837, 4.9339]","[1, 2]",[0],final,3,True,3.55,3.61,0.06000000000000005,0.4371756404390863,0.2098841572253249,0.4090794126396028
115,diprotic,2,0,2.5,3.61,1.1099999999999999,0.20000000000000004,0.2,0.4276968251289832,0.5052151854010595,0.6966165330985086,0.5,1.0,0.0,1.0,0.4276968251289832,0.4088602640683321,0.0,,"[5.7030, 5.0926, 3.1871]","[0.2000, 0.2000, 0.2000]","[0.3724, 0.3494, 0.1891]","[5.7030, 5.0926, 3.1871]","[3.8837, 4.9339]","[1, 2]",[0],initial,3,True,3.55,3.61,0.06000000000000005,0.4371756404390863,0.2098841572253249,0.4090794126396028
115,diprotic,2,3,3.55,3.61,0.06000000000000005,0.2098841572253249,0.21433567933264014,0.4371756404390863,0.5124891785309458,0.7046127685982078,0.5,1.0,0.0,1.0,0.4292028775600716,0.4090794126396028,1.0,0.7926839092280717,"[5.6973, 5.1036, 3.1791]","[0.2143, 0.2133, 0.2020]","[0.3728, 0.3494, 0.1891]","[5.7021, 5.0944, 3.1858]","[3.8837, 4.9339]","[1, 2]",[0],up_to_8_steps,3,True,3.55,3.61,0.06000000000000005,0.4371756404390863,0.2098841572253249,0.4090794126396028
116,monoprotic,1,3,2.67,2.59,0.08000000000000007,0.1995135138789136,0.2068846610904349,0.01144577664582247,0.01144577664582247,0.01144577664582247,1.0,1.0,1.0,1.0,0.013654938261213001,0.7789855717840044,1.0,0.8547913432866334,"[2.2820, 2.9897, 3.6714]","[0.2069, 0.1859, 0.2058]","[0.0300, 0.2975, 0.0929]","[2.2858, 3.0140, 3.6737]",[3.6600],[2],"[0, 1]",final,3,True,2.67,2.59,0.08000000000000007,0.01144577664582247,0.1995135138789136,0.7789855717840044
116,monoprotic,1,0,1.6,2.59,0.9899999999999998,0.20000000000000004,0.2,0.01407389921404878,0.01407389921404878,0.01407389921404878,1.0,1.0,1.0,1.0,0.01407389921404878,0.7789404071956683,0.0,,"[2.2865, 3.0188, 3.6741]","[0.2000, 0.2000, 0.2000]","[0.0296, 0.2979, 0.0929]","[2.2865, 3.0188, 3.6741]",[3.6600],[2],"[0, 1]",initial,3,True,2.67,2.59,0.08000000000000007,0.01144577664582247,0.1995135138789136,0.7789855717840044
116,monoprotic,1,3,2.67,2.59,0.08000000000000007,0.1995135138789136,0.2068846610904349,0.01144577664582247,0.01144577664582247,0.01144577664582247,1.0,1.0,1.0,1.0,0.013654938261213001,0.7789855717840044,1.0,0.8547913432866334,"[2.2820, 2.9897, 3.6714]","[0.2069, 0.1859, 0.2058]","[0.0300, 0.2975, 0.0929]","[2.2858, 3.0140, 3.6737]",[3.6600],[2],"[0, 1]",up_to_8_steps,3,True,2.67,2.59,0.08000000000000007,0.01144577664582247,0.1995135138789136,0.7789855717840044
117,monoprotic,1,10,10.49,10.47,0.019999999999999574,0.1160380537545108,0.1379524520694553,1.164032799675903,1.164032799675903,1.164032799675903,0.0,0.0,0.0,0.0,1.3167246562400488,0.5536119413565603,1.0,5.997870857603848,"[5.3774, 4.2190, 3.3440]","[0.0868, 0.1380, 0.1234]","[0.3008, 0.0119, 0.2522]","[5.6336, 4.6617, 3.4967]",[2.1800],[2],"[0, 1]",final,10,True,10.49,10.47,0.019999999999999574,1.164032799675903,0.1160380537545108,0.5536119413565603
117,monoprotic,1,0,1.9,10.47,8.57,0.20000000000000004,0.2,1.3492151552586824,1.3492151552586824,1.3492151552586824,0.0,0.0,0.0,0.0,1.3492151552586824,0.5433528538105616,0.0,,"[5.6908, 4.7541, 3.5292]","[0.2000, 0.2000, 0.2000]","[0.3014, 0.0018, 0.2548]","[5.6908, 4.7541, 3.5292]",[2.1800],[2],"[0, 1]",initial,10,True,10.49,10.47,0.019999999999999574,1.164032799675903,0.1160380537545108,0.5536119413565603
117,monoprotic,1,8,10.32,10.47,0.15000000000000036,0.107725210727927,0.12439327650852255,1.1611961413921543,1.1611961413921543,1.1611961413921543,0.0,0.0,0.0,0.0,1.3160817159792848,0.5529373099334142,0.0,5.830356067214161,"[5.3714, 4.2119, 3.3412]","[0.0793, 0.1244, 0.1194]","[0.3014, 0.0115, 0.2530]","[5.6320, 4.6590, 3.4961]",[2.1800],[2],"[0, 1]",up_to_8_steps,10,True,10.49,10.47,0.019999999999999574,1.164032799675903,0.1160380537545108,0.5536119413565603
118,triprotic,3,6,4.41,4.5,0.08999999999999986,0.17112106996139478,0.21762574189966552,0.7135278407043089,0.7762474648001648,1.1097888421695572,0.3333333333333333,0.6666666666666666,0.0,0.0,0.657470071489915,0.0,1.0,0.101634335387498,"[3.8941, 5.1141, 3.2080]","[0.1131, 0.2176, 0.1827]","[0.1850, 0.2730, 0.0719]","[3.9017, 5.5618, 3.4950]","[2.5430, 4.2599, 6.2239]","[0, 1, 2]",[],final,6,True,4.41,4.5,0.08999999999999986,0.7135278407043089,0.17112106996139478,0.0
118,triprotic,3,0,2.16,4.5,2.34,0.20000000000000004,0.2,0.6478562048461919,0.7020615164089865,1.0082817455919986,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6478562048461919,0.0,0.0,,"[3.9033, 5.6452, 3.5513]","[0.2000, 0.2000, 0.2000]","[0.1788, 0.2547, 0.0703]","[3.9033, 5.6452, 3.5513]","[2.5430, 4.2599, 6.2239]","[0, 1, 2]",[],initial,6,True,4.41,4.5,0.08999999999999986,0.7135278407043089,0.17112106996139478,0.0
118,triprotic,3,6,4.41,4.5,0.08999999999999986,0.17112106996139478,0.21762574189966552,0.7135278407043089,0.7762474648001648,1.1097888421695572,0.3333333333333333,0.6666666666666666,0.0,0.0,0.657470071489915,0.0,1.0,0.101634335387498,"[3.8941, 5.1141, 3.2080]","[0.1131, 0.2176, 0.1827]","[0.1850, 0.2730, 0.0719]","[3.9017, 5.5618, 3.4950]","[2.5430, 4.2599, 6.2239]","[0, 1, 2]",[],up_to_8_steps,6,True,4.41,4.5,0.08999999999999986,0.7135278407043089,0.17112106996139478,0.0
119,triprotic,3,7,7.45,7.39,0.0600000000000005,0.20560173576542531,0.21294794392333602,1.7748628978905412,2.0185287604069067,2.836289342035734,0.0,0.3333333333333333,0.0,0.0,1.7839673597129533,0.0,1.0,1.9818067055195572,"[2.7205, 2.9452, 4.9891]","[0.2059, 0.2129, 0.1980]","[0.2696, 0.0805, 0.3167]","[2.7472, 2.9375, 4.9962]","[2.2123, 5.7815, 6.9691]","[0, 1, 2]",[],final,7,True,7.45,7.39,0.0600000000000005,1.7748628978905412,0.20560173576542531,0.0
119,triprotic,3,0,2.4,7.39,4.99,0.20000000000000004,0.2,1.7856837388243079,2.0228222693477482,2.8455020101274076,0.0,0.3333333333333333,0.0,0.0,1.7856837388243079,0.0,0.0,,"[2.7523, 2.9360, 4.9976]","[0.2000, 0.2000, 0.2000]","[0.2704, 0.0799, 0.3166]","[2.7523, 2.9360, 4.9976]","[2.2123, 5.7815, 6.9691]","[0, 1, 2]",[],initial,7,True,7.45,7.39,0.0600000000000005,1.7748628978905412,0.20560173576542531,0.0
119,triprotic,3,7,7.45,7.39,0.0600000000000005,0.20560173576542531,0.21294794392333602,1.7748628978905412,2.0185287604069067,2.836289342035734,0.0,0.3333333333333333,0.0,0.0,1.7839673597129533,0.0,1.0,1.9818067055195572,"[2.7205, 2.9452, 4.9891]","[0.2059, 0.2129, 0.1980]","[0.2696, 0.0805, 0.3167]","[2.7472, 2.9375, 4.9962]","[2.2123, 5.7815, 6.9691]","[0, 1, 2]",[],up_to_8_steps,7,True,7.45,7.39,0.0600000000000005,1.7748628978905412,0.20560173576542531,0.0
120,diprotic,2,4,4.15,4.19,0.040000000000000036,0.20480276094969993,0.21850551791620174,0.045113480793753435,0.05000004245496885,0.06667219356076082,1.0,1.0,1.0,1.0,0.03932795875576711,0.11786437272080535,1.0,0.6764692102791745,"[5.4551, 2.3871, 2.9056]","[0.1896, 0.2185, 0.2063]","[0.4466, 0.3674, 0.1088]","[5.4699, 2.3839, 2.9016]","[2.4107, 5.5217]","[0, 1]",[2],final,4,True,4.15,4.19,0.040000000000000036,0.045113480793753435,0.20480276094969993,0.11786437272080535
120,diprotic,2,0,2.28,4.19,1.9100000000000006,0.20000000000000004,0.2,0.038192368718841685,0.03968765790466776,0.04898371532628509,1.0,1.0,1.0,1.0,0.038192368718841685,0.11817449619216966,0.0,,"[5.4727, 2.3833, 2.9009]","[0.2000, 0.2000, 0.2000]","[0.4463, 0.3673, 0.1090]","[5.4727, 2.3833, 2.9009]","[2.4107, 5.5217]","[0, 1]",[2],initial,4,True,4.15,4.19,0.040000000000000036,0.045113480793753435,0.20480276094969993,0.11786437272080535
120,diprotic,2,4,4.15,4.19,0.040000000000000036,0.20480276094969993,0.21850551791620174,0.045113480793753435,0.05000004245496885,0.06667219356076082,1.0,1.0,1.0,1.0,0.03932795875576711,0.11786437272080535,1.0,0.6764692102791745,"[5.4551, 2.3871, 2.9056]","[0.1896, 0.2185, 0.2063]","[0.4466, 0.3674, 0.1088]","[5.4699, 2.3839, 2.9016]","[2.4107, 5.5217]","[0, 1]",[2],up_to_8_steps,4,True,4.15,4.19,0.040000000000000036,0.045113480793753435,0.20480276094969993,0.11786437272080535
121,monoprotic,1,21,8.05,8.07,0.019999999999999574,0.20777706101977544,0.24045128097282253,0.7907689609921058,0.7907689609921058,0.7907689609921058,0.0,1.0,0.0,1.0,0.7806762436214134,0.3472493519245652,1.0,4.638353316765279,"[3.7492, 3.5517, 3.3237]","[0.2405, 0.1632, 0.2197]","[0.3148, 0.0435, 0.1239]","[3.7593, 3.5322, 3.4000]",[4.5400],[0],"[1, 2]",final,21,True,8.05,8.07,0.019999999999999574,0.7907689609921058,0.20777706101977544,0.3472493519245652
121,monoprotic,1,0,1.63,8.07,6.44,0.20000000000000004,0.2,0.7788557134501084,0.7788557134501084,0.7788557134501084,0.0,1.0,0.0,1.0,0.7788557134501084,0.3490026319340132,0.0,,"[3.7611, 3.5282, 3.4142]","[0.2000, 0.2000, 0.2000]","[0.3144, 0.0453, 0.1232]","[3.7611, 3.5282, 3.4142]",[4.5400],[0],"[1, 2]",initial,21,True,8.05,8.07,0.019999999999999574,0.7907689609921058,0.20777706101977544,0.3472493519245652
121,monoprotic,1,8,6.06,8.07,2.0100000000000007,0.19802379930238181,0.21845208996857882,0.7804424237347312,0.7804424237347312,0.7804424237347312,0.0,1.0,0.0,1.0,0.7791048135652971,0.3518231422928558,0.0,2.6573589611239727,"[3.7596, 3.5452, 3.3513]","[0.2185, 0.1829, 0.1927]","[0.3147, 0.0448, 0.1261]","[3.7609, 3.5310, 3.4040]",[4.5400],[0],"[1, 2]",up_to_8_steps,21,True,8.05,8.07,0.019999999999999574,0.7907689609921058,0.20777706101977544,0.3472493519245652
122,monoprotic,1,1,4.12,4.17,0.04999999999999982,0.20449305289939743,0.21302692387801958,0.5343130540029959,0.5343130540029959,0.5343130540029959,0.0,1.0,0.0,1.0,0.5442951387874304,0.4850745116599642,1.0,0.3250276859663428,"[5.4902, 2.7197, 4.7543]","[0.1953, 0.2052, 0.2130]","[0.0285, 0.1832, 0.2247]","[5.4897, 2.7281, 4.7643]",[4.2200],[2],"[0, 1]",final,1,True,4.12,4.17,0.04999999999999982,0.5343130540029959,0.20449305289939743,0.4850745116599642
122,monoprotic,1,0,2.31,4.17,1.8599999999999999,0.20000000000000004,0.2,0.5461686503640673,0.5461686503640673,0.5461686503640673,0.0,1.0,0.0,1.0,0.5461686503640673,0.48516627773016907,0.0,,"[5.4896, 2.7297, 4.7662]","[0.2000, 0.2000, 0.2000]","[0.0284, 0.1834, 0.2247]","[5.4896, 2.7297, 4.7662]",[4.2200],[2],"[0, 1]",initial,1,True,4.12,4.17,0.04999999999999982,0.5343130540029959,0.20449305289939743,0.4850745116599642
122,monoprotic,1,1,4.12,4.17,0.04999999999999982,0.20449305289939743,0.21302692387801958,0.5343130540029959,0.5343130540029959,0.5343130540029959,0.0,1.0,0.0,1.0,0.5442951387874304,0.4850745116599642,1.0,0.3250276859663428,"[5.4902, 2.7197, 4.7543]","[0.1953, 0.2052, 0.2130]","[0.0285, 0.1832, 0.2247]","[5.4897, 2.7281, 4.7643]",[4.2200],[2],"[0, 1]",up_to_8_steps,1,True,4.12,4.17,0.04999999999999982,0.5343130540029959,0.20449305289939743,0.4850745116599642
123,monoprotic,1,13,5.84,5.89,0.04999999999999982,0.21401126685111568,0.22325861628437244,0.3732545806524836,0.3732545806524836,0.3732545806524836,1.0,1.0,1.0,1.0,0.39694099445199127,0.9065019794759204,1.0,2.394629584541544,"[4.4838, 3.8604, 2.4067]","[0.2233, 0.1959, 0.2229]","[0.2916, 0.3252, 0.0636]","[4.4474, 3.8218, 2.3831]",[2.7800],[2],"[0, 1]",final,13,True,5.84,5.89,0.04999999999999982,0.3732545806524836,0.21401126685111568,0.9065019794759204
123,monoprotic,1,0,2.48,5.89,3.4099999999999997,0.20000000000000004,0.2,0.4013238781035211,0.4013238781035211,0.4013238781035211,1.0,1.0,1.0,1.0,0.4013238781035211,0.908061436855778,0.0,,"[4.4406, 3.8144, 2.3787]","[0.2000, 0.2000, 0.2000]","[0.2913, 0.3237, 0.0623]","[4.4406, 3.8144, 2.3787]",[2.7800],[2],"[0, 1]",initial,13,True,5.84,5.89,0.04999999999999982,0.3732545806524836,0.21401126685111568,0.9065019794759204
123,monoprotic,1,8,4.93,5.89,0.96,0.21006233254466378,0.2206495238860365,0.35597767851182116,0.35597767851182116,0.35597767851182116,1.0,1.0,1.0,1.0,0.3942239061733308,0.9071696278432142,0.0,1.4881340931821612,"[4.4503, 3.8580, 2.4240]","[0.2075, 0.2021, 0.2206]","[0.2921, 0.3230, 0.0629]","[4.4422, 3.8213, 2.3858]",[2.7800],[2],"[0, 1]",up_to_8_steps,13,True,5.84,5.89,0.04999999999999982,0.3732545806524836,0.21401126685111568,0.9065019794759204
124,triprotic,3,14,4.69,4.67,0.020000000000000462,0.1785189300930616,0.20470601971555252,0.7984846364239435,0.9620655691047078,1.5267542942158423,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6527329221994549,0.0,1.0,0.5986013427004222,"[5.4922, 1.8701, 4.8496]","[0.1655, 0.1654, 0.2047]","[0.3276, 0.2454, 0.1507]","[5.7516, 2.0767, 4.8784]","[2.4894, 4.6002, 7.0189]","[0, 1, 2]",[],final,14,True,4.69,4.67,0.020000000000000462,0.7984846364239435,0.1785189300930616,0.0
124,triprotic,3,0,2.75,4.67,1.92,0.20000000000000004,0.2,0.6233639219679862,0.7516505092290715,1.2151709050364676,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6233639219679862,0.0,0.0,,"[5.8037, 2.1182, 4.8839]","[0.2000, 0.2000, 0.2000]","[0.3245, 0.2458, 0.1531]","[5.8037, 2.1182, 4.8839]","[2.4894, 4.6002, 7.0189]","[0, 1, 2]",[],initial,14,True,4.69,4.67,0.020000000000000462,0.7984846364239435,0.1785189300930616,0.0
124,triprotic,3,8,3.32,4.67,1.35,0.19663413319284462,0.2092957065462381,0.6139100644534993,0.7590039264293028,1.244620543160491,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6219006922581585,0.0,0.0,0.5653013196494432,"[5.7743, 2.1695, 4.8774]","[0.1862, 0.2093, 0.1944]","[0.3244, 0.2465, 0.1523]","[5.7989, 2.1263, 4.8829]","[2.4894, 4.6002, 7.0189]","[0, 1, 2]",[],up_to_8_steps,14,True,4.69,4.67,0.020000000000000462,0.7984846364239435,0.1785189300930616,0.0
125,monoprotic,1,11,6.91,6.95,0.040000000000000036,0.1991920612131534,0.21358315826520471,0.09425771300144703,0.09425771300144703,0.09425771300144703,1.0,1.0,1.0,1.0,0.10272659866013889,0.23229000299197625,1.0,3.065582057312131,"[2.8753, 4.8643, 5.0959]","[0.2136, 0.2071, 0.1769]","[0.0290, 0.1398, 0.0132]","[2.8828, 4.8727, 5.0753]",[4.7700],[1],"[0, 2]",final,11,True,6.91,6.95,0.040000000000000036,0.09425771300144703,0.1991920612131534,0.23229000299197625
125,monoprotic,1,0,2.21,6.95,4.74,0.20000000000000004,0.2,0.10432960326949825,0.10432960326949825,0.10432960326949825,1.0,1.0,1.0,1.0,0.10432960326949825,0.22010245023531586,0.0,,"[2.8843, 4.8743, 5.0713]","[0.2000, 0.2000, 0.2000]","[0.0263, 0.1404, 0.0133]","[2.8843, 4.8743, 5.0713]",[4.7700],[1],"[0, 2]",initial,11,True,6.91,6.95,0.040000000000000036,0.09425771300144703,0.1991920612131534,0.23229000299197625
125,monoprotic,1,8,9.59,6.95,2.6399999999999997,0.20412958292123803,0.2208517273229974,0.09846084001646371,0.09846084001646371,0.09846084001646371,1.0,1.0,1.0,1.0,0.10338439126347954,0.22619557096475448,0.0,5.726201685294509,"[2.8567, 4.8685, 5.1072]","[0.2209, 0.1972, 0.1943]","[0.0273, 0.1403, 0.0137]","[2.8799, 4.8734, 5.0771]",[4.7700],[1],"[0, 2]",up_to_8_steps,11,True,6.91,6.95,0.040000000000000036,0.09425771300144703,0.1991920612131534,0.23229000299197625
126,triprotic,3,9,5.66,5.58,0.08000000000000007,0.20933662235461326,0.23029392049635697,1.0968205994570601,1.3299882721225194,2.1171119419203674,0.3333333333333333,0.6666666666666666,0.0,0.0,1.1051001839093335,0.0,1.0,1.98574259955436,"[2.5220, 3.6004, 6.0096]","[0.1917, 0.2303, 0.2060]","[0.2238, 0.4391, 0.1314]","[2.5338, 3.5758, 5.9975]","[2.8478, 5.7175, 6.8571]","[0, 1, 2]",[],final,9,True,5.66,5.58,0.08000000000000007,1.0968205994570601,0.20933662235461326,0.0
126,triprotic,3,0,2.94,5.58,2.64,0.20000000000000004,0.2,1.1066010651299385,1.3473726179646885,2.1462304081407066,0.3333333333333333,0.6666666666666666,0.0,0.0,1.1066010651299385,0.0,0.0,,"[2.5361, 3.5713, 5.9953]","[0.2000, 0.2000, 0.2000]","[0.2239, 0.4379, 0.1324]","[2.5361, 3.5713, 5.9953]","[2.8478, 5.7175, 6.8571]","[0, 1, 2]",[],initial,9,True,5.66,5.58,0.08000000000000007,1.0968205994570601,0.20933662235461326,0.0
126,triprotic,3,8,5.7,5.58,0.1200000000000001,0.20820496893682086,0.22577204608146298,1.093637218285709,1.3295176994907303,2.1219628244587265,0.3333333333333333,0.6666666666666666,0.0,0.0,1.104592303107233,0.0,0.0,1.985948761738837,"[2.5219, 3.5956, 6.0241]","[0.1875, 0.2258, 0.2114]","[0.2242, 0.4384, 0.1311]","[2.5338, 3.5751, 5.9998]","[2.8478, 5.7175, 6.8571]","[0, 1, 2]",[],up_to_8_steps,9,True,5.66,5.58,0.08000000000000007,1.0968205994570601,0.20933662235461326,0.0
127,diprotic,2,8,10.68,10.64,0.03999999999999915,0.22371600684331808,0.233622366333282,0.9111553250230622,1.2541513054881175,1.7729508174339168,0.5,0.5,0.0,0.0,0.9195383419534737,0.7024088755398116,1.0,6.621384103149175,"[2.1117, 2.9214, 5.0070]","[0.2041, 0.2336, 0.2335]","[0.4895, 0.0468, 0.1606]","[2.0961, 2.9651, 5.0339]","[2.8720, 6.7799]","[1, 2]",[0],final,8,True,10.68,10.64,0.03999999999999915,0.9111553250230622,0.22371600684331808,0.7024088755398116
127,diprotic,2,0,1.86,10.64,8.780000000000001,0.20000000000000004,0.2,0.9210650227132935,1.2332489992115947,1.741151797384462,0.5,0.5,0.0,0.0,0.9210650227132935,0.7023219985451831,0.0,,"[2.0931, 2.9730, 5.0388]","[0.2000, 0.2000, 0.2000]","[0.4905, 0.0470, 0.1608]","[2.0931, 2.9730, 5.0388]","[2.8720, 6.7799]","[1, 2]",[0],initial,8,True,10.68,10.64,0.03999999999999915,0.9111553250230622,0.22371600684331808,0.7024088755398116
127,diprotic,2,8,10.68,10.64,0.03999999999999915,0.22371600684331808,0.233622366333282,0.9111553250230622,1.2541513054881175,1.7729508174339168,0.5,0.5,0.0,0.0,0.9195383419534737,0.7024088755398116,1.0,6.621384103149175,"[2.1117, 2.9214, 5.0070]","[0.2041, 0.2336, 0.2335]","[0.4895, 0.0468, 0.1606]","[2.0961, 2.9651, 5.0339]","[2.8720, 6.7799]","[1, 2]",[0],up_to_8_steps,8,True,10.68,10.64,0.03999999999999915,0.9111553250230622,0.22371600684331808,0.7024088755398116
128,monoprotic,1,8,7.46,7.41,0.04999999999999982,0.18942919927802157,0.21148953684626692,0.08322231717188355,0.08322231717188355,0.08322231717188355,1.0,1.0,1.0,1.0,0.09805016266340782,0.5408431228646527,1.0,3.009132182030007,"[5.5778, 5.3768, 2.7085]","[0.1748, 0.1820, 0.2115]","[0.1291, 0.3610, 0.2961]","[5.5930, 5.3619, 2.7125]",[5.4600],[1],"[0, 2]",final,8,True,7.46,7.41,0.04999999999999982,0.08322231717188355,0.18942919927802157,0.5408431228646527
128,monoprotic,1,0,2.5,7.41,4.91,0.20000000000000004,0.2,0.1009587577492086,0.1009587577492086,0.1009587577492086,1.0,1.0,1.0,1.0,0.1009587577492086,0.5408027984341526,0.0,,"[5.5961, 5.3590, 2.7133]","[0.2000, 0.2000, 0.2000]","[0.1309, 0.3626, 0.2961]","[5.5961, 5.3590, 2.7133]",[5.4600],[1],"[0, 2]",initial,8,True,7.46,7.41,0.04999999999999982,0.08322231717188355,0.18942919927802157,0.5408431228646527
128,monoprotic,1,8,7.46,7.41,0.04999999999999982,0.18942919927802157,0.21148953684626692,0.08322231717188355,0.08322231717188355,0.08322231717188355,1.0,1.0,1.0,1.0,0.09805016266340782,0.5408431228646527,1.0,3.009132182030007,"[5.5778, 5.3768, 2.7085]","[0.1748, 0.1820, 0.2115]","[0.1291, 0.3610, 0.2961]","[5.5930, 5.3619, 2.7125]",[5.4600],[1],"[0, 2]",up_to_8_steps,8,True,7.46,7.41,0.04999999999999982,0.08322231717188355,0.18942919927802157,0.5408431228646527
129,monoprotic,1,13,10.03,10.05,0.02000000000000135,0.1923949923038847,0.22103911293962258,0.693110160998641,0.693110160998641,0.693110160998641,0.0,1.0,0.0,1.0,0.7195157596705712,0.7106007196325229,1.0,6.116776882410049,"[2.3436, 5.6785, 4.2469]","[0.2210, 0.2124, 0.1437]","[0.3935, 0.3804, 0.3152]","[2.3465, 5.6638, 4.2205]",[4.9400],[2],"[0, 1]",final,13,True,10.03,10.05,0.02000000000000135,0.693110160998641,0.1923949923038847,0.7106007196325229
