experiment,acid_type,true_buffer_count,steps_taken,success,final_pH,target_pH,final_abs_pH_error,final_matched_pka_mae,final_posterior_mean_std,final_unused_slot_mole_fraction
210,monoprotic,1,50,False,6.65,6.83,0.17999999999999972,0.36298050763037715,0.2255469257108372,0.7538084898667994
222,diprotic,2,8,True,6.75,6.8,0.04999999999999982,0.23742978843660412,0.20048459026190538,0.24463357407626246
224,triprotic,3,8,True,5.87,5.87,0.0,1.679891868678139,0.2131348597644035,0.0
225,triprotic,3,6,True,7.73,7.78,0.04999999999999982,0.7774138553644808,0.16424317595247132,0.0
227,triprotic,3,7,True,6.14,6.19,0.05000000000000071,2.0386557131309817,0.20506333560111092,0.0
226,triprotic,3,7,True,7.68,7.69,0.010000000000000675,1.8423204914072742,0.2002371348090076,0.0
231,monoprotic,1,5,True,3.88,3.86,0.020000000000000018,0.35929425253974845,0.19517009917494202,0.475314265002989
230,monoprotic,1,12,True,10.36,10.31,0.049999999999998934,0.8590792996338821,0.05734057283294897,0.9135211772080118
228,triprotic,3,6,True,5.74,5.66,0.08000000000000007,0.5639957873069613,0.1409325241400066,0.0
229,monoprotic,1,16,True,9.47,9.52,0.049999999999998934,1.4650352424221467,0.18517113484567005,0.8240720558150726
232,monoprotic,1,14,True,9.89,9.82,0.07000000000000028,0.17025339108219173,0.21413609526312918,0.8522494316824722
235,monoprotic,1,10,True,10.79,10.72,0.06999999999999851,0.45545308314059074,0.06884298752369851,0.5303960691847656
233,diprotic,2,12,True,9.79,9.73,0.05999999999999872,0.8548348703615829,0.20588227632208234,0.4124924409270655
234,triprotic,3,5,True,4.13,4.21,0.08000000000000007,0.9080614852523413,0.16435015933945588,0.0
238,monoprotic,1,8,True,6.28,6.27,0.010000000000000675,0.053546256264652925,0.017650264696244543,0.17607375243270557
237,monoprotic,1,14,True,8.18,8.24,0.0600000000000005,0.06107902796132958,0.22510005002470165,0.5175861042788676
239,monoprotic,1,14,True,8.61,8.63,0.02000000000000135,0.15187509801813803,0.19345003513184736,0.3420033667923108
240,diprotic,2,9,True,5.41,5.43,0.019999999999999574,1.066835102875129,0.2107988283189192,0.27244997539282334
236,triprotic,3,10,True,10.67,10.61,0.0600000000000005,2.241556342417771,0.2211791357783636,0.0
242,diprotic,2,6,True,6.68,6.65,0.02999999999999936,0.7015570750201745,0.20133325094250265,0.28655153866660804
243,diprotic,2,5,True,4.16,4.21,0.04999999999999982,1.4281420251351093,0.1998636356639677,0.42387595455549604
241,monoprotic,1,5,True,2.15,2.06,0.08999999999999986,0.7306323665106378,0.20865196481048023,0.27625164023757987
