experiment,acid_type,true_buffer_count,steps_taken,success,final_pH,target_pH,final_abs_pH_error,final_matched_pka_mae,final_posterior_mean_std,final_unused_slot_mole_fraction
753,triprotic,3,5,True,5.07,5.09,0.019999999999999574,0.1764414103384538,0.08402053905649524,0.0
754,diprotic,2,11,True,6.59,6.49,0.09999999999999964,0.35184241236122427,0.17818404956453185,0.027704520224299443
750,monoprotic,1,23,True,7.87,7.87,0.0,0.0027825420048293026,0.2109845387448066,0.9461439216440696
756,triprotic,3,6,True,10.72,10.74,0.019999999999999574,1.626039306307942,0.1975765458598611,0.0
757,diprotic,2,11,True,8.5,8.56,0.0600000000000005,1.7307728200451677,0.21020930506588895,0.36329213826265283
758,triprotic,3,7,True,7.4,7.47,0.0699999999999994,0.8142620710207705,0.12876770329641166,0.0
760,diprotic,2,6,True,6.06,6.11,0.05000000000000071,0.22268858504018563,0.16236061438910807,0.441798230571631
763,monoprotic,1,9,True,5.6,5.67,0.07000000000000028,0.05156618507694155,0.1447460378924786,0.8301424053258017
762,triprotic,3,8,True,7.55,7.61,0.0600000000000005,1.4077864510719367,0.19876358087528653,0.0
761,monoprotic,1,16,True,5.02,4.99,0.02999999999999936,0.4290391586001747,0.03965970241654916,0.7115190640656841
764,triprotic,3,5,True,4.68,4.72,0.040000000000000036,1.1009069692470683,0.16701500562701757,0.0
765,diprotic,2,8,True,8.84,8.84,0.0,1.0678190933714862,0.22970822892201662,0.7329013210627848
767,monoprotic,1,13,True,10.05,10.1,0.049999999999998934,2.4366082954512764,0.2189950037887013,0.46467604328983414
768,monoprotic,1,12,True,8.04,8.11,0.07000000000000028,0.881172438477499,0.20859191933758015,0.6399837965656882
759,monoprotic,1,14,True,3.47,3.39,0.08000000000000007,0.49189816103617545,0.13189079120826153,0.4945207126452872
769,triprotic,3,6,True,7.67,7.6,0.07000000000000028,0.7331842312920515,0.2031755169564006,0.0
772,diprotic,2,7,True,6.07,6.0,0.07000000000000028,1.11562019958502,0.1162908094067705,0.00827055012691071
771,diprotic,2,17,True,8.19,8.28,0.08999999999999986,0.5959533341259293,0.19504052634209978,0.2942092003947977
766,triprotic,3,16,True,10.13,10.14,0.009999999999999787,1.5022584875547154,0.18151565461935273,0.0
770,triprotic,3,11,True,10.53,10.57,0.040000000000000924,1.2914972973696435,0.1915847891314113,0.0
774,triprotic,3,7,True,6.56,6.49,0.0699999999999994,0.9729531866641499,0.17239061654205023,0.0
776,monoprotic,1,10,True,6.83,6.78,0.04999999999999982,0.6938586294567335,0.21455327340750985,0.3027671494382879
773,monoprotic,1,28,True,8.2,8.27,0.07000000000000028,0.8365730771452995,0.20934312570332833,0.905965570130221
775,triprotic,3,16,True,8.79,8.76,0.02999999999999936,0.4922741707440094,0.20388185251802307,0.0
778,monoprotic,1,21,True,8.88,8.86,0.02000000000000135,0.06320357310152502,0.21008790123284152,0.9848288889675137
781,triprotic,3,7,True,5.6,5.66,0.0600000000000005,0.9638561523936157,0.21540085921178265,0.0
782,triprotic,3,5,True,5.2,5.24,0.040000000000000036,1.9224300562578092,0.2055064697812202,0.0
777,triprotic,3,18,True,8.73,8.63,0.09999999999999964,0.514083607545393,0.22305253719594487,0.0
779,diprotic,2,29,True,8.31,8.28,0.030000000000001137,0.8299998053577253,0.23228376371316214,0.27374822096517154
783,monoprotic,1,7,True,2.79,2.84,0.04999999999999982,0.41777954143521434,0.2137720997555267,0.6930827163382838
784,diprotic,2,15,True,10.49,10.48,0.009999999999999787,0.2280897951055958,0.22573052409116276,0.24269231709775668
785,monoprotic,1,14,True,10.01,9.99,0.019999999999999574,0.006865301514618949,0.2378462080563243,0.5775312636236773
780,triprotic,3,15,True,9.62,9.63,0.010000000000001563,1.627060115441223,0.20747122259692005,0.0
789,diprotic,2,4,True,4.56,4.56,0.0,0.47904301984755837,0.19922751621132398,0.5765213268204885
787,monoprotic,1,4,True,2.55,2.63,0.08000000000000007,0.2663575482513947,0.04902674263495276,0.6576165735882462
786,triprotic,3,9,True,6.67,6.59,0.08000000000000007,0.6369051448918488,0.2170868671525035,0.0
788,monoprotic,1,5,True,2.47,2.43,0.040000000000000036,0.38163312911310854,0.1993465489959809,0.5380348436565848
793,monoprotic,1,4,True,7.28,7.35,0.0699999999999994,1.0562744440362009,0.19714674436422633,0.2572597982991153
790,monoprotic,1,13,True,9.75,9.78,0.02999999999999936,1.4531407729465187,0.16066363668044492,0.6691146085839036
795,monoprotic,1,1,True,5.93,5.98,0.05000000000000071,0.4518093194303914,0.19727453194718358,0.9342300883186461
791,triprotic,3,7,True,9.35,9.33,0.019999999999999574,1.6547800876452812,0.1903116554561561,0.0
792,monoprotic,1,14,True,9.39,9.31,0.08000000000000007,0.014625920405328063,0.20768280298033445,0.8444903914207254
797,monoprotic,1,2,True,4.6,4.5,0.09999999999999964,0.6341573906491513,0.21290745812295406,0.6060539460838579
796,monoprotic,1,6,True,5.71,5.69,0.019999999999999574,1.1538331996291995,0.19917982293610967,0.5549461433432331
799,monoprotic,1,5,True,4.71,4.65,0.05999999999999961,0.3136709974830927,0.20164823036158408,0.8465750924213655
794,triprotic,3,10,True,10.73,10.78,0.049999999999998934,2.286317271268986,0.183895357463877,0.0
800,diprotic,2,22,True,7.72,7.67,0.04999999999999982,0.36360606699585696,0.20475027247947677,0.319825378415795
798,triprotic,3,12,True,10.53,10.45,0.08000000000000007,0.8173675271240465,0.21267082067751883,0.0
802,monoprotic,1,15,True,7.56,7.62,0.0600000000000005,0.557146125241692,0.23623563140851847,0.791118387528124
803,diprotic,2,5,True,4.41,4.46,0.04999999999999982,0.96063142643141,0.13613914534141633,0.22325634292829927
804,diprotic,2,4,True,5.2,5.28,0.08000000000000007,0.5307912470288105,0.20572865623791528,0.254392195115249
807,monoprotic,1,14,True,9.45,9.54,0.08999999999999986,0.2891266479714423,0.20187430829068975,0.5703548450812282
806,diprotic,2,20,True,8.76,8.75,0.009999999999999787,0.22651394403597802,0.21389996374580492,0.4867069215280041
801,monoprotic,1,50,False,6.67,6.8,0.1299999999999999,0.646756796045286,0.25289816859237363,0.9596495414682513
810,monoprotic,1,1,True,4.87,4.93,0.05999999999999961,0.18244794225749228,0.1994289055826112,0.5946485729099344
805,monoprotic,1,25,True,8.07,8.03,0.040000000000000924,0.5382173674557009,0.1976433552328499,0.8646701937345971
809,diprotic,2,5,True,3.47,3.5,0.029999999999999805,0.9991069416702583,0.18353423790101872,0.3371874382917894
808,triprotic,3,5,True,2.63,2.67,0.040000000000000036,0.9275406993994876,0.18815543310894456,0.0
811,diprotic,2,4,True,2.27,2.33,0.06000000000000005,0.9887262425300014,0.19474800702719008,0.01869336739724556
812,triprotic,3,9,True,6.26,6.18,0.08000000000000007,0.7018857850422385,0.17871425858993706,0.0
814,triprotic,3,6,True,8.62,8.61,0.009999999999999787,1.2229127105316928,0.03485695561111648,0.0
813,diprotic,2,17,True,8.65,8.62,0.030000000000001137,0.3062482828491788,0.19467626278259154,0.3581645126251448
815,monoprotic,1,14,True,9.69,9.67,0.019999999999999574,0.30532126432193163,0.22516246685711264,0.6571848647598544
818,monoprotic,1,6,True,2.38,2.47,0.0900000000000003,0.41498229925043306,0.1886368513509263,0.8788279959068536
817,triprotic,3,9,True,4.37,4.46,0.08999999999999986,0.5695012786486586,0.06068117660678707,0.0
820,triprotic,3,8,True,6.41,6.34,0.07000000000000028,1.5573146411966572,0.21015162838839005,0.0
819,monoprotic,1,18,True,8.87,8.85,0.019999999999999574,1.2582374021752396,0.08480597758977776,0.5279130196613524
816,triprotic,3,13,True,9.15,9.13,0.019999999999999574,1.2000254513658604,0.21567181438290808,0.0
823,diprotic,2,2,True,3.03,3.06,0.03000000000000025,0.9024387612911624,0.20502187864123092,0.3773895927314317
824,triprotic,3,6,True,8.85,8.75,0.09999999999999964,1.19575818161569,0.21265139591060334,0.0
821,monoprotic,1,18,True,8.7,8.67,0.02999999999999936,0.06435864900076504,0.22720446402849337,0.7848251706431859
825,diprotic,2,9,True,10.83,10.89,0.0600000000000005,0.5250110032084074,0.22466093106999485,0.36606198664059125
828,diprotic,2,8,True,10.72,10.72,0.0,0.7240582178727328,0.21027864826310405,0.07532816368724904
827,diprotic,2,5,True,3.44,3.49,0.050000000000000266,0.9343318019464502,0.21248746690574216,0.3119194774037892
829,monoprotic,1,5,True,5.22,5.13,0.08999999999999986,0.8166634125519963,0.19661373616789357,0.9172746310893429
830,triprotic,3,7,True,6.06,6.14,0.08000000000000007,0.8795432694401134,0.2005465765723459,0.0
822,triprotic,3,13,True,9.42,9.43,0.009999999999999787,0.8855134688902768,0.1905816264740187,0.0
831,monoprotic,1,3,True,3.58,3.64,0.06000000000000005,0.32694541688389966,0.18101915253909914,0.9384809365004511
833,monoprotic,1,8,True,4.59,4.5,0.08999999999999986,0.23836946746534027,0.20610143709364706,0.48082454765991595
834,diprotic,2,14,True,8.71,8.72,0.009999999999999787,1.065270481584833,0.1996923976620506,0.28597822614751867
835,diprotic,2,7,True,3.74,3.81,0.06999999999999984,0.936611019443899,0.20539721386341359,0.3254567689919755
836,diprotic,2,7,True,6.13,6.17,0.040000000000000036,1.1653634892586968,0.20217945832138548,0.27442246536106757
832,triprotic,3,13,True,8.47,8.57,0.09999999999999964,1.4872452325027983,0.21421125377260208,0.0
826,triprotic,3,24,True,9.38,9.3,0.08000000000000007,1.3530890086087937,0.21390798868779806,0.0
839,monoprotic,1,3,True,4.98,5.03,0.04999999999999982,1.0050161515105187,0.21702944244570407,0.7109126221229968
838,triprotic,3,7,True,5.94,6.03,0.08999999999999986,2.378151023813964,0.21406565312463313,0.0
840,diprotic,2,8,True,10.8,10.85,0.049999999999998934,0.7771576369139468,0.20195419628807265,0.2592022009587449
841,diprotic,2,8,True,5.26,5.32,0.0600000000000005,1.2367986018199084,0.19023690203180033,0.2009295436539671
837,monoprotic,1,17,True,8.07,8.17,0.09999999999999964,0.04329000522403614,0.20278460471078566,0.37240101882373733
845,monoprotic,1,4,True,5.89,5.98,0.09000000000000075,0.3948949504937813,0.20793194044529648,0.7862513672817261
842,triprotic,3,6,True,10.94,10.85,0.08999999999999986,1.6825362610999797,0.20817193478925125,0.0
844,triprotic,3,10,True,2.55,2.64,0.0900000000000003,1.1960532779994077,0.21571291250823385,0.0
843,diprotic,2,12,True,10.57,10.54,0.030000000000001137,1.2010699421523372,0.20469411609147894,0.1667533370146073
848,triprotic,3,6,True,5.97,5.98,0.010000000000000675,0.7365233987595102,0.19403526424260156,0.0
847,monoprotic,1,14,True,8.88,8.97,0.08999999999999986,0.640118778911356,0.2049402552443448,0.8173574182144145
850,triprotic,3,7,True,4.63,4.72,0.08999999999999986,1.6228889493555652,0.11397984204147132,0.0
849,triprotic,3,8,True,6.36,6.27,0.09000000000000075,0.7555667811249926,0.20694263632026635,0.0
852,monoprotic,1,4,True,3.63,3.63,0.0,0.3447365322555349,0.204451496075665,0.5025488717628128
846,triprotic,3,10,True,10.67,10.6,0.07000000000000028,1.076503009408487,0.19665216077546044,0.0
851,diprotic,2,16,True,9.37,9.27,0.09999999999999964,0.18730189393461227,0.2327182840559252,0.5332548314799097
856,triprotic,3,1,True,2.92,2.9,0.020000000000000018,0.6554644259040058,0.20478532635778932,0.0
853,triprotic,3,8,True,10.15,10.25,0.09999999999999964,0.9439572725696515,0.15824306108863218,0.0
857,triprotic,3,3,True,2.22,2.31,0.08999999999999986,1.4578304845024095,0.2071927688895929,0.0
855,monoprotic,1,13,True,10.22,10.21,0.009999999999999787,1.2032806516035466,0.2101618819104877,0.5194461423259359
858,diprotic,2,6,True,7.26,7.31,0.04999999999999982,1.5957507042903376,0.21528287185654862,0.7264308374727321
861,diprotic,2,3,True,5.64,5.57,0.0699999999999994,1.4790333068228696,0.19657804698459044,0.5835853423677732
859,diprotic,2,9,True,10.51,10.5,0.009999999999999787,0.6011826706537546,0.19379093603326666,0.12337240523042654
860,diprotic,2,10,True,8.41,8.41,0.0,1.630639918571701,0.20859037889459145,0.8930942857381264
854,triprotic,3,12,True,8.66,8.57,0.08999999999999986,1.4543697185238529,0.20307524562006263,0.0
862,monoprotic,1,12,True,10.66,10.59,0.07000000000000028,1.0586749330347933,0.19853506967974663,0.6595536400315296
866,triprotic,3,7,True,5.47,5.55,0.08000000000000007,1.2287314092874393,0.19762364679015146,0.0
863,monoprotic,1,20,True,8.56,8.49,0.07000000000000028,0.37007221022703085,0.22375176744416544,0.5940204954367543
865,monoprotic,1,5,True,2.76,2.81,0.050000000000000266,0.5732940335840437,0.19069760447745507,0.5853264551192264
864,diprotic,2,13,True,2.22,2.29,0.06999999999999984,0.3605157089099058,0.21256349430583707,0.6403779600684004
867,monoprotic,1,1,True,3.27,3.36,0.08999999999999986,0.027103837274673026,0.1998065680045655,0.8203252325112738
871,diprotic,2,2,True,2.39,2.45,0.06000000000000005,0.41509034708417225,0.20194071539203848,0.3473064389574586
868,monoprotic,1,7,True,3.93,3.93,0.0,1.1000438406976007,0.21592945756865997,0.796636944638116
870,diprotic,2,7,True,10.86,10.77,0.08999999999999986,0.4641967954074182,0.2011469202006331,0.5328449820655707
872,diprotic,2,6,True,6.21,6.31,0.09999999999999964,0.26188812163963915,0.1607443479316435,0.40233960994545864
873,triprotic,3,7,True,4.97,5.06,0.08999999999999986,1.7002968885184295,0.22517927056533846,0.0
875,diprotic,2,7,True,5.78,5.85,0.0699999999999994,0.48638417966643455,0.20451168974200426,0.4882658110582696
869,monoprotic,1,19,True,8.8,8.79,0.010000000000001563,0.2992761778615751,0.1863085823542859,0.5320300300773302
877,triprotic,3,3,True,2.59,2.54,0.04999999999999982,2.1679239245554625,0.194027480671311,0.0
876,monoprotic,1,13,True,9.93,9.91,0.019999999999999574,0.25422099448518853,0.22822702779802273,0.8239758123753622
878,diprotic,2,6,True,7.16,7.22,0.05999999999999961,0.5377328724521189,0.1785991894716641,0.21547369692859822
874,diprotic,2,20,True,8.87,8.91,0.040000000000000924,0.4942065593252005,0.20185589463244372,0.11222124270363408
881,diprotic,2,1,True,3.3,3.26,0.040000000000000036,0.8669184027524577,0.2020925189713205,0.17974144794262792
879,monoprotic,1,4,True,4.41,4.47,0.05999999999999961,2.0311994430936355,0.19448225058956123,0.5978121410434644
880,diprotic,2,12,True,10.31,10.4,0.08999999999999986,0.7480506025862133,0.20653108032330314,0.3571995983270057
882,triprotic,3,11,True,5.87,5.96,0.08999999999999986,1.7414201312606548,0.20799382319149848,0.0
885,diprotic,2,6,True,7.3,7.32,0.020000000000000462,0.595517370253887,0.16008582770901691,0.20012143046366812
887,triprotic,3,6,True,5.62,5.7,0.08000000000000007,2.1688254988585096,0.2064721616432177,0.0
884,monoprotic,1,7,True,2.97,3.02,0.04999999999999982,0.1287815766294873,0.20856715220054742,0.8995435790557758
888,monoprotic,1,7,True,10.89,10.91,0.019999999999999574,0.3433995960025795,0.21137350946456604,0.9846430845206701
886,monoprotic,1,18,True,6.87,6.84,0.03000000000000025,0.3259610110826432,0.2174356717471395,0.9558290434744433
889,triprotic,3,7,True,5.77,5.86,0.09000000000000075,1.11305955490066,0.17430665017718394,0.0
883,triprotic,3,18,True,8.56,8.59,0.02999999999999936,1.3426460778104616,0.21899101424753445,0.0
892,monoprotic,1,8,True,10.86,10.91,0.05000000000000071,0.6361192187817548,0.20304106934333413,0.39011551950868023
891,monoprotic,1,7,True,2.8,2.72,0.07999999999999963,0.06162736557516979,0.2055708275337048,0.6458730403457876
890,diprotic,2,21,True,8.1,8.14,0.040000000000000924,0.2619971314724141,0.20966456056805585,0.6148624126600567
894,diprotic,2,10,True,9.91,9.91,0.0,1.402391703517051,0.2208730806671778,0.5184515163973905
893,monoprotic,1,13,True,10.42,10.46,0.040000000000000924,0.1691735709849138,0.23269014820395437,0.6085648567499068
896,triprotic,3,6,True,6.47,6.48,0.010000000000000675,1.9300627002944524,0.1994343007624193,0.0
898,monoprotic,1,5,True,5.22,5.23,0.010000000000000675,0.508754551854512,0.20234359988303527,0.44753894823220103
895,monoprotic,1,14,True,9.89,9.86,0.030000000000001137,0.386024820046841,0.1992823470527519,0.662278493992784
899,diprotic,2,4,True,5.4,5.45,0.04999999999999982,0.5635364349904375,0.16414470508435108,0.6102118415064933
900,triprotic,3,8,True,5.83,5.91,0.08000000000000007,0.9147644889261187,0.22022244973695262,0.0
901,triprotic,3,8,True,6.41,6.35,0.0600000000000005,1.136720821956243,0.2340416680519294,0.0
902,diprotic,2,5,True,4.05,4.12,0.07000000000000028,0.21255566872977982,0.19715364236256763,0.3302969479301458
897,monoprotic,1,24,True,9.0,9.1,0.09999999999999964,0.6360830796082837,0.19616113169524121,0.30010361640261357
903,triprotic,3,13,True,3.8,3.81,0.010000000000000231,1.8505745507979505,0.14193895487093663,0.0
904,monoprotic,1,14,True,4.77,4.86,0.09000000000000075,0.11112677349311184,0.1662805436195266,0.7146457208274059
906,triprotic,3,5,True,4.7,4.8,0.09999999999999964,1.2706653227383866,0.19840695219567564,0.0
909,diprotic,2,4,True,6.46,6.4,0.05999999999999961,1.841051321494659,0.2123585854296074,0.031621711808529254
907,monoprotic,1,12,True,9.71,9.62,0.09000000000000163,0.06913799037224955,0.2219745518313785,0.9521352379364721
911,triprotic,3,4,True,4.12,4.14,0.019999999999999574,1.3378965518203945,0.20512923586954,0.0
912,diprotic,2,6,True,6.08,6.12,0.040000000000000036,0.4446467096107587,0.2042607342900464,0.6057620357804928
908,monoprotic,1,23,True,6.94,6.99,0.04999999999999982,0.7248052104221623,0.19945131558007603,0.5475372103221269
905,diprotic,2,39,True,2.39,2.47,0.08000000000000007,0.4431831814090841,0.21143399917505998,0.21619432893388488
913,triprotic,3,4,True,3.39,3.33,0.06000000000000005,1.635245219153628,0.18331654745997036,0.0
914,monoprotic,1,4,True,3.15,3.14,0.009999999999999787,0.3266382739174798,0.2089128348975716,0.5223838496013982
916,triprotic,3,3,True,2.47,2.54,0.06999999999999984,1.1738212228688134,0.18575975535877123,0.0
910,triprotic,3,13,True,10.09,10.08,0.009999999999999787,0.6437969867666119,0.20154263036074269,0.0
917,diprotic,2,5,True,4.2,4.25,0.04999999999999982,1.234360297676524,0.2029039036932246,0.4153565501273009
915,diprotic,2,18,True,6.88,6.87,0.009999999999999787,0.26175406412842017,0.1217122983603655,0.35719613197146477
918,triprotic,3,4,True,10.72,10.81,0.08999999999999986,1.5229647394663068,0.0433815088511853,0.0
919,triprotic,3,5,True,7.81,7.8,0.009999999999999787,2.106708724324493,0.20864875819675674,0.0
922,diprotic,2,5,True,6.88,6.95,0.07000000000000028,0.7389892283994766,0.1911679624620107,0.6379643058851718
923,triprotic,3,7,True,6.35,6.42,0.07000000000000028,1.4537299324738182,0.006983109222250515,0.0
925,diprotic,2,12,True,9.38,9.35,0.030000000000001137,0.4442093447834903,0.2191157801518614,0.39982759512389415
920,triprotic,3,11,True,2.54,2.62,0.08000000000000007,1.0142496523752433,0.22007389504698574,0.0
921,triprotic,3,12,True,7.53,7.57,0.040000000000000036,1.301828493802973,0.1942861948240595,0.0
926,diprotic,2,12,True,10.4,10.45,0.049999999999998934,0.9369586531588716,0.19064008896727272,0.23984207318966078
928,diprotic,2,13,True,9.8,9.77,0.030000000000001137,1.0312684401568988,0.2024069644763593,0.40869089622724536
929,diprotic,2,3,True,3.58,3.59,0.009999999999999787,0.40478362495869913,0.1105792151726215,0.3653712495391543
927,triprotic,3,9,True,10.9,10.95,0.049999999999998934,1.080771168374828,0.20012314353314087,0.0
930,monoprotic,1,13,True,10.21,10.14,0.07000000000000028,0.5791325918725878,0.19365902479508854,0.9021678795404908
933,diprotic,2,2,True,1.91,2.01,0.09999999999999987,0.8927858975543352,0.19963545086771214,0.20632470630097174
932,triprotic,3,9,True,8.64,8.69,0.049999999999998934,1.3687495382923602,0.1993859263157962,0.0
931,monoprotic,1,20,True,2.97,3.02,0.04999999999999982,0.2448906768864414,0.2173959714417777,0.6113861296853275
936,diprotic,2,7,True,4.55,4.63,0.08000000000000007,0.17998921742611151,0.16480176243721026,0.5419120083963054
935,triprotic,3,6,True,3.57,3.61,0.040000000000000036,1.7055812646073003,0.18451444229709701,0.0
934,monoprotic,1,27,True,8.14,8.22,0.08000000000000007,1.074143010582175,0.20337366469416396,0.5631086405316416
937,monoprotic,1,20,True,8.59,8.56,0.02999999999999936,1.5307807801697804,0.22532147553501033,0.9134404763822422
939,diprotic,2,24,True,8.84,8.91,0.07000000000000028,0.36228986507406047,0.13333673433114457,0.03918752238737451
940,diprotic,2,18,True,9.14,9.06,0.08000000000000007,0.6968496110205378,0.08782278494439033,0.38544006650155727
942,monoprotic,1,6,True,5.39,5.48,0.09000000000000075,0.3476152918488098,0.2087428500908707,0.7298491026709514
924,triprotic,3,39,True,3.83,3.9,0.06999999999999984,1.5211537326545697,0.06678522316413657,0.0
941,diprotic,2,18,True,4.37,4.44,0.07000000000000028,0.10781011449767064,0.18324002056526098,0.5509099251774559
938,monoprotic,1,50,False,7.64,8.05,0.41000000000000103,1.5503276468956848,0.12244529845585496,0.7140064107814382
945,diprotic,2,8,True,5.44,5.45,0.009999999999999787,1.1795523040391294,0.19743376522510972,0.5724038535330814
946,triprotic,3,7,True,4.53,4.62,0.08999999999999986,1.3466308096755082,0.17121666039780584,0.0
943,diprotic,2,11,True,3.38,3.42,0.040000000000000036,0.758446644576475,0.19437976296608275,0.2378399384657045
947,diprotic,2,7,True,5.75,5.8,0.04999999999999982,0.35384316489518874,0.2000634658081484,0.06767756506443914
944,triprotic,3,21,True,2.47,2.54,0.06999999999999984,1.238815522677494,0.2039467709620272,0.0
948,monoprotic,1,11,True,7.81,7.88,0.07000000000000028,0.9094269317229653,0.20581666123577783,0.5496424099202633
951,triprotic,3,7,True,6.27,6.3,0.03000000000000025,0.41331233837818787,0.18010617181396338,0.0
950,monoprotic,1,13,True,7.56,7.52,0.040000000000000036,0.34772402868109165,0.20189632731585794,0.5967165095397464
949,diprotic,2,16,True,9.36,9.42,0.0600000000000005,0.41705791924360835,0.20535917870057618,0.5980679645845824
952,monoprotic,1,19,True,6.78,6.74,0.040000000000000036,0.07856281786434138,0.17223052513097858,0.6494585878650025
954,triprotic,3,8,True,9.15,9.14,0.009999999999999787,1.422520578805485,0.1984419816924441,0.0
953,diprotic,2,19,True,8.58,8.58,0.0,1.3049491624969831,0.21929126146414,0.4201727483392614
956,diprotic,2,7,True,7.44,7.46,0.019999999999999574,0.5406162315993768,0.20063046677466576,0.2671806740174634
957,diprotic,2,7,True,5.94,5.95,0.009999999999999787,0.2212095887508474,0.024077085952814936,0.11598713005346793
958,triprotic,3,7,True,6.95,6.93,0.020000000000000462,0.7790071612019361,0.21071864406436255,0.0
960,diprotic,2,14,True,8.12,8.06,0.05999999999999872,0.7259990324278853,0.20310311233578526,0.8154376097564819
959,diprotic,2,7,True,3.51,3.52,0.010000000000000231,1.0936866963275889,0.16178338026003627,0.4005012406666359
962,monoprotic,1,9,True,7.42,7.45,0.03000000000000025,1.646819116993313,0.19117840651346177,0.6544308323945589
963,diprotic,2,9,True,8.03,8.11,0.08000000000000007,1.2691079299604617,0.19572379592850567,0.42680414624508733
964,monoprotic,1,2,True,4.06,4.12,0.0600000000000005,0.4355296319957551,0.20732571637767575,0.5262283984324555
955,triprotic,3,19,True,9.56,9.51,0.05000000000000071,1.359091276116508,0.18897947804339185,0.0
965,triprotic,3,6,True,7.98,8.05,0.07000000000000028,1.4244288656456021,0.20785587941242664,0.0
966,triprotic,3,4,True,2.69,2.63,0.06000000000000005,1.158277154016349,0.2005766659106257,0.0
961,triprotic,3,12,True,10.6,10.56,0.03999999999999915,1.8118115500618064,0.17239353168449822,0.0
970,triprotic,3,8,True,6.84,6.86,0.020000000000000462,0.8140618492564319,0.19890419241257962,0.0
968,diprotic,2,20,True,9.92,9.87,0.05000000000000071,0.5165428677577855,0.22846334198837429,0.1348636867411355
969,triprotic,3,6,True,3.03,3.09,0.06000000000000005,1.8541586147434466,0.027369374623795923,0.0
967,diprotic,2,8,True,2.11,2.19,0.08000000000000007,1.1561583758098146,0.143729886071173,0.10503905541110792
973,monoprotic,1,2,True,6.01,6.07,0.0600000000000005,0.3424327983430029,0.19969779147709152,0.7023144150192144
972,triprotic,3,10,True,5.36,5.43,0.0699999999999994,0.5031149703312772,0.08207987457532306,0.0
976,triprotic,3,1,True,3.05,2.99,0.05999999999999961,1.096048567731317,0.20420951001888946,0.0
975,triprotic,3,6,True,8.3,8.24,0.0600000000000005,1.698550083633706,0.20219321560493456,0.0
977,diprotic,2,10,True,2.46,2.54,0.08000000000000007,0.9635808011088847,0.21700037951507475,0.32102938765088945
979,triprotic,3,6,True,3.06,3.07,0.009999999999999787,2.4399008475474226,0.2077453558350056,0.0
978,monoprotic,1,19,True,8.84,8.92,0.08000000000000007,0.361909848937934,0.20773809603798343,0.5686880329101858
971,triprotic,3,14,True,9.91,9.96,0.05000000000000071,1.1566584097759531,0.20459143539289315,0.0
982,monoprotic,1,9,True,8.71,8.72,0.009999999999999787,0.5564727551063555,0.20919763906406877,0.6530920886519099
974,monoprotic,1,50,False,8.44,8.03,0.41000000000000014,0.6445139295439652,0.2252551882694478,0.3982679313541057
983,monoprotic,1,15,True,4.08,4.15,0.07000000000000028,0.9229500783697424,0.22455173741943626,0.43767291636264555
981,triprotic,3,28,True,2.78,2.87,0.0900000000000003,1.2339961490551417,0.22217391976279255,0.0
985,diprotic,2,7,True,7.35,7.32,0.02999999999999936,1.067955555404969,0.2140589823005622,0.3563739738312127
980,triprotic,3,15,True,3.44,3.45,0.010000000000000231,1.254016752165365,0.05223450140681244,0.0
986,diprotic,2,3,True,3.28,3.34,0.06000000000000005,0.6465636212712964,0.13574581662150007,0.05586387072527637
987,triprotic,3,7,True,4.66,4.75,0.08999999999999986,1.4618699493459333,0.2047404269955354,0.0
988,diprotic,2,4,True,4.37,4.37,0.0,0.3804280177481125,0.20680805879595784,0.19242868205672545
989,triprotic,3,4,True,4.96,5.04,0.08000000000000007,1.6733728551373996,0.20836290448648098,0.0
990,diprotic,2,11,True,6.82,6.75,0.07000000000000028,0.500930545343288,0.20629320414080343,0.32027945224414467
992,diprotic,2,14,True,7.5,7.56,0.05999999999999961,0.2415774779484936,0.21489872982296046,0.35587804133486034
994,triprotic,3,2,True,3.16,3.26,0.09999999999999964,2.1659906277486756,0.20207465938474853,0.0
991,triprotic,3,9,True,7.94,8.01,0.0699999999999994,1.2249871334149063,0.18383721533636832,0.0
993,diprotic,2,5,True,4.43,4.5,0.07000000000000028,0.9211019122851738,0.20669380824098915,0.2846487779261451
996,triprotic,3,5,True,4.11,4.17,0.05999999999999961,2.445049908939709,0.19203674963764106,0.0
998,diprotic,2,1,True,2.8,2.82,0.020000000000000018,0.5104100465671806,0.200284824193978,0.04524696670350102
999,monoprotic,1,3,True,5.03,5.05,0.019999999999999574,1.254657296133546,0.20007463265883788,0.6052328224637956
984,monoprotic,1,50,False,6.2,6.95,0.75,0.6376001834993867,0.2460319703567575,0.8592906545740338
1000,triprotic,3,4,True,3.29,3.23,0.06000000000000005,2.1970671115934475,0.1962440665975015,0.0
997,monoprotic,1,16,True,2.87,2.95,0.08000000000000007,0.5035476745289467,0.20447351939008204,0.2933296717612155
1001,triprotic,3,6,True,8.55,8.57,0.019999999999999574,2.3873557527495577,0.07609003633172569,0.0
1003,monoprotic,1,8,True,6.69,6.65,0.040000000000000036,0.3345610435337836,0.19417144684839416,0.2871950341485745
1004,diprotic,2,4,True,1.94,2.03,0.08999999999999986,0.38427843910645,0.19099488439545664,0.444923235957677
1005,triprotic,3,4,True,5.31,5.36,0.05000000000000071,2.024832633440559,0.19679706035072206,0.0
1002,triprotic,3,10,True,10.64,10.67,0.02999999999999936,1.9765624993458586,0.20135791486865082,0.0
