experiment,acid_type,target_pH,final_pH,steps,overshoots,success
1131,diprotic,5.04,4.96,21,0,True
1132,triprotic,9.83,10.78,50,31,False
1133,triprotic,7.77,7.8,37,1,True
1134,triprotic,10.94,10.98,17,1,True
1135,diprotic,6.88,6.96,28,5,True
1136,monoprotic,5.13,3.98,50,20,False
1137,triprotic,2.34,2.39,1,0,True
1138,triprotic,8.74,10.06,50,25,False
1139,monoprotic,8.49,8.45,15,2,True
1140,monoprotic,4.11,4.04,22,0,True
1141,monoprotic,5.83,5.74,17,0,True
1142,monoprotic,4.38,4.29,6,0,True
1143,triprotic,9.56,9.48,26,0,True
1144,monoprotic,6.6,10.13,50,27,False
1145,triprotic,5.04,4.99,35,0,True
1146,monoprotic,6.48,3.13,50,38,False
1147,monoprotic,10.91,10.98,10,1,True
1148,diprotic,6.61,6.68,31,7,True
1149,diprotic,6.97,10.17,50,21,False
1150,monoprotic,10.68,10.7,10,1,True
1151,monoprotic,5.49,5.53,21,1,True
1152,triprotic,6.47,6.39,33,0,True
1153,triprotic,4.55,4.46,39,0,True
1154,triprotic,10.64,10.6,19,0,True
1155,diprotic,10.33,10.28,16,4,True
1156,monoprotic,5.02,4.92,16,0,True
1157,triprotic,4.16,4.08,39,0,True
1158,monoprotic,3.02,2.93,15,0,True
1159,diprotic,5.23,5.14,27,0,True
1160,triprotic,6.35,6.26,50,0,True
1161,triprotic,3.76,3.82,21,1,True
1162,monoprotic,8.71,11.3,50,31,False
1163,triprotic,8.72,8.66,36,0,True
1164,triprotic,8.41,8.94,50,19,False
1165,monoprotic,8.94,11.32,50,31,False
1166,diprotic,7.33,7.37,29,1,True
1167,monoprotic,6.47,5.24,50,34,False
1168,monoprotic,7.95,5.2,50,42,False
1169,diprotic,4.28,4.21,22,0,True
1170,monoprotic,8.54,11.13,50,43,False
1171,diprotic,7.54,6.74,50,22,False
1172,diprotic,6.69,6.73,27,1,True
1173,monoprotic,2.69,2.77,1,0,True
1174,diprotic,5.69,5.6,29,0,True
1175,monoprotic,3.96,3.87,3,0,True
1176,monoprotic,5.01,5.04,20,1,True
1177,monoprotic,3.11,3.04,26,0,True
1178,triprotic,3.45,3.38,24,0,True
1179,monoprotic,7.71,7.78,39,19,True
1180,monoprotic,6.88,6.81,21,0,True
1181,diprotic,3.31,3.23,25,0,True
1182,diprotic,4.73,4.64,36,0,True
1183,monoprotic,3.95,4.04,20,3,True
1184,monoprotic,7.21,7.26,18,3,True
1185,triprotic,8.83,7.28,50,26,False
1186,triprotic,4.13,4.05,28,0,True
1187,triprotic,10.99,11.02,18,1,True
1188,diprotic,8.14,8.13,24,2,True
1189,monoprotic,10.99,11.04,4,1,True
1190,monoprotic,2.48,2.39,12,0,True
1191,monoprotic,6.24,6.16,23,0,True
1192,triprotic,8.8,10.26,50,25,False
1193,triprotic,2.99,2.9,25,0,True
1194,diprotic,3.13,3.04,13,0,True
1195,triprotic,6.91,6.83,50,0,True
1196,triprotic,9.3,8.18,50,26,False
1197,diprotic,9.07,11.08,50,37,False
1198,diprotic,7.87,7.78,26,0,True
1199,diprotic,6.89,6.81,31,0,True
1200,monoprotic,9.71,7.23,50,30,False
1201,diprotic,9.92,10.36,50,27,False
1202,diprotic,9.01,7.07,50,36,False
1203,diprotic,7.18,7.17,30,0,True
1204,monoprotic,7.37,3.71,50,44,False
1205,diprotic,8.29,6.65,50,34,False
1206,triprotic,6.82,6.74,34,0,True
1207,monoprotic,9.88,7.76,50,34,False
1208,diprotic,2.03,2.1,1,0,True
1209,triprotic,7.28,7.2,43,0,True
1210,triprotic,8.6,8.58,36,0,True
1211,diprotic,2.97,2.88,27,0,True
1212,diprotic,4.1,4.01,33,0,True
1213,triprotic,3.83,3.85,20,1,True
1214,triprotic,4.98,4.9,41,0,True
1215,diprotic,10.15,10.17,17,3,True
1216,triprotic,8.64,9.11,50,25,False
1217,monoprotic,9.9,9.88,45,28,True
1218,monoprotic,10.55,10.5,10,2,True
1219,triprotic,6.08,5.98,29,0,True
1220,triprotic,10.43,10.46,24,3,True
1221,monoprotic,10.11,10.01,26,12,True
1222,diprotic,10.19,10.81,50,37,False
1223,triprotic,2.47,2.39,17,0,True
1224,triprotic,6.9,6.84,32,0,True
1225,diprotic,3.19,3.14,26,0,True
1226,diprotic,8.49,6.51,50,34,False
1227,monoprotic,6.9,10.39,50,43,False
1228,diprotic,6.22,6.14,23,0,True
1229,triprotic,9.12,10.0,50,23,False
1230,diprotic,3.56,3.47,28,0,True
1231,monoprotic,2.25,2.33,4,0,True
1232,triprotic,10.99,11.05,21,1,True
1233,triprotic,9.8,9.9,29,3,True
1234,triprotic,6.47,6.33,50,0,False
1235,diprotic,6.79,6.69,27,0,True
1236,monoprotic,4.8,4.77,23,0,True
1237,diprotic,2.8,2.71,9,0,True
1238,triprotic,10.24,10.26,22,1,True
1239,triprotic,5.28,5.2,43,0,True
1240,diprotic,5.62,5.58,13,0,True
1241,monoprotic,4.54,4.47,24,0,True
1242,monoprotic,3.07,2.99,26,0,True
1243,monoprotic,3.02,2.93,15,0,True
1244,diprotic,8.07,8.13,27,5,True
1245,monoprotic,10.98,11.05,10,1,True
1246,diprotic,2.64,2.57,27,0,True
1247,monoprotic,6.61,6.58,12,0,True
1248,monoprotic,3.86,3.8,3,0,True
1249,triprotic,9.99,8.79,50,30,False
1250,diprotic,2.85,2.76,7,0,True
1251,monoprotic,6.71,6.65,20,0,True
1252,diprotic,6.74,6.72,47,20,True
1253,monoprotic,8.1,8.03,17,2,True
1254,diprotic,9.12,11.06,50,37,False
1255,diprotic,5.1,5.02,20,0,True
1256,triprotic,4.9,4.81,39,0,True
1257,diprotic,2.18,2.09,15,0,True
1258,monoprotic,7.67,9.63,50,35,False
1259,monoprotic,3.94,3.86,23,0,True
1260,monoprotic,10.6,10.58,9,2,True
1261,diprotic,5.06,4.96,28,0,True
1262,triprotic,7.69,7.6,37,0,True
1263,diprotic,7.32,7.42,27,3,True
1264,diprotic,3.79,3.72,22,0,True
1265,triprotic,6.34,6.24,47,0,True
1266,monoprotic,8.56,11.09,50,43,False
1267,monoprotic,7.84,10.72,50,43,False
1268,diprotic,2.59,2.5,12,0,True
1269,diprotic,7.13,7.03,31,0,True
1270,diprotic,9.44,7.84,50,36,False
1271,diprotic,9.2,11.11,50,35,False
1272,monoprotic,10.36,10.44,15,5,True
1273,triprotic,9.78,9.77,31,2,True
1274,monoprotic,3.37,3.32,3,0,True
1275,diprotic,8.66,6.16,50,38,False
1276,monoprotic,10.92,10.97,14,3,True
1277,monoprotic,10.93,11.0,11,1,True
1278,diprotic,4.93,4.85,29,0,True
1279,diprotic,4.47,4.44,18,0,True
1280,monoprotic,7.57,4.04,50,44,False
1281,triprotic,5.64,5.56,45,0,True
1282,monoprotic,9.34,11.1,50,43,False
1283,diprotic,9.24,9.15,23,10,True
1284,monoprotic,5.04,5.02,21,0,True
1285,monoprotic,7.39,3.77,50,44,False
1286,diprotic,2.63,2.54,22,0,True
1287,triprotic,4.54,4.44,21,0,True
1288,diprotic,9.37,8.15,50,34,False
1289,monoprotic,10.01,11.45,50,27,False
1290,triprotic,4.46,4.43,15,0,True
1291,monoprotic,6.8,4.3,50,28,False
1292,monoprotic,6.75,6.85,20,5,True
1293,diprotic,9.81,10.85,50,35,False
1294,diprotic,4.34,4.26,28,0,True
1295,diprotic,6.88,6.82,34,0,True
1296,triprotic,6.64,6.56,44,0,True
1297,triprotic,2.74,2.66,25,0,True
1298,monoprotic,5.53,4.04,50,20,False
1299,monoprotic,4.7,4.62,18,0,True
1300,monoprotic,2.11,2.18,6,0,True
1301,diprotic,2.67,2.59,5,0,True
1302,triprotic,4.56,4.49,25,0,True
1303,triprotic,3.83,3.83,22,0,True
1304,triprotic,10.0,9.9,34,10,True
1305,triprotic,8.87,8.84,34,0,True
1306,monoprotic,7.05,10.46,50,27,False
1307,diprotic,7.15,7.06,27,0,True
1308,triprotic,7.45,7.36,30,0,True
1309,triprotic,6.7,6.62,36,0,True
1310,monoprotic,4.03,3.98,23,0,True
1311,triprotic,10.27,9.98,50,30,False
1312,diprotic,8.22,8.23,24,1,True
1313,diprotic,7.26,7.25,28,0,True
1314,diprotic,4.07,3.99,24,0,True
1315,diprotic,7.35,7.41,33,9,True
1316,triprotic,3.81,3.74,23,0,True
1317,monoprotic,3.14,3.06,23,0,True
1318,diprotic,9.61,8.27,50,36,False
1319,monoprotic,2.68,2.76,1,0,True
1320,monoprotic,8.56,11.04,50,43,False
1321,triprotic,7.99,8.08,33,3,True
1322,triprotic,9.04,9.79,50,23,False
1323,diprotic,8.94,11.06,50,37,False
1324,triprotic,3.29,3.22,25,0,True
1325,diprotic,3.81,3.74,27,0,True
1326,triprotic,4.64,4.59,18,0,True
1327,diprotic,5.49,5.42,21,0,True
1328,triprotic,3.03,2.93,10,0,True
1329,diprotic,2.13,2.04,20,0,True
1330,monoprotic,3.28,3.2,1,1,True
1331,monoprotic,3.08,3.0,23,0,True
1332,monoprotic,10.26,10.2,38,20,True
1333,monoprotic,3.94,3.85,8,0,True
1334,monoprotic,9.28,5.99,50,30,False
1335,triprotic,4.13,4.04,34,0,True
1336,monoprotic,5.03,4.99,23,0,True
1337,diprotic,4.26,4.17,24,0,True
1338,diprotic,7.15,7.22,30,5,True
1339,monoprotic,5.05,4.97,21,0,True
1340,diprotic,10.67,10.74,17,3,True
1341,triprotic,5.9,5.87,35,0,True
1342,triprotic,3.23,3.16,25,0,True
1343,triprotic,2.68,2.59,11,0,True
1344,diprotic,4.25,4.15,46,0,True
1345,triprotic,5.84,5.76,35,0,True
1346,diprotic,9.62,7.37,50,30,False
1347,diprotic,8.87,11.14,50,39,False
1348,diprotic,8.59,8.55,23,0,True
1349,diprotic,7.24,7.28,30,1,True
1350,triprotic,3.6,3.53,25,0,True
1351,diprotic,8.05,7.99,27,0,True
1352,triprotic,6.22,6.13,37,0,True
1353,monoprotic,10.54,10.54,9,1,True
1354,monoprotic,7.46,4.66,50,42,False
1355,diprotic,2.22,2.14,18,0,True
1356,diprotic,5.51,5.41,32,0,True
1357,diprotic,9.31,6.25,50,26,False
1358,diprotic,2.89,2.8,23,0,True
1359,diprotic,6.46,6.56,25,1,True
1360,diprotic,9.04,6.98,50,38,False
1361,triprotic,9.71,8.88,50,28,False
1362,triprotic,7.61,7.53,38,0,True
1363,triprotic,10.97,11.07,18,1,True
1364,monoprotic,9.73,10.96,50,29,False
1365,diprotic,3.57,3.49,25,0,True
1366,monoprotic,10.82,10.82,13,3,True
1367,monoprotic,8.71,6.3,50,44,False
1368,monoprotic,5.54,5.47,19,6,True
1369,monoprotic,6.24,6.23,19,2,True
1370,triprotic,2.99,2.9,7,0,True
1371,monoprotic,10.92,10.99,11,1,True
1372,monoprotic,6.18,6.17,22,0,True
1373,triprotic,4.56,4.47,26,0,True
1374,triprotic,4.19,4.12,29,0,True
1375,triprotic,10.64,10.61,21,4,True
1376,monoprotic,5.47,10.06,50,21,False
1377,monoprotic,10.31,10.27,9,2,True
1378,monoprotic,5.48,5.41,17,0,True
1379,triprotic,4.29,4.29,18,0,True
1380,diprotic,2.19,2.1,19,0,True
1381,diprotic,8.76,7.75,50,32,False
1382,triprotic,4.46,4.36,34,0,True
1383,diprotic,2.09,1.99,9,0,True
1384,diprotic,8.56,10.98,50,37,False
1385,diprotic,2.13,2.04,21,0,True
1386,diprotic,8.18,8.14,23,0,True
1387,diprotic,4.2,4.12,24,0,True
1388,diprotic,10.91,11.0,15,1,True
1389,monoprotic,4.55,4.98,50,31,False
1390,diprotic,4.94,4.85,35,0,True
1391,diprotic,2.07,2.15,6,0,True
1392,monoprotic,10.64,10.61,10,2,True
1393,monoprotic,9.33,7.58,50,42,False
1394,monoprotic,9.92,9.94,26,11,True
1395,diprotic,2.02,2.11,6,0,True
1396,triprotic,2.11,2.02,21,0,True
1397,triprotic,6.05,5.96,43,0,True
1398,monoprotic,4.08,4.01,24,0,True
1399,triprotic,7.12,7.04,27,0,True
1400,diprotic,2.57,2.48,10,0,True
1401,monoprotic,10.12,10.48,50,25,False
1402,triprotic,4.08,4.02,26,0,True
1403,triprotic,8.09,8.01,39,0,True
1404,diprotic,8.55,6.11,50,36,False
1405,triprotic,2.62,2.53,23,0,True
1406,diprotic,4.31,4.25,25,0,True
1407,triprotic,3.41,3.33,24,0,True
1408,triprotic,7.0,6.94,31,0,True
1409,diprotic,5.96,5.96,33,1,True
1410,monoprotic,10.08,10.0,40,26,True
1411,triprotic,2.11,2.2,6,0,True
1412,monoprotic,8.06,4.97,50,44,False
1413,triprotic,7.28,7.2,41,0,True
1414,triprotic,7.48,7.41,39,0,True
1415,monoprotic,10.19,10.48,50,29,False
1416,triprotic,10.17,10.1,27,4,True
1417,diprotic,3.33,3.25,20,0,True
1418,triprotic,3.91,3.83,35,0,True
1419,diprotic,6.16,6.12,31,0,True
1420,triprotic,2.03,1.93,13,0,True
1421,monoprotic,7.11,4.24,50,38,False
1422,diprotic,2.93,2.85,20,0,True
1423,diprotic,5.49,5.42,42,0,True
1424,diprotic,9.35,9.34,32,20,True
1425,monoprotic,4.27,4.17,6,0,True
1426,monoprotic,5.17,5.11,24,0,True
1427,diprotic,4.23,4.15,23,0,True
1428,triprotic,5.49,5.41,27,0,True
1429,monoprotic,3.87,3.79,23,0,True
1430,diprotic,7.7,5.07,50,36,False
1431,triprotic,4.93,4.85,29,0,True
1432,triprotic,9.43,9.34,31,0,True
1433,monoprotic,5.69,5.62,19,0,True
1434,diprotic,9.52,8.06,50,36,False
1435,monoprotic,3.82,3.82,22,0,True
1436,triprotic,4.43,4.33,31,0,True
1437,monoprotic,2.74,2.67,25,0,True
1438,diprotic,9.37,8.21,50,34,False
1439,diprotic,8.71,7.61,50,32,False
1440,diprotic,2.56,2.48,5,0,True
1441,monoprotic,7.99,8.09,21,7,True
1442,triprotic,2.17,2.08,12,0,True
1443,monoprotic,5.71,5.72,21,1,True
1444,triprotic,5.85,5.75,41,0,True
1445,diprotic,2.01,1.91,4,0,True
1446,monoprotic,4.65,4.63,23,0,True
1447,monoprotic,4.63,4.6,21,0,True
1448,monoprotic,6.08,4.45,50,28,False
1449,diprotic,5.15,5.13,16,0,True
1450,diprotic,7.57,10.15,50,35,False
1451,monoprotic,7.64,4.96,50,42,False
1452,triprotic,10.58,10.61,17,1,True
1453,monoprotic,9.99,10.95,50,29,False
1454,monoprotic,6.04,10.02,50,27,False
1455,diprotic,4.88,4.79,42,0,True
1456,triprotic,8.78,8.8,33,1,True
1457,diprotic,9.68,9.68,32,15,True
1458,triprotic,2.47,2.4,27,0,True
1459,monoprotic,8.2,7.67,50,30,False
1460,triprotic,10.28,10.19,48,26,True
1461,triprotic,2.22,2.13,15,0,True
1462,diprotic,5.61,5.55,28,0,True
1463,monoprotic,3.08,3.08,1,0,True
1464,monoprotic,4.17,4.25,19,3,True
1465,diprotic,8.16,8.09,17,0,True
1466,triprotic,7.49,7.51,46,1,True
1467,triprotic,6.22,6.13,37,0,True
1468,diprotic,2.37,2.28,13,0,True
1469,triprotic,9.79,10.88,50,31,False
1470,triprotic,2.47,2.39,24,0,True
1471,diprotic,2.25,2.17,11,0,True
1472,diprotic,3.98,3.9,24,0,True
1473,diprotic,4.29,4.2,33,0,True
1474,triprotic,5.78,5.7,30,0,True
1475,triprotic,2.82,2.73,13,0,True
1476,monoprotic,10.98,11.05,9,1,True
1477,monoprotic,9.24,7.46,50,42,False
1478,diprotic,7.57,5.07,50,34,False
1479,diprotic,8.6,8.55,22,2,True
1480,triprotic,3.01,2.91,22,0,True
1481,monoprotic,4.16,4.07,18,0,True
1482,diprotic,7.03,7.08,30,1,True
1483,diprotic,3.64,3.55,28,0,True
1484,triprotic,6.11,6.02,44,0,True
1485,monoprotic,5.85,5.89,15,1,True
1486,diprotic,2.84,2.75,6,0,True
1487,diprotic,7.34,5.3,50,22,False
1488,monoprotic,6.69,6.14,50,22,False
1489,diprotic,7.82,9.96,50,35,False
1490,diprotic,5.08,5.0,35,0,True
1491,monoprotic,4.33,4.28,18,0,True
1492,triprotic,4.49,4.4,17,0,True
1493,triprotic,4.56,4.48,40,0,True
1494,monoprotic,10.16,10.09,37,24,True
1495,triprotic,4.67,4.58,41,0,True
1496,triprotic,9.56,8.31,50,28,False
1497,triprotic,3.84,3.74,27,0,True
1498,diprotic,7.44,7.51,24,1,True
1499,diprotic,2.09,2.17,7,0,True
1500,diprotic,8.57,6.94,50,34,False
1501,monoprotic,10.61,10.61,12,3,True
1502,diprotic,7.51,5.76,50,22,False
1503,monoprotic,6.26,3.81,50,28,False
1504,monoprotic,8.92,10.43,50,31,False
1505,diprotic,10.7,10.64,10,0,True
1506,diprotic,10.26,10.24,22,8,True
1507,diprotic,9.8,9.77,34,18,True
1508,diprotic,2.08,2.16,7,0,True
1509,diprotic,2.51,2.41,10,0,True
1510,triprotic,5.72,5.62,30,0,True
1511,diprotic,6.29,6.21,27,0,True
1512,diprotic,5.12,5.03,25,0,True
1513,triprotic,8.47,8.39,38,0,True
1514,triprotic,5.0,4.9,34,0,True
1515,triprotic,4.22,4.14,25,0,True
1516,triprotic,5.68,5.59,40,0,True
1517,monoprotic,2.27,2.19,19,0,True
1518,diprotic,9.04,7.46,50,34,False
1519,monoprotic,5.2,5.11,8,0,True
1520,diprotic,4.94,4.9,14,0,True
1521,triprotic,6.69,6.52,50,0,False
1522,diprotic,9.73,10.92,50,37,False
1523,triprotic,6.24,6.15,37,0,True
1524,triprotic,6.78,6.7,42,0,True
1525,monoprotic,3.71,3.64,17,0,True
1526,monoprotic,4.63,4.72,20,5,True
1527,triprotic,4.83,4.76,23,0,True
1528,triprotic,2.09,1.99,24,0,True
1529,monoprotic,10.32,10.26,10,2,True
1530,diprotic,5.02,4.92,30,0,True
1531,diprotic,2.28,2.18,20,0,True
1532,monoprotic,7.18,10.33,50,43,False
1533,monoprotic,7.99,4.8,50,44,False
1534,triprotic,4.43,4.35,27,0,True
1535,diprotic,9.6,11.14,50,37,False
1536,triprotic,8.0,7.97,38,0,True
1537,triprotic,10.34,10.49,50,31,False
1538,monoprotic,6.27,6.17,16,2,True
1539,triprotic,5.9,5.82,37,0,True
1540,diprotic,8.05,10.82,50,35,False
1541,monoprotic,8.97,10.78,50,41,False
1542,diprotic,5.42,5.36,21,0,True
1543,triprotic,3.13,3.05,26,0,True
1544,triprotic,10.14,10.21,24,3,True
1545,monoprotic,6.46,6.37,23,0,True
1546,diprotic,10.89,10.98,16,3,True
1547,monoprotic,2.8,2.7,7,0,True
1548,diprotic,6.04,5.95,24,0,True
1549,diprotic,2.72,2.64,25,0,True
1550,monoprotic,2.64,2.72,2,0,True
1551,diprotic,3.64,3.56,25,0,True
1552,triprotic,10.57,10.52,21,2,True
1553,diprotic,10.46,10.46,16,3,True
1554,triprotic,10.89,10.87,20,2,True
1555,diprotic,2.15,2.11,1,0,True
1556,diprotic,5.92,5.82,28,0,True
1557,monoprotic,4.35,4.26,6,0,True
1558,triprotic,10.96,10.93,19,2,True
1559,diprotic,8.53,11.02,50,37,False
1560,triprotic,8.29,8.24,28,0,True
1561,triprotic,8.22,8.17,41,0,True
1562,monoprotic,8.12,5.05,50,44,False
1563,triprotic,5.19,5.12,27,0,True
1564,monoprotic,5.35,4.85,50,20,False
1565,diprotic,9.69,8.44,50,36,False
1566,monoprotic,6.24,6.19,23,0,True
1567,diprotic,9.94,9.84,39,22,True
1568,triprotic,7.9,7.83,33,2,True
1569,diprotic,9.06,10.09,50,33,False
1570,triprotic,5.29,5.19,24,0,True
1571,monoprotic,9.07,7.4,50,44,False
1572,monoprotic,4.22,4.24,3,3,True
1573,diprotic,9.68,10.48,50,27,False
1574,monoprotic,3.0,2.92,17,0,True
1575,monoprotic,6.25,6.33,18,3,True
1576,triprotic,2.59,2.5,15,0,True
1577,monoprotic,6.95,10.22,50,27,False
1578,monoprotic,3.26,3.16,1,1,True
1579,monoprotic,10.8,10.89,10,1,True
1580,triprotic,3.12,3.04,16,0,True
1581,monoprotic,7.9,4.66,50,44,False
1582,monoprotic,8.6,11.3,50,31,False
1583,monoprotic,6.74,10.33,50,27,False
1584,monoprotic,8.43,5.1,50,42,False
1585,triprotic,2.65,2.57,24,0,True
1586,triprotic,9.99,10.8,50,29,False
1587,monoprotic,10.01,9.91,34,14,True
1588,triprotic,5.97,5.89,37,0,True
1589,diprotic,2.44,2.35,5,0,True
1590,diprotic,9.5,11.25,50,29,False
1591,monoprotic,3.4,3.33,5,0,True
1592,monoprotic,6.96,10.54,50,43,False
1593,triprotic,5.68,5.63,31,0,True
1594,monoprotic,7.58,7.54,18,2,True
1595,monoprotic,6.56,3.61,50,34,False
1596,monoprotic,5.51,5.54,21,1,True
1597,diprotic,7.52,7.43,46,26,True
1598,diprotic,10.88,10.92,12,3,True
1599,monoprotic,3.55,3.45,9,0,True
1600,triprotic,7.7,7.64,39,0,True
1601,monoprotic,2.8,2.71,4,0,True
1602,triprotic,8.43,8.37,39,6,True
1603,monoprotic,5.44,5.44,22,4,True
1604,triprotic,3.05,2.96,12,0,True
1605,monoprotic,7.32,4.51,50,40,False
1606,triprotic,10.12,9.52,50,30,False
1607,monoprotic,2.8,2.7,2,0,True
1608,diprotic,3.63,3.54,24,0,True
1609,triprotic,3.32,3.23,25,0,True
1610,triprotic,10.56,10.5,23,4,True
1611,monoprotic,3.21,3.19,25,0,True
1612,monoprotic,9.98,9.89,13,6,True
1613,triprotic,6.35,6.28,33,0,True
1614,diprotic,9.85,9.88,47,25,True
1615,triprotic,2.14,2.05,10,0,True
1616,monoprotic,8.07,8.11,18,5,True
1617,triprotic,10.39,10.3,25,8,True
1618,triprotic,7.13,7.05,49,0,True
1619,triprotic,5.17,5.07,23,0,True
1620,monoprotic,6.98,7.05,17,1,True
1621,triprotic,2.07,1.97,16,0,True
1622,diprotic,2.59,2.49,24,0,True
1623,diprotic,6.98,6.94,28,0,True
1624,diprotic,4.74,4.65,24,0,True
1625,triprotic,4.11,4.09,23,0,True
1626,monoprotic,2.68,2.59,16,0,True
1627,monoprotic,9.38,9.33,49,30,True
1628,monoprotic,6.54,3.89,50,28,False
1629,monoprotic,7.33,6.32,50,26,False
1630,triprotic,10.33,10.5,50,33,False
1631,monoprotic,5.96,5.92,18,0,True
1632,diprotic,9.6,9.65,48,25,True
1633,monoprotic,9.85,10.46,50,21,False
1634,diprotic,9.21,11.08,50,37,False
1635,diprotic,9.31,6.14,50,28,False
1636,triprotic,4.89,4.81,39,0,True
1637,monoprotic,5.95,3.54,50,28,False
1638,monoprotic,10.91,10.95,13,3,True
1639,diprotic,8.63,10.07,50,33,False
1640,diprotic,7.63,7.62,27,0,True
1641,diprotic,4.53,4.44,22,0,True
1642,monoprotic,10.34,10.28,9,2,True
1643,monoprotic,3.76,3.62,50,50,False
1644,triprotic,10.33,10.43,27,5,True
1645,monoprotic,3.61,3.53,6,0,True
1646,triprotic,4.96,4.87,26,0,True
1647,triprotic,9.41,8.12,50,28,False
1648,monoprotic,7.7,7.61,42,22,True
1649,triprotic,2.79,2.71,8,0,True
1650,monoprotic,5.67,5.58,18,0,True
1651,monoprotic,9.95,9.86,42,26,True
1652,monoprotic,10.16,10.47,50,23,False
1653,diprotic,8.66,8.67,21,3,True
1654,triprotic,4.67,4.57,36,0,True
1655,triprotic,7.96,7.93,35,0,True
1656,monoprotic,2.16,2.24,5,0,True
1657,monoprotic,5.25,5.18,17,0,True
1658,triprotic,8.98,8.96,28,0,True
1659,diprotic,7.82,7.81,28,0,True
1660,triprotic,2.23,2.26,1,0,True
1661,monoprotic,6.89,10.35,50,43,False
1662,triprotic,7.62,7.64,44,1,True
1663,monoprotic,8.34,5.52,50,44,False
1664,monoprotic,9.8,9.85,37,21,True
1665,diprotic,2.4,2.43,1,0,True
1666,diprotic,2.58,2.5,14,0,True
1667,diprotic,6.94,6.94,29,0,True
1668,diprotic,8.28,8.36,41,19,True
1669,diprotic,6.9,6.81,28,0,True
1670,triprotic,10.05,9.99,21,0,True
1671,triprotic,8.8,8.73,37,0,True
1672,triprotic,4.06,3.97,29,0,True
1673,monoprotic,2.29,2.37,2,0,True
1674,diprotic,10.52,10.42,18,6,True
1675,diprotic,9.48,10.47,50,27,False
1676,diprotic,6.7,10.47,50,21,False
1677,triprotic,7.59,7.51,39,0,True
1678,triprotic,2.22,2.17,1,0,True
1679,diprotic,6.52,5.1,50,18,False
1680,triprotic,8.52,8.54,34,1,True
1681,triprotic,8.41,8.39,37,0,True
1682,diprotic,10.18,10.16,22,8,True
1683,triprotic,5.66,5.57,37,0,True
1684,triprotic,5.24,5.15,32,0,True
1685,triprotic,3.99,3.91,37,0,True
1686,diprotic,7.66,7.62,46,28,True
1687,monoprotic,2.03,2.12,7,0,True
1688,diprotic,8.09,10.36,50,35,False
1689,diprotic,3.07,2.99,22,0,True
1690,triprotic,5.36,5.28,37,0,True
1691,diprotic,10.75,10.82,13,1,True
1692,monoprotic,3.18,3.12,4,0,True
1693,diprotic,8.52,10.08,50,33,False
1694,diprotic,6.75,6.75,26,1,True
1695,triprotic,4.71,4.63,25,0,True
1696,triprotic,3.65,3.56,27,0,True
1697,monoprotic,7.43,10.49,50,43,False
1698,monoprotic,9.08,11.33,50,31,False
1699,triprotic,7.19,7.1,48,0,True
1700,diprotic,6.03,5.96,30,0,True
1701,diprotic,6.48,6.39,18,0,True
1702,monoprotic,4.65,4.56,19,0,True
1703,triprotic,3.88,3.88,23,0,True
1704,monoprotic,9.37,7.69,50,42,False
1705,monoprotic,5.28,5.21,21,0,True
1706,triprotic,7.64,7.54,38,0,True
1707,triprotic,2.94,2.85,26,0,True
1708,triprotic,5.78,5.71,37,0,True
1709,monoprotic,5.16,5.18,43,17,True
1710,triprotic,3.73,3.64,24,0,True
1711,triprotic,10.87,10.83,20,2,True
1712,triprotic,3.18,3.12,26,0,True
1713,monoprotic,7.09,7.07,18,0,True
1714,monoprotic,7.32,7.27,20,4,True
1715,diprotic,10.13,9.41,50,36,False
1716,triprotic,9.08,9.01,33,0,True
1717,diprotic,6.35,6.35,28,0,True
1718,triprotic,3.87,3.78,32,0,True
1719,diprotic,11.0,11.07,11,1,True
1720,triprotic,2.28,2.33,1,0,True
1721,monoprotic,7.43,3.89,50,44,False
1722,diprotic,6.73,6.64,29,0,True
1723,monoprotic,3.71,3.62,19,0,True
1724,monoprotic,2.98,2.9,11,0,True
1725,monoprotic,10.89,10.98,9,1,True
1726,diprotic,8.3,8.3,32,10,True
1727,monoprotic,9.3,11.1,50,43,False
1728,diprotic,7.91,5.3,50,36,False
1729,diprotic,4.76,4.67,15,0,True
1730,triprotic,10.69,10.71,18,1,True
1731,diprotic,3.83,3.74,27,0,True
1732,triprotic,9.51,10.29,50,27,False
1733,triprotic,4.02,3.95,23,0,True
1734,diprotic,10.37,10.08,50,38,False
1735,monoprotic,10.11,10.01,33,16,True
1736,triprotic,3.06,2.97,14,0,True
1737,triprotic,6.5,6.46,26,0,True
1738,triprotic,2.64,2.56,9,0,True
1739,monoprotic,2.43,2.49,1,0,True
1740,diprotic,10.04,9.84,50,26,False
1741,triprotic,6.43,6.35,32,0,True
1742,triprotic,2.04,1.95,24,0,True
1743,monoprotic,4.76,4.67,14,0,True
1744,monoprotic,10.22,10.31,10,3,True
1745,monoprotic,10.2,9.5,50,28,False
1746,monoprotic,8.72,5.92,50,42,False
1747,diprotic,3.82,3.74,26,0,True
1748,monoprotic,9.61,10.64,50,31,False
1749,diprotic,6.31,6.23,30,0,True
1750,diprotic,5.43,5.33,27,0,True
1751,diprotic,4.51,4.42,22,0,True
1752,triprotic,2.56,2.48,21,0,True
1753,monoprotic,2.48,2.4,2,0,True
1754,triprotic,10.8,10.72,19,2,True
1755,monoprotic,5.7,5.61,19,0,True
