experiment,acid_type,target_pH,final_pH,steps,overshoots,success
483,diprotic,4.35,4.36,19,1,True
484,monoprotic,2.37,2.39,1,0,True
485,monoprotic,3.01,2.98,1,0,True
486,diprotic,4.95,4.89,48,0,True
487,diprotic,7.13,6.05,50,22,False
488,diprotic,4.59,4.5,39,0,True
489,triprotic,5.29,5.2,37,0,True
490,triprotic,4.78,4.69,40,0,True
491,diprotic,6.82,6.79,22,0,True
492,diprotic,2.2,2.26,1,0,True
493,diprotic,6.52,6.45,32,0,True
494,diprotic,2.12,2.21,4,0,True
495,triprotic,4.7,4.61,32,0,True
496,triprotic,7.53,7.44,32,0,True
497,diprotic,4.64,4.56,24,0,True
498,triprotic,6.27,6.18,35,0,True
499,monoprotic,2.91,2.95,1,0,True
500,triprotic,9.36,9.4,34,1,True
501,monoprotic,5.31,3.63,50,20,False
502,diprotic,5.06,4.99,25,0,True
503,triprotic,10.83,10.92,18,1,True
504,triprotic,6.47,6.38,44,0,True
505,diprotic,9.82,11.19,50,31,False
506,diprotic,7.41,6.48,50,22,False
507,monoprotic,10.9,10.92,14,3,True
508,monoprotic,4.52,4.44,21,0,True
509,triprotic,3.09,3.02,27,0,True
510,monoprotic,7.51,10.86,50,43,False
511,diprotic,6.44,6.35,26,0,True
512,triprotic,3.19,3.14,25,0,True
513,diprotic,2.02,1.93,24,0,True
514,monoprotic,7.17,4.11,50,42,False
515,diprotic,3.84,3.82,20,0,True
516,triprotic,2.67,2.58,21,0,True
517,diprotic,2.27,2.19,19,0,True
518,monoprotic,5.58,5.49,14,0,True
519,diprotic,2.57,2.47,20,0,True
520,diprotic,6.79,6.23,50,20,False
521,monoprotic,7.37,10.34,50,27,False
522,diprotic,4.51,4.57,18,1,True
523,monoprotic,5.11,5.04,23,0,True
524,monoprotic,7.42,3.7,50,44,False
525,monoprotic,4.38,4.3,23,0,True
526,diprotic,2.83,2.74,15,0,True
527,monoprotic,9.52,11.39,50,27,False
528,diprotic,8.42,8.45,39,19,True
529,monoprotic,5.78,5.82,14,1,True
530,monoprotic,10.78,10.77,13,4,True
531,triprotic,2.33,2.25,9,0,True
532,triprotic,5.68,5.58,29,0,True
533,monoprotic,8.83,11.07,50,43,False
534,diprotic,6.6,6.5,32,0,True
535,diprotic,4.18,4.08,25,0,True
536,diprotic,3.73,3.76,21,1,True
537,triprotic,9.33,8.44,50,26,False
538,diprotic,4.83,4.74,35,0,True
539,triprotic,2.52,2.45,27,0,True
540,diprotic,9.65,8.34,50,36,False
541,monoprotic,2.22,2.32,4,0,True
542,diprotic,6.75,6.74,40,12,True
543,monoprotic,10.79,10.7,6,2,True
544,triprotic,3.66,3.57,23,0,True
545,diprotic,6.93,6.97,29,1,True
546,triprotic,5.92,5.83,38,0,True
547,triprotic,9.38,9.41,32,1,True
548,triprotic,6.39,6.17,50,0,False
549,diprotic,6.12,6.13,31,1,True
550,diprotic,5.47,5.37,24,0,True
551,diprotic,10.21,10.31,14,1,True
552,monoprotic,8.88,5.35,50,40,False
553,triprotic,3.98,3.9,29,0,True
554,diprotic,10.42,10.43,14,1,True
555,triprotic,3.16,3.07,26,0,True
556,triprotic,9.81,10.64,50,29,False
557,diprotic,8.36,8.27,25,0,True
558,triprotic,4.77,4.68,28,0,True
559,monoprotic,4.29,4.25,18,2,True
560,monoprotic,9.35,11.0,50,25,False
561,triprotic,3.16,3.07,22,0,True
562,triprotic,8.49,8.46,32,0,True
563,triprotic,7.51,7.45,47,0,True
564,monoprotic,5.99,5.91,22,0,True
565,diprotic,6.88,6.4,50,28,False
566,triprotic,8.64,8.74,31,1,True
567,diprotic,8.04,10.64,50,35,False
568,monoprotic,7.9,11.03,50,43,False
569,monoprotic,10.69,10.69,10,1,True
570,diprotic,4.71,4.62,45,0,True
571,monoprotic,5.4,4.99,50,36,False
572,monoprotic,5.01,10.25,50,17,False
573,monoprotic,8.58,11.13,50,43,False
574,monoprotic,9.16,4.08,50,30,False
575,diprotic,6.26,6.19,32,0,True
576,monoprotic,2.14,2.23,6,0,True
577,triprotic,8.83,8.79,25,0,True
578,triprotic,7.24,7.22,42,0,True
579,monoprotic,7.03,10.42,50,27,False
580,monoprotic,9.03,11.11,50,43,False
581,diprotic,8.73,8.72,22,2,True
582,diprotic,10.69,10.73,15,1,True
583,diprotic,4.26,4.17,33,0,True
584,triprotic,6.36,6.27,33,0,True
585,diprotic,5.3,5.21,40,0,True
586,monoprotic,5.95,5.99,20,1,True
587,diprotic,5.66,5.63,14,0,True
588,monoprotic,8.97,11.32,50,31,False
589,triprotic,2.78,2.7,27,0,True
590,triprotic,10.39,10.3,23,2,True
591,diprotic,8.5,11.11,50,37,False
592,diprotic,6.17,6.13,28,0,True
593,diprotic,4.95,4.86,19,0,True
594,diprotic,5.22,5.12,28,0,True
595,diprotic,5.95,5.86,36,0,True
596,triprotic,7.36,7.27,40,0,True
597,monoprotic,5.23,5.15,14,0,True
598,monoprotic,2.53,2.55,1,0,True
599,monoprotic,6.6,6.58,16,0,True
600,triprotic,2.62,2.53,3,0,True
601,triprotic,8.46,8.41,31,0,True
602,diprotic,6.83,6.74,27,0,True
603,diprotic,3.86,3.79,24,0,True
604,diprotic,9.65,8.45,50,34,False
605,monoprotic,7.63,10.76,50,43,False
606,monoprotic,6.7,6.62,22,0,True
607,monoprotic,7.04,10.6,50,33,False
608,monoprotic,4.75,3.33,50,16,False
609,triprotic,9.87,9.89,22,1,True
610,diprotic,8.1,10.93,50,37,False
611,monoprotic,6.28,6.19,23,0,True
612,triprotic,3.43,3.34,25,0,True
613,diprotic,5.12,5.04,25,0,True
614,diprotic,2.31,2.34,1,0,True
615,triprotic,4.31,4.22,39,0,True
616,triprotic,5.4,5.32,41,0,True
617,triprotic,10.38,10.29,25,4,True
618,diprotic,3.66,3.59,24,0,True
619,triprotic,4.73,4.65,15,0,True
620,diprotic,2.13,2.04,16,0,True
621,monoprotic,5.56,5.54,22,0,True
622,triprotic,5.49,5.42,31,0,True
623,monoprotic,2.62,2.7,2,0,True
624,triprotic,5.46,5.36,26,0,True
625,diprotic,3.46,3.38,25,0,True
626,triprotic,2.0,2.09,8,0,True
627,triprotic,3.71,3.66,26,0,True
628,triprotic,2.89,2.8,14,0,True
629,diprotic,7.43,7.33,28,0,True
630,diprotic,6.08,6.15,27,1,True
631,monoprotic,2.82,2.88,1,0,True
632,triprotic,5.08,4.98,34,0,True
633,monoprotic,8.09,11.08,50,43,False
634,diprotic,4.25,4.16,36,0,True
635,diprotic,6.29,6.23,24,0,True
636,diprotic,9.75,10.97,50,37,False
637,triprotic,4.25,4.23,18,0,True
638,monoprotic,3.97,3.89,9,0,True
639,monoprotic,7.92,4.67,50,44,False
640,diprotic,4.4,4.32,35,0,True
641,diprotic,7.39,7.31,24,0,True
642,triprotic,2.75,2.68,25,0,True
643,diprotic,7.84,10.58,50,35,False
644,triprotic,7.09,6.99,49,0,True
645,triprotic,8.14,8.09,41,0,True
646,monoprotic,3.24,3.16,12,0,True
647,monoprotic,5.63,4.86,50,20,False
648,monoprotic,5.91,5.82,17,0,True
649,triprotic,7.18,7.09,40,0,True
650,triprotic,5.37,5.31,26,0,True
651,diprotic,4.04,3.97,23,0,True
652,monoprotic,6.41,4.95,50,28,False
653,triprotic,5.2,5.11,36,0,True
654,monoprotic,10.76,10.82,8,1,True
655,diprotic,10.67,10.76,15,1,True
656,monoprotic,7.63,7.57,17,0,True
657,diprotic,6.03,5.96,21,0,True
658,diprotic,2.68,2.59,15,0,True
659,diprotic,6.33,6.24,23,0,True
660,triprotic,4.33,4.24,28,0,True
661,diprotic,7.74,7.71,23,0,True
662,monoprotic,6.53,6.47,23,0,True
663,monoprotic,9.41,7.76,50,42,False
664,diprotic,6.15,6.09,20,0,True
665,monoprotic,11.0,11.03,14,3,True
666,diprotic,5.39,5.29,33,0,True
667,monoprotic,7.05,10.25,50,43,False
668,monoprotic,7.31,4.63,50,38,False
669,diprotic,5.89,5.79,23,0,True
670,triprotic,4.64,4.57,17,0,True
671,diprotic,4.98,4.91,37,0,True
672,triprotic,10.76,10.79,18,1,True
673,diprotic,7.41,7.33,28,0,True
674,monoprotic,7.77,6.98,50,30,False
675,triprotic,2.25,2.16,26,0,True
676,diprotic,7.96,7.96,20,2,True
677,triprotic,4.03,3.97,27,0,True
678,monoprotic,3.79,3.7,6,6,True
679,diprotic,5.09,5.0,23,0,True
680,monoprotic,3.37,3.28,15,0,True
681,diprotic,4.89,4.94,16,1,True
682,diprotic,3.81,3.72,28,0,True
683,monoprotic,4.91,4.89,20,0,True
684,triprotic,10.26,10.21,24,4,True
685,diprotic,3.3,3.2,12,0,True
686,monoprotic,4.2,4.12,18,0,True
687,triprotic,8.15,8.23,32,1,True
688,monoprotic,3.63,3.54,20,0,True
689,monoprotic,5.57,5.48,23,0,True
690,triprotic,4.99,4.91,31,0,True
691,monoprotic,5.46,5.36,22,0,True
692,diprotic,5.54,5.44,32,0,True
693,monoprotic,7.87,10.84,50,43,False
694,monoprotic,10.32,10.4,9,3,True
695,monoprotic,4.26,4.17,19,0,True
696,triprotic,4.37,4.29,24,0,True
697,triprotic,6.67,6.58,37,0,True
698,monoprotic,6.66,10.26,50,27,False
699,monoprotic,7.37,10.65,50,43,False
700,diprotic,5.0,4.92,30,0,True
701,triprotic,6.94,6.87,48,0,True
702,monoprotic,5.67,5.65,20,0,True
703,diprotic,6.01,5.91,30,0,True
704,monoprotic,6.31,6.3,21,0,True
705,monoprotic,2.16,2.07,5,0,True
706,triprotic,5.06,4.96,31,0,True
707,diprotic,9.3,6.75,50,38,False
708,triprotic,5.55,5.45,37,0,True
709,monoprotic,7.81,4.97,50,42,False
710,monoprotic,5.43,10.41,50,21,False
711,monoprotic,2.36,2.28,27,0,True
712,triprotic,6.19,6.15,30,0,True
713,triprotic,6.3,6.27,27,0,True
714,monoprotic,6.92,10.08,50,41,False
715,triprotic,10.87,10.84,21,0,True
716,triprotic,8.67,9.09,50,21,False
717,monoprotic,8.55,11.12,50,43,False
718,triprotic,7.98,8.02,39,1,True
719,monoprotic,3.1,3.01,13,0,True
720,triprotic,4.82,4.73,35,0,True
721,diprotic,9.08,7.08,50,38,False
722,monoprotic,3.52,3.44,18,0,True
723,triprotic,4.05,3.97,33,0,True
724,monoprotic,4.1,4.0,14,0,True
725,monoprotic,3.42,3.34,1,0,True
726,triprotic,8.47,8.45,30,0,True
727,monoprotic,2.99,2.9,11,0,True
728,triprotic,3.71,3.62,17,0,True
729,monoprotic,2.93,2.84,5,0,True
730,diprotic,9.23,7.49,50,36,False
731,triprotic,6.01,5.92,42,0,True
732,monoprotic,5.8,5.7,23,0,True
733,monoprotic,5.32,5.23,21,0,True
734,monoprotic,3.22,3.16,25,0,True
735,diprotic,9.41,9.36,25,14,True
736,monoprotic,10.04,10.04,24,13,True
737,diprotic,5.03,4.94,31,0,True
738,diprotic,5.53,5.48,15,0,True
739,triprotic,7.35,7.25,43,0,True
740,diprotic,7.01,6.91,24,2,True
741,monoprotic,5.85,5.55,50,22,False
742,triprotic,3.04,2.98,27,0,True
743,monoprotic,6.58,5.95,50,20,False
744,monoprotic,3.98,3.96,22,0,True
745,diprotic,6.23,6.14,32,0,True
746,diprotic,9.11,6.92,50,32,False
747,monoprotic,9.68,7.19,50,30,False
748,monoprotic,7.3,9.86,50,35,False
749,triprotic,8.12,8.03,40,0,True
750,monoprotic,7.87,10.29,50,41,False
751,diprotic,4.82,4.75,23,0,True
752,diprotic,4.36,4.28,27,0,True
753,triprotic,5.09,5.0,40,0,True
754,diprotic,6.49,6.87,50,19,False
755,monoprotic,6.4,6.32,23,0,True
756,triprotic,10.74,10.76,20,3,True
757,diprotic,8.56,8.48,21,0,True
758,triprotic,7.47,7.39,48,0,True
759,monoprotic,3.39,3.34,25,0,True
760,diprotic,6.11,6.03,31,0,True
761,monoprotic,4.99,4.7,50,16,False
762,triprotic,7.61,7.53,45,0,True
763,monoprotic,5.67,10.24,50,27,False
764,triprotic,4.72,4.63,25,0,True
765,diprotic,8.84,8.82,21,0,True
766,triprotic,10.14,10.67,50,29,False
767,monoprotic,10.1,10.07,14,6,True
768,monoprotic,8.11,8.04,41,24,True
769,triprotic,7.6,7.51,36,0,True
770,triprotic,10.57,10.61,20,1,True
771,diprotic,8.28,6.24,50,34,False
772,diprotic,6.0,5.95,33,0,True
773,monoprotic,8.27,10.94,50,43,False
774,triprotic,6.49,6.4,50,0,True
775,triprotic,8.76,8.85,25,1,True
776,monoprotic,6.78,6.72,30,10,True
777,triprotic,8.63,7.36,50,22,False
778,monoprotic,8.86,10.53,50,31,False
779,diprotic,8.28,5.69,50,36,False
780,triprotic,9.63,10.46,50,27,False
781,triprotic,5.66,5.58,31,0,True
782,triprotic,5.24,5.19,24,0,True
783,monoprotic,2.84,2.76,1,1,True
784,diprotic,10.48,10.48,15,1,True
785,monoprotic,9.99,9.95,44,22,True
786,triprotic,6.59,6.38,50,0,False
787,monoprotic,2.63,2.68,1,0,True
788,monoprotic,2.43,2.52,3,0,True
789,diprotic,4.56,4.47,23,0,True
790,monoprotic,9.78,9.83,23,9,True
791,triprotic,9.33,9.34,32,1,True
792,monoprotic,9.31,10.17,50,29,False
793,monoprotic,7.35,7.43,18,3,True
794,triprotic,10.78,10.85,20,1,True
795,monoprotic,5.98,5.9,23,0,True
796,monoprotic,5.69,5.64,19,0,True
797,monoprotic,4.5,4.42,20,0,True
798,triprotic,10.45,10.43,23,2,True
799,monoprotic,4.65,4.57,14,0,True
800,diprotic,7.67,10.13,50,31,False
801,monoprotic,6.8,10.1,50,43,False
802,monoprotic,7.62,6.92,50,26,False
803,diprotic,4.46,4.39,22,0,True
804,diprotic,5.28,5.2,24,0,True
805,monoprotic,8.03,5.43,50,42,False
806,diprotic,8.75,11.13,50,37,False
807,monoprotic,9.54,11.25,50,33,False
808,triprotic,2.67,2.59,11,0,True
809,diprotic,3.5,3.42,25,0,True
810,monoprotic,4.93,4.84,22,0,True
811,diprotic,2.33,2.24,20,0,True
812,triprotic,6.18,6.1,41,0,True
813,diprotic,8.62,6.15,50,38,False
814,triprotic,8.61,8.53,37,0,True
815,monoprotic,9.67,11.4,50,25,False
816,triprotic,9.13,9.21,30,3,True
817,triprotic,4.46,4.36,50,0,True
818,monoprotic,2.47,2.39,10,0,True
819,monoprotic,8.85,4.38,50,32,False
820,triprotic,6.34,6.25,34,0,True
821,monoprotic,8.67,11.31,50,31,False
822,triprotic,9.43,9.47,27,1,True
823,diprotic,3.06,2.98,11,0,True
824,triprotic,8.75,8.72,36,0,True
825,diprotic,10.89,10.95,13,3,True
826,triprotic,9.3,9.26,24,0,True
827,diprotic,3.49,3.41,25,0,True
828,diprotic,10.72,10.74,11,1,True
829,monoprotic,5.13,5.03,11,0,True
830,triprotic,6.14,6.05,32,0,True
831,monoprotic,3.64,3.55,12,0,True
832,triprotic,8.57,8.65,36,7,True
833,monoprotic,4.5,4.52,20,1,True
834,diprotic,8.72,10.49,50,35,False
835,diprotic,3.81,3.73,32,0,True
836,diprotic,6.17,6.1,32,0,True
837,monoprotic,8.17,10.22,50,41,False
838,triprotic,6.03,5.94,34,0,True
839,monoprotic,5.03,4.95,22,0,True
840,diprotic,10.85,10.81,12,0,True
841,diprotic,5.32,5.24,15,0,True
842,triprotic,10.85,10.89,20,1,True
843,diprotic,10.54,10.52,16,4,True
844,triprotic,2.64,2.55,11,0,True
845,monoprotic,5.98,6.01,20,1,True
846,triprotic,10.6,10.68,20,1,True
847,monoprotic,8.97,10.71,50,41,False
848,triprotic,5.98,5.91,33,0,True
849,triprotic,6.27,6.21,26,0,True
850,triprotic,4.72,4.62,35,0,True
851,diprotic,9.27,11.12,50,35,False
852,monoprotic,3.63,3.55,6,0,True
853,triprotic,10.25,10.64,50,29,False
854,triprotic,8.57,8.54,35,6,True
855,monoprotic,10.21,10.17,16,8,True
856,triprotic,2.9,2.82,12,0,True
857,triprotic,2.31,2.22,20,0,True
858,diprotic,7.31,7.21,29,0,True
859,diprotic,10.5,10.54,14,1,True
860,diprotic,8.41,8.39,25,2,True
861,diprotic,5.57,5.55,16,0,True
862,monoprotic,10.59,10.6,9,1,True
863,monoprotic,8.49,10.69,50,41,False
864,diprotic,2.29,2.21,24,0,True
865,monoprotic,2.81,2.87,1,0,True
866,triprotic,5.55,5.47,33,0,True
867,monoprotic,3.36,3.27,19,0,True
868,monoprotic,3.93,3.84,1,0,True
869,monoprotic,8.79,6.44,50,44,False
870,diprotic,10.77,10.79,11,1,True
871,diprotic,2.45,2.36,14,0,True
872,diprotic,6.31,6.23,30,0,True
873,triprotic,5.06,4.97,36,0,True
874,diprotic,8.91,11.08,50,37,False
875,diprotic,5.85,5.75,35,0,True
876,monoprotic,9.91,9.89,38,24,True
877,triprotic,2.54,2.5,1,0,True
878,diprotic,7.22,7.13,30,0,True
879,monoprotic,4.47,4.54,19,3,True
880,diprotic,10.4,10.41,16,3,True
881,diprotic,3.26,3.16,15,0,True
882,triprotic,5.96,5.86,46,0,True
883,triprotic,8.59,7.22,50,22,False
884,monoprotic,3.02,3.0,1,1,True
885,diprotic,7.32,7.26,30,0,True
886,monoprotic,6.84,4.38,50,28,False
887,triprotic,5.7,5.62,29,0,True
888,monoprotic,10.91,10.98,11,1,True
889,triprotic,5.86,5.8,37,0,True
890,diprotic,8.14,5.84,50,34,False
891,monoprotic,2.72,2.76,1,0,True
892,monoprotic,10.91,10.99,13,3,True
893,monoprotic,10.46,10.38,8,2,True
894,diprotic,9.91,11.03,50,37,False
895,monoprotic,9.86,9.83,29,16,True
896,triprotic,6.48,6.43,31,0,True
897,monoprotic,9.1,11.32,50,31,False
898,monoprotic,5.23,5.19,20,0,True
899,diprotic,5.45,5.39,24,0,True
900,triprotic,5.91,5.83,35,0,True
901,triprotic,6.35,6.25,42,0,True
902,diprotic,4.12,4.05,28,0,True
903,triprotic,3.81,3.8,20,0,True
904,monoprotic,4.86,9.38,50,19,False
905,diprotic,2.47,2.38,25,0,True
906,triprotic,4.8,4.7,27,0,True
907,monoprotic,9.62,11.3,50,31,False
908,monoprotic,6.99,9.66,50,37,False
909,diprotic,6.4,6.33,16,0,True
910,triprotic,10.08,10.03,23,4,True
911,triprotic,4.14,4.07,23,0,True
912,diprotic,6.12,6.11,36,0,True
913,triprotic,3.33,3.25,24,0,True
914,monoprotic,3.14,3.05,3,0,True
915,diprotic,6.87,6.8,49,18,True
916,triprotic,2.54,2.45,3,0,True
917,diprotic,4.25,4.16,24,0,True
918,triprotic,10.81,10.88,22,1,True
919,triprotic,7.8,7.7,32,0,True
920,triprotic,2.62,2.55,27,0,True
921,triprotic,7.57,7.65,36,1,True
922,diprotic,6.95,6.87,25,0,True
923,triprotic,6.42,6.35,36,0,True
924,triprotic,3.9,3.81,37,0,True
925,diprotic,9.35,9.3,45,30,True
926,diprotic,10.45,10.54,17,3,True
927,triprotic,10.95,11.04,17,1,True
928,diprotic,9.77,8.71,50,36,False
929,diprotic,3.59,3.5,22,0,True
930,monoprotic,10.14,10.13,11,4,True
931,monoprotic,3.02,2.94,26,0,True
932,triprotic,8.69,8.67,32,2,True
933,diprotic,2.01,2.09,9,0,True
934,monoprotic,8.22,10.93,50,43,False
935,triprotic,3.61,3.59,21,0,True
936,diprotic,4.63,4.54,33,0,True
937,monoprotic,8.56,6.27,50,42,False
938,monoprotic,8.05,4.93,50,44,False
939,diprotic,8.91,7.0,50,36,False
940,diprotic,9.06,7.29,50,36,False
941,diprotic,4.44,4.35,28,0,True
942,monoprotic,5.48,5.57,15,1,True
943,diprotic,3.42,3.36,25,0,True
944,triprotic,2.54,2.45,21,0,True
945,diprotic,5.45,5.4,34,0,True
946,triprotic,4.62,4.53,35,0,True
947,diprotic,5.8,5.81,32,1,True
948,monoprotic,7.88,4.63,50,44,False
949,diprotic,9.42,10.44,50,27,False
950,monoprotic,7.52,6.66,50,26,False
951,triprotic,6.3,6.2,49,0,True
952,monoprotic,6.74,4.28,50,28,False
953,diprotic,8.58,11.1,50,37,False
954,triprotic,9.14,9.15,36,1,True
955,triprotic,9.51,10.84,50,27,False
956,diprotic,7.46,7.39,42,14,True
957,diprotic,5.95,5.96,33,1,True
958,triprotic,6.93,6.83,47,0,True
959,diprotic,3.52,3.55,22,1,True
960,diprotic,8.06,8.02,25,0,True
961,triprotic,10.56,10.48,21,0,True
962,monoprotic,7.45,10.12,50,25,False
963,diprotic,8.11,8.01,44,20,True
964,monoprotic,4.12,4.04,20,0,True
965,triprotic,8.05,7.97,39,0,True
966,triprotic,2.63,2.54,2,0,True
967,diprotic,2.19,2.1,18,0,True
968,diprotic,9.87,9.85,27,12,True
969,triprotic,3.09,3.0,17,0,True
970,triprotic,6.86,6.67,50,0,False
971,triprotic,9.96,9.08,50,28,False
972,triprotic,5.43,5.33,45,0,True
973,monoprotic,6.07,6.01,24,0,True
974,monoprotic,8.03,4.89,50,44,False
975,triprotic,8.24,8.16,37,0,True
976,triprotic,2.99,2.9,19,0,True
977,diprotic,2.54,2.46,10,0,True
978,monoprotic,8.92,6.67,50,44,False
979,triprotic,3.07,2.97,9,0,True
980,triprotic,3.45,3.36,26,0,True
981,triprotic,2.87,2.78,15,0,True
982,monoprotic,8.72,6.39,50,42,False
983,monoprotic,4.15,4.07,24,0,True
984,monoprotic,6.95,3.2,50,44,False
985,diprotic,7.32,7.32,27,0,True
986,diprotic,3.34,3.25,25,0,True
987,triprotic,4.75,4.65,34,0,True
988,diprotic,4.37,4.34,23,0,True
989,triprotic,5.04,4.95,21,0,True
990,diprotic,6.75,6.78,47,17,True
991,triprotic,8.01,7.94,32,0,True
992,diprotic,7.56,7.46,21,2,True
993,diprotic,4.5,4.43,27,0,True
994,triprotic,3.26,3.16,20,0,True
995,diprotic,4.13,4.04,17,0,True
996,triprotic,4.17,4.08,26,0,True
997,monoprotic,2.95,2.87,25,0,True
998,diprotic,2.82,2.73,13,0,True
999,monoprotic,5.05,5.0,23,0,True
1000,triprotic,3.23,3.14,18,0,True
1001,triprotic,8.57,8.47,39,0,True
1002,triprotic,10.67,10.64,20,2,True
1003,monoprotic,6.65,6.74,17,1,True
1004,diprotic,2.03,1.93,11,0,True
1005,triprotic,5.36,5.29,19,0,True
1006,monoprotic,6.91,10.2,50,43,False
1007,triprotic,10.9,10.95,19,1,True
1008,diprotic,9.56,10.99,50,37,False
1009,diprotic,3.75,3.66,30,0,True
1010,diprotic,4.72,4.63,38,0,True
1011,diprotic,7.4,7.38,27,2,True
1012,diprotic,9.36,10.42,50,27,False
1013,triprotic,3.33,3.25,30,0,True
1014,diprotic,3.73,3.67,25,0,True
1015,triprotic,2.02,1.93,19,0,True
1016,diprotic,7.07,7.05,22,0,True
1017,triprotic,3.01,2.92,14,0,True
1018,triprotic,7.03,6.85,50,0,False
1019,monoprotic,2.9,2.9,1,0,True
1020,diprotic,3.85,3.76,24,0,True
1021,diprotic,10.1,10.08,13,2,True
1022,monoprotic,8.73,8.73,31,21,True
1023,diprotic,2.04,2.12,8,0,True
1024,triprotic,8.2,8.17,40,0,True
1025,diprotic,8.31,8.21,21,0,True
1026,triprotic,10.94,10.95,20,1,True
1027,triprotic,2.0,2.08,9,0,True
1028,monoprotic,9.69,4.71,50,24,False
1029,diprotic,7.54,7.53,29,0,True
1030,monoprotic,8.52,4.71,50,40,False
1031,diprotic,3.68,3.6,24,0,True
1032,triprotic,3.48,3.39,18,0,True
1033,triprotic,2.49,2.4,26,0,True
1034,monoprotic,4.94,5.02,22,3,True
1035,diprotic,5.15,5.07,40,0,True
1036,diprotic,8.44,8.42,20,0,True
1037,monoprotic,8.25,9.53,50,43,False
1038,monoprotic,9.54,9.53,27,16,True
1039,monoprotic,2.49,2.4,26,0,True
1040,monoprotic,4.18,4.12,22,0,True
1041,monoprotic,10.5,10.4,11,4,True
1042,triprotic,7.4,7.37,49,0,True
1043,diprotic,6.7,9.6,50,15,False
1044,monoprotic,2.5,2.42,21,0,True
1045,triprotic,2.9,2.81,16,0,True
1046,monoprotic,10.23,10.14,26,12,True
1047,diprotic,10.12,10.04,48,26,True
1048,diprotic,8.62,11.08,50,37,False
1049,monoprotic,3.6,3.52,4,0,True
1050,monoprotic,2.51,2.59,3,0,True
1051,monoprotic,8.65,11.31,50,31,False
1052,monoprotic,6.36,6.27,22,0,True
1053,diprotic,3.98,3.91,25,0,True
1054,triprotic,7.1,7.01,44,0,True
1055,triprotic,7.86,7.82,34,2,True
1056,diprotic,9.7,9.62,48,26,True
1057,monoprotic,6.08,6.1,19,1,True
1058,monoprotic,7.71,7.66,45,22,True
1059,diprotic,3.96,3.9,26,0,True
1060,monoprotic,7.44,6.44,50,28,False
1061,triprotic,6.37,6.3,28,0,True
1062,monoprotic,6.54,6.5,47,18,True
1063,triprotic,4.37,4.39,20,1,True
1064,monoprotic,3.99,3.92,8,0,True
1065,diprotic,4.05,3.95,26,0,True
1066,monoprotic,9.05,11.26,50,35,False
1067,triprotic,9.25,9.23,32,0,True
1068,triprotic,4.38,4.28,32,0,True
1069,diprotic,6.99,9.71,50,19,False
1070,diprotic,3.11,3.02,13,0,True
1071,diprotic,10.18,10.19,16,3,True
1072,triprotic,7.51,7.42,40,0,True
1073,triprotic,9.8,10.33,50,27,False
1074,diprotic,9.02,11.04,50,37,False
1075,triprotic,10.17,10.73,50,29,False
1076,diprotic,7.07,5.85,50,24,False
1077,monoprotic,5.82,4.39,50,20,False
1078,triprotic,7.23,7.16,26,0,True
1079,triprotic,5.31,5.22,32,0,True
1080,triprotic,10.68,10.63,18,0,True
1081,monoprotic,3.41,3.43,1,1,True
1082,diprotic,8.98,6.15,50,38,False
1083,diprotic,10.34,10.25,16,4,True
1084,monoprotic,5.76,5.67,22,0,True
1085,monoprotic,10.57,10.5,6,2,True
1086,triprotic,4.47,4.39,38,0,True
1087,diprotic,4.03,3.94,21,0,True
1088,monoprotic,7.43,7.4,19,0,True
1089,triprotic,10.41,10.33,24,6,True
1090,diprotic,3.0,2.93,27,0,True
1091,triprotic,4.83,4.73,46,0,True
1092,monoprotic,5.96,5.98,19,1,True
1093,monoprotic,5.8,5.72,23,0,True
1094,diprotic,8.59,6.82,50,34,False
1095,diprotic,7.66,7.6,25,0,True
1096,triprotic,5.18,5.08,46,0,True
1097,triprotic,8.62,8.56,39,0,True
1098,monoprotic,2.12,2.2,1,0,True
1099,triprotic,8.66,8.6,36,0,True
1100,triprotic,2.0,2.08,9,0,True
1101,triprotic,10.41,10.47,21,1,True
1102,monoprotic,6.98,7.07,46,27,True
1103,monoprotic,4.12,4.21,1,1,True
1104,diprotic,10.66,10.71,17,3,True
1105,monoprotic,7.27,10.52,50,35,False
1106,diprotic,4.18,4.08,25,0,True
1107,diprotic,5.52,5.43,31,0,True
1108,diprotic,10.59,10.66,16,3,True
1109,diprotic,8.92,10.13,50,33,False
1110,monoprotic,9.88,6.74,50,24,False
1111,triprotic,2.83,2.74,20,0,True
1112,monoprotic,8.9,11.33,50,31,False
1113,monoprotic,8.43,5.71,50,44,False
1114,triprotic,6.1,6.02,39,0,True
1115,monoprotic,7.17,6.98,50,36,False
1116,diprotic,3.82,3.72,31,0,True
1117,monoprotic,3.97,3.98,23,1,True
1118,diprotic,6.18,6.12,32,0,True
1119,triprotic,2.15,2.24,3,0,True
1120,monoprotic,8.68,11.07,50,43,False
1121,diprotic,8.26,5.45,50,36,False
1122,diprotic,3.11,3.02,22,0,True
1123,diprotic,7.09,6.99,29,0,True
1124,monoprotic,8.73,7.46,50,38,False
1125,monoprotic,9.71,7.79,50,32,False
1126,diprotic,7.45,7.52,27,3,True
1127,triprotic,7.85,7.77,38,0,True
1128,diprotic,7.01,6.95,29,0,True
1129,diprotic,7.46,7.43,36,18,True
1130,monoprotic,7.73,5.74,50,32,False
